,travel time,distance,hour of day,1st ranked,2nd ranked,3rd ranked,4d ranked,5th ranked,6th ranked,1st dist,2nd dist,3rd dist,4rd dist,5th dist,6th dist
5620,448,5141.576999999999,19,primary,residential,service,nan,nan,nan,0.7333337612176187,0.2516784247323341,0.014987814050047295,,,
5621,491,4643.448,21,primary,residential,service,nan,nan,nan,0.812002632526519,0.12601756281108348,0.061979804662397414,,,
5622,484,4643.448,21,primary,residential,service,nan,nan,nan,0.812002632526519,0.12601756281108348,0.061979804662397414,,,
5623,435,4888.261,9,primary,residential,service,nan,nan,nan,0.7713360640931407,0.13115441258148858,0.0975095233253707,,,
5624,529,4741.814,12,primary,residential,service,nan,nan,nan,0.7951581399017338,0.13813996078294086,0.0667018993153253,,,
5625,590,5198.740000000002,13,primary,residential,service,nan,nan,nan,0.725270353970385,0.2078426695699342,0.06688697645968059,,,
5626,516,4946.623000000001,0,primary,service,residential,nan,nan,nan,0.7622355695997045,0.13261107628375962,0.10515335411653563,,,
5627,913,5270.883000000001,3,primary,residential,service,nan,nan,nan,0.7153435202412953,0.2232591768779538,0.06139730288075071,,,
5628,517,4741.814,5,primary,residential,service,nan,nan,nan,0.7951581399017338,0.13813996078294086,0.0667018993153253,,,
5629,515,4898.932,7,primary,residential,service,nan,nan,nan,0.7696559168406503,0.1421858886794101,0.08815819447993972,,,
5630,531,4934.166,15,primary,residential,service,nan,nan,nan,0.764159941112642,0.13226936426540978,0.10357069462194828,,,
5631,2258,34157.97,12,primary,residential,tertiary,primary_link,nan,nan,0.7774502407490845,0.14197898762719216,0.0658087117003733,0.014762059923350244,,
5632,502,4464.353000000001,13,primary,residential,service,nan,nan,nan,0.8445774785282435,0.08963583300872485,0.06578668846303147,,,
5633,633,4773.193,16,primary,residential,service,nan,nan,nan,0.7899307654226426,0.10897401383099321,0.10109522074636411,,,
5634,610,4776.47,17,primary,residential,service,nan,nan,nan,0.7893888164271942,0.13422401899310576,0.07638716457970006,,,
5635,454,4817.6720000000005,23,primary,residential,service,nan,nan,nan,0.7826377553307904,0.13307609982580795,0.08428614484340155,,,
5636,488,4528.380000000001,10,primary,residential,service,nan,nan,nan,0.8326359536964653,0.10250751924529299,0.06485652705824156,,,
5637,480,4824.362,13,primary,residential,service,nan,nan,nan,0.7815524622737681,0.12799495560241955,0.09045258212381242,,,
5638,450,4983.314,16,primary,residential,service,nan,nan,nan,0.7566234036225692,0.1477269945261326,0.09564960185129813,,,
5639,421,4697.607,18,primary,residential,service,nan,nan,nan,0.8026410042389668,0.12877450157069328,0.06858449419033989,,,
5640,1633,4618.273,19,primary,residential,service,nan,nan,nan,0.8164289984589478,0.12125333430916709,0.06231766723188516,,,
5641,444,4871.523000000001,2,primary,residential,service,nan,nan,nan,0.7739862872452823,0.1511170120719947,0.07489670068272282,,,
5642,469,4871.523000000001,8,primary,residential,service,nan,nan,nan,0.7739862872452823,0.1511170120719947,0.07489670068272282,,,
5643,454,5263.498,15,primary,residential,service,nan,nan,nan,0.7163471896446053,0.21433369975632177,0.06931911059907309,,,
5644,417,5144.679,0,primary,residential,service,nan,nan,nan,0.7328915953745608,0.14309347580286352,0.12401492882257574,,,
5645,571,4675.286,9,primary,residential,service,nan,nan,nan,0.8064730157684471,0.10090976252575777,0.09261722170579512,,,
5646,813,5263.498,12,primary,residential,service,nan,nan,nan,0.7163471896446053,0.21433369975632177,0.06931911059907309,,,
5647,567,4871.523000000001,14,primary,residential,service,nan,nan,nan,0.7739862872452823,0.1511170120719947,0.07489670068272282,,,
5648,557,4801.681000000001,15,primary,residential,service,nan,nan,nan,0.7852441676154661,0.10832747948062352,0.10642835290391009,,,
5649,1257,4725.433,0,primary,residential,nan,nan,nan,nan,0.7979146038045615,0.20208539619543855,,,,
5650,355,4618.273,2,primary,residential,service,nan,nan,nan,0.8164289984589478,0.12125333430916709,0.06231766723188516,,,
5651,359,4741.814,3,primary,residential,service,nan,nan,nan,0.7951581399017338,0.13813996078294086,0.0667018993153253,,,
5652,391,4661.402000000001,5,primary,residential,service,nan,nan,nan,0.8088750980928054,0.11158745802228598,0.07953744388490844,,,
5653,491,4773.193,12,primary,residential,service,nan,nan,nan,0.7899307654226426,0.10897401383099321,0.10109522074636411,,,
5654,367,4810.183,18,primary,residential,service,nan,nan,nan,0.7838562482965825,0.14262825343651164,0.07351549826690586,,,
5655,472,4871.523000000001,6,primary,residential,service,nan,nan,nan,0.7739862872452823,0.1511170120719947,0.07489670068272282,,,
5656,427,4688.867,0,primary,residential,service,nan,nan,nan,0.8041371188391567,0.13322621434986312,0.06263666681098014,,,
