,travel time,distance,hour of day,1st ranked,2nd ranked,3rd ranked,4d ranked,5th ranked,6th ranked,1st dist,2nd dist,3rd dist,4rd dist,5th dist,6th dist
4428,278,4090.477,14,primary,residential,tertiary,unclassified,primary_link,nan,0.5648241024213068,0.16776576423727602,0.1564005860441215,0.06430570322238702,0.04670384407490862,
4429,485,3431.339,18,unclassified,residential,primary,nan,nan,nan,0.4450565799531903,0.4238019035717543,0.13114151647505537,,,
4430,554,10163.365,0,primary,residential,tertiary,unclassified,nan,nan,0.797286528625116,0.08152053970313966,0.06630392591430102,0.054889005757443536,,
4431,742,8570.289999999999,8,primary,residential,unclassified,nan,nan,nan,0.8219253957567367,0.11298264119417196,0.0650919630490917,,,
4432,540,6547.525000000001,19,unclassified,residential,tertiary,primary,service,nan,0.5729842955926094,0.17916342434736787,0.09487798824746754,0.08253210182473529,0.07044218998781983,
4433,517,3080.666,16,residential,unclassified,primary,nan,nan,nan,0.47204338282696007,0.3818872282811574,0.14606938889188245,,,
4434,523,9906.264,8,secondary,tertiary,residential,primary,secondary_link,nan,0.6907258881854956,0.1235001409209365,0.09646310657579892,0.054228819260217574,0.03508204505755147,
4435,505,2513.0969999999998,15,residential,unclassified,service,nan,nan,nan,0.8131488756701394,0.14033322231493653,0.04651790201492422,,,
4436,291,2335.2360000000003,21,residential,unclassified,service,nan,nan,nan,0.7620514586106071,0.2174649585737801,0.020483582815612637,,,
4437,300,1765.297,2,unclassified,residential,nan,nan,nan,nan,0.5156894278979685,0.48431057210203154,,,,
4438,949,12521.601000000002,12,primary,tertiary,residential,unclassified,nan,nan,0.6853069347921246,0.2955265864165452,0.015045919447521126,0.00412055934380915,,
4439,765,4284.855,14,primary,tertiary,unclassified,primary_link,nan,nan,0.5359838314248674,0.3580424541787295,0.061388541735951395,0.044585172660451755,,
4440,603,8475.998000000001,4,tertiary,primary,residential,nan,nan,nan,0.8875141310793132,0.061744705461233,0.05074116345945338,,,
4441,409,4016.5780000000004,22,tertiary,unclassified,primary,nan,nan,nan,0.7265737152371994,0.13888862608917343,0.13453765867362713,,,
4442,591,9343.693,0,secondary,tertiary,unclassified,primary,secondary_link,nan,0.732313550969622,0.11147123519576255,0.05970412341244518,0.05931680332391057,0.03719428709825976,
4443,1176,16721.170000000002,4,primary,tertiary,residential,unclassified,nan,nan,0.5131901655207143,0.41407455339548593,0.04240301366471365,0.030332267419086102,,
4444,716,4739.414999999999,1,secondary,residential,unclassified,primary,secondary_link,nan,0.45645802277285286,0.2355657818528237,0.11770587720214419,0.11694228085111771,0.0733280373210618,
4445,619,10221.912999999999,6,primary,tertiary,residential,unclassified,nan,nan,0.6078825949702373,0.2315323951593014,0.10601039159695451,0.05457461827350714,,
4446,1260,9405.288999999999,19,primary,residential,unclassified,service,nan,nan,0.5613171482556253,0.32772049854076785,0.05931311626894188,0.05164923693466517,,
4447,311,1923.8009999999997,10,primary,residential,unclassified,nan,nan,nan,0.4178945743348714,0.29212896760111884,0.28997645806400985,,,
4448,1105,14774.081,7,secondary,primary,service,secondary_link,unclassified,residential,0.7322265933156858,0.12042380165642785,0.052327315655031265,0.050618782988938536,0.037759167558374704,0.00664433882554184
4449,466,4706.4310000000005,11,secondary,unclassified,primary,residential,secondary_link,nan,0.6105696652091573,0.11853079329113718,0.11776184544084464,0.07929575510615157,0.07384194095270917,
4450,731,7189.725,3,secondary,unclassified,primary,secondary_link,service,nan,0.7546882530277584,0.07759086752274949,0.07708751030115893,0.0483373147095334,0.042296054438799816,
4451,714,4572.525,20,secondary,unclassified,primary,secondary_link,residential,nan,0.647026314782314,0.12200195734304353,0.12121049092131808,0.0760043958206899,0.033756841132634594,
4452,2237,10045.417,10,primary,residential,service,unclassified,nan,nan,0.6820972190601945,0.22855417550112656,0.07695927406497909,0.012389331373700067,,
4453,430,1874.943,15,unclassified,residential,nan,nan,nan,nan,0.5701522659622186,0.4298477340377814,,,,
4454,745,8731.438,23,tertiary,residential,primary,unclassified,nan,nan,0.8347214971921003,0.07482707888437164,0.06188911837889703,0.02856230554463079,,
4455,125,1932.003,12,primary,primary_link,unclassified,nan,nan,nan,0.7478171617745936,0.19911873842846,0.053064099796946484,,,
4456,690,8196.206999999999,16,primary,residential,unclassified,nan,nan,nan,0.8029163977922963,0.1290207775377074,0.06806282466999676,,,
4457,996,14835.524,2,secondary,residential,tertiary,unclassified,primary,secondary_link,0.7710988165972433,0.07961949978982878,0.05089439375380337,0.03760278369675383,0.037358842195260505,0.023425663967110297
4458,640,10526.901,8,primary,residential,tertiary,unclassified,nan,nan,0.7697530355799871,0.11323930946059053,0.06401418613132202,0.052993468828100514,,
4459,973,10380.782000000001,10,primary,residential,tertiary,unclassified,nan,nan,0.780588013504185,0.1007573417879308,0.06491524434286357,0.05373940036502067,,
4460,662,9106.029,8,primary,unclassified,nan,nan,nan,nan,0.9387376209761689,0.06126237902383136,,,,
4461,292,7001.592,14,secondary,track,primary,secondary_link,nan,nan,0.7209863128271398,0.15265142556150085,0.07672612171631822,0.04963613989504102,,
4462,432,2664.279,8,primary,residential,unclassified,nan,nan,nan,0.5424582035139714,0.4381759567973174,0.01936583968871128,,,
4463,1013,9602.448,14,tertiary,primary,track,primary_link,secondary,residential,0.5930659556813014,0.2895465822881832,0.052802160449085485,0.02712683265767229,0.019230617025991704,0.018227851897766066
4464,1051,26569.765000000003,10,primary,tertiary,residential,nan,nan,nan,0.7870780565804779,0.2106171055709374,0.00230483784858466,,,
4465,510,6303.759999999999,8,primary,residential,unclassified,service,nan,nan,0.6669132390827064,0.23831840044671754,0.08045848826731984,0.014309872203256472,,
4466,340,3149.5860000000002,6,residential,unclassified,nan,nan,nan,nan,0.8387623008230288,0.16123769917697117,,,,
4467,533,2354.146,8,residential,unclassified,primary,nan,nan,nan,0.5718838168915605,0.23696788559418153,0.1911482975142578,,,
4468,743,11092.256999999998,13,tertiary,primary,residential,unclassified,primary_link,secondary,0.5673355747166697,0.2494330955368236,0.09280771262331916,0.05029246978320104,0.023483408291026797,0.01664773904896001
4469,401,2905.94,15,residential,unclassified,primary,nan,nan,nan,0.653176596901519,0.19197127263467245,0.1548521304638086,,,
4470,854,9201.029,10,tertiary,residential,unclassified,primary,nan,nan,0.6646215330915703,0.2160181214514159,0.06062984911796279,0.05873049633905077,,
4471,940,9833.019,16,tertiary,primary,residential,primary_link,unclassified,secondary,0.5791593609246561,0.2813760453427375,0.0731239307073443,0.026490745110936933,0.021070232855240085,0.01877968505908511
4472,560,7207.844000000001,22,primary,residential,unclassified,nan,nan,nan,0.6844627880403629,0.23814139151735245,0.07739582044228482,,,
4473,600,7928.689999999999,1,secondary,unclassified,primary,service,secondary_link,nan,0.7571751449482829,0.07035929012232792,0.0699028464979713,0.058730509075269687,0.04383220935614838,
4474,472,7926.902,17,primary,tertiary,nan,nan,nan,nan,0.7732233853780458,0.22677661462195442,,,,
4475,824,11747.087,18,primary,tertiary,residential,nan,nan,nan,0.8679187444512845,0.12500103217078412,0.007080223377931909,,,
4476,300,1259.419,21,residential,unclassified,nan,nan,nan,nan,0.8351676447631804,0.1648323552368195,,,,
4477,932,14424.515,22,primary,tertiary,residential,unclassified,primary_link,service,0.7649299127215021,0.12526091865133768,0.04921815395526297,0.03867422925484844,0.013333342576856137,0.008583442840192548
4478,476,6029.2,8,tertiary,unclassified,primary,residential,nan,nan,0.7428988920586478,0.09252587407947988,0.08962731373979964,0.07494792012207258,,
4479,740,9287.235,14,tertiary,primary,residential,primary_link,secondary,nan,0.6131948852376408,0.2993962142661405,0.03947805778576723,0.028047529754550195,0.0198833129559013,
4480,466,4679.438,21,primary,tertiary,primary_link,secondary,unclassified,nan,0.591262455021308,0.27618594369665755,0.05566565899580248,0.039462217471414304,0.03742372481481751,
4481,399,3994.7099999999996,0,tertiary,residential,unclassified,primary,service,nan,0.49805542830393207,0.20507496163676459,0.1396489357174864,0.13527415006345894,0.02194652427835813,
4482,218,2643.2219999999998,14,primary,residential,living_street,unclassified,nan,nan,0.572629540765021,0.22049339783037522,0.1877087887434351,0.019168272661168835,,
4483,956,13144.190000000002,10,primary,residential,primary_link,tertiary,service,unclassified,0.8394387938701431,0.11890127881596352,0.014632092201953864,0.01365356100299828,0.009519643279654355,0.0038546308292865513
4484,419,4398.6230000000005,15,residential,primary,unclassified,nan,nan,nan,0.556122222795634,0.3285710096091436,0.1153067675952224,,,
4485,486,7427.268999999999,10,primary,residential,unclassified,nan,nan,nan,0.976979694689933,0.016198686219658937,0.006821619090408603,,,
4486,500,2479.648,18,tertiary,unclassified,primary,residential,nan,nan,0.4388715656415749,0.22497427054162528,0.21792649601878974,0.11822766779801006,,
4487,627,11450.61,21,primary,tertiary,unclassified,nan,nan,nan,0.6701625502920807,0.32541270727061705,0.0044247424373024665,,,
4488,606,11311.857,0,primary,tertiary,unclassified,nan,nan,nan,0.9000935920600841,0.05059027885518708,0.04931612908472942,,,
4489,428,2421.027,13,residential,unclassified,nan,nan,nan,nan,0.8543300012763178,0.14566999872368214,,,,
4490,1118,16564.832,11,primary,tertiary,unclassified,primary_link,nan,nan,0.7964242559175969,0.15828799229596777,0.033677190327073656,0.011610561459361617,,
4491,582,4221.058000000001,18,tertiary,unclassified,primary,residential,nan,nan,0.6927019244938116,0.13216046782583893,0.1280202735901757,0.04711733409017359,,
4492,551,4635.427,19,residential,primary,unclassified,nan,nan,nan,0.5787980265895678,0.31178573192933473,0.10941624148109766,,,
4493,371,4293.862,1,residential,tertiary,unclassified,primary,nan,nan,0.4907882461057202,0.25344247206826864,0.129919638777399,0.12584964304861218,,
4494,976,850.064,12,residential,nan,nan,nan,nan,nan,1.0,,,,,
4495,572,3124.889,8,tertiary,unclassified,primary,nan,nan,nan,0.6485513565441845,0.17852058105103896,0.1729280624047766,,,
4496,346,2717.8289999999997,5,unclassified,secondary,primary,secondary_link,nan,nan,0.4052742096724996,0.26292787368153037,0.2039267371125998,0.12787117953337024,,
4497,585,9331.234999999999,15,primary,tertiary,residential,nan,nan,nan,0.6659057455953048,0.25363245058130035,0.08046180382339531,,,
4498,512,3072.364,21,tertiary,residential,unclassified,primary,nan,nan,0.35420510069770383,0.2883379052742448,0.18157256106372816,0.17588443296432324,,
4499,1697,32469.155999999995,4,primary,unclassified,residential,nan,nan,nan,0.9716699442387728,0.017181136460707513,0.011148919300520163,,,
4500,633,3279.243,8,tertiary,unclassified,primary,residential,nan,nan,0.6180240378648365,0.17011761555944468,0.1647883368204186,0.04707000975530023,,
4501,511,1935.709,15,unclassified,residential,nan,nan,nan,nan,0.6841054104723385,0.31589458952766136,,,,
4502,986,7952.989999999998,16,primary,residential,unclassified,nan,nan,nan,0.827471051767952,0.10238463772744594,0.0701443105046027,,,
4503,300,1714.9640000000002,19,service,unclassified,primary,residential,nan,nan,0.31820143163355036,0.2957444004655491,0.22542863873527372,0.1606255291656268,,
