,travel time,distance,hour of day,living_street,motorway,motorway_link,primary,primary_link,residential,road,secondary,secondary_link,service,tertiary,track,trunk,trunk_link,unclassified,others
6179,1269,26918.129,13,0.0,11577.757,1184.557,12040.243999999999,0.0,1340.5380000000002,0.0,775.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6180,1555,21971.627,2,0.0,0.0,0.0,18958.833,534.346,891.5760000000002,0.0,0.0,0.0,0.0,1008.142,0.0,0.0,0.0,578.7300000000001,0.0
6181,596,7782.996000000001,21,0.0,0.0,0.0,5195.014000000001,0.0,0.0,0.0,0.0,0.0,0.0,2587.9820000000004,0.0,0.0,0.0,0.0,0.0
6182,988,9545.262,23,0.0,0.0,0.0,0.0,0.0,1238.697,0.0,0.0,0.0,0.0,7814.8769999999995,0.0,0.0,0.0,491.68800000000005,0.0
6183,541,3520.9959999999996,1,0.0,0.0,0.0,0.0,0.0,829.6220000000001,0.0,0.0,0.0,0.0,2199.6859999999997,0.0,0.0,0.0,491.68800000000005,0.0
6184,428,5266.694,19,0.0,0.0,0.0,0.0,0.0,2550.624,0.0,0.0,0.0,0.0,2224.3819999999996,0.0,0.0,0.0,491.68800000000005,0.0
6185,1145,20477.829999999998,20,0.0,11577.757,1108.735,3585.7850000000008,0.0,3573.2290000000003,0.0,632.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6186,1294,4899.154,23,0.0,0.0,0.0,2575.615,263.301,1298.6160000000002,0.0,0.0,0.0,761.6220000000002,0.0,0.0,0.0,0.0,0.0,0.0
6187,361,1331.307,0,0.0,0.0,0.0,0.0,0.0,1275.945,0.0,0.0,0.0,55.361999999999995,0.0,0.0,0.0,0.0,0.0,0.0
6188,643,8718.676,23,0.0,0.0,0.0,6044.434,0.0,652.9590000000001,0.0,0.0,0.0,0.0,1770.2419999999997,251.041,0.0,0.0,0.0,0.0
6189,519,4968.033999999999,16,0.0,0.0,0.0,3745.058000000001,66.567,1139.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.417,0.0
6190,998,17530.685999999998,23,0.0,11577.757,1108.735,2905.62,0.0,1055.209,0.0,632.324,0.0,0.0,0.0,251.041,0.0,0.0,0.0,0.0
6191,424,2778.6739999999995,15,0.0,0.0,0.0,105.31800000000001,0.0,2546.056,0.0,0.0,0.0,127.30000000000001,0.0,0.0,0.0,0.0,0.0,0.0
6192,360,1657.651,16,0.0,0.0,0.0,0.0,0.0,819.9839999999998,0.0,0.0,0.0,127.85600000000001,218.12300000000002,0.0,0.0,0.0,491.68800000000005,0.0
6193,632,3497.7019999999998,18,0.0,0.0,0.0,2081.534,363.241,131.046,0.0,851.8070000000001,0.0,70.074,0.0,0.0,0.0,0.0,0.0,0.0
6194,691,10870.459999999997,1,0.0,0.0,0.0,9778.257000000001,0.0,870.497,0.0,0.0,0.0,0.0,221.70600000000002,0.0,0.0,0.0,0.0,0.0
6195,603,4719.047,5,0.0,0.0,0.0,835.6389999999999,228.532,2449.1899999999996,0.0,0.0,0.0,833.016,0.0,0.0,0.0,0.0,372.66999999999996,0.0
