MAPE original route,RMSE original route,MAPE Dijk route,RMSE Dijk route,Similarity
0.16855743700473716,1569.5069637906304,0.4411716074472155,4073.9851933018817,0.6473810175980118
0.2038193248827312,734.3908318327206,0.4805222256266822,2795.279444798412,0.7494862213450779
0.2232488192564201,130.71071647940175,0.6056202332950915,6496.029243392052,0.7709238177525886
0.3084978051365924,73.45269919217277,0.7394265661535118,3359.7743728656205,0.5442137255767446
0.20573845617407086,3.524637308442351,0.6490354718843949,2292.554919225082,0.4899569982185842
0.24179711265965542,1813.0432492489306,0.47713222537457617,4198.178379915149,0.8942358536425871
0.2694375782960446,390.3428942430068,0.6945718328726919,4931.5514917844475,0.5597518403716544
0.16562269828376486,384.89862400775644,0.621119674471324,4259.34514855797,0.8109429544307766
0.3003937550537481,268.7564084764866,0.5197240293099784,3353.1686495038352,0.49705082791581034
0.21629797774016218,1559.3978125005804,0.4834565951371585,3629.885088690984,0.976316583495659
0.23532184945620546,1179.0915364554578,0.39057212208166014,1761.3886437445217,0.8774571526187689
0.19451851273508075,678.5334785989478,0.41050862392684706,2041.6648561386069,0.843074508769547
0.22303949206260454,524.7941659948294,0.38937595302903305,1548.7673822634888,0.7766995459269468
0.2314318363390983,20.392919893296757,0.48192267937748895,736.5739552658382,0.5855784585678506
0.2262331770987932,907.3213747652352,0.4963878898759098,4132.45679998734,0.8063433997968141
