move,vehicle,hour,mean_speed
hs_sphs,110JG,20,10.7037037
hs_sphs,110JG,15,15.86601307
hs_sphs,110JG,20,16.76870748
hs_sphs,110JG,23,16.60818713
hs_sphs,110JG,21,17.24893162
hs_sphs,110JG,5,18.11653117
hs_sphs,110JG,16,16.45576132
hs_sphs,110JG,13,15.24641577
hs_sphs,110JG,18,17.35815603
hs_sphs,110JG,20,17.81481481
hs_sphs,110JG,6,15.9761163
hs_sphs,110JG,18,16.15421456
hs_sphs,110JG,21,16.14444444
hs_sphs,110JG,10,16.41825746
hs_sphs,110JG,23,17.67676768
hs_sphs,110JG,9,17.02380952
hs_sphs,110JG,5,16.40199161
hs_sphs,110JG,2,18.35555556
hs_sphs,110JG,22,16.72222222
hs_sphs,110JG,0,18.08035714
hs_sphs,110JG,15,10.75031928
hs_sphs,110JG,17,16.36499403
hs_sphs,110JG,10,15.60630342
hs_sphs,110JG,1,17.16845878
hs_sphs,110JG,22,15.92757937
hs_sphs,110JG,23,17.64851485
hs_sphs,110JG,21,20.6871345
hs_sphs,110JG,4,18.45860566
hs_sphs,110JG,16,13.78167641
hs_sphs,110JG,19,16.46825397
hs_sphs,110JG,18,16.03942652
hs_sphs,110JG,10,16.91111111
hs_sphs,110JG,17,17.44505495
hs_sphs,110JG,1,16.60440613
hs_sphs,110JG,13,15.13888889
hs_sphs,110JG,16,15.59895833
hs_sphs,110JG,18,17.94549266
hs_sphs,110JG,0,16.43199234
hs_sphs,110JG,16,12.20052083
hs_sphs,110JG,18,17.22222222
hs_sphs,110JG,22,16.13505747
hs_sphs,110JG,4,16.44265233
hs_sphs,110JG,18,19.51219512
hs_sphs,110JG,21,16.33633634
hs_sphs,110JG,1,16.5491453
hs_sphs,110JG,4,21.42638889
hs_sphs,110JG,15,16.30658436
hs_sphs,110JG,20,18.79844961
hs_sphs,110JG,9,15.64727463
hs_sphs,110JG,10,14.51510721
hs_sphs,110JG,12,15.08652095
hs_sphs,110JG,16,14.9212272
hs_sphs,110JG,9,16.71790723
hs_sphs,110JG,12,14.26684882
hs_sphs,110JG,15,15.31298905
hs_sphs,110JG,20,18.08024691
hs_sphs,110JG,17,15.53819444
hs_sphs,110JG,23,18.647343
hs_sphs,110JG,1,17.44680851
hs_sphs,110JG,18,17.96485261
hs_sphs,110JG,1,17.60493827
hs_sphs,110JG,18,16.4040404
hs_sphs,110JG,21,15.7710728
hs_sphs,110JG,9,15.72222222
hs_sphs,110JG,11,16.0291439
hs_sphs,110JG,16,15.86419753
hs_sphs,110JG,10,15.91203704
hs_sphs,110JG,22,17.06666667
hs_sphs,110JG,12,16.74684994
hs_sphs,110JG,14,18.02721088
hs_sphs,110JG,18,18.44907407
hs_sphs,110JG,22,19.03794038
hs_sphs,110JG,20,16.25478927
hs_sphs,110JG,21,17.94987923
hs_sphs,110JG,18,16.61425577
hs_sphs,110JG,21,15.30045351
hs_sphs,110JG,21,14.42007797
hs_sphs,110JG,11,18.56691919
hs_sphs,110JG,13,16.25534188
hs_sphs,110JG,16,15.57471264
hs_sphs,110JG,20,17.92156863
hs_sphs,110JG,22,18.05839002
hs_sphs,110JG,17,11.67792793
hs_sphs,110JG,12,16.0331384
hs_sphs,110JG,19,19.00694444
hs_sphs,110JG,21,17.06699346
hs_sphs,110JG,19,17.88995726
hs_sphs,110JG,18,15.63218391
hs_sphs,110JG,17,14.21052632
hs_sphs,110JG,1,17.51937984
hs_sphs,110JG,15,15.70473251
hs_sphs,110JG,20,16.95533769
hs_sphs,110JG,21,17.95392954
hs_sphs,110JG,22,16.48148148
hs_sphs,110JG,21,17.35380117
hs_sphs,110JG,23,19.24382716
hs_sphs,110JG,4,17.46980676
hs_sphs,110JG,19,17.14852608
hs_sphs,110JG,2,19.43538647
hs_sphs,110JG,8,15.50194932
hs_sphs,110JG,15,13.63970588
hs_sphs,110JG,2,16.03174603
hs_sphs,110JG,17,17.02222222
hs_sphs,110JG,11,16.51709402
hs_sphs,110JG,17,15.76388889
hs_sphs,110JG,22,17.74747475
hs_sphs,110JG,3,21.53143275
hs_sphs,110JG,16,16.88492063
hs_sphs,110JG,21,16.11920173
hs_sphs,110JG,15,17.03125
hs_sphs,110JG,17,16.22605364
hs_sphs,110JG,19,16.52020202
hs_sphs,110JG,16,14.85404896
hs_sphs,110JG,18,17.61437908
hs_sphs,110JG,22,16.60377358
hs_sphs,110JG,17,15.95103578
hs_sphs,110JG,21,14.7625448
hs_sphs,110JG,4,16.68888889
hs_sphs,110JG,12,12.13186078
hs_sphs,110JG,17,17.65873016
hs_sphs,110JG,0,15.28248588
hs_sphs,110JG,1,17.98941799
hs_sphs,110JG,3,18.54336043
hs_sphs,110JG,12,13.125
hs_sphs,110JG,21,17.43333333
hs_sphs,110JG,22,18.85501355
hs_sphs,110JG,18,17.70833333
hs_sphs,110JG,19,15.1416122
hs_sphs,110JG,21,17.00510856
hs_sphs,110JG,7,17.23404255
hs_sphs,110JG,15,17.03703704
hs_sphs,110JG,19,17.67730496
hs_sphs,110JG,22,18.34567901
hs_sphs,110JG,20,16.2037037
hs_sphs,110JG,21,16.52777778
hs_sphs,110JG,17,16.36316872
hs_sphs,110JG,18,16.91358025
hs_sphs,110JG,17,18.88888889
hs_sphs,110JG,21,15.69444444
hs_sphs,110JG,6,18.4280303
hs_sphs,110JG,14,17.29166667
hs_sphs,110JG,18,20.83333333
hs_sphs,110JG,11,15.57217474
hs_sphs,110JG,17,14.78070175
hs_sphs,110JG,0,15.83333333
hs_sphs,110JG,18,17.11004274
hs_sphs,110JG,22,18.00813008
hs_sphs,110JG,17,15.41902072
hs_sphs,110JG,3,16.11678005
hs_sphs,110JG,5,15.89209402
hs_sphs,110JG,21,16.49122807
hs_sphs,110JG,18,17.76371308
hs_sphs,110JG,0,16.52494331
hs_sphs,110JG,20,15.97449909
hs_sphs,110JG,9,15.13117284
hs_sphs,110JG,5,19.93576389
hs_sphs,110JG,15,14.96961806
hs_sphs,110JG,19,18.16326531
hs_sphs,110JG,21,19.77920228
hs_sphs,110JG,11,15.34608379
hs_sphs,110JG,14,13.18466354
hs_sphs,110JG,2,19.65277778
hs_sphs,110JG,17,17.14052288
hs_sphs,110JG,15,17.46789503
hs_sphs,110JG,18,17.62400794
hs_sphs,110JG,22,16.60430839
hs_sphs,110JG,0,17.14197531
hs_sphs,110JG,14,16.52046784
hs_sphs,110JG,17,15.18518519
hs_sphs,110JG,6,15.68996416
hs_sphs,110JG,17,16.22126437
hs_sphs,110JG,21,18.64583333
hs_sphs,110JG,11,15.50736961
hs_sphs,110JG,18,16.89655172
hs_sphs,110JG,9,15.12295082
hs_sphs,110JG,17,13.92921147
hs_sphs,110JG,21,17.26641414
hs_sphs,110JG,2,16.9849537
hs_sphs,110JG,17,16.99404762
hs_sphs,110JG,19,16.20450192
hs_sphs,110JG,21,18.23863636
hs_sphs,110JG,23,15.60796646
hs_sphs,110JG,13,15.63988095
hs_sphs,110JG,21,18.78378378
hs_sphs,110JG,1,19.68834688
hs_sphs,110JG,4,18.64512472
hs_sphs,110JG,7,15.76958106
hs_sphs,110JG,8,16.06321839
hs_sphs,110JG,10,13.02997076
hs_sphs,110JG,21,17.87262873
hs_sphs,110JG,17,15.6547619
hs_sphs,110JG,12,17.5462963
hs_sphs,110JG,19,16.71768707
hs_sphs,110JG,18,16.678487
hs_sphs,110JG,14,14
hs_sphs,110JG,16,17.61648746
hs_sphs,110JG,23,18.15453384
hs_sphs,110JG,1,17.74884259
hs_sphs,110JG,19,15.53983229
hs_sphs,110JG,22,20.48611111
hs_sphs,110JG,0,19.10660661
hs_sphs,110JG,1,18.49616858
hs_sphs,110JG,5,15.36286286
hs_sphs,110JG,15,15.65565566
hs_sphs,110JG,8,17.63071895
hs_sphs,110JG,10,16.44552319
hs_sphs,110JG,16,15.30510018
hs_sphs,110JG,21,18.45108696
hs_sphs,110JG,13,15.07729469
hs_sphs,110JG,15,16.0440613
hs_sphs,110JG,17,14.33970856
hs_sphs,110JG,19,17.91087963
hs_sphs,110JG,22,16.63516609
hs_sphs,110JG,18,18.40277778
hs_sphs,110JG,15,17.4339934
hs_sphs,110JG,21,17.20555556
hs_sphs,110JG,9,17.78472222
hs_sphs,110JG,21,16.87352246
hs_sphs,110JG,19,15.42880259
hs_sphs,110JG,23,16.2037037
hs_sphs,110JG,15,14.81336806
hs_sphs,110JG,5,15.29977998
hs_sphs,110JG,9,15.52672956
hs_sphs,110JG,21,14.81018519
hs_sphs,110JG,2,18.84366925
hs_sphs,110JG,15,18.38596491
hs_sphs,110JG,17,18.88888889
hs_sphs,110JG,16,16.83615819
hs_sphs,110JG,21,15.93553459
hs_sphs,110JG,19,15.86601307
hs_sphs,110JG,23,17.40740741
hs_sphs,110JG,0,18.36805556
hs_sphs,110JG,20,17.35042735
hs_sphs,110JG,5,17.86199764
hs_sphs,110JG,15,18.02188552
