,vehicle,No added edges
0,110JG,34
1,110JG,42
2,110JG,40
3,110JG,48
4,110JG,48
5,110JG,63
6,110JG,78
7,110JG,140
8,110JG,80
9,110JG,324
10,110JG,80
11,110JG,51
12,110JG,45
13,110JG,50
14,110JG,42
15,110JG,42
16,110JG,33
17,110JG,72
18,110JG,54
19,110JG,46
20,110JG,45
21,110JG,51
22,110JG,75
23,110JG,49
24,110JG,60
25,110JG,69
26,110JG,74
27,110JG,88
28,110JG,50
29,110JG,62
30,110JG,40
31,110JG,46
32,110JG,59
33,110JG,55
34,110JG,108
35,110JG,228
36,110JG,49
37,110JG,45
38,110JG,48
39,110JG,62
40,110JG,47
41,110JG,73
42,110JG,127
43,110JG,239
44,110JG,46
45,110JG,66
46,110JG,45
47,110JG,45
48,110JG,65
49,110JG,47
50,110JG,79
51,110JG,45
52,110JG,47
53,110JG,64
54,110JG,47
55,110JG,47
56,110JG,238
57,110JG,76
58,110JG,68
59,110JG,44
60,110JG,48
61,110JG,46
62,110JG,48
63,110JG,75
64,110JG,70
65,110JG,47
66,110JG,82
67,110JG,44
68,110JG,48
69,110JG,46
70,110JG,48
71,110JG,60
72,110JG,203
73,110JG,50
74,110JG,62
75,110JG,45
76,110JG,53
77,110JG,69
78,110JG,105
79,110JG,48
80,110JG,49
81,110JG,41
82,110JG,54
83,110JG,50
84,110JG,43
85,110JG,65
86,110JG,54
87,110JG,50
88,110JG,53
89,110JG,43
90,110JG,52
91,110JG,66
92,110JG,50
93,110JG,50
94,110JG,45
95,110JG,153
96,110JG,69
97,110JG,71
98,110JG,66
99,110JG,48
100,110JG,146
101,110JG,45
102,110JG,50
103,110JG,171
104,110JG,43
105,110JG,52
106,110JG,47
107,110JG,54
108,110JG,55
109,110JG,47
110,110JG,47
111,110JG,76
112,110JG,48
113,110JG,65
114,110JG,51
115,110JG,52
116,110JG,72
117,110JG,47
118,110JG,49
119,110JG,181
120,110JG,52
121,110JG,73
122,110JG,73
123,110JG,68
124,110JG,75
125,110JG,68
126,110JG,77
127,110JG,78
128,110JG,46
129,110JG,70
130,110JG,49
131,110JG,86
132,110JG,64
133,110JG,46
134,110JG,75
135,110JG,129
136,110JG,44
137,110JG,53
138,110JG,45
139,110JG,84
140,110JG,70
141,110JG,80
142,110JG,66
143,110JG,22
144,110JG,54
145,110JG,54
146,110JG,49
147,110JG,41
148,110JG,60
149,110JG,49
150,110JG,74
151,110JG,68
152,110JG,75
153,110JG,56
154,110JG,46
155,110JG,46
156,110JG,62
157,110JG,49
158,110JG,72
159,110JG,42
160,110JG,78
161,110JG,46
162,110JG,69
163,110JG,51
164,110JG,51
165,110JG,43
166,110JG,51
167,110JG,50
168,110JG,47
169,110JG,52
170,110JG,66
171,110JG,49
172,110JG,100
173,110JG,50
174,110JG,69
175,110JG,54
176,110JG,67
177,110JG,49
178,110JG,48
179,110JG,50
180,110JG,73
181,110JG,55
182,110JG,71
183,110JG,69
184,110JG,78
185,110JG,48
186,110JG,73
187,110JG,47
188,110JG,43
189,110JG,224
190,110JG,76
191,110JG,80
192,110JG,56
193,110JG,69
194,110JG,69
195,110JG,51
196,110JG,47
197,110JG,74
198,110JG,80
199,110JG,82
200,110JG,141
201,110JG,60
202,110JG,47
203,110JG,50
204,110JG,83
205,110JG,48
206,110JG,46
207,110JG,47
208,110JG,48
209,110JG,66
210,110JG,44
211,110JG,76
212,110JG,81
213,110JG,67
214,110JG,61
215,110JG,41
216,110JG,51
217,110JG,51
218,110JG,45
219,110JG,71
220,110JG,48
221,110JG,45
222,110JG,143
223,110JG,128
224,110JG,61
225,110JG,268
226,110JG,53
227,110JG,48
228,110JG,75
229,110JG,48
230,110JG,45
231,110JG,50
232,110JG,57
233,110JG,53
234,110JG,47
235,110JG,46
236,110JG,66
237,110JG,46
238,110JG,45
239,110JG,124
240,110JG,48
241,110JG,70
242,110JG,51
243,110JG,76
244,110JG,50
245,110JG,78
246,110JG,45
247,110JG,76
248,110JG,71
249,110JG,43
250,110JG,47
251,110JG,50
252,110JG,269
253,110JG,42
254,110JG,80
255,110JG,46
256,110JG,45
257,110JG,70
258,110JG,46
259,110JG,80
260,110JG,45
261,110JG,42
262,110JG,78
263,110JG,47
264,110JG,76
265,110JG,53
266,110JG,53
267,110JG,47
268,110JG,44
269,110JG,46
270,110JG,66
271,110JG,49
272,110JG,50
273,110JG,73
274,110JG,81
275,110JG,81
276,110JG,47
277,110JG,108
278,110JG,54
279,110JG,57
280,110JG,56
281,110JG,66
282,110JG,66
283,110JG,45
284,110JG,45
285,110JG,94
286,110JG,72
287,110JG,49
288,110JG,50
289,110JG,45
290,110JG,48
291,110JG,75
292,110JG,48
293,110JG,47
294,110JG,45
295,110JG,56
296,110JG,45
297,110JG,70
298,110JG,51
299,110JG,75
300,110JG,47
301,110JG,46
302,110JG,51
303,110JG,36
304,110JG,70
305,110JG,52
306,110JG,49
307,110JG,83
308,110JG,68
309,110JG,49
310,110JG,49
311,110JG,45
312,110JG,48
313,110JG,73
314,110JG,46
315,110JG,60
316,110JG,88
317,110JG,50
318,110JG,48
319,110JG,74
320,110JG,70
321,110JG,44
322,110JG,45
323,110JG,44
324,110JG,62
325,110JG,53
326,110JG,48
327,110JG,45
328,110JG,38
329,110JG,46
330,110JG,51
331,110JG,124
332,110JG,45
333,110JG,53
334,110JG,42
335,110JG,48
336,110JG,43
337,110JG,64
338,110JG,48
339,110JG,81
340,110JG,60
341,110JG,53
342,110JG,53
343,110JG,55
344,110JG,67
345,110JG,72
346,110JG,69
347,110JG,47
348,110JG,69
349,110JG,46
350,110JG,50
351,110JG,46
352,110JG,51
353,110JG,54
354,110JG,54
355,110JG,60
356,110JG,52
357,110JG,50
358,110JG,76
359,110JG,49
360,110JG,76
361,110JG,77
362,110JG,51
363,110JG,43
364,110JG,51
365,110JG,50
366,110JG,43
367,110JG,44
368,110JG,49
369,110JG,100
370,110JG,51
371,110JG,44
372,110JG,39
373,110JG,50
374,110JG,74
375,110JG,51
376,110JG,50
377,110JG,44
378,110JG,50
379,110JG,45
380,110JG,52
381,110JG,222
382,110JG,52
383,110JG,75
384,110JG,47
385,110JG,54
386,110JG,51
387,110JG,47
388,110JG,108
389,110JG,49
390,110JG,38
391,110JG,54
392,110JG,74
393,110JG,56
394,110JG,44
395,110JG,40
396,110JG,68
397,110JG,40
398,110JG,51
399,110JG,48
400,110JG,51
401,110JG,51
402,110JG,113
403,110JG,45
404,110JG,43
405,110JG,48
406,110JG,44
407,110JG,49
408,110JG,81
409,110JG,74
410,110JG,50
411,110JG,32
412,110JG,73
413,110JG,47
414,110JG,57
415,110JG,47
416,110JG,22
417,110JG,64
418,110JG,203
419,110JG,84
420,110JG,43
421,110JG,44
422,110JG,58
423,110JG,47
424,110JG,41
425,110JG,113
426,110JG,49
427,110JG,48
428,110JG,49
429,110JG,69
430,110JG,69
431,110JG,45
432,110JG,49
433,110JG,50
434,110JG,84
435,110JG,55
436,110JG,45
437,110JG,66
438,110JG,58
439,110JG,47
440,110JG,70
441,110JG,72
442,110JG,49
443,110JG,63
444,110JG,54
445,110JG,46
446,110JG,56
447,110JG,77
448,110JG,46
449,110JG,52
450,110JG,46
451,110JG,231
452,110JG,43
453,110JG,49
454,110JG,42
455,110JG,42
456,110JG,39
457,110JG,70
458,110JG,69
459,110JG,46
460,110JG,49
461,110JG,69
462,110JG,52
463,110JG,47
464,110JG,42
465,110JG,63
466,110JG,53
467,110JG,67
468,110JG,46
469,110JG,42
470,110JG,50
471,110JG,82
472,110JG,42
473,110JG,47
474,110JG,49
475,110JG,45
476,110JG,136
477,110JG,76
478,110JG,43
479,110JG,46
480,110JG,72
481,110JG,73
482,110JG,51
483,110JG,52
484,110JG,64
485,110JG,67
486,110JG,50
487,110JG,49
488,110JG,52
489,110JG,46
490,110JG,44
491,110JG,63
492,110JG,70
493,110JG,47
494,110JG,49
495,110JG,46
496,110JG,108
497,110JG,49
498,110JG,46
499,110JG,49
500,110JG,55
501,110JG,49
502,110JG,74
503,110JG,44
504,110JG,51
505,110JG,73
506,110JG,43
507,110JG,48
508,110JG,218
509,110JG,49
510,110JG,50
511,110JG,73
512,110JG,83
513,110JG,41
514,110JG,56
515,110JG,84
516,110JG,67
517,110JG,65
518,110JG,76
519,110JG,52
520,110JG,68
521,110JG,48
522,110JG,52
523,110JG,36
524,110JG,51
525,110JG,47
526,110JG,52
527,110JG,69
528,110JG,49
529,110JG,47
530,110JG,46
531,110JG,45
532,110JG,44
533,110JG,41
534,110JG,47
535,110JG,46
536,110JG,48
537,110JG,46
538,110JG,75
539,110JG,46
540,110JG,107
541,110JG,77
542,110JG,49
543,110JG,69
544,110JG,100
545,110JG,47
546,110JG,51
547,110JG,67
548,110JG,44
549,110JG,57
550,110JG,50
551,110JG,44
552,110JG,70
553,110JG,49
554,110JG,40
555,110JG,49
556,110JG,45
557,110JG,39
558,110JG,47
559,110JG,43
560,110JG,81
561,110JG,48
562,110JG,67
563,110JG,64
564,110JG,42
565,110JG,51
566,110JG,49
567,110JG,47
568,110JG,69
569,110JG,47
570,110JG,47
571,110JG,44
572,110JG,50
573,110JG,58
574,110JG,49
575,110JG,68
576,110JG,74
577,110JG,66
578,110JG,51
579,110JG,54
580,110JG,48
581,110JG,49
582,110JG,52
583,110JG,49
584,110JG,52
585,110JG,41
586,110JG,46
587,110JG,49
588,110JG,50
589,110JG,68
590,110JG,47
591,110JG,46
592,110JG,84
593,110JG,78
594,110JG,52
595,110JG,55
596,110JG,52
597,110JG,50
598,110JG,51
599,110JG,71
600,110JG,49
601,110JG,68
602,110JG,73
603,110JG,48
604,110JG,49
605,110JG,51
606,110JG,52
607,110JG,50
608,110JG,42
609,110JG,43
610,110JG,48
611,110JG,71
612,110JG,63
613,110JG,54
614,110JG,47
615,110JG,49
616,110JG,7
617,110JG,49
618,110JG,75
619,110JG,51
620,110JG,45
621,110JG,65
622,110JG,54
623,110JG,54
624,110JG,46
625,110JG,45
626,110JG,48
627,110JG,53
628,110JG,48
629,110JG,43
630,110JG,43
631,110JG,69
632,110JG,51
633,110JG,47
634,110JG,49
635,110JG,87
636,110JG,49
637,110JG,44
638,110JG,41
639,110JG,52
640,110JG,49
641,110JG,45
642,110JG,42
643,110JG,70
644,110JG,70
645,110JG,48
646,110JG,58
647,110JG,95
648,110JG,128
649,110JG,59
650,110JG,52
651,110JG,50
652,110JG,44
653,110JG,73
654,110JG,90
655,110JG,46
656,110JG,113
657,110JG,54
658,110JG,48
659,110JG,46
660,110JG,49
661,110JG,46
662,110JG,48
663,110JG,52
664,110JG,48
665,110JG,66
666,110JG,68
667,110JG,49
668,110JG,49
669,110JG,51
670,110JG,46
671,110JG,52
672,110JG,73
673,110JG,47
674,110JG,58
675,110JG,45
676,110JG,53
677,110JG,54
678,110JG,45
679,110JG,50
680,110JG,53
681,110JG,86
682,110JG,51
683,110JG,41
684,110JG,44
685,110JG,46
686,110JG,39
687,110JG,5
688,110JG,73
689,110JG,74
690,110JG,47
691,110JG,45
692,110JG,23
693,110JG,50
694,110JG,70
695,110JG,121
696,110JG,81
697,110JG,47
698,110JG,65
699,110JG,41
700,110JG,68
701,110JG,79
702,110JG,49
703,110JG,46
704,110JG,45
705,110JG,70
706,110JG,46
707,110JG,68
708,110JG,50
709,110JG,38
710,110JG,72
711,110JG,68
712,110JG,45
713,110JG,47
714,110JG,75
715,110JG,73
716,110JG,48
717,110JG,52
718,110JG,70
719,110JG,46
720,110JG,53
721,110JG,78
722,110JG,43
723,110JG,65
724,110JG,54
725,110JG,78
726,110JG,125
727,110JG,66
728,110JG,69
729,110JG,75
730,110JG,84
731,110JG,133
732,110JG,76
733,110JG,73
734,110JG,53
735,110JG,68
736,110JG,73
737,110JG,71
738,110JG,163
739,110JG,47
740,110JG,50
741,110JG,50
742,110JG,91
743,110JG,82
744,110JG,51
745,110JG,51
746,110JG,78
747,110JG,10
748,110JG,45
749,110JG,78
750,110JG,65
751,110JG,42
752,110JG,75
753,110JG,79
754,110JG,42
755,110JG,49
756,110JG,76
757,110JG,56
758,110JG,80
759,110JG,47
760,110JG,48
761,110JG,58
762,110JG,55
763,110JG,56
764,110JG,56
765,110JG,76
766,110JG,56
767,110JG,71
768,110JG,50
769,110JG,46
770,110JG,48
771,110JG,46
772,110JG,62
773,110JG,53
774,110JG,54
775,110JG,50
776,110JG,50
777,110JG,81
778,110JG,46
779,110JG,61
780,110JG,76
781,110JG,48
782,110JG,71
783,110JG,73
784,110JG,55
785,110JG,4
786,110JG,43
787,110JG,49
788,110JG,77
789,110JG,72
790,110JG,54
791,110JG,76
792,110JG,47
793,110JG,43
794,110JG,47
795,110JG,56
796,110JG,48
797,110JG,74
798,110JG,133
799,110JG,50
800,110JG,83
801,110JG,90
802,110JG,49
803,110JG,74
804,110JG,78
805,110JG,66
806,110JG,76
807,110JG,46
808,110JG,53
809,110JG,52
810,110JG,24
811,110JG,46
812,110JG,43
813,110JG,45
814,110JG,54
815,110JG,47
816,110JG,47
817,110JG,79
818,110JG,80
819,110JG,50
820,110JG,51
821,110JG,61
822,110JG,47
823,110JG,55
824,110JG,55
825,110JG,139
826,110JG,50
827,110JG,51
828,110JG,47
829,110JG,53
830,110JG,54
831,110JG,48
832,110JG,133
833,110JG,83
834,110JG,50
835,110JG,52
836,110JG,52
837,110JG,45
838,110JG,56
839,110JG,49
840,110JG,54
841,110JG,47
842,110JG,48
843,110JG,56
844,110JG,48
845,110JG,52
846,110JG,74
847,110JG,84
848,110JG,123
849,110JG,70
850,110JG,49
851,110JG,75
852,110JG,71
853,110JG,72
854,110JG,81
855,110JG,138
856,110JG,51
857,110JG,54
858,110JG,51
859,110JG,44
860,110JG,56
861,110JG,82
862,110JG,49
863,110JG,137
864,110JG,49
865,110JG,66
866,110JG,95
867,110JG,48
868,110JG,52
869,110JG,139
870,110JG,47
871,110JG,45
872,110JG,73
873,110JG,79
874,110JG,88
875,110JG,49
876,110JG,53
877,110JG,73
878,110JG,48
879,110JG,52
880,110JG,74
881,110JG,83
882,110JG,76
883,110JG,54
884,110JG,55
885,110JG,53
886,110JG,51
887,110JG,59
888,110JG,55
889,110JG,49
890,110JG,47
891,110JG,75
892,110JG,76
893,110JG,57
894,110JG,46
895,110JG,44
896,110JG,50
897,110JG,53
898,110JG,52
899,110JG,56
900,110JG,77
901,110JG,54
902,110JG,49
903,110JG,51
904,110JG,62
905,110JG,2
906,110JG,51
907,110JG,73
908,110JG,72
909,110JG,74
910,110JG,7
911,110JG,84
912,110JG,57
913,110JG,81
914,110JG,53
915,110JG,45
916,110JG,54
917,110JG,72
918,110JG,77
919,110JG,41
920,110JG,46
921,110JG,84
922,110JG,73
923,110JG,47
924,110JG,54
925,110JG,45
926,110JG,50
927,110JG,45
928,110JG,82
929,110JG,48
930,110JG,64
931,110JG,46
932,110JG,22
933,110JG,58
934,110JG,84
935,110JG,76
936,110JG,72
937,110JG,50
938,110JG,52
939,110JG,83
940,110JG,51
941,110JG,52
942,110JG,75
943,110JG,78
944,110JG,49
945,110JG,57
946,110JG,51
947,110JG,47
948,110JG,45
949,110JG,74
950,110JG,47
951,110JG,47
952,110JG,76
953,110JG,56
954,110JG,52
955,110JG,54
956,110JG,86
957,110JG,47
958,110JG,52
959,110JG,51
960,110JG,235
961,110JG,57
962,110JG,50
963,110JG,54
964,110JG,52
965,110JG,55
966,110JG,73
967,110JG,54
968,110JG,50
969,110JG,63
970,110JG,51
971,110JG,52
972,110JG,54
973,110JG,52
974,110JG,40
975,110JG,60
976,110JG,50
977,110JG,75
978,110JG,86
979,110JG,53
980,110JG,63
981,110JG,60
982,110JG,54
983,110JG,22
984,110JG,73
985,110JG,52
986,110JG,78
987,110JG,54
988,110JG,49
989,110JG,49
990,110JG,46
991,110JG,60
992,110JG,59
993,110JG,54
994,110JG,53
995,110JG,48
996,110JG,55
997,110JG,116
998,110JG,77
999,110JG,128
1000,110JG,50
1001,110JG,61
1002,110JG,124
1003,110JG,44
1004,110JG,52
1005,110JG,51
1006,110JG,83
1007,110JG,80
1008,110JG,54
1009,110JG,48
1010,110JG,48
1011,110JG,51
1012,110JG,63
1013,110JG,75
1014,110JG,50
1015,110JG,52
1016,110JG,77
1017,110JG,74
1018,110JG,57
1019,110JG,53
1020,110JG,48
1021,110JG,73
1022,110JG,61
1023,110JG,48
1024,110JG,111
1025,110JG,61
1026,110JG,58
1027,110JG,58
1028,110JG,53
1029,110JG,58
1030,110JG,72
1031,110JG,73
1032,110JG,82
1033,110JG,60
1034,110JG,84
1035,110JG,79
1036,110JG,53
1037,110JG,76
1038,110JG,71
1039,110JG,77
1040,110JG,47
1041,110JG,48
1042,110JG,53
1043,110JG,74
1044,110JG,57
1045,110JG,49
1046,110JG,54
1047,110JG,48
1048,110JG,77
1049,110JG,56
1050,110JG,72
1051,110JG,60
1052,110JG,74
1053,110JG,80
1054,110JG,50
1055,110JG,56
1056,110JG,42
1057,110JG,56
1058,110JG,50
1059,110JG,71
1060,110JG,56
1061,110JG,80
1062,110JG,81
1063,110JG,48
1064,110JG,48
1065,110JG,52
1066,110JG,46
1067,110JG,74
1068,110JG,50
1069,110JG,47
1070,110JG,49
1071,110JG,56
1072,110JG,77
1073,110JG,52
1074,110JG,79
1075,110JG,73
1076,110JG,43
1077,110JG,85
1078,110JG,87
1079,110JG,54
1080,110JG,50
1081,110JG,48
1082,110JG,84
1083,110JG,81
1084,110JG,57
1085,110JG,72
1086,110JG,46
1087,110JG,60
1088,110JG,116
1089,110JG,47
1090,110JG,53
1091,110JG,81
1092,110JG,55
1093,110JG,45
1094,110JG,84
1095,110JG,76
1096,110JG,54
1097,110JG,75
1098,110JG,85
1099,110JG,46
1100,110JG,56
1101,110JG,58
1102,110JG,57
1103,110JG,81
1104,110JG,47
1105,110JG,75
1106,110JG,52
1107,110JG,117
1108,110JG,83
1109,110JG,82
1110,110JG,77
1111,110JG,59
1112,110JG,57
1113,110JG,85
1114,110JG,44
1115,110JG,57
1116,110JG,83
1117,110JG,47
1118,110JG,76
1119,110JG,100
1120,110JG,57
1121,110JG,74
1122,110JG,74
1123,110JG,54
1124,110JG,48
1125,110JG,57
1126,110JG,52
1127,110JG,46
1128,110JG,53
1129,110JG,78
1130,110JG,47
1131,110JG,140
1132,110JG,53
1133,110JG,83
1134,110JG,53
1135,110JG,55
1136,110JG,85
1137,110JG,55
1138,110JG,72
1139,110JG,54
1140,110JG,70
1141,110JG,50
1142,110JG,84
1143,110JG,26
1144,110JG,55
1145,110JG,105
1146,110JG,70
1147,110JG,56
1148,110JG,101
1149,110JG,47
1150,110JG,45
1151,110JG,84
1152,110JG,47
1153,110JG,68
1154,110JG,51
1155,110JG,146
1156,110JG,74
1157,110JG,49
1158,110JG,48
1159,110JG,78
1160,110JG,55
1161,110JG,51
1162,110JG,37
1163,110JG,60
1164,110JG,78
1165,110JG,52
1166,110JG,51
1167,110JG,43
1168,110JG,72
1169,110JG,48
1170,110JG,71
1171,110JG,70
1172,110JG,85
1173,110JG,76
1174,110JG,50
1175,110JG,91
1176,110JG,50
1177,110JG,78
1178,110JG,57
1179,110JG,48
1180,110JG,51
1181,110JG,45
1182,110JG,58
1183,110JG,74
1184,110JG,72
1185,110JG,85
1186,110JG,83
1187,110JG,78
1188,110JG,47
1189,110JG,49
1190,110JG,48
1191,110JG,85
1192,110JG,40
1193,110JG,48
1194,110JG,58
1195,110JG,50
1196,110JG,45
1197,110JG,54
1198,110JG,72
1199,110JG,51
1200,110JG,77
1201,110JG,51
1202,110JG,56
1203,110JG,26
1204,110JG,102
1205,110JG,52
1206,110JG,49
1207,110JG,49
1208,110JG,61
1209,110JG,72
1210,110JG,71
1211,110JG,51
1212,110JG,57
1213,110JG,79
1214,110JG,48
1215,110JG,49
1216,110JG,45
1217,110JG,55
1218,110JG,86
1219,110JG,50
1220,110JG,113
1221,110JG,80
1222,110JG,59
1223,110JG,52
1224,110JG,76
1225,110JG,47
1226,110JG,53
1227,110JG,54
1228,110JG,58
1229,110JG,50
1230,110JG,77
1231,110JG,82
1232,110JG,78
1233,110JG,47
1234,110JG,18
1235,110JG,53
1236,110JG,79
1237,110JG,71
1238,110JG,56
1239,110JG,47
1240,110JG,59
1241,110JG,77
1242,110JG,43
1243,110JG,48
1244,110JG,47
1245,110JG,51
1246,110JG,72
1247,110JG,49
1248,110JG,48
1249,110JG,52
1250,110JG,70
1251,110JG,50
1252,110JG,50
1253,110JG,48
1254,110JG,48
1255,110JG,78
1256,110JG,51
1257,110JG,55
1258,110JG,85
1259,110JG,75
1260,110JG,72
1261,110JG,76
1262,110JG,69
1263,110JG,67
1264,110JG,59
1265,110JG,50
1266,110JG,58
1267,110JG,50
1268,110JG,51
1269,110JG,54
1270,110JG,47
1271,110JG,77
1272,110JG,58
1273,110JG,76
1274,110JG,60
1275,110JG,51
1276,110JG,82
1277,110JG,50
1278,110JG,49
1279,110JG,78
1280,110JG,49
1281,110JG,78
1282,110JG,50
1283,110JG,49
1284,110JG,57
1285,110JG,52
1286,110JG,47
1287,110JG,51
1288,110JG,76
1289,110JG,79
1290,110JG,58
1291,110JG,49
1292,110JG,58
1293,110JG,50
1294,110JG,86
1295,110JG,88
1296,110JG,55
1297,110JG,52
1298,110JG,43
1299,110JG,59
1300,110JG,50
1301,110JG,141
1302,110JG,78
1303,110JG,83
1304,110JG,48
1305,110JG,67
1306,110JG,76
1307,110JG,163
1308,110JG,75
1309,110JG,49
1310,110JG,86
1311,110JG,73
1312,110JG,78
1313,110JG,55
1314,110JG,60
1315,110JG,76
1316,110JG,77
1317,110JG,51
1318,110JG,50
1319,110JG,96
1320,110JG,76
1321,110JG,107
1322,110JG,78
1323,110JG,62
1324,110JG,80
1325,110JG,59
1326,110JG,53
1327,110JG,72
1328,110JG,50
1329,110JG,52
1330,110JG,76
1331,110JG,53
1332,110JG,7
1333,110JG,50
1334,110JG,51
1335,110JG,86
1336,110JG,81
1337,110JG,56
1338,110JG,49
1339,110JG,74
1340,110JG,67
1341,110JG,78
1342,110JG,53
1343,110JG,87
1344,110JG,53
1345,110JG,83
1346,110JG,55
1347,110JG,54
1348,110JG,55
1349,110JG,52
1350,110JG,42
1351,110JG,74
1352,110JG,47
1353,110JG,42
1354,110JG,55
1355,110JG,91
1356,110JG,75
1357,110JG,62
1358,110JG,82
1359,110JG,46
1360,111IZ,130
1361,111IZ,138
1362,111IZ,133
1363,111IZ,126
1364,111IZ,129
1365,111IZ,144
1366,111IZ,137
1367,111IZ,134
1368,111IZ,133
1369,111IZ,133
1370,111IZ,136
1371,111IZ,55
1372,111IZ,130
1373,111IZ,127
1374,111IZ,149
1375,111IZ,57
1376,111IZ,29
1377,111IZ,132
1378,111IZ,63
1379,111IZ,131
1380,111IZ,143
1381,111IZ,132
1382,111IZ,137
1383,111IZ,136
1384,111IZ,140
1385,111IZ,97
1386,111IZ,131
1387,111IZ,106
1388,111IZ,136
1389,111IZ,96
1390,111IZ,138
1391,111IZ,144
1392,111IZ,135
1393,111IZ,132
1394,111IZ,148
1395,111IZ,140
1396,111IZ,137
1397,111IZ,133
1398,111IZ,139
1399,111IZ,138
1400,111IZ,124
1401,111IZ,132
1402,111IZ,140
1403,111IZ,140
1404,111IZ,134
1405,111IZ,134
1406,111IZ,134
1407,111IZ,136
1408,111IZ,134
1409,111IZ,142
1410,111IZ,138
1411,111IZ,124
1412,111IZ,57
1413,111IZ,135
1414,111IZ,178
1415,111IZ,137
1416,111IZ,101
1417,111IZ,138
1418,111IZ,136
1419,111IZ,120
1420,111IZ,106
1421,111IZ,134
1422,111IZ,88
1423,111IZ,136
1424,111IZ,135
1425,111IZ,130
1426,111IZ,93
1427,111IZ,134
1428,111IZ,132
1429,111IZ,58
1430,111IZ,134
1431,111IZ,92
1432,111IZ,129
1433,111IZ,138
1434,111IZ,132
1435,111IZ,306
1436,111IZ,147
1437,111IZ,134
1438,111IZ,139
1439,111IZ,140
1440,111IZ,132
1441,111IZ,130
1442,111IZ,57
1443,111IZ,140
1444,111IZ,59
1445,111IZ,136
1446,111IZ,149
1447,111IZ,135
1448,111IZ,126
1449,111IZ,94
1450,111IZ,161
1451,111IZ,132
1452,111IZ,136
1453,111IZ,0
1454,111IZ,132
1455,111IZ,128
1456,111IZ,130
1457,111IZ,135
1458,111IZ,131
1459,111IZ,138
1460,111IZ,136
1461,111IZ,133
1462,111IZ,55
1463,111IZ,205
1464,111IZ,135
1465,111IZ,135
1466,111IZ,149
1467,111IZ,65
1468,111IZ,132
1469,111IZ,85
1470,111IZ,134
1471,111IZ,129
1472,111IZ,141
1473,111IZ,146
1474,111IZ,142
1475,111IZ,132
1476,111IZ,143
1477,111IZ,134
1478,111IZ,100
1479,111IZ,136
1480,111IZ,143
1481,111IZ,95
1482,111IZ,141
1483,111IZ,128
1484,111IZ,132
1485,111IZ,120
1486,111IZ,147
1487,111IZ,135
1488,111IZ,139
1489,111IZ,133
1490,111IZ,133
1491,111IZ,133
1492,111IZ,134
1493,111IZ,141
1494,111IZ,138
1495,111IZ,128
1496,111IZ,133
1497,111IZ,92
1498,111IZ,138
1499,111IZ,142
1500,111IZ,121
1501,111IZ,91
1502,111IZ,128
1503,111IZ,132
1504,111IZ,100
1505,111IZ,93
1506,111IZ,139
1507,111IZ,144
1508,111IZ,142
1509,111IZ,94
1510,111IZ,95
1511,111IZ,92
1512,111IZ,139
1513,111IZ,137
1514,111IZ,54
1515,111IZ,16
1516,111IZ,133
1517,111IZ,139
1518,111IZ,134
1519,111IZ,136
1520,111IZ,131
1521,111IZ,132
1522,111IZ,140
1523,111IZ,142
1524,111IZ,135
1525,111IZ,140
1526,111IZ,135
1527,111IZ,130
1528,111IZ,133
1529,111IZ,86
1530,111IZ,131
1531,111IZ,143
1532,111IZ,125
1533,111IZ,136
1534,111IZ,61
1535,111IZ,141
1536,111IZ,139
1537,111IZ,147
1538,111IZ,95
1539,111IZ,137
1540,111IZ,133
1541,111IZ,136
1542,111IZ,59
1543,111IZ,145
1544,111IZ,98
1545,111IZ,99
1546,111IZ,141
1547,111IZ,147
1548,111IZ,138
1549,111IZ,354
1550,111IZ,137
1551,111IZ,140
1552,111IZ,139
1553,111IZ,134
1554,111IZ,140
1555,111IZ,141
1556,111IZ,134
1557,111IZ,147
1558,111IZ,132
1559,111IZ,143
1560,111IZ,146
1561,111IZ,135
1562,111IZ,62
1563,111IZ,142
1564,111IZ,146
1565,111IZ,131
1566,111IZ,132
1567,111IZ,132
1568,111IZ,133
1569,111IZ,143
1570,111IZ,90
1571,111IZ,133
1572,111IZ,135
1573,111IZ,141
1574,111IZ,136
1575,111IZ,138
1576,111IZ,146
1577,111IZ,188
1578,111IZ,134
1579,111IZ,134
1580,111IZ,149
1581,111IZ,136
1582,111IZ,149
1583,111IZ,133
1584,111IZ,132
1585,111IZ,141
1586,111IZ,131
1587,111IZ,137
1588,111IZ,134
1589,111IZ,139
1590,111IZ,126
1591,111IZ,138
1592,111IZ,135
1593,111IZ,141
1594,111IZ,136
1595,111IZ,138
1596,111IZ,142
1597,111IZ,129
1598,111IZ,131
1599,111IZ,145
1600,111IZ,142
1601,111IZ,140
1602,111IZ,147
1603,111IZ,183
1604,111IZ,137
1605,111IZ,143
1606,111IZ,137
1607,111IZ,138
1608,111IZ,133
1609,111IZ,141
1610,111IZ,138
1611,111IZ,140
1612,111IZ,138
1613,111IZ,131
1614,111IZ,132
1615,111IZ,131
1616,111IZ,91
1617,111IZ,132
1618,111IZ,97
1619,111IZ,192
1620,111IZ,143
1621,111IZ,135
1622,111IZ,131
1623,111IZ,134
1624,111IZ,135
1625,111IZ,138
1626,111IZ,138
1627,111IZ,141
1628,111IZ,140
1629,111IZ,144
1630,111IZ,141
1631,111IZ,138
1632,111IZ,137
1633,111IZ,89
