,vehicle,No added edges
1628,125KK,66
1629,125KK,48
1630,125KK,26
1631,125KK,41
1632,125KK,102
1633,125KK,33
1634,125KK,42
1635,125KK,90
1636,125KK,44
1637,125KK,78
1638,125KK,68
1639,125KK,90
1640,125KK,43
1641,125KK,26
1642,125KK,56
1643,125KK,50
1644,125KK,81
1645,125KK,36
1646,125KK,17
1647,125KK,72
1648,125KK,61
1649,125KK,57
1650,125KK,29
1651,125KK,19
1652,125KK,64
1653,125KK,52
1654,125KK,25
1655,125KK,85
1656,125KK,38
1657,125KK,41
1658,125KK,51
1659,125KK,37
1660,125KK,85
1661,125KK,22
1662,125KK,135
1663,125KK,43
1664,125KK,63
1665,125KK,27
1666,125KK,47
1667,125KK,13
1668,125KK,15
1669,125KK,71
1670,125KK,60
1671,125KK,26
1672,125KK,14
1673,125KK,64
1674,125KK,19
1675,125KK,37
1676,125KK,70
1677,125KK,62
1678,125KK,59
1679,125KK,20
1680,125KK,39
1681,125KK,45
1682,125KK,31
1683,125KK,36
1684,125KK,130
1685,125KK,52
1686,125KK,78
1687,125KK,37
1688,125KK,66
1689,125KK,5
1690,125KK,17
1691,125KK,14
1692,125KK,80
1693,125KK,54
1694,125KK,89
1695,125KK,12
1696,125KK,85
1697,125KK,54
1698,125KK,33
1699,125KK,71
1700,125KK,87
1701,125KK,136
1702,125KK,38
1703,125KK,112
1704,125KK,9
1705,125KK,61
1706,125KK,30
1707,125KK,55
1708,125KK,49
1709,125KK,67
1710,125KK,60
1711,125KK,28
1712,125KK,24
1713,125KK,34
1714,125KK,14
1715,125KK,89
1716,125KK,50
1717,125KK,59
1718,125KK,13
1719,125KK,84
1720,125KK,89
1721,125KK,58
1722,125KK,45
1723,125KK,42
1724,125KK,59
1725,125KK,62
1726,125KK,43
1727,125KK,83
1728,125KK,42
1729,125KK,39
1730,125KK,17
1731,125KK,21
1732,125KK,52
1733,125KK,85
1734,125KK,18
1735,125KK,86
1736,125KK,72
1737,125KK,29
1738,125KK,31
1739,125KK,143
1740,125KK,136
1741,125KK,139
1742,125KK,15
1743,125KK,141
1744,125KK,30
1745,125KK,30
1746,125KK,25
1747,125KK,112
1748,125KK,136
1749,125KK,111
1750,125KK,234
1751,125KK,140
1752,125KK,138
1753,125KK,4
1754,125KK,47
1755,125KK,122
1756,125KK,250
1757,125KK,13
1758,125KK,136
1759,125KK,28
1760,125KK,163
1761,125KK,31
1762,125KK,139
1763,125KK,97
1764,125KK,140
1765,125KK,141
1766,125KK,65
1767,125KK,109
1768,125KK,189
1769,125KK,27
1770,125KK,282
1771,125KK,131
1772,125KK,119
1773,125KK,135
1774,125KK,142
1775,125KK,17
1776,125KK,50
1777,125KK,81
1778,125KK,138
1779,125KK,36
1780,125KK,136
1781,125KK,70
1782,125KK,8
1783,125KK,3
1784,125KK,73
1785,125KK,137
1786,125KK,32
1787,125KK,139
1788,125KK,46
1789,125KK,138
1790,125KK,46
1791,125KK,27
1792,125KK,30
1793,125KK,130
1794,125KK,29
1795,125KK,142
1796,125KK,36
1797,125KK,140
1798,125KK,24
1799,125KK,136
1800,125KK,78
1801,125KK,76
1802,125KK,136
1803,125KK,111
1804,125KK,95
1805,125KK,66
1806,125KK,149
1807,125KK,136
1808,125KK,89
1809,125KK,149
1810,125KK,31
1811,125KK,32
1812,125KK,30
1813,125KK,27
1814,125KK,139
1815,125KK,23
1816,125KK,70
1817,125KK,4
1818,125KK,32
1819,125KK,77
1820,125KK,140
1821,125KK,0
1822,125KK,67
1823,125KK,35
1824,125KK,38
1825,125KK,66
1826,125KK,64
1827,125KK,31
1828,125KK,72
1829,125KK,10
1830,125KK,26
1831,125KK,29
1832,125KK,138
1833,125KK,111
1834,125KK,253
1835,125KK,66
1836,125KK,127
1837,125KK,30
1838,125KK,22
1839,125KK,44
1840,125KK,98
1841,125KK,114
1842,125KK,134
1843,125KK,100
1844,125KK,129
1845,125KK,21
1846,125KK,18
1847,125KK,32
1848,125KK,134
1849,125KK,25
1850,125KK,116
1851,125KK,62
1852,125KK,134
1853,125KK,42
1854,125KK,107
1855,125KK,69
1856,125KK,116
1857,125KK,128
1858,125KK,32
1859,125KK,251
1860,125KK,58
1861,125KK,77
1862,125KK,241
1863,125KK,95
1864,171LF,21
1865,171LF,34
1866,171LF,79
1867,171LF,42
1868,171LF,58
1869,171LF,112
1870,171LF,65
1871,171LF,40
1872,171LF,38
1873,171LF,3
1874,171LF,134
1875,171LF,72
1876,171LF,79
1877,171LF,36
1878,171LF,44
1879,171LF,113
1880,171LF,39
1881,171LF,2
1882,171LF,51
1883,171LF,36
1884,171LF,40
1885,171LF,36
1886,171LF,24
1887,171LF,42
1888,171LF,60
1889,171LF,169
1890,171LF,71
1891,171LF,21
1892,171LF,54
1893,171LF,21
1894,171LF,31
1895,171LF,76
1896,171LF,45
1897,171LF,129
1898,171LF,60
1899,171LF,19
1900,171LF,36
1901,171LF,34
1902,171LF,44
1903,171LF,37
1904,171LF,14
1905,171LF,135
1906,171LF,103
1907,171LF,91
1908,171LF,145
1909,171LF,40
1910,171LF,49
1911,171LF,40
1912,171LF,96
1913,171LF,112
1914,171LF,9
1915,171LF,41
1916,171LF,22
1917,171LF,44
1918,171LF,48
1919,171LF,60
1920,171LF,30
1921,171LF,84
1922,171LF,24
1923,171LF,42
1924,171LF,54
1925,171LF,20
1926,171LF,45
1927,171LF,32
1928,171LF,66
1929,171LF,37
1930,171LF,150
1931,171LF,44
1932,171LF,38
1933,171LF,19
1934,171LF,54
1935,171LF,200
1936,171LF,39
1937,171LF,40
1938,171LF,51
1939,171LF,21
1940,171LF,20
1941,171LF,92
1942,171LF,67
1943,171LF,81
1944,171LF,43
1945,171LF,15
1946,171LF,28
1947,171LF,80
1948,171LF,20
1949,171LF,31
1950,171LF,45
1951,171LF,32
1952,171LF,28
1953,171LF,20
1954,171LF,35
1955,171LF,81
1956,171LF,97
1957,171LF,32
1958,171LF,83
1959,171LF,44
1960,171LF,74
1961,171LF,50
1962,171LF,41
1963,171LF,37
1964,171LF,98
1965,171LF,102
1966,171LF,151
1967,171LF,27
1968,171LF,50
1969,171LF,25
1970,171LF,82
1971,171LF,23
1972,171LF,56
1973,171LF,35
1974,171LF,32
1975,171LF,24
1976,171LF,63
1977,171LF,54
1978,171LF,21
1979,171LF,58
1980,171LF,86
1981,171LF,41
1982,171LF,41
1983,171LF,77
1984,171LF,44
1985,171LF,29
1986,171LF,21
1987,171LF,31
1988,171LF,50
1989,171LF,75
1990,171LF,65
1991,171LF,27
1992,171LF,65
1993,171LF,63
1994,171LF,28
1995,171LF,53
1996,171LF,31
1997,171LF,39
1998,171LF,46
1999,171LF,26
2000,171LF,14
2001,171LF,59
2002,171LF,58
2003,171LF,120
2004,171LF,88
2005,171LF,66
2006,171LF,102
2007,171LF,34
2008,171LF,125
2009,171LF,131
2010,171LF,51
2011,171LF,21
2012,171LF,20
2013,171LF,77
2014,171LF,20
2015,171LF,32
2016,171LF,22
2017,171LF,68
2018,171LF,136
2019,171LF,26
2020,171LF,22
2021,171LF,57
2022,171LF,26
2023,171LF,70
2024,171LF,87
2025,171LF,77
2026,171LF,56
2027,171LF,49
2028,171LF,25
2029,171LF,31
2030,171LF,107
2031,171LF,43
2032,171LF,19
2033,171LF,48
2034,171LF,101
2035,171LF,48
2036,171LF,51
2037,171LF,34
2038,171LF,81
2039,171LF,24
2040,171LF,28
2041,171LF,145
2042,171LF,22
2043,171LF,12
2044,171LF,28
2045,171LF,28
2046,171LF,51
2047,171LF,98
2048,171LF,40
2049,171LF,81
2050,171LF,38
2051,171LF,31
2052,171LF,49
2053,171LF,47
2054,171LF,32
2055,171LF,202
2056,171LF,45
2057,171LF,15
2058,171LF,46
2059,171LF,36
2060,171LF,40
2061,171LF,28
2062,171LF,26
2063,171LF,92
2064,171LF,18
2065,171LF,79
2066,171LF,32
2067,171LF,50
2068,171LF,52
2069,171LF,83
2070,171LF,15
2071,171LF,42
2072,171LF,23
2073,171LF,37
2074,171LF,19
2075,171LF,38
2076,171LF,72
2077,171LF,40
2078,171LF,43
2079,171LF,52
2080,171LF,112
2081,171LF,23
2082,171LF,107
2083,171LF,69
2084,171LF,36
2085,171LF,69
2086,171LF,23
2087,171LF,99
2088,171LF,26
2089,171LF,61
2090,171LF,31
2091,171LF,61
2092,171LF,35
2093,171LF,96
2094,171LF,57
2095,171LF,49
2096,171LF,29
2097,171LF,53
2098,171LF,16
2099,171LF,100
2100,171LF,18
2101,171LF,22
2102,171LF,66
2103,171LF,56
2104,171LF,50
2105,171LF,88
2106,171LF,126
2107,171LF,25
2108,171LF,41
2109,171LF,50
2110,171LF,40
2111,171LF,110
2112,171LF,64
2113,171LF,41
2114,171LF,27
2115,171LF,169
2116,171LF,42
2117,171LF,50
2118,171LF,24
2119,171LF,49
2120,171LF,111
2121,171LF,28
2122,171LF,34
2123,171LF,64
2124,171LF,28
2125,171LF,3
2126,171LF,64
2127,171LF,76
2128,171LF,130
2129,171LF,14
2130,171LF,45
2131,171LF,44
2132,171LF,140
2133,171LF,41
2134,171LF,79
2135,171LF,107
2136,171LF,65
2137,171LF,64
2138,171LF,45
2139,171LF,36
2140,171LF,47
2141,171LF,116
2142,171LF,38
2143,171LF,25
2144,171LF,18
2145,171LF,71
2146,171LF,43
2147,171LF,28
2148,171LF,20
2149,171LF,44
2150,171LF,45
2151,171LF,102
2152,171LF,103
2153,171LF,50
2154,171LF,27
2155,171LF,70
2156,171LF,67
2157,171LF,20
2158,171LF,43
2159,171LF,46
2160,171LF,38
2161,171LF,60
2162,171LF,89
2163,171LF,44
2164,171LF,51
2165,171LF,28
2166,171LF,43
2167,171LF,103
2168,171LF,13
2169,171LF,35
2170,171LF,46
2171,171LF,35
2172,171LF,20
2173,171LF,57
2174,171LF,48
2175,171LF,22
2176,171LF,51
2177,171LF,51
2178,171LF,29
2179,171LF,91
2180,171LF,42
2181,171LF,44
2182,171LF,59
2183,171LF,77
2184,171LF,49
2185,171LF,79
2186,171LF,63
2187,171LF,38
2188,171LF,42
2189,171LF,47
2190,171LF,49
2191,171LF,24
2192,171LF,70
2193,171LF,52
2194,171LF,40
2195,171LF,20
2196,171LF,51
2197,171LF,50
2198,171LF,79
2199,171LF,53
2200,171LF,34
2201,171LF,35
2202,171LF,48
2203,171LF,86
2204,171LF,36
2205,171LF,30
2206,171LF,126
2207,171LF,56
2208,171LF,49
2209,171LF,106
2210,171LF,73
2211,171LF,71
2212,171LF,189
2213,171LF,25
2214,171LF,30
2215,171LF,25
2216,171LF,24
2217,171LF,86
2218,171LF,51
2219,171LF,27
2220,171LF,68
2221,171LF,109
2222,171LF,32
2223,171LF,34
2224,171LF,47
2225,171LF,37
2226,171LF,45
2227,171LF,78
2228,171LF,31
2229,171LF,23
2230,171LF,31
2231,171LF,30
2232,171LF,64
2233,171LF,49
2234,171LF,50
2235,171LF,50
2236,171LF,39
2237,171LF,112
2238,171LF,55
2239,171LF,83
2240,171LF,50
2241,171LF,27
2242,171LF,17
2243,171LF,47
2244,171LF,34
2245,171LF,34
2246,171LF,101
2247,171LF,19
2248,171LF,25
2249,171LF,48
2250,171LF,17
2251,171LF,27
2252,171LF,113
2253,171LF,52
2254,171LF,127
2255,171LF,92
2256,171LF,30
2257,171LF,112
2258,171LF,49
2259,171LF,173
2260,171LF,51
2261,171LF,0
2262,171LF,25
2263,171LF,62
2264,171LF,44
2265,171LF,179
2266,171LF,30
2267,171LF,42
2268,171LF,42
2269,171LF,57
2270,171LF,30
2271,171LF,49
2272,171LF,66
2273,171LF,48
2274,171LF,20
2275,171LF,53
2276,171LF,21
2277,171LF,33
2278,171LF,27
2279,171LF,11
2280,171LF,22
2281,171LF,77
2282,171LF,59
2283,171LF,22
2284,171LF,76
2285,171LF,127
2286,171LF,21
2287,171LF,27
2288,171LF,28
2289,171LF,9
2290,171LF,33
2291,171LF,49
2292,171LF,63
2293,171LF,50
2294,171LF,145
2295,171LF,32
2296,171LF,68
2297,171LF,29
2298,171LF,26
2299,171LF,70
2300,171LF,41
2301,171LF,27
2302,171LF,37
2303,171LF,26
2304,171LF,64
2305,171LF,12
2306,171LF,33
2307,171LF,49
2308,171LF,78
2309,171LF,21
2310,171LF,57
2311,171LF,18
2312,171LF,48
2313,171LF,93
2314,171LF,35
2315,171LF,40
2316,171LF,57
2317,171LF,13
2318,171LF,26
2319,171LF,78
2320,171LF,49
2321,171LF,38
2322,171LF,35
2323,171LF,111
2324,171LF,40
2325,171LF,82
2326,171LF,76
2327,171LF,30
2328,171LF,148
2329,171LF,30
2330,171LF,66
2331,171LF,156
2332,171LF,28
2333,171LF,53
2334,171LF,36
2335,171LF,36
2336,171LF,60
2337,171LF,54
2338,171LF,31
2339,171LF,0
2340,171LF,22
2341,171LF,71
2342,171LF,25
2343,171LF,22
2344,171LF,35
2345,171LF,68
2346,171LF,38
2347,171LF,36
2348,171LF,64
2349,171LF,46
2350,171LF,72
2351,171LF,29
2352,171LF,25
2353,171LF,54
2354,171LF,30
2355,171LF,63
2356,171LF,56
2357,171LF,48
2358,171LF,103
2359,171LF,0
2360,171LF,34
2361,171LF,39
2362,171LF,55
2363,171LF,25
2364,171LF,28
2365,171LF,135
2366,171LF,93
2367,171LF,42
2368,171LF,20
2369,171LF,54
2370,171LF,36
2371,171LF,44
2372,171LF,50
2373,171LF,35
2374,171LF,42
2375,171LF,38
2376,171LF,49
2377,171LF,38
2378,171LF,43
2379,171LF,54
2380,171LF,36
2381,171LF,30
2382,171LF,46
2383,171LF,68
2384,171LF,40
2385,171LF,55
2386,171LF,42
2387,171LF,0
2388,171LF,51
2389,171LF,25
2390,171LF,0
2391,171LF,0
2392,171LF,24
2393,171LF,20
2394,171LF,18
2395,171LF,45
2396,171LF,62
2397,171LF,45
2398,171LF,35
2399,171LF,31
2400,171LF,22
2401,171LF,34
2402,171LF,21
2403,171LF,30
2404,171LF,32
2405,171LF,42
2406,171LF,23
2407,171LF,63
2408,171LF,30
2409,171LF,58
2410,171LF,28
2411,171LF,140
2412,171LF,32
2413,171LF,31
2414,171LF,33
2415,171LF,19
2416,171LF,33
2417,171LF,7
2418,171LF,32
2419,171LF,36
2420,171LF,18
2421,171LF,43
2422,171LF,26
2423,171LF,78
2424,171LF,52
2425,171LF,117
2426,171LF,103
2427,171LF,12
2428,171LF,72
2429,171LF,39
2430,171LF,17
2431,171LF,259
2432,171LF,40
2433,171LF,51
2434,171LF,61
2435,171LF,43
2436,171LF,55
2437,171LF,54
2438,171LF,32
2439,171LF,6
2440,171LF,39
2441,171LF,13
2442,171LF,28
2443,171LF,27
2444,171LF,27
2445,171LF,31
2446,171LF,70
2447,171LF,61
2448,171LF,188
2449,171LF,44
2450,171LF,51
2451,171LF,145
2452,171LF,48
2453,171LF,13
2454,171LF,19
2455,171LF,43
2456,171LF,23
2457,171LF,39
2458,171LF,18
2459,171LF,69
2460,171LF,123
2461,171LF,11
2462,171LF,0
2463,171LF,59
2464,171LF,0
2465,171LF,42
2466,171LF,32
2467,171LF,26
2468,171LF,30
2469,171LF,44
2470,171LF,87
2471,171LF,79
2472,171LF,63
2473,171LF,38
2474,171LF,28
2475,171LF,79
2476,171LF,121
2477,171LF,71
2478,171LF,76
2479,171LF,53
2480,171LF,66
2481,171LF,61
2482,171LF,116
2483,171LF,42
2484,171LF,15
2485,171LF,68
2486,171LF,0
2487,171LF,117
2488,171LF,101
2489,171LF,24
2490,171LF,59
2491,171LF,50
2492,171LF,93
2493,171LF,55
2494,171LF,49
2495,171LF,66
2496,171LF,17
2497,171LF,40
2498,171LF,34
2499,171LF,27
2500,171LF,40
2501,171LF,110
2502,171LF,110
2503,171LF,54
2504,171LF,51
2505,171LF,20
2506,171LF,30
2507,171LF,51
2508,171LF,41
2509,171LF,17
2510,171LF,43
2511,171LF,11
2512,171LF,51
2513,171LF,42
2514,171LF,67
2515,171LF,76
2516,171LF,51
2517,171LF,25
2518,171LF,144
2519,171LF,149
2520,171LF,37
2521,171LF,27
2522,171LF,63
2523,171LF,140
2524,171LF,12
2525,171LF,39
2526,171LF,27
2527,171LF,69
2528,171LF,27
2529,171LF,44
2530,171LF,26
2531,171LF,42
2532,171LF,78
2533,171LF,26
2534,171LF,52
2535,171LF,64
2536,171LF,42
2537,171LF,31
2538,171LF,61
2539,171LF,31
2540,171LF,6
2541,171LF,12
2542,171LF,26
2543,171LF,101
2544,171LF,31
2545,171LF,50
2546,171LF,83
2547,171LF,24
2548,171LF,111
2549,278JI,47
2550,278JI,61
2551,278JI,34
2552,278JI,35
2553,278JI,152
2554,278JI,66
2555,278JI,39
2556,278JI,5
2557,278JI,23
2558,278JI,5
2559,278JI,55
2560,278JI,32
2561,278JI,36
2562,278JI,67
2563,278JI,117
2564,278JI,15
2565,278JI,32
2566,278JI,0
2567,278JI,32
2568,278JI,27
2569,278JI,11
2570,278JI,72
2571,278JI,6
2572,278JI,37
2573,278JI,17
2574,278JI,7
2575,278JI,12
2576,278JI,67
2577,278JI,42
2578,278JI,24
2579,278JI,63
2580,278JI,76
2581,278JI,17
2582,278JI,17
2583,278JI,33
2584,278JI,76
2585,278JI,15
2586,278JI,35
2587,278JI,99
2588,278JI,63
2589,278JI,69
2590,278JI,11
2591,278JI,27
2592,278JI,51
2593,278JI,19
2594,278JI,23
2595,278JI,87
2596,278JI,17
2597,278JI,23
2598,278JI,9
2599,278JI,26
2600,278JI,85
2601,278JI,33
2602,278JI,52
2603,278JI,20
2604,278JI,43
2605,278JI,161
2606,278JI,6
2607,278JI,36
2608,278JI,62
2609,278JI,64
2610,278JI,66
2611,278JI,6
2612,278JI,62
2613,278JI,86
2614,278JI,1
2615,278JI,111
2616,278JI,64
2617,278JI,13
2618,278JI,9
2619,278JI,66
2620,278JI,23
2621,278JI,59
2622,278JI,58
2623,278JI,5
2624,278JI,6
2625,278JI,66
2626,278JI,61
2627,278JI,35
2628,278JI,81
2629,278JI,20
2630,278JI,5
2631,278JI,56
2632,278JI,61
2633,278JI,58
2634,278JI,36
2635,278JI,8
2636,278JI,62
2637,278JI,71
2638,278JI,29
2639,278JI,48
2640,278JI,4
2641,278JI,67
2642,278JI,68
2643,278JI,60
2644,278JI,59
2645,278JI,63
2646,278JI,20
2647,278JI,3
2648,278JI,33
2649,278JI,22
2650,278JI,12
2651,278JI,16
2652,278JI,2
2653,278JI,30
2654,278JI,29
2655,278JI,68
2656,278JI,22
2657,278JI,14
2658,278JI,84
2659,278JI,31
2660,278JI,28
2661,278JI,7
2662,278JI,3
2663,278JI,67
2664,278JI,32
2665,278JI,21
2666,278JI,24
2667,278JI,75
2668,278JI,68
2669,278JI,17
2670,278JI,68
2671,278JI,10
2672,278JI,37
2673,278JI,47
2674,278JI,2
2675,278JI,15
2676,278JI,99
2677,278JI,33
2678,278JI,87
2679,278JI,67
2680,278JI,63
2681,278JI,89
2682,278JI,34
2683,278JI,29
2684,278JI,81
2685,278JI,23
2686,278JI,36
2687,278JI,82
2688,278JI,58
2689,278JI,24
2690,278JI,26
2691,278JI,70
2692,278JI,72
2693,278JI,15
2694,278JI,60
2695,278JI,33
2696,278JI,28
2697,278JI,58
2698,278JI,70
2699,278JI,62
2700,278JI,28
2701,278JI,43
2702,278JI,30
2703,278JI,62
2704,278JI,52
2705,278JI,60
2706,278JI,21
2707,278JI,87
2708,278JI,40
2709,278JI,30
2710,278JI,21
2711,278JI,72
2712,278JI,63
2713,278JI,48
2714,278JI,45
2715,278JI,37
2716,278JI,31
2717,278JI,21
2718,278JI,27
2719,278JI,66
2720,278JI,54
2721,278JI,45
2722,278JI,44
2723,278JI,54
2724,278JI,35
2725,278JI,61
2726,278JI,90
2727,278JI,50
2728,278JI,90
2729,278JI,31
2730,278JI,40
2731,278JI,65
2732,278JI,37
2733,278JI,41
2734,278JI,39
2735,278JI,21
2736,278JI,38
2737,278JI,99
2738,278JI,42
2739,278JI,55
2740,278JI,45
2741,278JI,54
2742,278JI,34
2743,278JI,46
2744,278JI,55
2745,278JI,28
2746,278JI,44
2747,278JI,61
2748,278JI,35
2749,278JI,34
2750,278JI,44
2751,278JI,62
2752,278JI,63
2753,278JI,37
2754,278JI,21
2755,278JI,53
2756,278JI,24
2757,278JI,72
2758,278JI,31
2759,278JI,98
2760,278JI,28
2761,278JI,39
2762,278JI,29
2763,278JI,42
2764,278JI,66
2765,278JI,36
2766,278JI,44
2767,278JI,50
2768,278JI,42
2769,278JI,130
2770,278JI,31
2771,278JI,44
2772,278JI,47
2773,278JI,76
2774,278JI,54
2775,278JI,74
2776,278JI,30
2777,278JI,70
2778,278JI,79
2779,278JI,40
2780,278JI,38
2781,278JI,36
2782,278JI,90
2783,278JI,24
2784,278JI,26
2785,278JI,76
2786,278JI,54
2787,278JI,68
2788,278JI,83
2789,278JI,26
2790,278JI,52
2791,278JI,32
2792,278JI,60
2793,278JI,50
2794,278JI,57
2795,278JI,45
2796,278JI,48
2797,278JI,51
2798,278JI,94
2799,278JI,133
2800,278JI,57
2801,278JI,22
2802,278JI,90
2803,278JI,27
2804,278JI,0
2805,278JI,27
2806,278JI,69
2807,278JI,79
2808,278JI,28
2809,278JI,37
2810,278JI,77
2811,278JI,96
2812,278JI,49
2813,278JI,92
2814,278JI,61
2815,278JI,122
2816,278JI,31
2817,278JI,51
2818,278JI,63
2819,278JI,121
2820,278JI,41
2821,278JI,55
2822,278JI,40
2823,278JI,46
2824,278JI,51
2825,278JI,23
2826,278JI,69
2827,278JI,29
2828,278JI,42
2829,278JI,24
2830,278JI,106
2831,278JI,97
2832,278JI,24
2833,278JI,87
2834,278JI,44
2835,278JI,56
2836,278JI,51
2837,278JI,26
2838,278JI,141
2839,278JI,77
2840,278JI,31
2841,278JI,37
2842,278JI,59
2843,278JI,26
2844,278JI,34
2845,278JI,47
2846,278JI,53
2847,278JI,124
2848,278JI,83
2849,278JI,43
2850,278JI,49
2851,278JI,41
2852,278JI,49
2853,278JI,64
2854,278JI,49
2855,278JI,71
2856,278JI,67
2857,278JI,82
2858,278JI,31
2859,278JI,33
2860,278JI,50
2861,278JI,44
2862,278JI,29
2863,278JI,33
2864,278JI,28
2865,278JI,42
2866,278JI,35
2867,278JI,37
2868,278JI,65
2869,278JI,33
2870,278JI,75
2871,278JI,43
2872,278JI,39
2873,278JI,36
2874,278JI,35
2875,278JI,57
2876,278JI,60
2877,278JI,45
2878,278JI,71
2879,278JI,43
2880,278JI,32
2881,278JI,37
2882,278JI,24
2883,278JI,109
2884,278JI,63
2885,278JI,202
2886,278JI,56
2887,278JI,68
2888,278JI,143
2889,278JI,63
2890,278JI,34
2891,278JI,102
2892,278JI,51
2893,278JI,45
2894,278JI,77
2895,278JI,28
2896,278JI,37
2897,278JI,73
2898,278JI,52
2899,278JI,28
2900,278JI,30
2901,278JI,56
2902,278JI,163
2903,278JI,53
2904,278JI,39
2905,278JI,117
2906,278JI,76
2907,278JI,37
2908,278JI,98
2909,278JI,97
2910,278JI,45
2911,278JI,67
2912,278JI,23
2913,278JI,81
2914,278JI,44
2915,278JI,66
2916,278JI,32
2917,278JI,26
2918,278JI,37
2919,278JI,36
2920,278JI,28
2921,278JI,40
2922,278JI,48
2923,278JI,47
2924,278JI,55
2925,278JI,84
2926,278JI,126
2927,278JI,20
2928,278JI,45
2929,278JI,67
2930,278JI,65
2931,278JI,55
2932,278JI,102
2933,278JI,48
2934,278JI,43
2935,278JI,62
2936,278JI,89
2937,278JI,23
2938,278JI,50
2939,278JI,73
2940,278JI,92
2941,278JI,61
2942,278JI,21
2943,278JI,65
2944,278JI,42
2945,278JI,14
2946,278JI,34
2947,278JI,51
2948,278JI,27
2949,278JI,39
2950,278JI,39
2951,278JI,76
2952,278JI,65
2953,278JI,54
2954,278JI,24
2955,278JI,28
2956,278JI,89
2957,278JI,74
2958,278JI,131
2959,278JI,50
2960,278JI,61
2961,278JI,50
2962,278JI,68
2963,278JI,44
2964,278JI,23
2965,278JI,31
2966,278JI,66
2967,278JI,63
2968,278JI,42
2969,278JI,21
2970,278JI,60
2971,278JI,49
2972,278JI,123
2973,278JI,71
2974,278JI,90
2975,278JI,60
2976,278JI,54
2977,278JI,84
2978,278JI,47
2979,278JI,115
2980,278JI,34
2981,278JI,74
2982,278JI,54
2983,278JI,61
2984,278JI,65
2985,278JI,57
2986,278JI,18
2987,278JI,58
2988,278JI,39
2989,278JI,63
2990,278JI,70
2991,278JI,146
2992,278JI,52
2993,278JI,36
2994,278JI,33
2995,278JI,70
2996,278JI,29
2997,278JI,129
2998,278JI,25
2999,278JI,68
3000,278JI,69
3001,278JI,0
3002,278JI,69
3003,278JI,33
3004,278JI,0
3005,278JI,33
3006,278JI,71
3007,278JI,37
3008,278JI,128
3009,278JI,80
3010,278JI,71
3011,278JI,33
3012,278JI,66
3013,278JI,47
3014,278JI,75
3015,278JI,64
3016,278JI,61
3017,278JI,25
3018,278JI,43
3019,278JI,26
3020,278JI,30
3021,278JI,40
3022,278JI,38
3023,278JI,34
3024,278JI,42
3025,278JI,34
3026,278JI,49
3027,278JI,53
3028,278JI,50
3029,278JI,35
3030,278JI,32
3031,278JI,69
3032,278JI,27
3033,278JI,82
3034,278JI,65
3035,278JI,50
3036,278JI,54
3037,278JI,34
3038,278JI,77
3039,278JI,63
3040,278JI,82
3041,278JI,35
3042,278JI,23
3043,278JI,81
3044,278JI,37
3045,278JI,41
3046,278JI,105
3047,278JI,60
3048,278JI,71
3049,278JI,22
3050,278JI,41
3051,278JI,27
3052,278JI,56
3053,278JI,57
3054,278JI,73
3055,278JI,54
3056,278JI,85
3057,278JI,91
3058,278JI,64
3059,278JI,74
3060,278JI,139
3061,278JI,38
3062,278JI,80
3063,278JI,38
3064,278JI,45
3065,278JI,58
3066,278JI,124
3067,278JI,30
3068,278JI,87
3069,278JI,25
3070,278JI,58
3071,278JI,69
3072,278JI,84
3073,278JI,46
3074,278JI,66
3075,278JI,51
3076,278JI,142
3077,278JI,34
3078,278JI,39
3079,278JI,30
3080,278JI,46
3081,278JI,20
3082,278JI,28
3083,278JI,69
3084,278JI,52
3085,278JI,36
3086,278JI,58
3087,278JI,26
3088,278JI,6
3089,278JI,38
3090,278JI,26
3091,278JI,34
3092,278JI,31
3093,278JI,56
3094,278JI,76
3095,278JI,89
3096,278JI,51
3097,278JI,37
3098,278JI,47
3099,278JI,49
3100,278JI,26
3101,278JI,107
3102,278JI,80
3103,278JI,53
3104,278JI,29
3105,278JI,64
3106,278JI,89
3107,278JI,36
3108,278JI,27
3109,278JI,37
3110,278JI,140
3111,278JI,91
3112,278JI,58
3113,278JI,26
3114,278JI,55
3115,278JI,27
3116,278JI,55
3117,278JI,27
3118,278JI,146
3119,278JI,54
3120,278JI,21
3121,278JI,135
3122,278JI,34
3123,278JI,53
3124,278JI,41
3125,278JI,46
3126,278JI,59
3127,278JI,83
3128,278JI,41
3129,278JI,71
3130,278JI,51
3131,278JI,31
3132,278JI,57
3133,278JI,61
3134,278JI,73
3135,278JI,62
3136,278JI,55
3137,278JI,64
3138,278JI,104
3139,278JI,110
3140,278JI,30
3141,278JI,54
3142,278JI,152
3143,278JI,50
3144,278JI,117
3145,278JI,31
3146,278JI,24
3147,278JI,74
3148,278JI,59
3149,278JI,0
3150,278JI,38
3151,278JI,32
3152,278JI,102
3153,278JI,52
3154,278JI,42
3155,278JI,90
3156,278JI,39
3157,278JI,34
3158,278JI,59
3159,278JI,48
3160,278JI,135
3161,278JI,43
3162,278JI,53
3163,278JI,78
3164,278JI,79
3165,278JI,71
3166,278JI,56
3167,278JI,98
3168,278JI,77
3169,278JI,43
3170,278JI,76
3171,278JI,79
3172,278JI,64
3173,278JI,50
3174,278JI,53
3175,278JI,30
3176,278JI,62
3177,278JI,37
3178,278JI,25
3179,278JI,53
3180,278JI,67
3181,278JI,56
