move,vehicle,hour,mean_speed
sp_sps,110JG,17,11.76426426
sp_sps,110JG,6,15.89285714
sp_sps,110JG,20,14.60843373
sp_sps,110JG,10,12.52234994
sp_sps,110JG,19,17.45751634
sp_sps,110JG,18,15.42534722
sp_sps,110JG,14,17.41959064
sp_sps,110JG,17,19.61021505
sp_sps,110JG,0,16.93318318
sp_sps,110JG,18,15.42644757
sp_sps,110JG,20,15.00402576
sp_sps,110JG,17,14.98931624
sp_sps,111IZ,22,17.66865079
sp_sps,111IZ,5,19.18831169
sp_sps,111IZ,2,15.27777778
sp_sps,111IZ,5,19.19693732
sp_sps,111IZ,1,12.56613757
sp_sps,111IZ,18,18.57142857
sp_sps,111IZ,11,13.12134503
sp_sps,111IZ,20,17.19675926
sp_sps,111IZ,16,15.79809287
sp_sps,111IZ,18,19.72222222
sp_sps,111IZ,18,20.67777778
sp_sps,111IZ,9,15.42328042
sp_sps,111IZ,17,17.47126437
sp_sps,111IZ,21,16.68350168
sp_sps,111IZ,22,11.09704641
sp_sps,111IZ,9,16.0161744
sp_sps,111IZ,13,15.76388889
sp_sps,111IZ,15,18.8559322
sp_sps,111IZ,14,17.46428571
sp_sps,111IZ,9,20.55333333
sp_sps,111IZ,12,18.78731343
sp_sps,111IZ,20,14.44211018
sp_sps,111IZ,16,15.04340278
sp_sps,111IZ,19,15.26094276
sp_sps,111IZ,13,15.36844136
sp_sps,111IZ,16,13.82800609
sp_sps,111IZ,13,14.53571429
sp_sps,111IZ,20,14.37934028
sp_sps,111IZ,5,19.76851852
sp_sps,111IZ,21,19.48232323
sp_sps,111IZ,13,16.8579235
sp_sps,111IZ,16,25.41975309
sp_sps,111IZ,19,20.36210317
sp_sps,111IZ,11,17.89259259
sp_sps,111IZ,17,9.583333333
sp_sps,111IZ,17,16.94878472
sp_sps,111IZ,11,15.36713287
sp_sps,111IZ,16,13.40277778
sp_sps,111IZ,6,18.65079365
sp_sps,111IZ,19,18.6440678
sp_sps,111IZ,14,16.70634921
sp_sps,111IZ,13,23.91437309
sp_sps,111IZ,1,14.498557
sp_sps,111IZ,22,18.98888889
sp_sps,111IZ,17,15.20424837
sp_sps,111IZ,21,14.45436508
sp_sps,111IZ,5,14.65378422
sp_sps,111IZ,16,16.52614379
sp_sps,111IZ,1,10.5952381
