,list_hr,move
429,14,sp_sps
430,21,sp_sps
431,9,sp_sps
432,12,sp_sps
433,20,sp_sps
434,16,sp_sps
435,19,sp_sps
436,11,sp_sps
437,13,sp_sps
438,22,sp_sps
439,16,sp_sps
440,13,sp_sps
441,17,sp_sps
442,20,sp_sps
443,5,sp_sps
444,21,sp_sps
445,8,sp_sps
446,13,sp_sps
447,16,sp_sps
448,19,sp_sps
449,11,sp_sps
450,17,sp_sps
451,17,sp_sps
452,18,sp_sps
453,11,sp_sps
454,16,sp_sps
455,15,sp_sps
456,8,sp_sps
457,9,sp_sps
458,16,sp_sps
459,0,sp_sps
460,6,sp_sps
461,8,sp_sps
462,19,sp_sps
463,14,sp_sps
464,9,sp_sps
465,13,sp_sps
466,22,sp_sps
467,1,sp_sps
468,22,sp_sps
469,9,sp_sps
470,17,sp_sps
471,21,sp_sps
472,17,sp_sps
473,11,sp_sps
474,18,sp_sps
475,5,sp_sps
476,16,sp_sps
477,1,sp_sps
478,17,sp_sps
479,18,sp_sps
480,15,sp_sps
481,14,sp_sps
482,6,sp_sps
483,16,sp_sps
484,19,sp_sps
485,18,sp_sps
486,17,sp_sps
487,20,sp_sps
488,14,sp_sps
489,4,sp_sps
490,16,sp_sps
491,5,sp_sps
492,5,sp_sps
493,7,sp_sps
494,9,sp_sps
495,17,sp_sps
496,2,sp_sps
497,18,sp_sps
498,21,sp_sps
499,22,sp_sps
500,13,sp_sps
501,18,sp_sps
502,21,sp_sps
503,1,sp_sps
504,17,sp_sps
505,23,sp_sps
506,18,sp_sps
507,21,sp_sps
508,13,sp_sps
509,11,sp_sps
510,17,sp_sps
511,8,sp_sps
512,10,sp_sps
513,20,sp_sps
514,14,sp_sps
515,23,sp_sps
516,8,sp_sps
517,11,sp_sps
518,13,sp_sps
519,15,sp_sps
520,15,sp_sps
521,17,sp_sps
522,19,sp_sps
523,17,sp_sps
524,18,sp_sps
525,18,sp_sps
526,0,sp_sps
527,12,sp_sps
528,6,sp_sps
529,18,sp_sps
530,0,sp_sps
531,22,sp_sps
532,19,sp_sps
533,11,sp_sps
534,18,sp_sps
535,16,sp_sps
536,20,sp_sps
537,21,sp_sps
538,18,sp_sps
539,19,sp_sps
540,23,sp_sps
541,22,sp_sps
542,6,sp_sps
543,16,sp_sps
544,5,sp_sps
545,5,sp_sps
546,17,sp_sps
547,19,sp_sps
548,12,sp_sps
549,18,sp_sps
550,14,sp_sps
551,19,sp_sps
552,7,sp_sps
553,11,sp_sps
554,5,sp_sps
555,16,sp_sps
556,22,sp_sps
557,15,sp_sps
558,19,sp_sps
559,15,sp_sps
560,20,sp_sps
561,8,sp_sps
562,17,sp_sps
563,23,sp_sps
564,21,sp_sps
565,9,sp_sps
566,21,sp_sps
567,16,sp_sps
568,22,sp_sps
569,8,sp_sps
570,11,sp_sps
571,20,sp_sps
572,13,sp_sps
573,16,sp_sps
574,13,sp_sps
575,1,sp_sps
576,13,sp_sps
577,19,sp_sps
578,19,sp_sps
579,17,sp_sps
580,5,sp_sps
581,22,sp_sps
582,16,sp_sps
583,19,sp_sps
584,4,sp_sps
585,20,sp_sps
586,11,sp_sps
587,19,sp_sps
588,16,sp_sps
589,12,sp_sps
590,19,sp_sps
591,0,sp_sps
592,17,sp_sps
593,2,sp_sps
594,15,sp_sps
595,12,sp_sps
596,3,sp_sps
597,4,sp_sps
598,6,sp_sps
599,7,sp_sps
600,4,sp_sps
601,17,sp_sps
602,19,sp_sps
603,5,sp_sps
604,16,sp_sps
605,12,sp_sps
606,7,sp_sps
607,17,sp_sps
608,18,sp_sps
609,23,sp_sps
610,20,sp_sps
611,22,sp_sps
612,23,sp_sps
613,11,sp_sps
614,19,sp_sps
615,3,sp_sps
616,5,sp_sps
617,20,sp_sps
618,20,sp_sps
619,0,sp_sps
620,6,sp_sps
621,14,sp_sps
622,6,sp_sps
623,8,sp_sps
624,17,sp_sps
625,8,sp_sps
626,9,sp_sps
627,19,sp_sps
628,18,sp_sps
629,2,sp_sps
630,8,sp_sps
631,12,sp_sps
632,21,sp_sps
633,15,sp_sps
634,20,sp_sps
635,14,sp_sps
636,17,sp_sps
637,17,sp_sps
638,10,sp_sps
639,16,sp_sps
640,20,sp_sps
641,21,sp_sps
642,11,sp_sps
643,14,sp_sps
644,17,sp_sps
645,8,sp_sps
646,10,sp_sps
647,5,sp_sps
648,7,sp_sps
649,17,sp_sps
650,20,sp_sps
651,23,sp_sps
652,18,sp_sps
653,20,sp_sps
654,0,sp_sps
655,19,sp_sps
656,21,sp_sps
657,22,sp_sps
658,8,sp_sps
659,20,sp_sps
660,19,sp_sps
661,19,sp_sps
662,19,sp_sps
663,8,sp_sps
664,19,sp_sps
665,21,sp_sps
666,16,sp_sps
667,18,sp_sps
668,5,sp_sps
669,17,sp_sps
670,19,sp_sps
671,21,sp_sps
672,23,sp_sps
673,3,sp_sps
674,2,sp_sps
675,8,sp_sps
676,18,sp_sps
677,8,sp_sps
678,19,sp_sps
679,3,sp_sps
680,14,sp_sps
681,20,sp_sps
682,8,sp_sps
683,17,sp_sps
684,22,sp_sps
685,10,sp_sps
686,9,sp_sps
687,11,sp_sps
688,20,sp_sps
689,13,sp_sps
690,18,sp_sps
691,5,sp_sps
692,12,sp_sps
693,18,sp_sps
694,21,sp_sps
695,6,sp_sps
696,17,sp_sps
697,21,sp_sps
698,6,sp_sps
699,6,sp_sps
700,22,sp_sps
701,6,sp_sps
702,7,sp_sps
703,11,sp_sps
704,13,sp_sps
705,11,sp_sps
706,5,sp_sps
707,14,sp_sps
708,16,sp_sps
709,10,sp_sps
710,1,sp_sps
711,15,sp_sps
712,16,sp_sps
713,1,sp_sps
714,4,sp_sps
715,7,sp_sps
716,9,sp_sps
717,0,sp_sps
718,2,sp_sps
719,4,sp_sps
720,9,sp_sps
721,14,sp_sps
722,17,sp_sps
723,21,sp_sps
724,1,sp_sps
725,19,sp_sps
726,2,sp_sps
727,8,sp_sps
728,10,sp_sps
729,0,sp_sps
730,8,sp_sps
731,14,sp_sps
732,7,sp_sps
733,20,sp_sps
734,20,sp_sps
735,18,sp_sps
736,9,sp_sps
737,16,sp_sps
738,19,sp_sps
739,0,sp_sps
740,7,sp_sps
741,14,sp_sps
742,18,sp_sps
743,11,sp_sps
744,12,sp_sps
745,18,sp_sps
746,19,sp_sps
747,19,sp_sps
748,22,sp_sps
749,19,sp_sps
750,1,sp_sps
751,12,sp_sps
752,0,sp_sps
753,21,sp_sps
754,16,sp_sps
755,6,sp_sps
756,10,sp_sps
757,11,sp_sps
758,12,sp_sps
759,18,sp_sps
760,14,sp_sps
761,21,sp_sps
762,4,sp_sps
763,12,sp_sps
764,16,sp_sps
765,20,sp_sps
766,20,sp_sps
767,11,sp_sps
768,15,sp_sps
769,21,sp_sps
770,11,sp_sps
771,4,sp_sps
772,10,sp_sps
773,13,sp_sps
774,14,sp_sps
775,19,sp_sps
776,2,sp_sps
777,5,sp_sps
778,10,sp_sps
779,14,sp_sps
780,20,sp_sps
781,3,sp_sps
782,9,sp_sps
783,19,sp_sps
784,7,sp_sps
785,14,sp_sps
786,4,sp_sps
787,19,sp_sps
788,1,sp_sps
789,3,sp_sps
790,0,sp_sps
791,3,sp_sps
792,12,sp_sps
793,13,sp_sps
794,14,sp_sps
795,16,sp_sps
796,19,sp_sps
797,22,sp_sps
798,1,sp_sps
799,7,sp_sps
800,18,sp_sps
801,0,sp_sps
802,5,sp_sps
803,16,sp_sps
804,10,sp_sps
805,23,sp_sps
806,12,sp_sps
807,13,sp_sps
808,4,sp_sps
809,10,sp_sps
810,18,sp_sps
811,20,sp_sps
812,4,sp_sps
813,9,sp_sps
814,15,sp_sps
815,19,sp_sps
816,6,sp_sps
817,22,sp_sps
818,11,sp_sps
819,16,sp_sps
820,17,sp_sps
821,2,sp_sps
822,20,sp_sps
823,2,sp_sps
824,18,sp_sps
825,12,sp_sps
826,17,sp_sps
827,19,sp_sps
828,16,sp_sps
829,22,sp_sps
830,2,sp_sps
831,9,sp_sps
832,23,sp_sps
833,7,sp_sps
834,16,sp_sps
835,18,sp_sps
836,0,sp_sps
837,6,sp_sps
838,10,sp_sps
839,1,sp_sps
840,12,sp_sps
841,14,sp_sps
842,7,sp_sps
843,21,sp_sps
844,18,sp_sps
845,17,sp_sps
846,21,sp_sps
847,2,sp_sps
848,20,sp_sps
849,2,sp_sps
850,13,sp_sps
851,17,sp_sps
852,19,sp_sps
853,12,sp_sps
854,20,sp_sps
855,7,sp_sps
856,17,sp_sps
857,18,sp_sps
858,10,sp_sps
859,15,sp_sps
860,18,sp_sps
861,23,sp_sps
862,5,sp_sps
863,17,sp_sps
864,11,sp_sps
865,17,sp_sps
866,19,sp_sps
867,5,sp_sps
868,18,sp_sps
869,1,sp_sps
870,23,sp_sps
871,8,sp_sps
872,13,sp_sps
873,21,sp_sps
874,14,sp_sps
875,16,sp_sps
876,8,sp_sps
877,12,sp_sps
878,21,sp_sps
879,17,sp_sps
880,18,sp_sps
881,0,sp_sps
882,21,sp_sps
883,22,sp_sps
884,19,sp_sps
885,5,sp_sps
886,11,sp_sps
887,19,sp_sps
888,2,sp_sps
889,7,sp_sps
890,1,sp_sps
891,5,sp_sps
892,9,sp_sps
893,20,sp_sps
894,21,sp_sps
895,6,sp_sps
896,23,sp_sps
897,4,sp_sps
898,17,sp_sps
899,19,sp_sps
900,3,sp_sps
901,15,sp_sps
902,21,sp_sps
903,22,sp_sps
904,12,sp_sps
905,20,sp_sps
906,21,sp_sps
907,22,sp_sps
908,15,sp_sps
909,20,sp_sps
910,18,sp_sps
911,4,sp_sps
912,7,sp_sps
913,15,sp_sps
914,16,sp_sps
915,23,sp_sps
916,14,sp_sps
917,19,sp_sps
918,1,sp_sps
919,17,sp_sps
920,17,sp_sps
921,16,sp_sps
922,18,sp_sps
923,22,sp_sps
924,10,sp_sps
925,8,sp_sps
926,15,sp_sps
927,17,sp_sps
928,20,sp_sps
929,18,sp_sps
930,5,sp_sps
931,19,sp_sps
932,21,sp_sps
933,1,sp_sps
934,3,sp_sps
935,23,sp_sps
936,2,sp_sps
937,8,sp_sps
938,15,sp_sps
939,22,sp_sps
940,8,sp_sps
941,17,sp_sps
942,16,sp_sps
943,11,sp_sps
944,12,sp_sps
945,1,sp_sps
946,3,sp_sps
947,7,sp_sps
948,10,sp_sps
949,16,sp_sps
950,18,sp_sps
951,23,sp_sps
952,2,sp_sps
953,23,sp_sps
954,4,sp_sps
955,8,sp_sps
956,19,sp_sps
957,2,sp_sps
958,7,sp_sps
959,7,sp_sps
960,20,sp_sps
961,11,sp_sps
962,16,sp_sps
963,17,sp_sps
964,21,sp_sps
965,0,sp_sps
966,1,sp_sps
967,5,sp_sps
968,14,sp_sps
969,0,sp_sps
970,22,sp_sps
971,1,sp_sps
972,22,sp_sps
973,12,sp_sps
974,14,sp_sps
975,18,sp_sps
976,20,sp_sps
977,0,sp_sps
978,3,sp_sps
979,14,sp_sps
980,17,sp_sps
981,22,sp_sps
982,2,sp_sps
983,11,sp_sps
984,18,sp_sps
985,19,sp_sps
986,7,sp_sps
987,11,sp_sps
988,14,sp_sps
989,19,sp_sps
990,4,sp_sps
991,9,sp_sps
992,12,sp_sps
993,21,sp_sps
994,2,sp_sps
995,19,sp_sps
996,2,sp_sps
997,8,sp_sps
998,21,sp_sps
999,0,sp_sps
1000,1,sp_sps
1001,14,sp_sps
1002,15,sp_sps
1003,17,sp_sps
1004,21,sp_sps
1005,0,sp_sps
1006,14,sp_sps
1007,15,sp_sps
1008,20,sp_sps
1009,14,sp_sps
1010,2,sp_sps
1011,8,sp_sps
1012,0,sp_sps
1013,23,sp_sps
1014,0,sp_sps
1015,10,sp_sps
1016,18,sp_sps
1017,17,sp_sps
1018,18,sp_sps
1019,20,sp_sps
1020,22,sp_sps
1021,23,sp_sps
1022,1,sp_sps
1023,12,sp_sps
1024,6,sp_sps
1025,14,sp_sps
1026,21,sp_sps
1027,19,sp_sps
1028,20,sp_sps
1029,21,sp_sps
1030,0,sp_sps
1031,8,sp_sps
1032,3,sp_sps
1033,5,sp_sps
1034,13,sp_sps
1035,2,sp_sps
1036,20,sp_sps
1037,21,sp_sps
1038,1,sp_sps
1039,5,sp_sps
1040,8,sp_sps
1041,16,sp_sps
1042,20,sp_sps
1043,0,sp_sps
1044,6,sp_sps
1045,19,sp_sps
1046,22,sp_sps
1047,20,sp_sps
1048,6,sp_sps
1049,9,sp_sps
1050,13,sp_sps
1051,18,sp_sps
1052,9,sp_sps
1053,17,sp_sps
1054,19,sp_sps
1055,20,sp_sps
1056,11,sp_sps
1057,23,sp_sps
1058,10,sp_sps
1059,17,sp_sps
1060,18,sp_sps
1061,19,sp_sps
1062,0,sp_sps
1063,8,sp_sps
1064,12,sp_sps
1065,18,sp_sps
1066,22,sp_sps
1067,13,sp_sps
1068,14,sp_sps
1069,15,sp_sps
1070,19,sp_sps
1071,2,sp_sps
1072,18,sp_sps
1073,19,sp_sps
1074,2,sp_sps
1075,17,sp_sps
1076,18,sp_sps
1077,22,sp_sps
1078,12,sp_sps
1079,17,sp_sps
1080,18,sp_sps
1081,21,sp_sps
1082,21,sp_sps
1083,9,sp_sps
1084,0,sp_sps
1085,1,sp_sps
1086,8,sp_sps
1087,16,sp_sps
1088,22,sp_sps
1089,15,sp_sps
1090,19,sp_sps
1091,20,sp_sps
1092,22,sp_sps
1093,16,sp_sps
1094,18,sp_sps
1095,4,sp_sps
1096,0,sp_sps
1097,18,sp_sps
1098,10,sp_sps
1099,16,sp_sps
1100,20,sp_sps
1101,21,sp_sps
1102,17,sp_sps
1103,0,sp_sps
1104,21,sp_sps
1105,0,sp_sps
1106,13,sp_sps
1107,5,sp_sps
1108,6,sp_sps
1109,12,sp_sps
1110,17,sp_sps
1111,19,sp_sps
1112,4,sp_sps
1113,18,sp_sps
1114,20,sp_sps
1115,12,sp_sps
1116,13,sp_sps
1117,14,sp_sps
1118,15,sp_sps
1119,3,sp_sps
1120,17,sp_sps
1121,4,sp_sps
1122,1,sp_sps
1123,5,sp_sps
1124,7,sp_sps
1125,8,sp_sps
1126,3,sp_sps
1127,14,sp_sps
1128,0,sp_sps
1129,18,sp_sps
1130,21,sp_sps
1131,9,sp_sps
1132,18,sp_sps
1133,19,sp_sps
1134,21,sp_sps
1135,22,sp_sps
1136,20,sp_sps
1137,6,sp_sps
1138,14,sp_sps
1139,17,sp_sps
1140,18,sp_sps
1141,20,sp_sps
1142,20,sp_sps
1143,20,sp_sps
1144,23,sp_sps
1145,2,sp_sps
1146,5,sp_sps
1147,6,sp_sps
1148,10,sp_sps
1149,20,sp_sps
1150,2,sp_sps
1151,21,sp_sps
1152,23,sp_sps
1153,0,sp_sps
1154,1,sp_sps
1155,10,sp_sps
1156,11,sp_sps
1157,20,sp_sps
1158,19,sp_sps
1159,9,sp_sps
1160,14,sp_sps
1161,21,sp_sps
1162,10,sp_sps
1163,14,sp_sps
1164,4,sp_sps
1165,12,sp_sps
1166,5,sp_sps
1167,10,sp_sps
1168,20,sp_sps
1169,6,sp_sps
1170,10,sp_sps
1171,13,sp_sps
1172,15,sp_sps
1173,20,sp_sps
1174,21,sp_sps
1175,0,sp_sps
1176,3,sp_sps
1177,15,sp_sps
1178,7,sp_sps
1179,9,sp_sps
1180,17,sp_sps
1181,0,sp_sps
1182,1,sp_sps
1183,6,sp_sps
1184,12,sp_sps
1185,14,sp_sps
1186,21,sp_sps
1187,22,sp_sps
1188,18,sp_sps
1189,19,sp_sps
1190,13,sp_sps
1191,13,sp_sps
1192,17,sp_sps
1193,3,sp_sps
1194,13,sp_sps
1195,6,sp_sps
1196,8,sp_sps
1197,11,sp_sps
1198,14,sp_sps
1199,16,sp_sps
1200,10,sp_sps
1201,16,sp_sps
1202,18,sp_sps
1203,14,sp_sps
1204,21,sp_sps
1205,1,sp_sps
1206,20,sp_sps
1207,23,sp_sps
1208,5,sp_sps
1209,9,sp_sps
1210,4,sp_sps
1211,18,sp_sps
1212,12,sp_sps
1213,13,sp_sps
1214,18,sp_sps
1215,17,sp_sps
1216,14,sp_sps
1217,23,sp_sps
1218,9,sp_sps
1219,22,sp_sps
1220,17,sp_sps
1221,1,sp_sps
1222,11,sp_sps
1223,17,sp_sps
1224,7,sp_sps
1225,11,sp_sps
1226,7,sp_sps
1227,5,sp_sps
1228,9,sp_sps
1229,10,sp_sps
1230,16,sp_sps
1231,23,sp_sps
1232,17,sp_sps
1233,23,sp_sps
1234,11,sp_sps
1235,16,sp_sps
1236,11,sp_sps
1237,16,sp_sps
1238,20,sp_sps
1239,21,sp_sps
1240,2,sp_sps
1241,23,sp_sps
1242,9,sp_sps
1243,13,sp_sps
1244,15,sp_sps
1245,17,sp_sps
1246,12,sp_sps
1247,22,sp_sps
1248,18,sp_sps
1249,19,sp_sps
1250,20,sp_sps
1251,20,sp_sps
1252,18,sp_sps
1253,21,sp_sps
1254,23,sp_sps
1255,9,sp_sps
1256,13,sp_sps
1257,15,sp_sps
1258,16,sp_sps
1259,16,sp_sps
1260,22,sp_sps
1261,18,sp_sps
1262,8,sp_sps
1263,22,sp_sps
1264,11,sp_sps
1265,19,sp_sps
1266,8,sp_sps
1267,21,sp_sps
1268,6,sp_sps
1269,19,sp_sps
1270,20,sp_sps
1271,17,sp_sps
1272,20,sp_sps
1273,21,sp_sps
1274,23,sp_sps
1275,21,sp_sps
1276,13,sp_sps
1277,16,sp_sps
1278,22,sp_sps
1279,7,sp_sps
1280,17,sp_sps
1281,22,sp_sps
1282,7,sp_sps
1283,16,sp_sps
1284,20,sp_sps
1285,1,sp_sps
1286,19,sp_sps
1287,2,sp_sps
1288,7,sp_sps
1289,9,sp_sps
1290,18,sp_sps
1291,1,sp_sps
1292,1,sp_sps
1293,12,sp_sps
1294,15,sp_sps
1295,18,sp_sps
1296,1,sp_sps
1297,8,sp_sps
1298,21,sp_sps
1299,10,sp_sps
1300,19,sp_sps
1301,5,sp_sps
1302,21,sp_sps
1303,23,sp_sps
1304,14,sp_sps
1305,22,sp_sps
1306,14,sp_sps
1307,17,sp_sps
1308,2,sp_sps
1309,8,sp_sps
1310,1,sp_sps
1311,20,sp_sps
1312,9,sp_sps
1313,19,sp_sps
1314,14,sp_sps
1315,17,sp_sps
1316,7,sp_sps
1317,13,sp_sps
1318,4,sp_sps
1319,7,sp_sps
1320,19,sp_sps
1321,14,sp_sps
1322,9,sp_sps
1323,13,sp_sps
1324,23,sp_sps
1325,9,sp_sps
1326,21,sp_sps
1327,11,sp_sps
1328,7,sp_sps
1329,16,sp_sps
1330,0,sp_sps
1331,2,sp_sps
1332,8,sp_sps
1333,2,sp_sps
1334,15,sp_sps
1335,13,sp_sps
1336,11,sp_sps
1337,1,sp_sps
1338,4,sp_sps
1339,12,sp_sps
1340,17,sp_sps
1341,19,sp_sps
1342,21,sp_sps
1343,4,sp_sps
1344,16,sp_sps
1345,21,sp_sps
1346,11,sp_sps
1347,13,sp_sps
1348,7,sp_sps
1349,10,sp_sps
1350,2,sp_sps
1351,13,sp_sps
1352,18,sp_sps
1353,0,sp_sps
1354,22,sp_sps
1355,20,sp_sps
1356,22,sp_sps
1357,9,sp_sps
1358,17,sp_sps
1359,19,sp_sps
1360,20,sp_sps
