,list_hr,move
12111,19,ps_sps
12112,8,ps_sps
12113,11,ps_sps
12114,13,ps_sps
12115,15,ps_sps
12116,21,ps_sps
12117,10,ps_sps
12118,11,ps_sps
12119,14,ps_sps
12120,2,ps_sps
12121,11,ps_sps
12122,10,ps_sps
12123,15,ps_sps
12124,17,ps_sps
12125,17,ps_sps
12126,19,ps_sps
12127,20,ps_sps
12128,6,ps_sps
12129,17,ps_sps
12130,3,ps_sps
12131,9,ps_sps
12132,18,ps_sps
12133,11,ps_sps
12134,22,ps_sps
12135,8,ps_sps
12136,14,ps_sps
12137,18,ps_sps
12138,8,ps_sps
12139,2,ps_sps
12140,23,ps_sps
12141,23,ps_sps
12142,0,ps_sps
12143,20,ps_sps
12144,15,ps_sps
12145,8,ps_sps
12146,22,ps_sps
12147,14,ps_sps
12148,21,ps_sps
12149,21,ps_sps
12150,10,ps_sps
12151,21,ps_sps
12152,23,ps_sps
12153,17,ps_sps
12154,19,ps_sps
12155,12,ps_sps
12156,17,ps_sps
12157,22,ps_sps
12158,22,ps_sps
12159,11,ps_sps
12160,19,ps_sps
12161,11,ps_sps
12162,8,ps_sps
12163,17,ps_sps
12164,18,ps_sps
12165,9,ps_sps
12166,18,ps_sps
12167,13,ps_sps
12168,19,ps_sps
12169,20,ps_sps
12170,1,ps_sps
12171,12,ps_sps
12172,13,ps_sps
12173,18,ps_sps
12174,7,ps_sps
12175,10,ps_sps
12176,10,ps_sps
12177,22,ps_sps
12178,12,ps_sps
12179,23,ps_sps
12180,10,ps_sps
12181,14,ps_sps
12182,9,ps_sps
12183,19,ps_sps
12184,20,ps_sps
12185,6,ps_sps
12186,5,ps_sps
12187,2,ps_sps
12188,16,ps_sps
12189,1,ps_sps
12190,18,ps_sps
12191,23,ps_sps
12192,18,ps_sps
12193,20,ps_sps
12194,7,ps_sps
12195,9,ps_sps
12196,16,ps_sps
12197,7,ps_sps
12198,14,ps_sps
12199,7,ps_sps
12200,7,ps_sps
12201,8,ps_sps
12202,13,ps_sps
12203,4,ps_sps
12204,13,ps_sps
12205,21,ps_sps
12206,17,ps_sps
12207,22,ps_sps
12208,1,ps_sps
12209,6,ps_sps
12210,10,ps_sps
12211,23,ps_sps
12212,15,ps_sps
12213,10,ps_sps
12214,12,ps_sps
12215,0,ps_sps
12216,12,ps_sps
12217,16,ps_sps
12218,18,ps_sps
12219,3,ps_sps
12220,1,ps_sps
12221,14,ps_sps
12222,3,ps_sps
12223,18,ps_sps
12224,20,ps_sps
12225,23,ps_sps
12226,2,ps_sps
12227,19,ps_sps
12228,4,ps_sps
12229,4,ps_sps
12230,21,ps_sps
12231,16,ps_sps
12232,22,ps_sps
12233,18,ps_sps
12234,16,ps_sps
12235,18,ps_sps
12236,3,ps_sps
12237,8,ps_sps
12238,21,ps_sps
12239,12,ps_sps
12240,2,ps_sps
12241,20,ps_sps
12242,8,ps_sps
12243,17,ps_sps
12244,19,ps_sps
12245,9,ps_sps
12246,2,ps_sps
12247,4,ps_sps
12248,6,ps_sps
12249,19,ps_sps
12250,14,ps_sps
12251,14,ps_sps
12252,15,ps_sps
12253,18,ps_sps
12254,11,ps_sps
12255,6,ps_sps
12256,8,ps_sps
12257,14,ps_sps
12258,16,ps_sps
12259,17,ps_sps
12260,21,ps_sps
12261,7,ps_sps
12262,19,ps_sps
12263,3,ps_sps
12264,15,ps_sps
12265,13,ps_sps
12266,12,ps_sps
12267,4,ps_sps
12268,11,ps_sps
12269,18,ps_sps
12270,4,ps_sps
12271,7,ps_sps
12272,15,ps_sps
12273,18,ps_sps
12274,21,ps_sps
12275,6,ps_sps
12276,7,ps_sps
12277,19,ps_sps
12278,19,ps_sps
12279,22,ps_sps
12280,13,ps_sps
12281,18,ps_sps
12282,10,ps_sps
12283,6,ps_sps
12284,16,ps_sps
12285,15,ps_sps
12286,21,ps_sps
12287,17,ps_sps
12288,18,ps_sps
12289,8,ps_sps
12290,12,ps_sps
12291,15,ps_sps
12292,10,ps_sps
12293,14,ps_sps
12294,13,ps_sps
12295,15,ps_sps
12296,6,ps_sps
12297,7,ps_sps
12298,15,ps_sps
12299,21,ps_sps
12300,18,ps_sps
12301,16,ps_sps
12302,6,ps_sps
12303,9,ps_sps
12304,21,ps_sps
12305,8,ps_sps
12306,9,ps_sps
12307,14,ps_sps
12308,0,ps_sps
12309,13,ps_sps
12310,6,ps_sps
12311,7,ps_sps
12312,1,ps_sps
12313,15,ps_sps
12314,18,ps_sps
12315,19,ps_sps
12316,3,ps_sps
12317,15,ps_sps
12318,12,ps_sps
12319,6,ps_sps
12320,7,ps_sps
12321,16,ps_sps
12322,21,ps_sps
12323,14,ps_sps
12324,18,ps_sps
12325,3,ps_sps
12326,14,ps_sps
12327,7,ps_sps
12328,20,ps_sps
12329,11,ps_sps
12330,20,ps_sps
12331,11,ps_sps
12332,19,ps_sps
12333,0,ps_sps
12334,18,ps_sps
12335,19,ps_sps
12336,17,ps_sps
12337,18,ps_sps
12338,17,ps_sps
12339,1,ps_sps
12340,11,ps_sps
12341,19,ps_sps
12342,7,ps_sps
12343,17,ps_sps
12344,6,ps_sps
12345,23,ps_sps
12346,7,ps_sps
12347,18,ps_sps
12348,11,ps_sps
12349,22,ps_sps
12350,20,ps_sps
12351,8,ps_sps
12352,20,ps_sps
12353,15,ps_sps
12354,19,ps_sps
12355,7,ps_sps
12356,16,ps_sps
12357,22,ps_sps
12358,17,ps_sps
12359,13,ps_sps
12360,18,ps_sps
12361,22,ps_sps
12362,15,ps_sps
12363,21,ps_sps
12364,9,ps_sps
12365,10,ps_sps
12366,19,ps_sps
12367,20,ps_sps
12368,20,ps_sps
12369,22,ps_sps
12370,0,ps_sps
12371,3,ps_sps
12372,17,ps_sps
12373,10,ps_sps
12374,17,ps_sps
12375,21,ps_sps
12376,10,ps_sps
12377,12,ps_sps
12378,1,ps_sps
12379,20,ps_sps
12380,2,ps_sps
12381,23,ps_sps
12382,4,ps_sps
12383,0,ps_sps
12384,6,ps_sps
12385,7,ps_sps
12386,17,ps_sps
12387,4,ps_sps
12388,8,ps_sps
12389,14,ps_sps
12390,15,ps_sps
12391,17,ps_sps
12392,1,ps_sps
12393,6,ps_sps
12394,8,ps_sps
12395,17,ps_sps
12396,0,ps_sps
12397,15,ps_sps
12398,22,ps_sps
12399,7,ps_sps
12400,13,ps_sps
12401,16,ps_sps
12402,7,ps_sps
12403,3,ps_sps
12404,6,ps_sps
12405,16,ps_sps
12406,1,ps_sps
12407,16,ps_sps
12408,18,ps_sps
12409,14,ps_sps
12410,21,ps_sps
12411,11,ps_sps
12412,18,ps_sps
12413,21,ps_sps
12414,1,ps_sps
12415,14,ps_sps
12416,19,ps_sps
12417,20,ps_sps
12418,0,ps_sps
12419,11,ps_sps
12420,11,ps_sps
12421,4,ps_sps
12422,16,ps_sps
12423,18,ps_sps
12424,19,ps_sps
12425,17,ps_sps
12426,9,ps_sps
12427,19,ps_sps
12428,14,ps_sps
12429,19,ps_sps
12430,11,ps_sps
12431,18,ps_sps
12432,19,ps_sps
12433,17,ps_sps
12434,18,ps_sps
12435,20,ps_sps
12436,4,ps_sps
12437,13,ps_sps
12438,8,ps_sps
12439,4,ps_sps
12440,11,ps_sps
12441,19,ps_sps
12442,23,ps_sps
12443,10,ps_sps
12444,18,ps_sps
12445,19,ps_sps
12446,8,ps_sps
12447,23,ps_sps
12448,2,ps_sps
12449,23,ps_sps
12450,22,ps_sps
12451,0,ps_sps
12452,7,ps_sps
12453,13,ps_sps
12454,16,ps_sps
12455,12,ps_sps
12456,10,ps_sps
12457,21,ps_sps
12458,22,ps_sps
12459,11,ps_sps
12460,14,ps_sps
12461,1,ps_sps
12462,8,ps_sps
12463,17,ps_sps
12464,22,ps_sps
12465,18,ps_sps
12466,0,ps_sps
12467,9,ps_sps
12468,7,ps_sps
12469,9,ps_sps
12470,15,ps_sps
12471,20,ps_sps
12472,11,ps_sps
12473,22,ps_sps
12474,18,ps_sps
12475,21,ps_sps
12476,22,ps_sps
12477,18,ps_sps
12478,1,ps_sps
12479,17,ps_sps
12480,23,ps_sps
12481,11,ps_sps
12482,12,ps_sps
12483,17,ps_sps
12484,3,ps_sps
12485,15,ps_sps
12486,22,ps_sps
12487,7,ps_sps
12488,14,ps_sps
12489,17,ps_sps
12490,10,ps_sps
12491,22,ps_sps
12492,18,ps_sps
12493,0,ps_sps
12494,1,ps_sps
12495,18,ps_sps
12496,22,ps_sps
12497,19,ps_sps
12498,4,ps_sps
12499,10,ps_sps
12500,22,ps_sps
12501,2,ps_sps
12502,7,ps_sps
12503,18,ps_sps
12504,19,ps_sps
12505,14,ps_sps
12506,15,ps_sps
12507,22,ps_sps
12508,18,ps_sps
12509,19,ps_sps
12510,20,ps_sps
12511,23,ps_sps
12512,1,ps_sps
12513,9,ps_sps
12514,9,ps_sps
12515,12,ps_sps
12516,21,ps_sps
12517,22,ps_sps
12518,9,ps_sps
12519,19,ps_sps
12520,4,ps_sps
12521,12,ps_sps
12522,11,ps_sps
12523,18,ps_sps
12524,19,ps_sps
12525,0,ps_sps
12526,15,ps_sps
12527,19,ps_sps
12528,15,ps_sps
12529,0,ps_sps
12530,19,ps_sps
12531,2,ps_sps
12532,7,ps_sps
12533,12,ps_sps
12534,21,ps_sps
12535,18,ps_sps
12536,19,ps_sps
12537,0,ps_sps
12538,1,ps_sps
12539,18,ps_sps
12540,22,ps_sps
12541,4,ps_sps
12542,23,ps_sps
12543,17,ps_sps
12544,21,ps_sps
12545,18,ps_sps
12546,10,ps_sps
12547,18,ps_sps
12548,21,ps_sps
12549,9,ps_sps
12550,23,ps_sps
12551,11,ps_sps
12552,18,ps_sps
12553,12,ps_sps
12554,21,ps_sps
12555,9,ps_sps
12556,14,ps_sps
12557,18,ps_sps
12558,20,ps_sps
12559,21,ps_sps
12560,0,ps_sps
12561,21,ps_sps
12562,14,ps_sps
12563,16,ps_sps
12564,21,ps_sps
12565,19,ps_sps
12566,13,ps_sps
12567,18,ps_sps
12568,20,ps_sps
12569,16,ps_sps
12570,15,ps_sps
12571,9,ps_sps
12572,20,ps_sps
12573,18,ps_sps
12574,20,ps_sps
12575,7,ps_sps
12576,18,ps_sps
12577,20,ps_sps
12578,20,ps_sps
12579,22,ps_sps
12580,6,ps_sps
12581,3,ps_sps
12582,15,ps_sps
12583,22,ps_sps
12584,4,ps_sps
12585,6,ps_sps
12586,17,ps_sps
12587,18,ps_sps
12588,15,ps_sps
12589,13,ps_sps
12590,19,ps_sps
12591,11,ps_sps
12592,19,ps_sps
12593,22,ps_sps
12594,11,ps_sps
12595,12,ps_sps
12596,13,ps_sps
12597,17,ps_sps
12598,1,ps_sps
12599,19,ps_sps
12600,22,ps_sps
12601,14,ps_sps
12602,2,ps_sps
12603,4,ps_sps
12604,8,ps_sps
12605,13,ps_sps
12606,22,ps_sps
12607,0,ps_sps
12608,17,ps_sps
12609,21,ps_sps
12610,8,ps_sps
12611,21,ps_sps
12612,7,ps_sps
12613,5,ps_sps
12614,22,ps_sps
12615,2,ps_sps
12616,20,ps_sps
12617,14,ps_sps
12618,16,ps_sps
12619,16,ps_sps
12620,0,ps_sps
12621,13,ps_sps
12622,18,ps_sps
12623,1,ps_sps
12624,21,ps_sps
12625,16,ps_sps
12626,23,ps_sps
12627,10,ps_sps
12628,14,ps_sps
12629,10,ps_sps
12630,16,ps_sps
12631,7,ps_sps
12632,8,ps_sps
12633,13,ps_sps
12634,1,ps_sps
12635,14,ps_sps
12636,3,ps_sps
12637,8,ps_sps
12638,20,ps_sps
12639,16,ps_sps
12640,7,ps_sps
12641,14,ps_sps
12642,20,ps_sps
12643,18,ps_sps
12644,19,ps_sps
12645,21,ps_sps
12646,19,ps_sps
12647,23,ps_sps
12648,2,ps_sps
12649,9,ps_sps
12650,19,ps_sps
12651,21,ps_sps
12652,11,ps_sps
12653,18,ps_sps
12654,18,ps_sps
12655,7,ps_sps
12656,14,ps_sps
12657,17,ps_sps
12658,20,ps_sps
12659,2,ps_sps
12660,20,ps_sps
12661,5,ps_sps
12662,7,ps_sps
12663,20,ps_sps
12664,7,ps_sps
12665,10,ps_sps
12666,0,ps_sps
12667,14,ps_sps
12668,11,ps_sps
12669,14,ps_sps
12670,20,ps_sps
12671,23,ps_sps
12672,18,ps_sps
12673,6,ps_sps
12674,8,ps_sps
12675,20,ps_sps
12676,6,ps_sps
12677,18,ps_sps
12678,23,ps_sps
12679,14,ps_sps
12680,22,ps_sps
12681,2,ps_sps
12682,20,ps_sps
12683,9,ps_sps
12684,17,ps_sps
12685,20,ps_sps
12686,1,ps_sps
12687,11,ps_sps
12688,15,ps_sps
12689,15,ps_sps
12690,1,ps_sps
12691,4,ps_sps
12692,5,ps_sps
12693,8,ps_sps
12694,11,ps_sps
12695,21,ps_sps
12696,16,ps_sps
12697,17,ps_sps
12698,18,ps_sps
12699,19,ps_sps
12700,3,ps_sps
12701,23,ps_sps
12702,4,ps_sps
12703,8,ps_sps
12704,14,ps_sps
12705,11,ps_sps
12706,13,ps_sps
12707,15,ps_sps
12708,23,ps_sps
12709,1,ps_sps
12710,0,ps_sps
12711,11,ps_sps
12712,5,ps_sps
12713,10,ps_sps
12714,12,ps_sps
12715,16,ps_sps
12716,18,ps_sps
12717,10,ps_sps
12718,21,ps_sps
12719,17,ps_sps
12720,7,ps_sps
12721,17,ps_sps
12722,3,ps_sps
12723,22,ps_sps
12724,22,ps_sps
12725,7,ps_sps
12726,11,ps_sps
12727,23,ps_sps
12728,8,ps_sps
12729,15,ps_sps
12730,20,ps_sps
12731,2,ps_sps
12732,6,ps_sps
12733,11,ps_sps
12734,10,ps_sps
12735,12,ps_sps
12736,16,ps_sps
12737,19,ps_sps
12738,4,ps_sps
12739,10,ps_sps
12740,19,ps_sps
12741,20,ps_sps
12742,0,ps_sps
12743,4,ps_sps
12744,7,ps_sps
12745,4,ps_sps
12746,3,ps_sps
12747,9,ps_sps
12748,14,ps_sps
12749,18,ps_sps
12750,20,ps_sps
12751,21,ps_sps
12752,22,ps_sps
12753,23,ps_sps
12754,8,ps_sps
12755,12,ps_sps
12756,16,ps_sps
12757,20,ps_sps
12758,11,ps_sps
12759,17,ps_sps
12760,23,ps_sps
12761,13,ps_sps
12762,16,ps_sps
12763,7,ps_sps
12764,16,ps_sps
12765,17,ps_sps
12766,20,ps_sps
12767,13,ps_sps
12768,1,ps_sps
12769,18,ps_sps
12770,18,ps_sps
12771,17,ps_sps
12772,19,ps_sps
12773,20,ps_sps
12774,3,ps_sps
12775,13,ps_sps
12776,17,ps_sps
12777,21,ps_sps
12778,1,ps_sps
12779,8,ps_sps
12780,16,ps_sps
12781,8,ps_sps
12782,9,ps_sps
12783,13,ps_sps
12784,14,ps_sps
12785,19,ps_sps
12786,20,ps_sps
12787,22,ps_sps
12788,9,ps_sps
12789,18,ps_sps
12790,10,ps_sps
12791,14,ps_sps
12792,12,ps_sps
12793,18,ps_sps
12794,21,ps_sps
12795,23,ps_sps
12796,1,ps_sps
12797,9,ps_sps
12798,13,ps_sps
12799,7,ps_sps
12800,9,ps_sps
12801,11,ps_sps
12802,14,ps_sps
12803,15,ps_sps
12804,19,ps_sps
12805,21,ps_sps
12806,0,ps_sps
12807,4,ps_sps
12808,8,ps_sps
12809,15,ps_sps
12810,21,ps_sps
12811,3,ps_sps
12812,6,ps_sps
12813,16,ps_sps
12814,17,ps_sps
12815,17,ps_sps
12816,11,ps_sps
12817,12,ps_sps
12818,17,ps_sps
12819,2,ps_sps
12820,3,ps_sps
12821,12,ps_sps
12822,8,ps_sps
12823,9,ps_sps
12824,18,ps_sps
12825,10,ps_sps
12826,12,ps_sps
12827,21,ps_sps
12828,10,ps_sps
12829,19,ps_sps
12830,11,ps_sps
12831,6,ps_sps
12832,13,ps_sps
12833,20,ps_sps
12834,23,ps_sps
12835,1,ps_sps
12836,8,ps_sps
12837,12,ps_sps
12838,14,ps_sps
12839,15,ps_sps
12840,10,ps_sps
12841,2,ps_sps
12842,10,ps_sps
12843,1,ps_sps
12844,7,ps_sps
12845,7,ps_sps
12846,1,ps_sps
12847,18,ps_sps
12848,10,ps_sps
12849,17,ps_sps
12850,11,ps_sps
12851,17,ps_sps
12852,21,ps_sps
12853,22,ps_sps
12854,0,ps_sps
12855,14,ps_sps
12856,20,ps_sps
12857,0,ps_sps
12858,14,ps_sps
12859,2,ps_sps
12860,8,ps_sps
12861,10,ps_sps
12862,16,ps_sps
12863,0,ps_sps
12864,7,ps_sps
12865,11,ps_sps
12866,23,ps_sps
12867,3,ps_sps
12868,16,ps_sps
12869,19,ps_sps
12870,15,ps_sps
12871,19,ps_sps
12872,21,ps_sps
12873,11,ps_sps
12874,13,ps_sps
12875,19,ps_sps
12876,21,ps_sps
12877,23,ps_sps
12878,7,ps_sps
12879,14,ps_sps
12880,18,ps_sps
12881,21,ps_sps
12882,2,ps_sps
12883,13,ps_sps
12884,10,ps_sps
12885,5,ps_sps
12886,9,ps_sps
12887,11,ps_sps
12888,17,ps_sps
12889,19,ps_sps
12890,21,ps_sps
12891,23,ps_sps
12892,4,ps_sps
12893,10,ps_sps
12894,19,ps_sps
12895,22,ps_sps
12896,12,ps_sps
12897,13,ps_sps
12898,5,ps_sps
12899,7,ps_sps
12900,11,ps_sps
12901,18,ps_sps
12902,23,ps_sps
12903,15,ps_sps
12904,13,ps_sps
12905,14,ps_sps
12906,15,ps_sps
12907,17,ps_sps
12908,18,ps_sps
12909,14,ps_sps
12910,15,ps_sps
12911,19,ps_sps
12912,1,ps_sps
12913,9,ps_sps
12914,20,ps_sps
12915,16,ps_sps
12916,8,ps_sps
12917,16,ps_sps
12918,22,ps_sps
12919,3,ps_sps
12920,13,ps_sps
12921,15,ps_sps
12922,4,ps_sps
12923,23,ps_sps
12924,1,ps_sps
12925,5,ps_sps
12926,2,ps_sps
12927,7,ps_sps
12928,20,ps_sps
12929,11,ps_sps
12930,7,ps_sps
12931,12,ps_sps
12932,4,ps_sps
12933,21,ps_sps
12934,0,ps_sps
12935,11,ps_sps
12936,16,ps_sps
12937,0,ps_sps
12938,12,ps_sps
12939,17,ps_sps
12940,3,ps_sps
12941,9,ps_sps
12942,11,ps_sps
12943,8,ps_sps
12944,14,ps_sps
12945,9,ps_sps
12946,16,ps_sps
12947,11,ps_sps
12948,8,ps_sps
12949,7,ps_sps
12950,9,ps_sps
12951,14,ps_sps
12952,15,ps_sps
12953,11,ps_sps
12954,17,ps_sps
12955,23,ps_sps
12956,2,ps_sps
12957,18,ps_sps
12958,19,ps_sps
12959,22,ps_sps
12960,23,ps_sps
12961,10,ps_sps
12962,15,ps_sps
12963,23,ps_sps
12964,0,ps_sps
12965,15,ps_sps
12966,19,ps_sps
12967,10,ps_sps
12968,16,ps_sps
12969,11,ps_sps
12970,18,ps_sps
12971,22,ps_sps
12972,1,ps_sps
12973,14,ps_sps
12974,11,ps_sps
12975,19,ps_sps
12976,20,ps_sps
12977,1,ps_sps
12978,12,ps_sps
12979,9,ps_sps
12980,6,ps_sps
12981,9,ps_sps
12982,16,ps_sps
12983,22,ps_sps
12984,5,ps_sps
12985,9,ps_sps
12986,15,ps_sps
12987,17,ps_sps
12988,19,ps_sps
12989,11,ps_sps
12990,18,ps_sps
12991,20,ps_sps
12992,1,ps_sps
12993,10,ps_sps
12994,18,ps_sps
12995,9,ps_sps
12996,10,ps_sps
12997,11,ps_sps
12998,20,ps_sps
12999,7,ps_sps
13000,16,ps_sps
13001,2,ps_sps
13002,6,ps_sps
13003,14,ps_sps
13004,16,ps_sps
13005,5,ps_sps
13006,16,ps_sps
13007,8,ps_sps
13008,18,ps_sps
13009,19,ps_sps
13010,21,ps_sps
13011,23,ps_sps
13012,20,ps_sps
13013,16,ps_sps
13014,12,ps_sps
13015,23,ps_sps
13016,5,ps_sps
13017,5,ps_sps
13018,19,ps_sps
13019,3,ps_sps
13020,11,ps_sps
13021,13,ps_sps
13022,14,ps_sps
13023,15,ps_sps
13024,7,ps_sps
13025,8,ps_sps
13026,11,ps_sps
13027,9,ps_sps
13028,8,ps_sps
13029,19,ps_sps
13030,3,ps_sps
13031,20,ps_sps
13032,1,ps_sps
13033,4,ps_sps
13034,12,ps_sps
13035,16,ps_sps
13036,21,ps_sps
13037,1,ps_sps
13038,7,ps_sps
13039,19,ps_sps
13040,22,ps_sps
13041,3,ps_sps
13042,12,ps_sps
13043,15,ps_sps
13044,20,ps_sps
13045,5,ps_sps
13046,0,ps_sps
13047,3,ps_sps
13048,18,ps_sps
13049,7,ps_sps
13050,16,ps_sps
13051,13,ps_sps
13052,15,ps_sps
13053,19,ps_sps
13054,15,ps_sps
13055,4,ps_sps
13056,13,ps_sps
13057,18,ps_sps
13058,19,ps_sps
13059,1,ps_sps
13060,9,ps_sps
13061,10,ps_sps
13062,17,ps_sps
13063,8,ps_sps
13064,18,ps_sps
13065,23,ps_sps
13066,1,ps_sps
13067,9,ps_sps
13068,3,ps_sps
13069,10,ps_sps
13070,9,ps_sps
13071,16,ps_sps
13072,20,ps_sps
13073,1,ps_sps
13074,11,ps_sps
13075,18,ps_sps
13076,19,ps_sps
13077,7,ps_sps
13078,16,ps_sps
13079,19,ps_sps
13080,21,ps_sps
13081,18,ps_sps
13082,21,ps_sps
13083,1,ps_sps
13084,22,ps_sps
13085,11,ps_sps
13086,15,ps_sps
13087,3,ps_sps
13088,5,ps_sps
13089,15,ps_sps
13090,7,ps_sps
13091,10,ps_sps
13092,21,ps_sps
13093,16,ps_sps
13094,19,ps_sps
13095,18,ps_sps
13096,15,ps_sps
13097,16,ps_sps
13098,2,ps_sps
13099,8,ps_sps
13100,18,ps_sps
13101,10,ps_sps
13102,16,ps_sps
13103,18,ps_sps
13104,15,ps_sps
13105,13,ps_sps
13106,19,ps_sps
13107,22,ps_sps
13108,18,ps_sps
13109,10,ps_sps
13110,19,ps_sps
13111,2,ps_sps
13112,9,ps_sps
13113,12,ps_sps
13114,13,ps_sps
13115,12,ps_sps
13116,14,ps_sps
13117,23,ps_sps
13118,8,ps_sps
13119,21,ps_sps
13120,15,ps_sps
13121,9,ps_sps
13122,15,ps_sps
13123,17,ps_sps
13124,8,ps_sps
13125,21,ps_sps
13126,15,ps_sps
13127,3,ps_sps
13128,2,ps_sps
13129,4,ps_sps
13130,14,ps_sps
13131,16,ps_sps
13132,18,ps_sps
13133,21,ps_sps
13134,8,ps_sps
13135,9,ps_sps
13136,15,ps_sps
13137,1,ps_sps
13138,13,ps_sps
13139,0,ps_sps
13140,9,ps_sps
13141,16,ps_sps
13142,20,ps_sps
13143,11,ps_sps
13144,22,ps_sps
13145,10,ps_sps
13146,15,ps_sps
13147,22,ps_sps
13148,2,ps_sps
13149,20,ps_sps
13150,22,ps_sps
13151,16,ps_sps
13152,19,ps_sps
13153,0,ps_sps
13154,14,ps_sps
13155,15,ps_sps
13156,12,ps_sps
13157,3,ps_sps
13158,18,ps_sps
13159,8,ps_sps
13160,21,ps_sps
13161,0,ps_sps
13162,4,ps_sps
13163,9,ps_sps
13164,19,ps_sps
13165,20,ps_sps
13166,3,ps_sps
13167,4,ps_sps
13168,8,ps_sps
13169,10,ps_sps
13170,0,ps_sps
13171,1,ps_sps
13172,12,ps_sps
13173,18,ps_sps
13174,9,ps_sps
13175,14,ps_sps
13176,17,ps_sps
13177,20,ps_sps
13178,23,ps_sps
13179,1,ps_sps
13180,2,ps_sps
13181,15,ps_sps
13182,23,ps_sps
13183,22,ps_sps
13184,11,ps_sps
13185,9,ps_sps
13186,14,ps_sps
13187,17,ps_sps
13188,18,ps_sps
13189,12,ps_sps
13190,23,ps_sps
13191,12,ps_sps
13192,14,ps_sps
13193,15,ps_sps
13194,19,ps_sps
13195,20,ps_sps
13196,12,ps_sps
13197,15,ps_sps
13198,5,ps_sps
13199,12,ps_sps
13200,16,ps_sps
13201,18,ps_sps
13202,2,ps_sps
13203,3,ps_sps
13204,13,ps_sps
13205,15,ps_sps
13206,21,ps_sps
13207,14,ps_sps
13208,17,ps_sps
13209,2,ps_sps
13210,10,ps_sps
13211,19,ps_sps
13212,22,ps_sps
13213,19,ps_sps
13214,2,ps_sps
13215,14,ps_sps
13216,11,ps_sps
13217,3,ps_sps
13218,20,ps_sps
13219,7,ps_sps
13220,11,ps_sps
13221,18,ps_sps
13222,7,ps_sps
13223,9,ps_sps
13224,15,ps_sps
13225,16,ps_sps
13226,2,ps_sps
13227,7,ps_sps
13228,18,ps_sps
13229,21,ps_sps
13230,23,ps_sps
13231,1,ps_sps
13232,6,ps_sps
13233,8,ps_sps
13234,18,ps_sps
13235,16,ps_sps
13236,23,ps_sps
13237,10,ps_sps
13238,19,ps_sps
13239,23,ps_sps
13240,1,ps_sps
13241,17,ps_sps
13242,19,ps_sps
13243,22,ps_sps
13244,14,ps_sps
13245,19,ps_sps
13246,22,ps_sps
13247,7,ps_sps
13248,19,ps_sps
13249,6,ps_sps
13250,13,ps_sps
13251,17,ps_sps
13252,16,ps_sps
13253,22,ps_sps
13254,7,ps_sps
13255,11,ps_sps
13256,15,ps_sps
13257,7,ps_sps
13258,12,ps_sps
13259,19,ps_sps
13260,8,ps_sps
13261,23,ps_sps
13262,15,ps_sps
13263,14,ps_sps
13264,12,ps_sps
13265,22,ps_sps
13266,1,ps_sps
13267,15,ps_sps
13268,17,ps_sps
13269,21,ps_sps
13270,9,ps_sps
13271,18,ps_sps
13272,11,ps_sps
13273,17,ps_sps
13274,18,ps_sps
13275,8,ps_sps
13276,16,ps_sps
13277,21,ps_sps
13278,11,ps_sps
13279,16,ps_sps
13280,17,ps_sps
13281,19,ps_sps
13282,1,ps_sps
13283,12,ps_sps
13284,19,ps_sps
13285,5,ps_sps
13286,7,ps_sps
13287,14,ps_sps
13288,17,ps_sps
13289,2,ps_sps
13290,9,ps_sps
13291,16,ps_sps
13292,20,ps_sps
13293,15,ps_sps
13294,19,ps_sps
13295,4,ps_sps
13296,16,ps_sps
13297,21,ps_sps
13298,14,ps_sps
13299,18,ps_sps
13300,6,ps_sps
13301,11,ps_sps
13302,19,ps_sps
13303,9,ps_sps
13304,4,ps_sps
13305,8,ps_sps
13306,19,ps_sps
13307,18,ps_sps
13308,12,ps_sps
13309,15,ps_sps
13310,19,ps_sps
13311,23,ps_sps
13312,1,ps_sps
13313,20,ps_sps
13314,22,ps_sps
13315,7,ps_sps
13316,11,ps_sps
13317,13,ps_sps
13318,2,ps_sps
13319,12,ps_sps
13320,10,ps_sps
13321,2,ps_sps
13322,8,ps_sps
13323,1,ps_sps
13324,7,ps_sps
13325,9,ps_sps
13326,15,ps_sps
13327,18,ps_sps
13328,1,ps_sps
13329,19,ps_sps
13330,21,ps_sps
13331,6,ps_sps
13332,8,ps_sps
13333,18,ps_sps
13334,21,ps_sps
13335,21,ps_sps
13336,13,ps_sps
13337,3,ps_sps
13338,9,ps_sps
13339,15,ps_sps
13340,16,ps_sps
13341,4,ps_sps
13342,13,ps_sps
13343,21,ps_sps
13344,17,ps_sps
13345,14,ps_sps
13346,21,ps_sps
13347,11,ps_sps
13348,13,ps_sps
13349,20,ps_sps
13350,16,ps_sps
13351,4,ps_sps
13352,17,ps_sps
13353,2,ps_sps
13354,3,ps_sps
13355,15,ps_sps
13356,9,ps_sps
13357,1,ps_sps
13358,21,ps_sps
13359,21,ps_sps
13360,0,ps_sps
13361,19,ps_sps
13362,9,ps_sps
13363,18,ps_sps
13364,6,ps_sps
13365,22,ps_sps
13366,12,ps_sps
13367,17,ps_sps
13368,2,ps_sps
13369,6,ps_sps
13370,3,ps_sps
13371,9,ps_sps
13372,23,ps_sps
13373,11,ps_sps
13374,19,ps_sps
13375,16,ps_sps
13376,20,ps_sps
13377,13,ps_sps
13378,2,ps_sps
13379,14,ps_sps
13380,22,ps_sps
13381,17,ps_sps
13382,22,ps_sps
