"","x"
"788",130
"789",130
"790",130
"791",130
"792",130
"793",130
"794",131
"795",131
"796",131
"797",131
"798",0
"799",132
"800",132
"801",132
"802",133
"803",133
"804",133
"805",134
"806",134
"807",134
"808",134
"809",0
"810",135
"811",135
"812",135
"813",135
"814",135
"815",136
"816",136
"817",136
"818",137
"819",137
"820",137
"821",0
"822",0
"823",0
"824",0
"825",0
"826",0
"827",138
"828",138
"829",138
"830",138
"831",0
"832",139
"833",139
"834",139
"835",140
"836",140
"837",140
"838",141
"839",141
"840",141
"841",141
"842",141
"843",0
"844",0
"845",0
"846",0
"847",0
"848",142
"849",142
"850",143
"851",143
"852",143
"853",144
"854",144
"855",144
"856",144
"857",144
"858",145
"859",145
"860",145
"861",146
"862",146
"863",146
"864",147
"865",147
"866",147
"867",148
"868",148
"869",148
"870",149
"871",149
"872",149
"873",149
"874",149
"875",149
"876",149
"877",149
"878",149
"879",150
"880",150
"881",0
"882",151
"883",151
"884",152
"885",152
"886",152
"887",152
"888",152
"889",153
"890",153
"891",153
"892",153
"893",154
"894",154
"895",154
"896",0
"897",0
"898",0
"899",0
"900",0
"901",155
"902",155
"903",155
"904",155
"905",156
"906",156
"907",156
"908",156
"909",156
"910",157
"911",157
"912",157
"913",158
"914",158
"915",158
"916",158
"917",158
"918",158
"919",158
"920",159
"921",159
"922",159
"923",160
"924",160
"925",160
"926",160
"927",0
"928",161
"929",161
"930",161
"931",161
"932",161
"933",161
"934",161
"935",161
"936",162
"937",162
"938",162
"939",163
"940",163
"941",164
"942",164
"943",164
"944",165
"945",165
"946",165
"947",165
"948",165
"949",166
"950",166
"951",166
"952",0
"953",0
"954",0
"955",0
"956",0
"957",0
"958",0
"959",0
"960",0
"961",0
"962",0
"963",0
"964",0
"965",0
"966",0
"967",167
"968",167
"969",167
"970",167
"971",167
"972",167
"973",167
"974",167
"975",168
"976",168
"977",168
"978",169
"979",169
"980",169
"981",169
"982",169
"983",169
"984",169
"985",170
"986",170
"987",170
"988",0
"989",0
"990",171
"991",171
"992",171
"993",0
"994",0
"995",172
"996",172
"997",172
"998",172
"999",172
"1000",0
"1001",173
"1002",173
"1003",173
"1004",174
"1005",174
"1006",174
"1007",175
"1008",175
"1009",175
"1010",175
"1011",175
"1012",175
"1013",0
"1014",176
"1015",176
"1016",176
"1017",176
"1018",177
"1019",177
"1020",177
"1021",178
"1022",178
"1023",179
"1024",179
"1025",179
"1026",179
"1027",180
"1028",180
"1029",180
"1030",181
"1031",181
"1032",0
"1033",182
"1034",182
"1035",182
"1036",182
"1037",183
"1038",183
"1039",183
"1040",183
"1041",183
"1042",183
"1043",184
"1044",184
"1045",184
"1046",0
"1047",0
"1048",0
"1049",185
"1050",185
"1051",185
"1052",185
"1053",186
"1054",186
"1055",186
"1056",187
"1057",187
"1058",187
"1059",0
"1060",188
"1061",188
"1062",188
"1063",188
"1064",188
"1065",188
"1066",189
"1067",189
"1068",189
"1069",190
"1070",190
"1071",191
"1072",191
"1073",191
"1074",192
"1075",192
"1076",0
"1077",0
"1078",193
"1079",193
"1080",193
"1081",193
"1082",193
"1083",193
"1084",0
"1085",194
"1086",194
"1087",195
"1088",195
"1089",196
"1090",196
"1091",196
"1092",196
"1093",196
"1094",197
"1095",197
"1096",197
"1097",198
"1098",198
"1099",198
"1100",199
"1101",199
"1102",199
"1103",0
"1104",200
"1105",200
"1106",200
"1107",200
"1108",200
"1109",200
"1110",201
"1111",201
"1112",201
"1113",201
"1114",202
"1115",202
"1116",202
"1117",0
"1118",203
"1119",203
"1120",203
"1121",204
"1122",204
"1123",204
"1124",204
"1125",204
"1126",205
"1127",205
"1128",0
"1129",206
"1130",206
"1131",206
"1132",207
"1133",207
"1134",207
"1135",207
"1136",207
"1137",0
"1138",0
"1139",0
"1140",208
"1141",208
"1142",209
"1143",209
"1144",209
"1145",210
"1146",210
"1147",0
"1148",0
"1149",0
"1150",0
"1151",0
"1152",0
"1153",0
"1154",211
"1155",211
"1156",211
"1157",212
"1158",212
"1159",212
"1160",213
"1161",213
"1162",214
"1163",214
"1164",214
"1165",215
"1166",215
"1167",215
"1168",216
"1169",216
"1170",216
"1171",216
"1172",216
"1173",217
"1174",217
"1175",217
"1176",217
"1177",218
"1178",218
"1179",219
"1180",219
"1181",219
"1182",220
"1183",220
"1184",221
"1185",221
"1186",0
"1187",0
"1188",0
"1189",0
"1190",0
"1191",0
"1192",0
"1193",0
"1194",0
"1195",0
"1196",0
"1197",0
"1198",0
"1199",0
"1200",222
"1201",222
"1202",222
"1203",223
"1204",223
"1205",223
"1206",223
"1207",223
"1208",223
"1209",223
"1210",0
"1211",0
"1212",0
"1213",224
"1214",224
"1215",224
"1216",225
"1217",225
"1218",226
"1219",226
"1220",226
"1221",227
"1222",227
"1223",227
"1224",227
"1225",227
"1226",227
"1227",227
"1228",227
"1229",228
"1230",228
"1231",228
"1232",229
"1233",229
"1234",230
"1235",230
"1236",230
"1237",230
"1238",0
"1239",0
"1240",0
"1241",231
"1242",231
"1243",231
"1244",231
"1245",0
"1246",232
"1247",232
"1248",232
"1249",233
"1250",233
"1251",233
"1252",233
"1253",234
"1254",234
"1255",235
"1256",235
"1257",235
"1258",236
"1259",236
"1260",237
"1261",237
"1262",0
"1263",0
"1264",0
"1265",0
"1266",0
"1267",0
"1268",238
"1269",238
"1270",238
"1271",0
"1272",0
"1273",0
"1274",0
"1275",0
"1276",239
"1277",239
"1278",239
"1279",239
"1280",240
"1281",240
"1282",240
"1283",240
"1284",0
"1285",241
"1286",241
"1287",241
"1288",242
"1289",242
"1290",242
"1291",242
"1292",243
"1293",243
"1294",243
"1295",244
"1296",244
"1297",244
"1298",245
"1299",245
"1300",245
"1301",246
"1302",246
"1303",246
"1304",246
"1305",246
"1306",247
"1307",247
"1308",248
"1309",248
"1310",248
"1311",248
"1312",249
"1313",249
"1314",249
"1315",250
"1316",250
"1317",0
"1318",0
"1319",0
"1320",0
"1321",0
"1322",251
"1323",251
"1324",251
"1325",251
"1326",0
"1327",0
"1328",0
"1329",0
"1330",0
"1331",0
"1332",0
"1333",0
"1334",0
"1335",0
"1336",0
"1337",0
"1338",0
"1339",0
"1340",0
"1341",0
"1342",0
"1343",0
"1344",0
"1345",0
"1346",0
"1347",0
"1348",0
"1349",0
"1350",252
"1351",252
"1352",252
"1353",0
"1354",253
"1355",253
"1356",0
"1357",0
"1358",254
"1359",254
"1360",254
"1361",255
"1362",255
"1363",255
"1364",256
"1365",256
"1366",256
