movement_id,first_LAT,first_LON,last_LAT,last_LON,num_lines,first_time,last_time,length_metres,duration,first_position_closest_centre_id,first_position_closest_hospital_id,first_position_min_dist_to_centre,first_position_min_dist_to_hospital,last_position_closest_centre_id,last_position_closest_hospital_id,last_position_min_dist_to_centre,last_position_min_dist_to_hospital
88,49.345496000000004,19.009438,49.258184,18.862773999999998,183,9/15/2016 17:33,9/15/2016 18:12,38410.27753,39.3,142,15,4.149538398,20040.73436,98,74,7414.575816,9545.06149
117,49.345742,19.009438,49.348414,18.911269,39,9/18/2016 10:09,9/18/2016 10:18,8165.89187,9.233333333,142,15,24.67014021,20026.59922,142,15,7129.662673000001,14187.6544
215,49.345539,19.009459,49.372758000000005,18.894897,48,9/25/2016 8:35,9/25/2016 8:47,11855.776240000001,12.2,142,15,2.384365476,20039.565759999998,142,15,8843.624854000002,11485.52409
218,49.345581,19.009588,49.349787,18.905368,48,9/25/2016 16:19,9/25/2016 16:33,8617.01775,13.8,142,15,10.27753661,20045.16431,142,15,7565.150609,13777.946930000002
313,49.345603000000004,19.00948,49.438182,18.770635000000002,140,10/2/2016 20:48,10/2/2016 21:18,25809.53881,29.86666667,142,15,9.01717041,20037.191580000002,286,15,128.1388473,128.1388473
349,49.345581,19.009501999999998,49.376802000000005,18.889382,56,10/5/2016 23:35,10/5/2016 23:45,12406.52809,10.75,142,15,6.776360492,20039.82229,142,15,9377.611196,10891.19832
378,49.345517,19.009566,49.300959999999996,18.781814999999998,115,10/8/2016 10:47,10/8/2016 11:10,31260.15297,22.58333333,142,15,6.334106919,20047.47571,98,74,385.112891,9677.006123000001
408,49.34556,19.009501999999998,49.438697,18.772395,139,10/12/2016 14:41,10/12/2016 15:16,25867.942740000002,35.33333333,142,15,4.547141911000001,20041.029169999998,286,15,47.5348005,47.5348005
474,49.345539,19.009545000000003,49.397337,18.836145000000002,80,10/18/2016 14:46,10/18/2016 15:02,17545.79576,16.3,142,15,5.147114998999999,20044.906880000002,43,15,6392.614662,6486.356220000001
477,49.345581,19.009609,49.261146000000004,18.868632,155,10/18/2016 17:47,10/18/2016 18:15,38204.08409,28.15,142,15,11.49027636,20046.46883,98,74,7531.182997,10077.07213
491,49.345614000000005,19.009459,49.379527,18.885198000000003,47,10/19/2016 20:53,10/19/2016 21:07,12918.7452,13.83333333,142,15,10.34359864,20035.255090000002,142,15,9773.137434,10464.75993
554,49.345678,19.00948,49.445907,18.895197,122,10/25/2016 16:10,10/25/2016 16:35,24914.07303,24.43333333,142,15,17.365992000000002,20032.883380000003,43,15,8782.863457,8928.825327
606,49.345539,19.009287,49.371277,19.0607,34,10/29/2016 18:14,10/29/2016 18:22,5454.535864,8.066666667,142,15,14.052648699999999,20028.88505,142,15,4691.706334,22175.15195
611,49.345485,19.009459,49.343983,19.018815,10,10/30/2016 14:00,10/30/2016 14:02,820.6041227000001,1.983333333,142,15,4.366759942,20042.67101,371,15,696.1813635999999,20711.04394
615,49.345698999999996,19.009717000000002,49.368337,18.901119,60,10/30/2016 21:54,10/30/2016 22:08,10894.50953,14.33333333,142,15,26.19470401,20046.40497,142,15,8257.190431,12146.88254
