"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",1
"72",1
"73",1
"74",1
"75",2
"76",2
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",3
"87",3
"88",4
"89",4
"90",4
"91",0
"92",0
"93",5
"94",5
"95",5
"96",5
"97",5
"98",5
"99",5
"100",5
"101",5
"102",6
"103",6
"104",6
"105",6
"106",0
"107",7
"108",7
"109",7
"110",7
"111",8
"112",8
"113",9
"114",9
"115",10
"116",10
"117",11
"118",11
"119",11
"120",12
"121",12
"122",13
"123",13
"124",13
"125",13
"126",13
"127",13
"128",13
"129",13
"130",13
"131",0
"132",14
"133",14
"134",0
"135",15
"136",15
"137",0
"138",16
"139",16
"140",17
"141",17
"142",17
"143",0
"144",0
"145",0
"146",18
"147",18
"148",18
"149",18
"150",18
"151",19
"152",19
"153",19
"154",19
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
"181",0
"182",0
"183",0
"184",0
"185",0
"186",0
"187",0
"188",0
"189",0
"190",0
"191",0
"192",0
"193",0
"194",0
"195",0
"196",0
"197",0
"198",0
"199",0
"200",20
"201",20
"202",0
"203",0
"204",0
"205",0
"206",0
"207",0
"208",0
"209",0
"210",0
"211",0
"212",0
"213",0
"214",0
"215",21
"216",21
"217",21
"218",22
"219",22
"220",22
"221",23
"222",23
"223",23
"224",0
