"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",1
"18",1
"19",1
"20",0
"21",0
"22",2
"23",2
"24",2
"25",2
"26",3
"27",3
"28",3
"29",0
"30",4
"31",4
"32",4
"33",4
"34",5
"35",5
"36",5
"37",6
"38",6
"39",6
"40",0
"41",7
"42",7
"43",8
"44",8
"45",8
"46",8
"47",8
"48",8
"49",9
"50",9
"51",9
"52",10
"53",10
"54",10
"55",11
"56",11
"57",12
"58",12
"59",12
"60",13
"61",13
"62",14
"63",14
"64",14
"65",0
"66",15
"67",15
"68",15
"69",15
"70",16
"71",16
"72",16
"73",17
"74",17
"75",17
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",18
"97",18
"98",18
"99",19
"100",19
"101",19
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",20
"116",20
"117",21
"118",21
"119",21
"120",21
"121",21
"122",21
"123",21
"124",21
"125",22
"126",22
"127",23
"128",23
"129",23
"130",0
"131",24
"132",24
"133",25
"134",25
"135",25
"136",25
"137",26
"138",26
"139",26
"140",26
"141",0
"142",0
"143",27
"144",27
"145",28
"146",28
"147",28
"148",29
"149",29
"150",30
"151",30
"152",31
"153",31
"154",31
"155",0
"156",32
"157",32
"158",32
"159",32
"160",33
"161",33
"162",33
"163",34
"164",34
"165",34
"166",35
"167",35
"168",35
"169",35
"170",36
"171",36
"172",36
"173",37
"174",37
"175",38
"176",38
"177",38
"178",39
"179",39
"180",40
"181",40
"182",41
"183",41
"184",41
"185",42
"186",42
"187",42
"188",43
"189",43
"190",43
"191",44
"192",44
"193",45
"194",45
"195",45
"196",45
"197",46
"198",46
"199",46
"200",47
"201",47
"202",48
"203",48
"204",0
"205",49
"206",49
"207",49
"208",49
"209",50
"210",50
"211",50
"212",51
"213",51
"214",51
"215",52
"216",52
"217",53
"218",53
"219",54
"220",54
"221",54
"222",54
"223",55
"224",55
