EdgeID,Highway
128320,residential
128321,residential
128322,residential
128323,residential
128325,primary
128326,primary_link
128327,primary
128339,secondary
128340,secondary
128341,secondary
128342,secondary
128343,secondary
128344,secondary
128345,secondary
128346,secondary
128347,secondary
128349,primary
128353,motorway
128354,motorway
128355,motorway
128356,tertiary
128357,tertiary
128358,tertiary
128359,tertiary
128360,tertiary
128361,tertiary
128380,residential
128381,residential
128382,residential
128383,residential
128384,residential
128385,residential
128387,residential
128388,residential
128389,residential
128390,residential
128391,residential
128392,residential
128393,residential
128394,residential
128395,service
128399,residential
128400,residential
128401,residential
128402,residential
128403,residential
128406,residential
128407,residential
128408,residential
128409,residential
128410,residential
128411,residential
128412,residential
128702,residential
128703,residential
128704,residential
128705,residential
128706,residential
128707,residential
128708,residential
128709,residential
128710,residential
128711,residential
129610,primary
129611,residential
129612,motorway_link
129642,motorway_link
129646,motorway
129648,motorway_link
129651,motorway_link
129652,motorway_link
130223,residential
130224,residential
130576,residential
130580,residential
130581,residential
130586,residential
130587,residential
130588,residential
130589,residential
130590,residential
130591,residential
130592,residential
130593,residential
130602,residential
130603,residential
130604,residential
130605,residential
130606,residential
130607,residential
130609,residential
130610,residential
130611,residential
130612,residential
130613,residential
130614,residential
130615,residential
130622,residential
130623,residential
130624,residential
130632,residential
130637,residential
130643,residential
130644,residential
130645,residential
130646,residential
130647,residential
130649,residential
130650,residential
130651,residential
130652,residential
130653,residential
130654,residential
130686,residential
130690,residential
130693,residential
130697,tertiary
130698,tertiary
130699,tertiary
130707,residential
131092,unclassified
131093,tertiary
131094,motorway
131096,tertiary
131097,tertiary
131098,tertiary
131102,tertiary
131103,tertiary
131104,tertiary
131105,tertiary
131106,tertiary
131107,tertiary
131108,tertiary
131109,tertiary
131110,tertiary
131111,tertiary
131119,tertiary
131120,tertiary
131121,tertiary
131122,tertiary
131123,tertiary
131808,residential
131812,residential
131815,residential
131816,tertiary
132106,tertiary
132108,tertiary
132110,tertiary
132125,motorway
132131,motorway
132132,motorway_link
132144,tertiary
132295,residential
132366,tertiary
132465,service
132637,tertiary
132638,tertiary
132639,tertiary
132640,tertiary
132641,tertiary
132642,tertiary
132643,tertiary
133883,residential
133885,residential
133887,residential
134094,tertiary
134095,tertiary
134096,tertiary
134097,tertiary
134202,residential
134203,residential
134204,residential
134205,residential
134206,residential
134279,residential
134280,residential
134281,residential
134282,residential
134284,residential
134285,residential
134286,residential
134287,residential
134289,residential
134292,residential
134293,residential
134294,residential
134295,residential
134298,residential
134303,residential
134304,residential
134305,residential
134306,residential
134307,residential
134309,residential
134310,residential
134311,residential
134312,residential
134342,track
134343,track
134344,track
134376,residential
134389,residential
134392,residential
134406,residential
134408,track
134410,residential
134411,residential
134412,residential
134414,residential
134422,residential
134423,residential
134424,residential
134433,residential
134438,residential
134444,track
134455,track
134457,residential
134464,service
134465,service
134466,service
134473,track
134476,residential
134477,residential
134478,residential
134479,residential
134480,residential
134481,residential
134482,residential
134483,residential
134484,residential
134485,residential
134486,residential
134487,residential
134488,residential
134489,residential
134490,residential
134491,residential
134492,residential
134494,residential
134499,track
134500,track
134515,residential
134516,residential
134517,residential
134518,residential
134524,residential
134535,residential
134538,residential
134542,track
134546,residential
134560,residential
134561,residential
134562,residential
134575,track
134596,residential
134601,residential
134602,residential
134603,residential
134618,residential
134632,residential
134633,service
134640,residential
134641,residential
134650,residential
134957,tertiary
135146,residential
135147,residential
135148,residential
135149,residential
135150,residential
135574,residential
135575,residential
135576,residential
135579,tertiary
135580,tertiary
135581,tertiary
135585,residential
135589,tertiary
135590,tertiary
135612,residential
135613,residential
135614,tertiary
135615,tertiary
135616,tertiary
135617,tertiary
135622,primary
135623,tertiary
135624,tertiary
135625,tertiary
135626,primary
135627,service
135654,primary
135655,primary_link
135656,primary
135657,residential
135658,tertiary
135659,tertiary
135660,tertiary
135662,tertiary_link
135663,primary
135664,primary
135665,tertiary
135666,tertiary
135667,tertiary
135668,tertiary
135669,tertiary
135670,tertiary
135671,primary
135748,residential
135749,residential
135750,residential
135751,residential
135752,residential
135753,residential
135767,residential
135779,residential
135788,residential
135789,residential
135790,tertiary
135791,tertiary
135792,tertiary
135793,tertiary
135794,tertiary
135795,tertiary
135796,tertiary
135797,residential
135798,residential
135799,residential
135800,primary
135801,tertiary
135803,tertiary
135805,residential
135808,residential
135809,residential
135811,track
135812,track
135813,residential
135814,residential
135815,residential
135816,residential
135817,residential
135818,residential
135819,residential
135820,residential
135821,residential
135822,residential
135823,tertiary
135825,tertiary
135826,tertiary
135827,tertiary
135828,tertiary
135829,tertiary
135830,tertiary
135831,tertiary
135834,primary
135835,tertiary
135836,tertiary
135837,tertiary
135838,tertiary
135839,tertiary
135840,tertiary
135841,tertiary
135846,tertiary
135847,tertiary
135869,primary
135870,primary
135871,primary
135873,primary
135874,primary
136252,tertiary
136253,tertiary
136254,tertiary
136255,tertiary
136256,tertiary
136358,residential
136359,residential
136360,residential
136361,residential
136362,residential
136363,residential
136364,residential
136629,residential
136630,residential
136632,tertiary
136633,tertiary
136638,residential
136639,residential
136640,residential
136641,residential
136642,tertiary
136645,residential
136646,residential
137088,residential
137089,residential
137090,residential
137093,residential
137094,residential
137095,residential
137096,residential
137101,residential
137102,residential
137103,residential
137104,residential
137125,primary
137127,primary
137129,primary
137342,service
137521,residential
137522,residential
137523,residential
137600,tertiary
137601,primary
137602,primary
137603,primary
137604,primary
137606,residential
137609,residential
137646,residential
137647,residential
137649,residential
137650,residential
137651,residential
137654,residential
137655,service
137721,residential
137722,residential
137726,residential
137727,residential
137728,track
137729,track
137732,tertiary
137733,residential
137742,track
137745,track
137747,tertiary
137748,tertiary
137749,tertiary
137750,tertiary
137751,tertiary
137752,tertiary
137753,tertiary
137754,tertiary
137755,tertiary
137756,tertiary
137757,tertiary
137758,tertiary
137759,tertiary
137760,tertiary
137761,tertiary
137762,tertiary
137766,tertiary
137767,tertiary
137768,residential
137771,residential
138229,residential
138230,residential
138231,residential
138752,tertiary
138753,tertiary
138754,primary
138755,primary
138792,secondary
138793,secondary
138794,tertiary
138795,tertiary
138796,tertiary
138797,tertiary
138798,tertiary
138799,tertiary
138800,tertiary
138802,motorway
138806,tertiary
138810,motorway
138817,tertiary
138818,tertiary
138819,tertiary
138820,tertiary
138821,tertiary
138822,tertiary
138823,tertiary
138824,tertiary
138825,tertiary
138826,tertiary
138827,tertiary
138828,tertiary
138829,tertiary
138830,tertiary
138831,tertiary
138899,residential
138900,residential
138901,residential
138902,residential
138904,residential
138906,tertiary
138907,tertiary
138916,residential
138921,residential
138928,residential
138931,residential
138950,residential
138951,residential
138952,residential
138960,tertiary
138961,tertiary
138962,residential
138963,residential
139106,service
139107,tertiary
139108,tertiary
139109,tertiary
139110,tertiary
139111,tertiary
139116,tertiary
139118,tertiary
139119,tertiary
139120,tertiary
139121,tertiary
139122,tertiary
139123,tertiary
139124,tertiary
139125,tertiary
139126,tertiary
139127,tertiary
139128,tertiary
139129,tertiary
139130,tertiary
139131,residential
139132,residential
139133,residential
139135,residential
139143,primary
139144,residential
139146,tertiary
139147,tertiary
139148,tertiary
139149,tertiary
139150,tertiary
139151,tertiary
139152,tertiary
139153,tertiary
139154,primary
139155,primary
139156,primary
139157,tertiary
139158,tertiary
139159,tertiary
139160,tertiary
139163,track
139164,track
139165,residential
139166,residential
139167,residential
139168,residential
139169,residential
139170,residential
139171,tertiary
139172,tertiary
139173,tertiary
139177,tertiary
139178,tertiary
139179,tertiary
139180,tertiary
139181,tertiary
139182,tertiary
139185,tertiary
139187,residential
139189,track
139190,track
139306,unclassified
139307,unclassified
139315,residential
139316,residential
139556,residential
139560,tertiary
139561,residential
139562,residential
139563,residential
139564,residential
139565,residential
139569,tertiary
139570,tertiary
139572,residential
139573,residential
139574,tertiary
139575,residential
139576,residential
139577,residential
139578,residential
139579,tertiary
139580,residential
139588,tertiary
139589,tertiary
139590,tertiary
139591,tertiary
139592,tertiary
139593,tertiary
139594,tertiary
139595,tertiary
139600,tertiary
139601,tertiary
139602,residential
139605,residential
139606,tertiary
139607,tertiary
139608,tertiary
139609,tertiary
139610,residential
139613,residential
139614,residential
139615,residential
139617,residential
139618,residential
139619,residential
139620,residential
139621,residential
139622,residential
139623,residential
139624,residential
139625,residential
139626,residential
139627,residential
139628,residential
139629,residential
139630,residential
139631,residential
139632,residential
139633,residential
139766,residential
139767,residential
139768,residential
139770,residential
139771,residential
139773,residential
139777,residential
139783,residential
139784,residential
139789,residential
139793,residential
139796,residential
140100,unclassified
140101,unclassified
140102,unclassified
140103,unclassified
140104,unclassified
140105,unclassified
140106,unclassified
140107,unclassified
140108,unclassified
140109,unclassified
140110,unclassified
140111,unclassified
140112,residential
140113,service
140123,primary_link
140124,tertiary
140125,tertiary
140126,tertiary
140127,tertiary
140128,tertiary
140129,tertiary
140130,tertiary
140131,tertiary
140132,tertiary
140133,tertiary
140134,tertiary
140135,tertiary
140136,primary_link
140137,residential
140138,residential
140139,primary
140140,primary
140141,residential
140142,residential
140143,residential
140144,residential
140145,residential
140146,residential
140147,residential
140148,residential
140149,residential
140150,residential
140151,residential
140940,residential
140941,residential
140948,residential
140949,residential
141869,primary
141898,primary
141899,primary
141900,primary
141901,primary
141902,primary
141910,primary
142088,tertiary
142089,tertiary
142090,tertiary
142091,tertiary
142092,tertiary
142095,tertiary
142096,tertiary
142105,residential
142116,tertiary
142117,tertiary
142118,tertiary
142119,tertiary
142120,tertiary
142121,tertiary
142122,tertiary
142123,tertiary
142124,tertiary
142125,tertiary
142126,tertiary
142127,tertiary
142128,tertiary
142129,tertiary
142131,tertiary
142134,tertiary
142135,residential
142142,residential
142146,tertiary
142147,tertiary
142148,tertiary
142149,tertiary
142150,tertiary
142151,tertiary
142152,tertiary
142153,tertiary
142154,tertiary
142155,tertiary
142156,tertiary
142157,tertiary
142158,tertiary
142159,tertiary
142160,tertiary
142161,residential
142162,tertiary
142163,tertiary
142164,tertiary
142165,residential
142170,tertiary
142171,tertiary
142172,tertiary
142173,tertiary
142174,tertiary
142187,residential
142192,residential
142200,primary
142201,primary
142203,tertiary
142209,residential
142211,primary
142214,residential
142222,residential
142230,residential
142231,residential
142233,residential
142234,residential
142235,residential
142236,residential
142237,residential
142241,residential
142242,residential
142243,residential
142244,track
142250,residential
142255,residential
142256,residential
142257,residential
142260,residential
142271,residential
142276,residential
142277,residential
142285,tertiary
142286,tertiary
142288,residential
142289,tertiary
142290,tertiary
142291,tertiary
142292,tertiary
142293,tertiary
142294,tertiary
142296,tertiary
142297,residential
142299,residential
142301,tertiary
142302,tertiary
142303,tertiary
142304,tertiary
142305,tertiary
142309,tertiary
142313,residential
142316,tertiary
142317,tertiary
142318,tertiary
142319,tertiary
142320,tertiary
142321,tertiary
142328,residential
142335,residential
142336,tertiary
142339,tertiary
142340,tertiary
142345,tertiary
142348,residential
142349,tertiary
142350,tertiary
142352,residential
142353,residential
142355,residential
142356,residential
142360,residential
142361,residential
142368,residential
142369,tertiary
142370,residential
142371,residential
142372,tertiary
142373,tertiary
142374,residential
142375,residential
142378,residential
142379,residential
142381,tertiary
142383,tertiary
142385,residential
142387,residential
142388,residential
142389,tertiary
142390,tertiary
142391,tertiary
142392,tertiary
142393,tertiary
142395,tertiary
142396,tertiary
142397,tertiary
142398,tertiary
142399,tertiary
142400,tertiary
142430,tertiary
142431,tertiary
142432,residential
142433,residential
142434,residential
142436,residential
142437,tertiary
142438,tertiary
142439,tertiary
142440,tertiary
142442,tertiary
142443,tertiary
142444,tertiary
142445,tertiary
142446,tertiary
142447,tertiary
142448,tertiary
142449,tertiary
142451,residential
142453,residential
142485,residential
142487,residential
142488,residential
142489,residential
142914,service
144387,tertiary
144388,tertiary
144389,tertiary
144390,tertiary
144391,tertiary
144392,tertiary
144397,tertiary
144398,tertiary
145535,primary
145536,primary
145575,primary
145694,primary
145695,primary
145696,residential
145697,residential
145700,tertiary
145701,residential
145704,tertiary
145705,primary
145706,primary
145707,primary
145708,primary
145709,primary
145721,tertiary
145722,tertiary
145723,tertiary
145725,tertiary
145809,service
145810,service
145811,residential
145816,residential
145817,residential
145818,residential
145819,residential
145829,residential
145830,service
145831,service
145837,residential
145840,service
145841,residential
145842,residential
145846,service
145860,residential
145861,residential
145862,residential
145863,living_street
145864,living_street
145867,residential
145868,residential
145871,residential
145872,residential
145877,living_street
145882,tertiary
145883,residential
145889,residential
145890,residential
145891,residential
145892,residential
145893,residential
145894,residential
145895,residential
145896,residential
145902,residential
145903,residential
145904,residential
145907,residential
145914,residential
145915,residential
145917,residential
145918,residential
145919,residential
145920,residential
145922,residential
145932,track
145979,residential
145980,residential
145986,residential
145996,residential
146001,residential
146002,residential
146009,residential
146016,secondary
146017,secondary
146018,secondary
146019,secondary
146020,secondary
146021,secondary
146022,secondary
146023,secondary
146024,secondary
146025,secondary
146026,secondary
146027,secondary
146028,secondary
146029,secondary
146030,secondary
146031,secondary
146032,secondary
146033,secondary
146034,secondary
146035,secondary
146036,secondary
146038,residential
146048,residential
146051,secondary
146052,secondary
146053,secondary
146054,secondary
146055,residential
146060,residential
147382,residential
147416,tertiary
147417,tertiary
147426,unclassified
147427,residential
147428,residential
147429,residential
147435,residential
147438,unclassified
147439,unclassified
147441,tertiary
147442,tertiary
147443,tertiary
147444,unclassified
147445,unclassified
147470,residential
147473,tertiary
147474,tertiary
147475,tertiary
147476,tertiary
147477,tertiary
147478,tertiary
147479,tertiary
147480,tertiary
147481,tertiary
147482,tertiary
147483,tertiary
147484,tertiary
147485,tertiary
147486,tertiary
147487,tertiary
147488,tertiary
147489,tertiary
147490,tertiary
147491,tertiary
147492,tertiary
147493,tertiary
147494,tertiary
147495,tertiary
147499,residential
147500,residential
147501,residential
147507,residential
147509,residential
147516,residential
147521,residential
147528,residential
147532,residential
147537,residential
147538,residential
147539,residential
147540,residential
147546,residential
147547,tertiary
147548,residential
147549,residential
147550,residential
147551,residential
147553,residential
147558,residential
147559,residential
147560,residential
147561,residential
147562,residential
147563,service
147564,service
147565,service
147569,unclassified
147570,residential
147571,residential
147572,residential
147573,residential
147574,residential
147576,residential
147577,residential
147578,residential
147579,residential
147581,residential
147584,residential
147585,residential
147587,residential
147589,residential
147590,residential
148294,residential
148295,residential
148296,residential
148297,residential
150293,residential
150298,residential
150299,residential
150300,residential
150301,residential
150458,residential
150459,tertiary
150461,residential
150468,residential
150472,tertiary
150473,tertiary
150808,residential
151116,tertiary
151120,residential
151240,tertiary
151241,tertiary
151242,tertiary
151243,unclassified
151244,unclassified
151290,residential
151292,residential
151297,residential
151303,residential
151304,residential
151312,residential
151313,residential
151318,residential
151326,residential
151410,unclassified
151411,residential
151412,residential
151413,residential
151414,residential
151416,residential
151418,residential
151421,residential
151422,residential
151423,residential
151424,residential
151425,residential
151428,secondary
151429,secondary
151430,secondary
151431,secondary
151432,secondary
151433,secondary
151435,secondary
151441,secondary
151446,secondary
151456,residential
151457,residential
151458,residential
151459,residential
151460,residential
151462,residential
151463,residential
151464,residential
151465,residential
151466,residential
151467,residential
151468,residential
151469,tertiary
151470,tertiary
151471,tertiary
151472,tertiary
151473,tertiary
151474,tertiary
151475,tertiary
151476,tertiary
151477,tertiary
151481,secondary
151482,secondary
151483,secondary
151484,residential
151485,residential
151486,residential
151487,residential
151488,residential
151492,residential
151493,residential
151497,residential
151498,secondary
151499,residential
151500,secondary
151501,residential
151634,tertiary
151635,tertiary
151636,tertiary
151637,tertiary
151699,secondary
151700,secondary
151701,secondary
151702,secondary
151715,residential
151716,residential
151717,residential
151719,tertiary
151720,tertiary
151721,tertiary
151733,tertiary
152521,tertiary
152522,tertiary
152523,tertiary
152525,secondary
152526,secondary
152531,secondary
152532,secondary
152540,secondary
152541,secondary
152560,secondary
152561,secondary
152562,secondary
152563,secondary
152564,secondary
152567,secondary
152568,secondary
152569,secondary
152570,secondary
153080,motorway
153083,motorway
155001,primary
155002,primary
155003,primary
155004,residential
155006,residential
155007,residential
155009,primary
155010,primary
155011,secondary
155012,secondary
155013,secondary
155014,tertiary
155015,tertiary
155016,tertiary
155017,tertiary
155018,tertiary
155019,tertiary
155020,tertiary
155021,tertiary
155022,tertiary
155023,primary
155024,tertiary
155026,secondary
155027,secondary
155028,secondary
155029,primary
155030,primary
155031,tertiary
155032,tertiary
155033,primary
155034,primary
155035,primary
155036,primary
155037,primary
155038,primary
155039,primary
155040,tertiary
155041,tertiary
155042,tertiary
155043,tertiary
155044,tertiary
155045,secondary
155046,tertiary
155047,tertiary
155048,secondary
155049,secondary
155050,secondary
155051,secondary
155052,secondary
155053,primary
155054,tertiary
155055,tertiary
155056,tertiary
155057,tertiary
155058,tertiary
155059,tertiary
155060,residential
155061,residential
155062,residential
155063,residential
155064,primary
155065,primary
155066,primary
155067,primary
155068,tertiary
155069,tertiary
155070,tertiary
155071,tertiary
155072,secondary
155073,secondary
155074,secondary
155075,secondary
155076,secondary
155077,secondary
155078,residential
155079,tertiary
155080,tertiary
155081,tertiary
155082,tertiary
155083,residential
155084,residential
155085,residential
155086,primary
155087,primary
155088,tertiary
155089,tertiary
155090,tertiary
155091,tertiary
155092,tertiary
155093,tertiary
155094,tertiary
155095,tertiary
155096,tertiary
155097,tertiary
155098,tertiary
155099,tertiary
155406,unclassified
155407,track
155408,track
155411,tertiary
155412,tertiary
155413,tertiary
155415,residential
155416,tertiary
155417,tertiary
155418,tertiary
155419,unclassified
155420,unclassified
155423,residential
155424,residential
155425,residential
155426,residential
155428,tertiary
155432,residential
155433,residential
155435,residential
155438,residential
155439,residential
155440,residential
155441,residential
155442,residential
155443,residential
155448,residential
155450,residential
155451,residential
155453,service
155454,residential
155455,tertiary
155456,residential
155457,unclassified
155459,tertiary
155460,tertiary
155461,tertiary
155463,residential
155734,residential
155737,residential
155738,residential
155739,residential
155740,residential
155745,residential
155746,residential
155747,residential
155748,residential
155760,residential
155963,residential
155965,residential
155981,primary
155982,primary
155983,primary
155984,tertiary
155985,tertiary
155986,tertiary
155987,tertiary
156107,residential
156246,tertiary
156247,tertiary
156248,tertiary
156249,tertiary
156253,tertiary
156254,tertiary
156255,tertiary
156256,tertiary
156265,tertiary
156266,tertiary
156368,residential
156370,residential
156372,residential
156373,residential
156380,residential
156382,secondary
156383,residential
156384,unclassified
156385,unclassified
156386,residential
156388,residential
156389,residential
156397,residential
156399,secondary
156400,secondary
156401,secondary
156402,secondary
156403,secondary
156404,secondary
156405,secondary
156407,secondary
156408,secondary
156409,residential
156410,secondary
156412,residential
156413,secondary
156414,secondary
156415,secondary
156417,residential
156443,residential
156451,residential
156452,residential
156454,residential
156630,residential
156636,tertiary
156637,tertiary
156638,tertiary
156641,tertiary
156642,tertiary
156643,tertiary
156644,residential
156646,secondary
156652,secondary
156653,secondary
156654,secondary
156655,secondary
156668,residential
156669,tertiary
156670,tertiary
156676,secondary
156677,secondary
156678,secondary
156683,secondary
156692,secondary
156693,secondary
157052,primary
157053,primary
157054,primary
157057,primary
157058,primary
157063,primary
157064,primary
157065,primary
157067,primary
157068,primary
157069,primary
157070,primary
157071,primary
157072,primary
157073,primary
157074,primary
157075,primary
157080,primary
157081,primary
157082,primary
157083,primary
157084,primary
157085,primary
157086,primary
157087,primary
157088,primary
157089,primary
157090,primary
157091,primary
157092,primary
157093,primary
157094,primary
157095,primary
157096,primary
157097,primary
157098,primary
157099,primary
157100,primary
157101,primary
158941,primary
159296,residential
159317,residential
159318,residential
159319,residential
159320,residential
159358,residential
159359,residential
159360,residential
159361,residential
159362,residential
159363,residential
159364,residential
159365,residential
159366,tertiary
159367,residential
159368,residential
159369,residential
159370,residential
159371,tertiary
159372,residential
159373,residential
159374,residential
159537,tertiary
159538,tertiary
159540,residential
159541,residential
159542,residential
159550,tertiary
159551,tertiary
159552,tertiary
159553,tertiary
159554,tertiary
159555,tertiary
159556,tertiary
159557,tertiary
159558,tertiary
159559,residential
159561,residential
159562,tertiary
159563,tertiary
159564,tertiary
159583,tertiary
159585,residential
159586,residential
159587,residential
159590,tertiary
159591,tertiary
159592,tertiary
159593,tertiary
159594,tertiary
159597,residential
159602,tertiary
159656,tertiary
159661,residential
159665,residential
159670,residential
159673,residential
159675,residential
159682,residential
159683,residential
159685,residential
159689,tertiary
159690,tertiary
159691,tertiary
159692,tertiary
159693,tertiary
159694,tertiary
159695,tertiary
159696,tertiary
159697,tertiary
159698,tertiary
159699,tertiary
159700,tertiary
159701,tertiary
159702,tertiary
159703,tertiary
159706,residential
159714,residential
159715,residential
159720,residential
159721,residential
159722,residential
159724,residential
159726,residential
159879,tertiary
159880,tertiary
159881,tertiary
159882,tertiary
159883,tertiary
159889,residential
159890,residential
159901,tertiary
159905,residential
159911,tertiary
161768,residential
161769,residential
161770,residential
161771,residential
161772,residential
161773,residential
161784,residential
161785,residential
161786,primary
161787,primary
161788,primary
161789,primary
161790,primary
161791,primary
161792,primary
161793,primary
161794,primary
161795,primary
161797,primary
161798,primary
162072,residential
162073,residential
162160,primary
162237,tertiary
162238,tertiary
162251,residential
162254,residential
162255,residential
162256,residential
162273,tertiary
162280,secondary
162339,residential
162383,residential
162477,primary
162483,primary
162484,primary
162485,primary
162495,residential
162498,residential
162616,residential
162617,residential
162760,residential
162762,residential
162763,residential
162765,residential
162767,residential
162769,residential
162770,residential
162771,residential
162778,residential
162779,residential
162780,residential
162806,unclassified
162807,residential
162808,residential
162809,residential
162810,residential
162811,residential
162812,residential
162813,residential
162814,residential
162815,tertiary
162816,residential
162817,tertiary
162818,tertiary
162819,tertiary
162820,tertiary
162821,tertiary
162822,tertiary
162922,primary
162923,primary
162925,primary
162926,primary
162932,primary
162933,primary
162941,primary
162946,residential
162947,residential
163790,residential
163791,residential
163792,residential
163794,living_street
163795,living_street
164365,residential
164367,residential
164368,residential
164369,residential
164370,residential
164371,residential
164376,residential
164377,residential
164378,residential
166072,residential
166073,residential
166074,residential
166083,residential
166093,residential
166095,residential
166096,residential
166329,residential
166330,residential
166331,service
166334,residential
166335,residential
166342,service
166343,residential
166344,service
166345,service
166346,residential
166347,residential
166348,residential
166349,residential
166350,service
166353,service
166361,service
166372,residential
166385,residential
166391,residential
166392,residential
166397,residential
166466,service
166470,service
166471,service
166472,service
166474,service
166475,service
166476,residential
166477,residential
166478,residential
166479,residential
166480,residential
166481,residential
166485,service
166486,service
166487,service
166488,service
166489,residential
166490,service
166491,service
166492,service
166493,service
166494,service
166496,service
166497,service
166499,service
166501,residential
166502,residential
166562,residential
166563,residential
166564,residential
166565,residential
166577,secondary
166578,secondary
166579,secondary
166580,secondary
166581,secondary
166582,secondary
166583,tertiary
166584,tertiary
166586,tertiary
166893,residential
168320,residential
168322,residential
168323,residential
168324,residential
168325,residential
168326,residential
168327,residential
168329,residential
168330,residential
168332,residential
168334,residential
168336,secondary
168337,residential
168339,residential
168340,residential
168342,residential
168344,residential
168348,residential
168349,residential
168350,residential
168351,residential
168352,residential
168353,residential
168354,residential
168355,residential
168356,residential
168357,residential
168358,residential
168359,residential
168360,residential
168361,residential
168366,service
168369,residential
168370,residential
168373,residential
168374,residential
168375,residential
168376,residential
168377,residential
168378,service
168381,residential
169623,unclassified
169624,unclassified
169625,unclassified
169626,unclassified
169627,unclassified
169628,unclassified
169630,unclassified
169631,unclassified
169635,residential
169638,tertiary
169639,tertiary
169640,tertiary
169642,residential
169643,residential
169644,residential
169648,unclassified
169653,residential
169654,residential
169655,residential
169656,residential
169665,unclassified
169666,unclassified
169669,residential
169670,residential
169671,residential
169672,residential
169674,tertiary
169675,tertiary
169676,tertiary
169678,tertiary
169679,tertiary
169680,tertiary
169681,tertiary
169682,tertiary
169687,residential
169688,residential
169689,residential
169690,residential
169691,residential
169692,residential
169693,residential
169694,residential
169695,residential
169696,residential
169711,residential
169721,residential
169722,residential
169724,residential
169725,residential
169726,residential
169728,residential
169729,residential
169730,residential
169731,residential
169732,residential
169733,residential
169734,residential
169735,residential
169736,residential
169737,residential
169738,residential
169739,residential
169740,residential
169741,residential
169742,residential
169743,residential
169744,residential
169745,residential
169746,residential
169747,residential
169755,residential
169756,residential
169759,track
169760,track
169769,residential
169775,tertiary
169776,tertiary
169777,tertiary
169784,residential
169785,residential
169790,residential
169798,tertiary
169799,tertiary
169800,residential
169809,residential
169810,tertiary
169814,residential
169815,residential
169817,residential
169818,tertiary
169819,tertiary
169820,tertiary
169821,tertiary
169822,tertiary
169823,tertiary
169828,residential
169830,residential
169831,tertiary
169832,residential
169838,primary
169839,residential
169840,residential
169847,tertiary
169848,residential
169855,residential
169856,tertiary
169857,tertiary
169858,tertiary
169859,tertiary
169860,tertiary
169861,residential
169869,primary
169870,residential
169874,primary
169875,tertiary
169876,tertiary
169881,residential
169885,residential
170236,residential
170237,residential
170238,residential
170239,residential
170240,residential
170241,residential
170242,residential
170246,residential
170250,tertiary
170284,residential
170285,residential
170305,primary_link
170306,primary
170598,secondary
170599,secondary
171100,residential
171103,residential
171104,residential
171105,residential
171106,residential
171108,residential
171114,tertiary
171115,tertiary
171116,tertiary
171117,tertiary
171118,tertiary
171119,tertiary
171120,tertiary
171121,tertiary
171122,tertiary
171123,tertiary
171124,tertiary
171145,residential
171147,residential
171149,residential
171151,residential
171152,residential
171153,residential
171154,residential
171180,tertiary
171181,tertiary
171182,tertiary
171183,tertiary
171184,tertiary
171185,tertiary
171186,tertiary
171188,tertiary
171191,tertiary
171192,residential
171193,residential
171194,residential
171203,tertiary
171204,tertiary
171286,residential
171287,residential
171288,residential
171289,residential
171290,residential
171291,residential
171292,residential
171293,residential
171294,residential
171295,residential
171296,residential
171305,residential
171306,residential
171315,residential
171316,residential
171319,residential
171320,residential
171321,residential
171327,residential
171350,residential
171356,service
171364,residential
171470,primary
172096,residential
173226,residential
173227,residential
173239,tertiary
173243,tertiary
173252,residential
173259,residential
173273,tertiary
173276,tertiary
173277,tertiary
173278,tertiary
173290,tertiary
173291,tertiary
173292,residential
173293,residential
173298,tertiary
173312,residential
173314,tertiary
173318,unclassified
173320,tertiary
173321,tertiary
173322,tertiary
173323,tertiary
173324,tertiary
173325,tertiary
173326,tertiary
173327,tertiary
173328,tertiary
173329,tertiary
173330,tertiary
173331,tertiary
173332,tertiary
173333,tertiary
173334,tertiary
173337,tertiary
173338,tertiary
173339,tertiary
173340,tertiary
173341,tertiary
173342,tertiary
173343,tertiary
173344,tertiary
173345,tertiary
173346,tertiary
173347,residential
173348,residential
173352,tertiary
173353,tertiary
173367,tertiary
173368,tertiary
173519,residential
173520,residential
173525,residential
173529,residential
173531,residential
173538,residential
173539,residential
173540,residential
173554,residential
173555,residential
173556,residential
173557,residential
173558,residential
173559,residential
173561,residential
173562,residential
173566,residential
173567,residential
173568,residential
173569,residential
173570,residential
173602,residential
173605,residential
173606,residential
173608,residential
173623,primary
173625,residential
173626,residential
173627,residential
173628,residential
173629,residential
173636,residential
173637,residential
173638,residential
173640,primary
173641,primary
173642,primary
173644,residential
173647,residential
173648,residential
174084,residential
174638,secondary
174639,secondary
174640,secondary
174641,secondary
174643,tertiary
174644,tertiary
174645,tertiary
174646,tertiary
174647,tertiary
174648,tertiary
174649,tertiary
174657,tertiary
174658,tertiary
174659,tertiary
174661,tertiary
174662,tertiary
174663,tertiary
175544,primary
175545,primary
175546,primary
175581,residential
175909,residential
175910,residential
175911,residential
175912,residential
175913,residential
175914,residential
175915,residential
176509,secondary
176510,secondary
176514,secondary
176917,tertiary
176918,tertiary
176919,tertiary
176920,tertiary
176921,tertiary
177959,residential
177960,residential
177961,residential
177962,residential
177963,residential
177967,residential
177968,residential
177969,residential
177970,residential
177971,residential
177972,residential
177973,residential
177974,residential
177975,residential
177976,residential
177977,residential
177978,residential
177979,residential
177980,residential
177981,residential
177982,residential
177983,residential
177984,residential
177985,residential
178068,residential
178069,residential
178070,residential
178071,residential
178072,residential
