,Time Error [s],Naive Time Error [s]
0,158.29598489240618,164.0231568904337
1,34.81454853503824,44.7493313337129
2,-182.26547137364133,-152.13013088144166
3,43.952943022544076,48.24229724534369
4,81.06267188324424,85.85031391986874
5,113.41469360878446,116.86195642330438
6,185.56146942035042,189.85318007961487
7,21.974483798740046,33.18042874824893
8,-155.82001741451126,-150.4601187471606
9,2.805146009552672,9.618918854111953
10,26.382849262378613,21.323504859618353
11,-101.57401012252703,-72.347815986387
12,23.98921712810926,30.130070743355702
13,164.18495901952272,171.06878951422624
14,360.96835046090564,343.1097517265631
15,285.9145968091115,294.9251980126121
16,275.65694027952713,306.2317041805911
17,-67.9636545244849,-62.548739367057024
18,109.63309517736616,113.61378193345045
19,-67.6992057108406,-61.2478774647435
20,52.46085275457807,62.66945243540974
21,15.77338108191821,21.771994934726393
22,8.69042904625369,19.745630792953037
23,42.40577661030731,46.775094128426026
24,-43.553080770181126,-26.349000567150853
25,98.84619302570724,106.47918166409957
26,421.09297491208963,428.71334720219426
27,68.36690454872259,89.15200764965013
28,96.2093489234631,101.41707682286062
29,-112.16487207714252,-87.18051997004957
30,-77.48359389018984,-68.54666047421722
31,-59.24955833939372,-54.833291707467446
32,-103.64482604255213,-78.83224683796038
33,29.761258540859245,51.922279383310595
34,353.8801981602993,362.31289451062145
35,19.66780083658849,7.551920669205479
36,-9.730086428185906,9.479596718669598
37,84.69332834089526,94.33736438479258
38,118.69878244023667,134.34912524514363
39,-51.069155522080386,-69.96718775143408
40,-6.078409529724475,5.432081638660982
41,115.81291163247195,122.64607721398396
42,67.99404305608041,82.46722115603875
43,-45.2875065518475,-40.665509450025496
44,180.73352335570058,188.61856477081426
45,136.8648621332948,140.8608317715254
46,175.80467007519493,178.22894373356488
47,124.70078714429526,126.99684488666634
48,-86.15135972208361,-107.71891230742793
49,265.372416187673,272.94138430806504
50,104.65780011141638,114.32146377318503
51,-125.6565631154316,-119.22232549130547
52,51.98618373135656,62.236354169505155
53,81.06547713632995,89.29136457407544
54,192.01700434980353,200.88129206965777
55,-172.9213824866009,-168.00411430260635
56,-147.2821486016626,-136.9313667224857
57,-37.67708037027528,-59.720308002409354
58,-154.48770557662687,-147.45577255525103
59,854.8420560267334,860.0968858791123
60,-45.24784210955047,-33.99132541170152
61,-273.59243144281214,-261.0699231283138
62,-155.35101190334697,-178.6692825436286
63,-12.0556405513289,-3.84708967544821
64,86.64907688645489,102.9550210132754
65,-34.13315825707523,-57.37094447623873
66,-89.63590534292422,-82.16892730295372
67,73.73565258545986,78.41367285022837
68,48.34422420594845,55.44189601371535
69,11.984584909891122,27.35196433070938
70,-114.60335415964266,-110.05804530150795
71,-180.69219019003287,-163.71649002773455
72,73.99774611758417,90.85082920947329
73,91.77561572585026,102.78872701831402
74,-20.20299046864254,-11.952120074169954
75,289.9631139171338,311.180028769415
76,164.8291975129822,186.96924780229256
77,-673.4161613551703,-613.7723216719113
78,14.514531048456817,23.343137594013093
79,1677.2381858696203,1694.5245088609563
80,-65.08239731615873,-59.13328638829617
81,-46.900954870630386,-38.06563664790278
82,28.40537590855042,32.1365165741137
83,-119.3561052372317,-100.08226701044819
84,7.608214389363823,15.77417067300781
85,-727.4509780090319,-665.1350264527725
86,-123.4597086795985,-145.2214977907271
87,-42.48637734085996,-36.52911024825666
88,-104.53610778666146,-93.96944292699574
89,-55.30923061145865,-49.47290637811881
90,-32.51480686067738,-27.985105033036998
91,-79.44083482366429,-59.027035432560936
92,-126.38352608051727,-112.04042697221271
93,171.18569380039605,185.2160063419284
94,-100.34551972705765,-88.32649573110884
95,-181.43577568550654,-174.93019318683002
96,-125.73475874057851,-119.5490459990076
97,86.57294390687026,90.12322554396908
98,20.919501464456005,25.326660404601242
99,-188.86058331805293,-184.12468311959972
100,13.618984165376851,23.763686535349635
101,-4.766785626980891,-0.3722858838690257
102,47.421733443932226,64.2357721515897
103,-254.7210423435494,-248.56270408716136
104,22.314974171205694,24.39977648038174
105,-52.50983027635319,-37.99883550992946
106,37.606887547988244,48.6042261448402
107,38.92412815867494,39.92723584681242
108,-144.21141919255774,-136.63035128962696
109,71.15978761102903,75.40900929607724
110,41.07261430851365,45.44480004388253
111,-12.320068308272617,-1.724499870535297
112,-48.87096940335933,-35.3611945857432
113,-88.09497090439939,-77.9134495193704
114,24.137108555516203,37.65956837394694
115,-161.23295885371584,-154.21042155016505
