,Time Error [s]
1031,-1068.2531885433677
1032,-2326.7275598730666
1033,-576.0567065005175
1034,
1035,-1168.7997149936455
1036,-1668.0183121578348
1037,
1038,-442.14484867777537
1039,-139.39814984451323
1040,-608.9875186490433
1041,-378.6850418292895
1042,-502.53021506759774
1043,
1044,-1012.750499333396
1045,-721.7361013863099
1046,-1088.7641278026072
1047,
1048,-1282.5600848100562
1049,
1050,-1691.5903985795076
1051,-1060.4235448224017
1052,-482.00024105460807
1053,-1684.064093633263
1054,-1547.8421246193939
1055,-484.4733725901066
1056,-1140.3085937499527
1057,-1983.9762474192503
1058,-1243.725136639911
1059,
1060,
1061,-398.2817817354031
1062,-881.0669201389999
1063,-2688.5760106115467
1064,-1562.508342401168
1065,-449.6651222201699
1066,-1301.739142958643
1067,-569.28937391167
1068,-399.10942211885515
1069,-1069.3028326717651
1070,-510.3155099928233
1071,-1548.3691576236617
1072,
1073,
1074,-1358.3679438738818
1075,-964.8409736848334
1076,-961.1081231514418
1077,-1075.3326523487506
1078,-1739.1946975442088
1079,-2474.534867549084
1080,145.7418134175379
1081,
1082,-1024.4902397520902
1083,-3028.5191110007518
1084,-1541.7138150765268
1085,-1299.922875197488
1086,-1855.3736283271446
1087,
1088,-529.0550762812667
1089,-591.6184707739378
1090,
1091,-784.0889202578394
1092,-427.29134518053024
1093,
1094,-935.7881370341452
1095,-1745.6468731111909
1096,-134.60554734873972
1097,-616.9897492738039
1098,-410.7990687540499
1099,292.031390672006
1100,-467.67614711772876
1101,-293.9974739350089
1102,-390.2016739904295
1103,-382.0098672116418
1104,-835.9704945668163
1105,
1106,-687.0682184538186
1107,
1108,-1173.1055026883632
1109,-554.1856633486249
1110,-288.4541274057458
1111,
1112,-1118.7383018097971
1113,
1114,-481.72807562046023
1115,
1116,
1117,-409.2259055452122
1118,81.97825149534344
1119,
1120,-786.57821382424
1121,
1122,-21.683559162029155
1123,
1124,-889.4892618552974
1125,-485.3044896405404
1126,-407.7595802812026
1127,-401.0204779679219
1128,-516.9086020645964
1129,-877.3481212651745
1130,-387.8737651126139
1131,-1564.6697436683685
1132,
1133,-2163.543278840848
1134,-296.53255649001244
1135,-872.6888848814569
1136,-34.433022402584626
1137,-1152.9862515228665
1138,577.3563955353079
1139,-891.4771388677043
1140,
1141,-747.3790207459381
1142,-372.96292481692717
1143,-360.8640584536329
1144,
1145,-566.4939763207567
1146,
1147,-78.98848673504028
1148,-453.0985191532899
1149,127.58063289542406
1150,-276.782181987222
1151,
1152,-492.9086020645964
1153,-383.9374564826678
1154,
1155,-78.82067831248605
1156,
1157,-56.396672069015324
1158,3.6559158153717135
1159,-1564.5488698882987
1160,-742.017556739584
1161,-268.46592690777425
1162,-1223.9990306977238
1163,-143.30502141019133
1164,
1165,-1685.519382159839
1166,-107.28753434675446
1167,-489.89159428796484
1168,
1169,-340.9111396977969
1170,-377.99686353037237
1171,
1172,
1173,-699.2477613437363
1174,
1175,-1811.7387898531297
1176,-352.28546519943586
1177,-237.94793449807457
1178,
1179,-267.71555176407594
1180,
1181,-278.68419996076716
1182,
1183,-1536.899055295586
1184,-374.5233249268681
1185,-1652.5681188435492
1186,-521.7156410390949
1187,-552.6944826523263
1188,-552.6848748481432
1189,-1466.250782146632
1190,-309.3429287565692
1191,
1192,-513.4052438433213
1193,
1194,-1753.9879503428228
1195,-372.8974688950177
1196,-700.0945131577955
1197,-251.77028397729725
1198,-471.11410558769126
1199,-580.4076885122756
1200,
1201,-371.10152932765527
1202,
1203,
1204,
1205,-170.46408843502218
1206,-537.9190262347336
1207,-521.5370429996817
1208,-460.24949616014146
1209,-164.92689083824212
1210,-120.69997154286375
1211,-1204.8100200473787
1212,
1213,
1214,-1504.1054718477499
1215,-297.8602515589421
1216,-1522.2750260977064
1217,-750.7175409739712
1218,-1090.8558964446838
1219,
1220,-4.305266508850764
1221,-805.796678872639
1222,
1223,
1224,
1225,-13.81213150967534
1226,
1227,67.30168053995641
1228,
1229,-655.2880409885486
1230,-1386.9349237750662
1231,-333.3438220387129
1232,-932.1133446700869
1233,-222.39525799013836
1234,-42.82925166506084
1235,-548.5561651105568
1236,-283.67440690321564
1237,-850.9818789579294
1238,
1239,-410.0107675103816
1240,-545.8991724057553
1241,-1516.2082268534564
1242,-13.088988118648643
1243,-1718.4479067273546
1244,
1245,-1014.9764986634568
1246,-1197.4207049218098
1247,-2183.1380679073195
1248,-1191.0637120463962
1249,-1103.8262630260012
1250,-955.7652623121055
1251,-1242.6771617080776
1252,-214.65180203817374
1253,-479.68581399559844
1254,
1255,-339.3219030038258
1256,-314.7036614121498
1257,
1258,-145.97733340168327
1259,
1260,-1317.2677851139165
1261,-1590.111446790414
1262,-2126.433898285818
1263,-964.7605006941444
1264,-321.65809086748857
1265,-62.19471374076289
1266,-1736.12685581002
1267,-209.29972854975654
1268,-252.19638982681022
1269,-666.3193584593996
1270,-426.6324734863873
1271,-148.14224187197044
1272,-240.27072624256982
1273,
1274,-1806.715578052635
1275,
1276,
1277,-167.28421352276484
1278,-745.7558551144143
1279,
1280,-162.95412410605326
1281,-492.72488892299657
1282,
1283,-703.4854131010115
1284,-197.16869416513248
1285,
1286,-1750.3365417364962
1287,-1608.1248025153286
1288,-2509.562060016161
1289,-727.2942313901535
1290,-222.43663017058452
1291,-1442.8075293685033
1292,
1293,
1294,-659.0483243562278
1295,-44.486420260631974
1296,-172.77114895271143
1297,-245.54417405640822
1298,
1299,
1300,-783.8944571368818
1301,
1302,-601.7909250540567
1303,-628.3168000398198
1304,-869.7033374459479
1305,
1306,
1307,-801.9100400663767
1308,-805.7824290195965
1309,-998.562267113522
1310,-347.4604687981687
1311,-777.6838978080773
1312,
1313,
1314,
1315,-1024.9620588810149
1316,-420.8301390966303
1317,-239.67368633817262
1318,-1055.858199964463
1319,-1052.8202329530582
1320,-708.110384773752
1321,-903.7971888072002
1322,-906.1670858108942
1323,-1819.56308938983
1324,-1026.3206627334362
1325,-748.3951610301699
1326,-654.7140076526168
1327,-508.9047333838448
1328,-790.698856399661
1329,
1330,-529.6135934387228
1331,-5081.231770682534
1332,-3644.1527873933937
1333,-2555.643979234579
1334,-415.1999245711763
1335,
1336,-976.3510611890588
1337,-550.986445967684
1338,-319.14051182565265
1339,-937.68135799175
1340,-1007.580923966797
1341,-274.8195149203674
1342,25.2359943977591
1343,-1894.3146256782807
1344,-895.4091199945472
1345,-305.12600963527905
1346,-623.3883368595737
1347,-1697.5893848282608
1348,-1658.4496923510305
1349,
1350,-210.8765007567181
1351,-455.7455057097618
1352,-463.50236641011713
1353,-688.8909936832013
1354,
1355,-18.227334610614378
1356,-746.3314059955865
1357,-1267.4411283707873
1358,-755.0692091792255
1359,-1656.0988956959063
1360,-681.6496619434238
1361,-1879.8978606273108
1362,-116.51081575860991
1363,
1364,-2155.9905685811227
1365,-275.78067718234263
1366,-240.77799520211966
1367,-478.2917212441671
1368,-456.5501577621951
1369,-1208.2812890959344
1370,-797.5750512468885
1371,-28.92045454545456
1372,-932.8906581786234
1373,-1395.1416362935433
1374,-1358.3213113542301
1375,-620.2766387480046
1376,-2416.6803268572457
1377,-796.9946112464795
1378,-953.5631374718132
1379,-976.6902080280454
1380,-279.7767835178531
1381,
1382,-812.1778077960421
1383,
1384,-955.4397138107731
1385,
1386,-403.08040561497114
1387,-1927.0777054561254
1388,
1389,-1391.0477587798819
1390,-433.17235923059366
1391,-1181.6236998464274
1392,-431.2422161172161
1393,-534.6745958974732
1394,-1613.4061939606454
1395,-394.23075550871033
1396,-520.9068036850908
1397,-1889.0554551269283
1398,-195.5650171095906
1399,-1119.5414518727248
1400,-445.64012076832375
1401,
1402,-822.6935715988525
1403,-377.2521499192653
1404,-809.24463304858
1405,-614.4774153805474
1406,-378.49442288145974
1407,
1408,-831.4348350576524
1409,
1410,-357.9456098152124
1411,-446.36697687352967
1412,-708.6800846763451
1413,-350.93662124011325
1414,-1281.6043112983366
1415,-690.6806882257638
1416,-1683.7491834219063
1417,-849.9790778490255
1418,97.172243785207
1419,-345.8351324229885
1420,33.021646576328294
1421,-1898.6108195126508
1422,-940.499880830205
1423,-1957.6776614727128
1424,
1425,-1166.6331906756154
1426,-861.2025985215532
1427,-158.24309022331954
1428,-268.7912289042722
1429,
1430,-659.4844588744588
1431,-519.0207812409462
1432,-302.1007236319215
1433,
1434,-405.1606974768853
1435,-309.20492006717666
1436,-538.235998064809
1437,-963.3319022650501
1438,-533.2028742864663
1439,-536.3716279094743
1440,-1840.5492054245583
1441,-1444.4234936536996
1442,-471.4275532672531
1443,-381.4193631394519
1444,-1075.9044807688097
1445,
1446,-1642.287821919797
1447,
1448,
1449,-617.1854287345932
1450,-1453.5477587798819
1451,-185.618212836189
1452,
1453,-476.5040004008092
1454,-2270.0000881356736
1455,-1352.0515475555953
1456,-517.3970926712525
1457,-1286.7044460346524
1458,-488.8871506940428
1459,
1460,-1017.3369770989177
1461,-1229.2479625827991
1462,-187.57901901595278
1463,-213.13268176783168
1464,
1465,
1466,-767.4726278805281
1467,123.71219063439841
1468,-242.56830671229295
1469,
1470,-1538.6633449725323
1471,-1833.5058385684297
1472,-795.917332269908
1473,-235.8401762876308
