movement_id,x
1155,198
1156,199
1157,199
1158,199
1159,199
1160,199
1161,199
1162,200
1163,200
1164,200
1165,200
1166,200
1167,200
1168,200
1169,0
1170,0
1171,201
1172,201
1173,201
1174,202
1175,202
1176,202
1177,202
1178,202
1179,202
1180,202
1181,0
1182,203
1183,203
1184,203
1185,203
1186,204
1187,204
1188,205
1189,205
1190,206
1191,206
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,207
1203,207
1204,207
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,208
1227,208
1228,209
1229,209
1230,0
1231,0
1232,0
1233,0
1234,0
1235,210
1236,210
1237,0
1238,0
1239,0
1240,211
1241,211
1242,211
1243,211
1244,211
1245,211
1246,211
1247,0
1248,212
1249,212
1250,212
1251,212
1252,213
1253,213
1254,213
1255,213
1256,213
1257,213
1258,213
1259,0
1260,0
1261,0
1262,0
1263,214
1264,214
1265,214
1266,214
1267,215
1268,215
1269,215
1270,216
1271,216
1272,0
1273,0
1274,217
1275,217
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,218
1283,218
1284,218
1285,0
1286,0
1287,0
1288,0
1289,0
1290,219
1291,219
1292,220
1293,220
1294,220
1295,220
1296,220
1297,221
1298,221
1299,221
1300,0
1301,0
1302,222
1303,222
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,223
1311,223
1312,223
1313,223
1314,223
1315,223
1316,0
1317,0
1318,224
1319,224
1320,224
1321,0
1322,0
1323,0
1324,0
1325,0
1326,225
1327,225
1328,225
1329,225
1330,226
1331,226
1332,226
1333,0
1334,0
1335,227
1336,227
1337,227
1338,228
1339,228
1340,229
1341,229
1342,229
1343,229
1344,229
1345,0
1346,0
1347,230
1348,230
1349,230
1350,230
1351,230
1352,230
1353,230
1354,230
1355,0
1356,231
1357,231
1358,231
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,232
1376,232
1377,232
1378,0
1379,0
1380,0
1381,0
1382,233
1383,233
1384,233
1385,233
1386,233
1387,234
1388,234
1389,234
1390,234
1391,234
1392,0
1393,0
1394,0
1395,0
1396,0
1397,235
1398,235
1399,235
1400,235
1401,236
1402,236
1403,0
1404,237
1405,237
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,238
1417,238
1418,238
1419,0
1420,239
1421,239
1422,239
1423,239
1424,239
1425,239
1426,239
1427,0
1428,240
1429,240
1430,241
1431,241
1432,241
1433,241
1434,241
1435,241
1436,241
1437,241
1438,241
1439,241
1440,241
1441,241
1442,242
1443,242
1444,242
1445,242
1446,243
1447,243
1448,243
1449,243
1450,0
1451,244
1452,244
1453,244
1454,244
1455,244
1456,244
1457,244
1458,244
1459,245
1460,245
1461,246
1462,246
1463,0
1464,247
1465,247
1466,248
1467,248
1468,248
1469,0
1470,249
1471,249
1472,249
1473,0
1474,0
1475,0
1476,0
1477,250
1478,250
1479,250
1480,0
1481,251
1482,251
1483,251
1484,251
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,252
1492,252
1493,252
1494,252
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,253
1531,253
1532,253
1533,0
1534,0
1535,0
1536,0
1537,254
1538,254
1539,254
1540,254
1541,254
1542,255
1543,255
1544,255
1545,255
1546,255
1547,255
1548,255
1549,255
1550,0
1551,256
1552,256
1553,256
1554,257
1555,257
1556,257
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,258
1564,258
1565,258
1566,259
1567,259
1568,0
1569,0
1570,0
1571,260
1572,260
1573,260
1574,261
1575,261
1576,261
1577,262
1578,262
1579,262
1580,262
1581,262
1582,262
1583,262
1584,262
1585,263
1586,263
1587,263
1588,264
1589,264
1590,264
1591,264
1592,264
1593,264
1594,264
1595,264
1596,265
1597,265
1598,266
1599,266
1600,266
1601,267
1602,267
1603,268
1604,268
1605,269
1606,269
1607,269
1608,269
1609,269
1610,269
1611,270
1612,270
1613,270
1614,270
1615,271
1616,271
1617,271
1618,271
1619,271
1620,272
1621,272
1622,272
1623,0
1624,273
1625,273
1626,273
1627,273
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,274
1643,274
1644,274
1645,274
1646,274
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,275
1656,275
1657,275
1658,276
1659,276
1660,276
1661,276
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,277
1669,277
1670,277
1671,278
1672,278
1673,0
1674,0
1675,0
1676,0
1677,279
1678,279
1679,0
1680,0
1681,0
1682,280
1683,280
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,281
1693,281
1694,282
1695,282
1696,282
1697,283
1698,283
1699,0
1700,284
1701,284
1702,284
1703,284
1704,284
1705,284
1706,284
1707,285
1708,285
1709,285
1710,0
1711,0
1712,0
1713,286
1714,286
1715,286
1716,286
1717,286
1718,286
1719,286
1720,286
1721,286
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,287
1741,287
1742,287
1743,0
1744,0
1745,0
1746,0
1747,0
1748,288
1749,288
1750,0
1751,0
1752,0
1753,289
1754,289
1755,289
1756,289
1757,290
1758,290
1759,290
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,291
1772,291
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,292
1781,292
1782,292
1783,292
1784,292
1785,292
1786,0
1787,0
1788,0
1789,0
1790,0
1791,293
1792,293
1793,293
1794,294
1795,294
1796,295
1797,295
1798,295
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,296
1809,296
1810,0
1811,0
1812,297
1813,297
1814,297
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,298
1826,298
1827,298
1828,298
1829,299
1830,299
1831,299
1832,300
1833,300
1834,301
1835,301
1836,302
1837,302
1838,302
1839,303
1840,303
1841,303
1842,0
1843,0
1844,0
1845,0
1846,304
1847,304
1848,304
1849,304
1850,304
1851,0
1852,0
1853,305
1854,305
1855,305
1856,305
1857,305
1858,305
1859,306
1860,306
1861,306
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,307
1869,307
1870,307
1871,307
1872,307
1873,307
1874,307
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,308
1914,308
1915,309
1916,309
1917,309
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,310
1967,310
1968,0
1969,0
1970,311
1971,311
1972,312
1973,312
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,313
2012,313
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,314
2026,314
2027,314
2028,314
2029,314
2030,0
2031,315
2032,315
2033,316
2034,316
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,317
2047,317
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,318
2058,318
2059,319
2060,319
2061,320
2062,320
2063,320
2064,0
2065,0
2066,0
2067,321
2068,321
2069,321
2070,0
2071,322
2072,322
2073,322
2074,322
2075,322
2076,322
2077,0
2078,0
2079,0
2080,323
2081,323
2082,323
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,324
2120,324
2121,0
2122,325
2123,325
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,326
2170,326
2171,326
2172,326
2173,326
2174,326
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,327
2182,327
2183,327
2184,328
2185,328
2186,0
2187,0
2188,0
2189,0
2190,329
2191,329
2192,329
2193,329
2194,329
2195,0
2196,330
2197,330
2198,330
2199,0
2200,331
2201,331
2202,331
2203,332
2204,332
2205,333
2206,333
2207,333
2208,333
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,334
2219,334
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,335
2253,335
2254,335
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,336
2264,336
2265,336
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,337
2293,337
2294,338
2295,338
2296,338
2297,0
2298,339
2299,339
2300,339
2301,0
2302,0
2303,340
2304,340
2305,340
2306,341
2307,341
2308,341
2309,341
2310,341
2311,341
2312,342
2313,342
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,343
2321,343
2322,343
2323,343
2324,344
2325,344
2326,344
2327,344
2328,0
2329,345
2330,345
2331,345
2332,0
2333,346
2334,346
2335,0
2336,347
2337,347
2338,347
2339,348
2340,348
2341,348
2342,348
2343,348
2344,0
2345,349
2346,349
2347,349
2348,350
2349,350
2350,350
2351,350
2352,350
2353,0
2354,351
2355,351
2356,351
2357,351
2358,352
2359,352
2360,352
2361,353
2362,353
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,354
2380,354
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,355
2394,355
2395,0
2396,356
2397,356
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,357
2413,357
2414,357
2415,357
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,358
2428,358
2429,358
2430,358
2431,358
2432,359
2433,359
2434,359
2435,359
2436,0
2437,360
2438,360
2439,360
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,0
2447,361
2448,361
2449,361
2450,0
2451,0
2452,0
2453,362
2454,362
2455,363
2456,363
2457,363
2458,363
2459,364
2460,364
2461,365
2462,365
2463,365
2464,366
2465,366
2466,366
2467,367
2468,367
2469,367
2470,367
2471,367
2472,367
2473,367
2474,367
2475,367
2476,367
2477,368
2478,368
2479,368
2480,0
2481,0
2482,0
2483,0
2484,369
2485,369
2486,369
2487,369
2488,369
2489,369
2490,369
2491,0
2492,0
2493,370
2494,370
2495,370
2496,371
2497,371
2498,371
2499,0
2500,0
2501,0
2502,0
2503,372
2504,372
2505,372
2506,0
2507,0
2508,0
2509,0
2510,0
2511,0
2512,373
2513,373
2514,373
2515,0
2516,374
2517,374
2518,0
2519,0
2520,0
2521,0
2522,375
2523,375
2524,375
2525,375
2526,375
2527,375
2528,0
2529,0
2530,376
2531,376
2532,376
2533,376
2534,0
2535,0
2536,0
2537,377
2538,377
2539,377
2540,377
2541,378
2542,378
2543,379
2544,379
2545,379
2546,0
2547,0
2548,0
2549,380
2550,380
2551,380
2552,0
2553,0
2554,0
2555,381
2556,381
2557,381
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,382
2594,382
2595,382
2596,382
2597,382
2598,382
2599,383
2600,383
2601,384
2602,384
2603,384
2604,384
2605,0
2606,0
2607,0
2608,0
2609,385
2610,385
2611,385
2612,385
2613,385
2614,385
2615,0
2616,386
2617,386
2618,386
2619,0
2620,387
2621,387
2622,387
2623,387
2624,387
2625,388
2626,388
2627,388
2628,0
2629,389
2630,389
2631,389
2632,0
2633,390
2634,390
2635,390
2636,390
2637,0
2638,391
2639,391
2640,391
2641,0
2642,0
2643,0
2644,392
2645,392
2646,392
2647,392
2648,392
2649,393
2650,393
2651,393
2652,393
2653,393
2654,0
2655,0
2656,0
2657,394
2658,394
2659,394
2660,394
2661,394
2662,394
2663,395
2664,395
2665,395
2666,0
2667,396
2668,396
2669,396
2670,396
2671,0
2672,0
2673,397
2674,397
2675,397
2676,0
2677,0
2678,0
2679,398
2680,398
2681,398
2682,398
2683,398
2684,0
2685,0
2686,399
2687,399
2688,399
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,400
2755,400
2756,400
2757,0
2758,401
2759,401
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,402
2768,402
2769,402
2770,0
2771,403
2772,403
2773,0
2774,404
2775,404
2776,404
2777,0
2778,0
2779,405
2780,405
2781,405
2782,405
2783,0
2784,406
2785,406
2786,406
2787,0
2788,0
2789,0
2790,407
2791,407
2792,407
2793,407
2794,407
2795,407
2796,0
2797,408
2798,408
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,409
2892,409
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,410
2933,410
2934,410
2935,410
2936,410
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,411
2945,411
2946,412
2947,412
2948,412
2949,412
2950,412
2951,0
2952,0
2953,0
2954,0
2955,0
2956,413
2957,413
2958,0
2959,0
2960,0
2961,414
2962,414
2963,0
2964,415
2965,415
2966,415
2967,415
2968,416
2969,416
2970,416
2971,416
2972,416
2973,416
2974,417
2975,417
2976,417
2977,417
2978,417
2979,417
2980,418
2981,418
2982,418
2983,418
2984,418
2985,418
2986,418
2987,418
2988,418
2989,418
2990,418
2991,418
2992,419
2993,419
2994,419
2995,419
