movement_id,x
2996,419
2997,419
2998,419
2999,419
3000,419
3001,419
3002,0
3003,0
3004,0
3005,0
3006,0
3007,0
3008,0
3009,0
3010,0
3011,0
3012,0
3013,0
3014,0
3015,0
3016,0
3017,0
3018,0
3019,0
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,420
3030,420
3031,420
3032,420
3033,420
3034,0
3035,0
3036,0
3037,0
3038,0
3039,421
3040,421
3041,422
3042,422
3043,423
3044,423
3045,424
3046,424
3047,424
3048,424
3049,425
3050,425
3051,426
3052,426
3053,426
3054,0
3055,0
3056,0
3057,0
3058,0
3059,0
3060,0
3061,427
3062,427
3063,427
3064,427
3065,427
3066,427
3067,427
3068,428
3069,428
3070,428
3071,0
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0
3078,0
3079,0
3080,0
3081,0
3082,0
3083,0
3084,0
3085,0
3086,0
3087,0
3088,0
3089,0
3090,0
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,0
3105,0
3106,0
3107,0
3108,0
3109,0
3110,0
3111,0
3112,0
3113,429
3114,429
3115,429
3116,429
3117,429
3118,430
3119,430
3120,430
3121,430
3122,0
3123,0
3124,0
3125,0
3126,0
3127,0
3128,0
3129,0
3130,0
3131,0
3132,431
3133,431
3134,431
3135,432
3136,432
3137,432
3138,432
3139,432
3140,432
3141,432
3142,433
3143,433
3144,0
3145,434
3146,434
3147,435
3148,435
3149,435
3150,436
3151,436
3152,436
3153,436
3154,436
3155,437
3156,437
3157,437
3158,0
3159,0
3160,438
3161,438
3162,438
3163,438
3164,438
3165,438
3166,438
3167,439
3168,439
3169,439
3170,439
3171,439
3172,440
3173,440
3174,441
3175,441
3176,442
3177,442
3178,442
3179,442
3180,442
3181,442
3182,0
3183,0
3184,0
3185,443
3186,443
3187,444
3188,444
3189,444
3190,0
3191,0
3192,0
3193,0
3194,0
3195,445
3196,445
3197,445
3198,445
3199,0
3200,446
3201,446
3202,446
3203,447
3204,447
3205,447
3206,447
3207,447
3208,447
3209,447
3210,0
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0
3222,0
3223,0
3224,448
3225,448
3226,448
3227,448
3228,449
3229,449
3230,449
3231,0
3232,0
3233,450
3234,450
3235,450
3236,450
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,451
3245,451
3246,451
3247,452
3248,452
3249,452
3250,452
3251,453
3252,453
3253,453
3254,454
3255,454
3256,454
3257,455
3258,455
3259,455
3260,455
3261,455
3262,456
3263,456
3264,456
3265,457
3266,457
3267,457
3268,457
3269,0
3270,458
3271,458
3272,458
3273,459
3274,459
3275,459
3276,459
3277,0
3278,460
3279,460
3280,0
3281,461
3282,461
3283,461
3284,461
3285,461
3286,461
3287,461
3288,461
3289,462
3290,462
3291,462
3292,463
3293,463
3294,463
3295,0
3296,464
3297,464
3298,464
3299,464
3300,464
3301,464
3302,464
3303,464
3304,464
3305,0
3306,465
3307,465
3308,465
3309,465
3310,465
3311,465
3312,465
3313,466
3314,466
3315,0
3316,467
3317,467
3318,467
3319,468
3320,468
3321,468
3322,0
3323,0
3324,469
3325,469
3326,470
3327,470
3328,471
3329,471
3330,0
3331,472
3332,472
3333,473
3334,473
3335,473
3336,474
3337,474
3338,474
3339,474
3340,474
3341,475
3342,475
3343,475
3344,475
3345,0
3346,0
3347,476
3348,476
3349,476
3350,476
3351,477
3352,477
3353,478
3354,478
3355,478
3356,478
3357,478
3358,478
3359,478
3360,478
3361,478
3362,478
3363,478
3364,478
3365,479
3366,479
3367,479
3368,480
3369,480
3370,480
3371,481
3372,481
3373,481
3374,481
3375,482
3376,482
3377,483
3378,483
3379,483
3380,483
3381,0
3382,0
3383,484
3384,484
3385,484
3386,485
3387,485
3388,485
3389,486
3390,486
3391,486
3392,487
3393,487
3394,487
3395,0
3396,0
3397,0
3398,0
3399,0
3400,0
3401,0
3402,0
3403,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,0
3418,0
3419,0
3420,0
3421,0
3422,0
3423,488
3424,488
3425,488
3426,488
3427,488
3428,488
3429,488
3430,489
3431,489
3432,489
3433,0
3434,0
3435,0
3436,0
3437,490
3438,490
3439,490
3440,491
3441,491
3442,491
3443,491
3444,0
3445,0
3446,0
3447,0
3448,0
3449,0
3450,492
3451,492
3452,492
3453,492
3454,492
3455,493
3456,493
3457,493
3458,494
3459,494
3460,494
3461,0
3462,495
3463,495
3464,496
3465,496
3466,496
3467,0
3468,497
3469,497
3470,497
3471,498
3472,498
3473,498
3474,499
3475,499
3476,500
3477,500
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0
3486,0
3487,0
3488,0
3489,0
3490,0
3491,0
3492,0
3493,0
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,0
3517,0
3518,0
3519,0
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0
3566,0
3567,0
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,0
3587,0
3588,0
3589,0
3590,0
3591,0
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,0
3599,501
3600,501
3601,501
3602,0
3603,0
3604,0
3605,0
3606,0
3607,0
3608,0
3609,0
3610,0
3611,0
3612,0
3613,0
3614,0
3615,502
3616,502
3617,502
3618,503
3619,503
3620,504
3621,504
3622,504
3623,505
3624,505
3625,506
3626,506
3627,506
3628,506
3629,506
3630,0
3631,0
3632,507
3633,507
3634,508
3635,508
3636,0
3637,509
3638,509
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0
3656,0
3657,0
3658,0
3659,0
3660,0
3661,0
3662,0
3663,0
3664,0
3665,0
3666,0
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,0
3683,0
3684,0
3685,0
3686,0
3687,0
3688,0
3689,0
3690,0
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0
3700,0
3701,0
3702,0
3703,0
3704,0
3705,0
3706,0
3707,0
3708,0
3709,0
3710,0
3711,0
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0
3728,0
3729,0
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,0
3738,0
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,510
3758,510
3759,511
3760,511
3761,511
3762,512
3763,512
3764,512
3765,512
3766,512
3767,512
3768,512
3769,512
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0
3776,0
3777,0
3778,0
3779,0
3780,0
3781,0
3782,0
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
