EdgeID,Length(m)(poly),Hour_of_Day,time_poly(s)
857,130.576,0.0,
857,130.576,1.0,46.0
857,130.576,2.0,
857,130.576,8.0,28.0
857,130.576,10.0,
857,130.576,14.0,
857,130.576,16.0,43.0
857,130.576,18.0,17.0
857,130.576,19.0,415.0
858,21.433,1.0,
858,21.433,2.0,
858,21.433,8.0,
858,21.433,10.0,43.0
858,21.433,14.0,
858,21.433,16.0,19.0
858,21.433,18.0,
858,21.433,19.0,
859,182.674,1.0,49.0
859,182.674,2.0,15.0
859,182.674,8.0,75.0
859,182.674,10.0,
859,182.674,14.0,72.0
859,182.674,16.0,
859,182.674,18.0,22.0
859,182.674,19.0,36.0
859,182.674,23.0,65.0
860,96.106,2.0,34.0
860,96.106,7.0,
860,96.106,10.0,
860,96.106,12.0,15.0
860,96.106,14.0,
860,96.106,16.0,142.0
860,96.106,18.0,
860,96.106,19.0,
860,96.106,23.0,
861,50.291,1.0,
861,50.291,7.0,
861,50.291,10.0,78.0
861,50.291,14.0,
861,50.291,16.0,79.0
861,50.291,18.0,
861,50.291,19.0,37.0
861,50.291,23.0,
862,117.486,1.0,
862,117.486,7.0,
862,117.486,14.0,
862,117.486,16.0,
862,117.486,18.0,29.0
862,117.486,19.0,
862,117.486,23.0,57.0
863,31.129,1.0,32.0
863,31.129,7.0,
863,31.129,14.0,
863,31.129,16.0,
863,31.129,18.0,
863,31.129,23.0,
864,56.664,1.0,
864,56.664,7.0,
864,56.664,14.0,26.0
864,56.664,16.0,
864,56.664,18.0,
865,103.826,1.0,
865,103.826,14.0,
865,103.826,17.0,
865,103.826,18.0,
868,285.639,0.0,
868,285.639,7.0,58.0
869,158.311,12.0,
869,158.311,17.0,
870,43.751,12.0,
870,43.751,17.0,40.0
872,529.102,7.0,152.0
872,529.102,16.0,89.0
872,529.102,17.0,95.0
873,80.879,7.0,
873,80.879,12.0,
873,80.879,16.0,54.0
873,80.879,17.0,
874,92.893,7.0,
874,92.893,12.0,
874,92.893,17.0,
875,150.537,12.0,36.0
875,150.537,17.0,28.0
876,12.194,1.0,
876,12.194,14.0,
876,12.194,17.0,
876,12.194,18.0,
876,12.194,23.0,
877,55.774,1.0,
877,55.774,14.0,
877,55.774,17.0,
877,55.774,18.0,
878,27.04,1.0,
878,27.04,14.0,
878,27.04,17.0,
878,27.04,18.0,
879,39.705,1.0,
879,39.705,14.0,
879,39.705,17.0,
879,39.705,18.0,
880,103.791,1.0,
880,103.791,14.0,32.0
880,103.791,17.0,
880,103.791,18.0,
881,11.959,1.0,
881,11.959,14.0,
881,11.959,17.0,
881,11.959,18.0,
882,37.621,7.0,
882,37.621,9.0,
882,37.621,11.0,
883,28.384,0.0,
883,28.384,1.0,
883,28.384,2.0,
883,28.384,3.0,
883,28.384,4.0,
883,28.384,5.0,
883,28.384,6.0,
883,28.384,7.0,
883,28.384,8.0,
883,28.384,9.0,
883,28.384,10.0,
883,28.384,11.0,
883,28.384,12.0,
883,28.384,13.0,113.0
883,28.384,14.0,
883,28.384,15.0,
883,28.384,16.0,
883,28.384,17.0,
883,28.384,18.0,
883,28.384,19.0,
883,28.384,20.0,
883,28.384,21.0,
883,28.384,22.0,
883,28.384,23.0,
884,125.754,0.0,218.0
884,125.754,1.0,9.0
884,125.754,2.0,19.5
884,125.754,3.0,16.5
884,125.754,4.0,11.0
884,125.754,5.0,10.0
884,125.754,6.0,15.444444444444445
884,125.754,7.0,40.0
884,125.754,8.0,
884,125.754,9.0,18.0
884,125.754,10.0,17.333333333333332
884,125.754,11.0,16.333333333333332
884,125.754,12.0,11.0
884,125.754,13.0,22.666666666666668
884,125.754,14.0,28.0
884,125.754,15.0,16.25
884,125.754,16.0,10.5
884,125.754,17.0,12.666666666666666
884,125.754,18.0,11.555555555555555
884,125.754,19.0,11.75
884,125.754,20.0,23.2
884,125.754,21.0,17.166666666666668
884,125.754,22.0,16.5
884,125.754,23.0,12.5
885,164.231,0.0,21.333333333333332
885,164.231,1.0,23.6
885,164.231,2.0,12.0
885,164.231,3.0,9.0
885,164.231,4.0,24.0
885,164.231,5.0,66.0
885,164.231,6.0,17.0
885,164.231,7.0,23.666666666666668
885,164.231,8.0,14.5
885,164.231,9.0,27.5
885,164.231,10.0,20.5
885,164.231,11.0,22.0
885,164.231,12.0,26.285714285714285
885,164.231,13.0,20.857142857142858
885,164.231,14.0,22.4
885,164.231,15.0,23.125
885,164.231,16.0,11.0
885,164.231,17.0,19.833333333333332
885,164.231,18.0,20.65
885,164.231,19.0,22.46153846153846
885,164.231,20.0,15.142857142857142
885,164.231,21.0,23.125
885,164.231,22.0,32.57142857142857
885,164.231,23.0,18.333333333333332
886,11.203,0.0,
886,11.203,1.0,
886,11.203,2.0,
886,11.203,3.0,
886,11.203,4.0,
886,11.203,5.0,
886,11.203,6.0,10.0
886,11.203,7.0,
886,11.203,8.0,
886,11.203,9.0,
886,11.203,10.0,
886,11.203,11.0,9.0
886,11.203,12.0,11.0
886,11.203,13.0,
886,11.203,14.0,
886,11.203,15.0,
886,11.203,16.0,
886,11.203,17.0,32.0
886,11.203,18.0,10.333333333333334
886,11.203,19.0,78.0
886,11.203,20.0,12.0
886,11.203,21.0,
886,11.203,22.0,9.5
886,11.203,23.0,
887,119.311,0.0,16.333333333333332
887,119.311,1.0,13.333333333333334
887,119.311,2.0,
887,119.311,3.0,
887,119.311,4.0,11.5
887,119.311,5.0,20.0
887,119.311,6.0,10.5
887,119.311,7.0,21.5
887,119.311,8.0,13.0
887,119.311,9.0,14.0
887,119.311,10.0,17.0
887,119.311,11.0,20.2
887,119.311,12.0,13.75
887,119.311,13.0,16.0
887,119.311,14.0,17.0
887,119.311,15.0,13.0
887,119.311,16.0,17.5
887,119.311,17.0,15.0
887,119.311,18.0,13.166666666666666
887,119.311,19.0,11.857142857142858
887,119.311,20.0,15.4
887,119.311,21.0,15.363636363636363
887,119.311,22.0,14.25
887,119.311,23.0,37.4
888,227.409,0.0,12.75
888,227.409,1.0,14.666666666666666
888,227.409,2.0,14.666666666666666
888,227.409,3.0,17.0
888,227.409,4.0,12.0
888,227.409,5.0,13.0
888,227.409,6.0,15.181818181818182
888,227.409,7.0,12.0
888,227.409,8.0,10.5
888,227.409,9.0,11.666666666666666
888,227.409,10.0,14.75
888,227.409,11.0,17.166666666666668
888,227.409,12.0,15.222222222222221
888,227.409,13.0,18.0
888,227.409,14.0,15.0
888,227.409,15.0,16.9
888,227.409,16.0,16.75
888,227.409,17.0,15.615384615384615
888,227.409,18.0,15.555555555555555
888,227.409,19.0,14.285714285714286
888,227.409,20.0,20.153846153846153
888,227.409,21.0,13.416666666666666
888,227.409,22.0,18.444444444444443
888,227.409,23.0,15.333333333333334
889,153.766,0.0,11.0
889,153.766,1.0,16.75
889,153.766,2.0,9.0
889,153.766,3.0,
889,153.766,4.0,13.0
889,153.766,5.0,16.0
889,153.766,6.0,14.25
889,153.766,7.0,15.666666666666666
889,153.766,8.0,21.0
889,153.766,9.0,14.5
889,153.766,10.0,12.0
889,153.766,11.0,12.375
889,153.766,12.0,15.714285714285714
889,153.766,13.0,13.0
889,153.766,14.0,12.166666666666666
889,153.766,15.0,25.25
889,153.766,16.0,
889,153.766,17.0,13.875
889,153.766,18.0,14.0
889,153.766,19.0,13.25
889,153.766,20.0,16.25
889,153.766,21.0,15.0
889,153.766,22.0,19.0
889,153.766,23.0,14.0
890,16.419,0.0,
890,16.419,1.0,
890,16.419,2.0,
890,16.419,3.0,18.0
890,16.419,4.0,
890,16.419,5.0,
890,16.419,6.0,16.0
890,16.419,7.0,
890,16.419,8.0,
890,16.419,9.0,
890,16.419,10.0,
890,16.419,11.0,
890,16.419,12.0,
890,16.419,13.0,17.0
890,16.419,14.0,
890,16.419,15.0,22.0
890,16.419,16.0,
890,16.419,17.0,20.5
890,16.419,18.0,10.0
890,16.419,19.0,
890,16.419,20.0,12.0
890,16.419,21.0,
890,16.419,22.0,
890,16.419,23.0,
891,68.773,0.0,
891,68.773,1.0,
891,68.773,2.0,10.0
891,68.773,3.0,18.0
891,68.773,4.0,
891,68.773,5.0,
891,68.773,6.0,11.8
891,68.773,7.0,
891,68.773,8.0,
891,68.773,9.0,20.0
891,68.773,10.0,
891,68.773,11.0,
891,68.773,12.0,23.0
891,68.773,13.0,
891,68.773,14.0,
891,68.773,15.0,14.0
891,68.773,16.0,13.0
891,68.773,17.0,20.0
891,68.773,18.0,15.75
891,68.773,19.0,8.0
891,68.773,20.0,12.0
891,68.773,21.0,22.0
891,68.773,22.0,17.0
891,68.773,23.0,
892,43.444,0.0,
892,43.444,1.0,
892,43.444,2.0,
892,43.444,3.0,
892,43.444,4.0,
892,43.444,5.0,17.0
892,43.444,6.0,19.0
892,43.444,7.0,15.0
892,43.444,8.0,
892,43.444,9.0,
892,43.444,10.0,12.0
892,43.444,11.0,14.5
892,43.444,12.0,
892,43.444,13.0,
892,43.444,14.0,
892,43.444,15.0,18.0
892,43.444,16.0,17.0
892,43.444,17.0,17.5
892,43.444,18.0,13.0
892,43.444,19.0,10.5
892,43.444,20.0,17.8
892,43.444,21.0,13.25
892,43.444,22.0,18.0
892,43.444,23.0,
893,163.516,0.0,17.25
893,163.516,1.0,18.5
893,163.516,2.0,10.0
893,163.516,3.0,
893,163.516,4.0,31.0
893,163.516,5.0,
893,163.516,6.0,10.714285714285714
893,163.516,7.0,19.0
893,163.516,8.0,28.0
893,163.516,9.0,18.0
893,163.516,10.0,22.0
893,163.516,11.0,18.4
893,163.516,12.0,16.5
893,163.516,13.0,20.2
893,163.516,14.0,19.25
893,163.516,15.0,18.444444444444443
893,163.516,16.0,11.0
893,163.516,17.0,15.4
893,163.516,18.0,14.526315789473685
893,163.516,19.0,16.0
893,163.516,20.0,15.0
893,163.516,21.0,18.444444444444443
893,163.516,22.0,14.4
893,163.516,23.0,13.6
894,202.018,0.0,11.0
894,202.018,1.0,16.0
894,202.018,2.0,17.0
894,202.018,3.0,14.0
894,202.018,4.0,14.333333333333334
894,202.018,5.0,15.0
894,202.018,6.0,14.538461538461538
894,202.018,7.0,12.333333333333334
894,202.018,8.0,10.0
894,202.018,9.0,16.333333333333332
894,202.018,10.0,13.5
894,202.018,11.0,13.666666666666666
894,202.018,12.0,13.875
894,202.018,13.0,14.666666666666666
894,202.018,14.0,16.8
894,202.018,15.0,12.555555555555555
894,202.018,16.0,15.0
894,202.018,17.0,15.538461538461538
894,202.018,18.0,12.476190476190476
894,202.018,19.0,13.333333333333334
894,202.018,20.0,13.75
894,202.018,21.0,13.916666666666666
894,202.018,22.0,14.0
894,202.018,23.0,13.8
895,266.218,0.0,79.0
895,266.218,1.0,22.25
895,266.218,2.0,20.0
895,266.218,3.0,9.0
895,266.218,4.0,20.666666666666668
895,266.218,5.0,15.0
895,266.218,6.0,14.333333333333334
895,266.218,7.0,18.8
895,266.218,8.0,18.5
895,266.218,9.0,28.0
895,266.218,10.0,22.0
895,266.218,11.0,16.166666666666668
895,266.218,12.0,17.0
895,266.218,13.0,17.5
895,266.218,14.0,20.4
895,266.218,15.0,18.727272727272727
895,266.218,16.0,24.0
895,266.218,17.0,76.41666666666667
895,266.218,18.0,14.285714285714286
895,266.218,19.0,16.23076923076923
895,266.218,20.0,17.583333333333332
895,266.218,21.0,15.636363636363637
895,266.218,22.0,16.7
895,266.218,23.0,17.25
896,245.495,0.0,22.5
896,245.495,1.0,18.2
896,245.495,2.0,16.0
896,245.495,3.0,14.0
896,245.495,4.0,18.0
896,245.495,5.0,23.0
896,245.495,6.0,15.333333333333334
896,245.495,7.0,16.0
896,245.495,8.0,12.0
896,245.495,9.0,13.5
896,245.495,10.0,15.75
896,245.495,11.0,14.25
896,245.495,12.0,20.666666666666668
896,245.495,13.0,18.428571428571427
896,245.495,14.0,14.333333333333334
896,245.495,15.0,16.818181818181817
896,245.495,16.0,16.5
896,245.495,17.0,17.066666666666666
896,245.495,18.0,16.083333333333332
896,245.495,19.0,18.571428571428573
896,245.495,20.0,15.214285714285714
896,245.495,21.0,14.272727272727273
896,245.495,22.0,17.555555555555557
896,245.495,23.0,16.5
897,186.593,0.0,16.666666666666668
897,186.593,1.0,12.0
897,186.593,2.0,17.0
897,186.593,3.0,11.0
897,186.593,4.0,13.5
897,186.593,5.0,12.0
897,186.593,6.0,13.142857142857142
897,186.593,7.0,12.8
897,186.593,8.0,27.0
897,186.593,9.0,21.0
897,186.593,10.0,13.333333333333334
897,186.593,11.0,17.545454545454547
897,186.593,12.0,12.0
897,186.593,13.0,16.0
897,186.593,14.0,17.666666666666668
897,186.593,15.0,14.428571428571429
897,186.593,16.0,20.5
897,186.593,17.0,17.833333333333332
897,186.593,18.0,13.571428571428571
897,186.593,19.0,13.909090909090908
897,186.593,20.0,11.777777777777779
897,186.593,21.0,14.636363636363637
897,186.593,22.0,14.428571428571429
897,186.593,23.0,16.0
898,54.694,0.0,12.0
898,54.694,1.0,11.5
898,54.694,2.0,
898,54.694,3.0,
898,54.694,4.0,14.0
898,54.694,5.0,11.0
898,54.694,6.0,12.0
898,54.694,7.0,12.0
898,54.694,8.0,
898,54.694,9.0,
898,54.694,10.0,22.0
898,54.694,11.0,15.0
898,54.694,12.0,18.0
898,54.694,13.0,17.666666666666668
898,54.694,14.0,
898,54.694,15.0,42.25
898,54.694,16.0,
898,54.694,17.0,14.5
898,54.694,18.0,26.571428571428573
898,54.694,19.0,12.25
898,54.694,20.0,16.0
898,54.694,21.0,16.0
898,54.694,22.0,11.0
898,54.694,23.0,121.0
899,44.065,0.0,
899,44.065,1.0,
899,44.065,2.0,
899,44.065,6.0,
899,44.065,7.0,
899,44.065,8.0,
899,44.065,13.0,28.0
899,44.065,14.0,
899,44.065,16.0,
899,44.065,17.0,
899,44.065,18.0,
899,44.065,19.0,
899,44.065,20.0,22.0
899,44.065,21.0,
899,44.065,22.0,
899,44.065,23.0,
900,355.938,0.0,26.0
900,355.938,1.0,51.0
900,355.938,2.0,21.0
900,355.938,6.0,27.0
900,355.938,7.0,30.0
900,355.938,8.0,30.666666666666668
900,355.938,13.0,20.0
900,355.938,14.0,31.0
900,355.938,16.0,98.0
900,355.938,17.0,36.0
900,355.938,18.0,124.0
900,355.938,19.0,19.0
900,355.938,20.0,21.5
900,355.938,21.0,28.0
900,355.938,22.0,32.25
900,355.938,23.0,23.0
901,60.701,0.0,
901,60.701,1.0,17.0
901,60.701,2.0,14.0
901,60.701,6.0,37.0
901,60.701,7.0,
901,60.701,8.0,15.0
901,60.701,13.0,
901,60.701,14.0,17.0
901,60.701,16.0,15.0
901,60.701,17.0,
901,60.701,19.0,11.0
901,60.701,20.0,
901,60.701,21.0,11.0
901,60.701,22.0,14.5
901,60.701,23.0,
902,18.195,0.0,16.0
902,18.195,1.0,
902,18.195,2.0,
902,18.195,7.0,
902,18.195,8.0,
902,18.195,13.0,101.0
902,18.195,14.0,
902,18.195,16.0,12.0
902,18.195,17.0,
902,18.195,19.0,
902,18.195,20.0,
902,18.195,21.0,
902,18.195,22.0,
902,18.195,23.0,19.0
1374,158.704,0.0,21.25
1374,158.704,1.0,17.428571428571427
1374,158.704,2.0,20.0
1374,158.704,3.0,24.5
1374,158.704,4.0,18.666666666666668
1374,158.704,5.0,21.428571428571427
1374,158.704,6.0,20.77777777777778
1374,158.704,7.0,21.5
1374,158.704,8.0,22.9
1374,158.704,9.0,21.5
1374,158.704,10.0,25.0
1374,158.704,11.0,18.285714285714285
1374,158.704,12.0,21.4
1374,158.704,13.0,38.2
1374,158.704,14.0,22.2
1374,158.704,15.0,23.666666666666668
1374,158.704,16.0,33.8
1374,158.704,17.0,26.727272727272727
1374,158.704,18.0,18.41176470588235
1374,158.704,19.0,19.652173913043477
1374,158.704,20.0,20.61111111111111
1374,158.704,21.0,19.77777777777778
1374,158.704,22.0,19.22222222222222
1374,158.704,23.0,24.6
1375,148.101,0.0,26.0
1375,148.101,1.0,34.0
1375,148.101,2.0,21.0
1375,148.101,3.0,
1375,148.101,4.0,129.0
1375,148.101,5.0,
1375,148.101,6.0,
1375,148.101,7.0,18.0
1375,148.101,8.0,20.5
1375,148.101,9.0,22.5
1375,148.101,10.0,20.0
1375,148.101,11.0,
1375,148.101,12.0,16.5
1375,148.101,13.0,18.333333333333332
1375,148.101,14.0,34.5
1375,148.101,15.0,45.5
1375,148.101,16.0,18.5
1375,148.101,17.0,30.5
1375,148.101,18.0,16.0
1375,148.101,19.0,22.375
1375,148.101,20.0,27.0
1375,148.101,21.0,24.75
1375,148.101,22.0,26.0
1375,148.101,23.0,31.0
1376,89.923,0.0,18.0
1376,89.923,1.0,16.0
1376,89.923,2.0,19.2
1376,89.923,3.0,23.25
1376,89.923,4.0,17.0
1376,89.923,5.0,19.0
1376,89.923,6.0,18.142857142857142
1376,89.923,7.0,16.333333333333332
1376,89.923,8.0,21.333333333333332
1376,89.923,9.0,24.0
1376,89.923,10.0,22.75
1376,89.923,11.0,18.142857142857142
1376,89.923,12.0,22.333333333333332
1376,89.923,13.0,24.0
1376,89.923,14.0,22.5
1376,89.923,15.0,26.0
1376,89.923,16.0,25.0
1376,89.923,17.0,21.666666666666668
1376,89.923,18.0,18.333333333333332
1376,89.923,19.0,17.933333333333334
1376,89.923,20.0,20.2
1376,89.923,21.0,17.571428571428573
1376,89.923,22.0,17.125
1376,89.923,23.0,17.0
1377,76.577,0.0,
1377,76.577,1.0,
1377,76.577,2.0,14.0
1377,76.577,3.0,17.0
1377,76.577,4.0,
1377,76.577,5.0,18.0
1377,76.577,6.0,19.0
1377,76.577,7.0,
1377,76.577,8.0,23.5
1377,76.577,9.0,11.0
1377,76.577,10.0,
1377,76.577,11.0,
1377,76.577,12.0,16.0
1377,76.577,13.0,18.0
1377,76.577,14.0,17.0
1377,76.577,15.0,18.333333333333332
1377,76.577,16.0,19.0
1377,76.577,17.0,15.0
1377,76.577,18.0,15.0
1377,76.577,19.0,17.0
1377,76.577,20.0,18.166666666666668
1377,76.577,21.0,19.0
1377,76.577,22.0,
1377,76.577,23.0,
1378,71.495,0.0,16.0
1378,71.495,1.0,18.0
1378,71.495,2.0,24.0
1378,71.495,3.0,
1378,71.495,4.0,
1378,71.495,5.0,
1378,71.495,6.0,
1378,71.495,7.0,19.0
1378,71.495,8.0,25.0
1378,71.495,9.0,
1378,71.495,10.0,
1378,71.495,11.0,16.0
1378,71.495,12.0,
1378,71.495,13.0,13.5
1378,71.495,14.0,
1378,71.495,15.0,16.0
1378,71.495,16.0,17.666666666666668
1378,71.495,17.0,18.0
1378,71.495,18.0,
1378,71.495,19.0,21.5
1378,71.495,20.0,14.5
1378,71.495,21.0,18.5
1378,71.495,22.0,17.0
1378,71.495,23.0,13.0
1379,23.913,0.0,22.5
1379,23.913,1.0,17.2
1379,23.913,2.0,
1379,23.913,3.0,
1379,23.913,4.0,19.0
1379,23.913,5.0,20.0
1379,23.913,6.0,19.333333333333332
1379,23.913,7.0,20.6
1379,23.913,8.0,24.0
1379,23.913,9.0,23.0
1379,23.913,10.0,19.0
1379,23.913,11.0,17.5
1379,23.913,12.0,21.0
1379,23.913,13.0,20.0
1379,23.913,14.0,20.0
1379,23.913,15.0,
1379,23.913,16.0,
1379,23.913,17.0,21.0
1379,23.913,18.0,17.666666666666668
1379,23.913,19.0,20.0
1379,23.913,20.0,19.666666666666668
1379,23.913,21.0,20.5
1379,23.913,22.0,20.0
1379,23.913,23.0,15.25
1380,44.63,0.0,17.0
1380,44.63,1.0,
1380,44.63,2.0,18.0
1380,44.63,3.0,
1380,44.63,4.0,20.0
1380,44.63,5.0,
1380,44.63,6.0,
1380,44.63,7.0,
1380,44.63,8.0,22.0
1380,44.63,9.0,
1380,44.63,10.0,19.0
1380,44.63,11.0,
1380,44.63,12.0,
1380,44.63,13.0,
1380,44.63,14.0,23.0
1380,44.63,15.0,
1380,44.63,16.0,
1380,44.63,17.0,20.0
1380,44.63,18.0,23.0
1380,44.63,19.0,19.0
1380,44.63,20.0,
1380,44.63,21.0,13.0
1380,44.63,22.0,22.0
1380,44.63,23.0,
1381,33.163,0.0,
1381,33.163,1.0,
1381,33.163,2.0,16.0
1381,33.163,3.0,
1381,33.163,4.0,
1381,33.163,5.0,
1381,33.163,6.0,
1381,33.163,7.0,
1381,33.163,8.0,
1381,33.163,9.0,21.0
1381,33.163,10.0,
1381,33.163,11.0,
1381,33.163,12.0,
1381,33.163,13.0,
1381,33.163,14.0,
1381,33.163,15.0,20.0
1381,33.163,16.0,
1381,33.163,17.0,18.0
1381,33.163,18.0,
1381,33.163,19.0,17.0
1381,33.163,20.0,
1381,33.163,21.0,
1381,33.163,22.0,
1381,33.163,23.0,
1382,45.485,0.0,20.0
1382,45.485,1.0,
1382,45.485,2.0,21.5
1382,45.485,3.0,20.6
1382,45.485,4.0,21.333333333333332
1382,45.485,5.0,21.75
1382,45.485,6.0,17.75
1382,45.485,7.0,19.5
1382,45.485,8.0,20.428571428571427
1382,45.485,9.0,22.0
1382,45.485,10.0,24.0
1382,45.485,11.0,19.25
1382,45.485,12.0,22.666666666666668
1382,45.485,13.0,23.5
1382,45.485,14.0,21.5
1382,45.485,15.0,27.5
1382,45.485,16.0,24.333333333333332
1382,45.485,17.0,21.5
1382,45.485,18.0,20.6
1382,45.485,19.0,21.5
1382,45.485,20.0,20.9
1382,45.485,21.0,21.5
1382,45.485,22.0,23.0
1382,45.485,23.0,20.0
1383,236.086,0.0,19.333333333333332
1383,236.086,1.0,21.75
1383,236.086,2.0,20.75
1383,236.086,3.0,20.5
1383,236.086,4.0,22.0
1383,236.086,5.0,26.666666666666668
1383,236.086,6.0,22.5
1383,236.086,7.0,22.666666666666668
1383,236.086,8.0,20.0
1383,236.086,9.0,26.25
1383,236.086,10.0,18.333333333333332
1383,236.086,11.0,21.2
1383,236.086,12.0,21.0
1383,236.086,13.0,22.5
1383,236.086,14.0,22.0
1383,236.086,15.0,17.333333333333332
1383,236.086,16.0,21.0
1383,236.086,17.0,40.5
1383,236.086,18.0,24.11111111111111
1383,236.086,19.0,23.4375
1383,236.086,20.0,36.916666666666664
1383,236.086,21.0,21.6
1383,236.086,22.0,19.857142857142858
1383,236.086,23.0,17.285714285714285
1384,51.248,0.0,22.0
1384,51.248,1.0,
1384,51.248,2.0,19.0
1384,51.248,3.0,
1384,51.248,4.0,
1384,51.248,5.0,
1384,51.248,6.0,17.0
1384,51.248,7.0,
1384,51.248,8.0,21.0
1384,51.248,9.0,
1384,51.248,10.0,31.5
1384,51.248,11.0,24.0
1384,51.248,12.0,15.0
1384,51.248,13.0,
1384,51.248,14.0,26.0
1384,51.248,15.0,
1384,51.248,16.0,17.0
1384,51.248,17.0,21.6
1384,51.248,18.0,15.666666666666666
1384,51.248,19.0,17.833333333333332
1384,51.248,20.0,16.5
1384,51.248,21.0,
1384,51.248,22.0,27.5
1384,51.248,23.0,80.66666666666667
1385,375.486,0.0,26.666666666666668
1385,375.486,1.0,43.125
1385,375.486,2.0,37.0
1385,375.486,3.0,30.0
1385,375.486,4.0,35.111111111111114
1385,375.486,5.0,32.5
1385,375.486,6.0,30.238095238095237
1385,375.486,7.0,34.583333333333336
1385,375.486,8.0,34.6
1385,375.486,9.0,33.57142857142857
1385,375.486,10.0,44.285714285714285
1385,375.486,11.0,62.85
1385,375.486,12.0,70.27272727272727
1385,375.486,13.0,38.666666666666664
1385,375.486,14.0,34.666666666666664
1385,375.486,15.0,38.45454545454545
1385,375.486,16.0,50.0
1385,375.486,17.0,43.05
1385,375.486,18.0,34.4054054054054
1385,375.486,19.0,45.107142857142854
1385,375.486,20.0,35.470588235294116
1385,375.486,21.0,39.25
1385,375.486,22.0,43.94736842105263
1385,375.486,23.0,29.384615384615383
1386,321.856,0.0,16.0
1386,321.856,1.0,43.0
1386,321.856,2.0,59.0
1386,321.856,3.0,66.25
1386,321.856,4.0,88.5
1386,321.856,5.0,81.0
1386,321.856,6.0,19.636363636363637
1386,321.856,7.0,159.0
1386,321.856,8.0,84.0
1386,321.856,9.0,59.666666666666664
1386,321.856,10.0,121.0
1386,321.856,11.0,44.5
1386,321.856,12.0,45.0
1386,321.856,13.0,24.571428571428573
1386,321.856,14.0,73.75
1386,321.856,15.0,36.0
1386,321.856,16.0,46.55555555555556
1386,321.856,17.0,46.3
1386,321.856,18.0,28.6
1386,321.856,19.0,53.083333333333336
1386,321.856,20.0,27.076923076923077
1386,321.856,21.0,15.857142857142858
1386,321.856,22.0,22.454545454545453
1386,321.856,23.0,21.875
1387,62.128,0.0,29.0
1387,62.128,1.0,12.0
1387,62.128,2.0,10.0
1387,62.128,3.0,11.0
1387,62.128,4.0,22.0
1387,62.128,5.0,
1387,62.128,6.0,9.0
1387,62.128,7.0,
1387,62.128,8.0,11.0
1387,62.128,9.0,28.0
1387,62.128,10.0,18.0
1387,62.128,11.0,14.0
1387,62.128,12.0,18.0
1387,62.128,13.0,16.6
1387,62.128,14.0,19.0
1387,62.128,15.0,13.0
1387,62.128,16.0,13.0
1387,62.128,17.0,12.666666666666666
1387,62.128,18.0,17.2
1387,62.128,19.0,
1387,62.128,20.0,11.0
1387,62.128,21.0,12.75
1387,62.128,22.0,12.0
1387,62.128,23.0,12.0
1388,70.12,0.0,13.0
1388,70.12,1.0,
1388,70.12,2.0,18.0
1388,70.12,3.0,11.0
1388,70.12,4.0,24.0
1388,70.12,5.0,
1388,70.12,6.0,10.5
1388,70.12,7.0,9.5
1388,70.12,8.0,
1388,70.12,9.0,26.0
1388,70.12,10.0,13.5
1388,70.12,11.0,
1388,70.12,12.0,11.0
1388,70.12,13.0,21.0
1388,70.12,14.0,14.0
1388,70.12,15.0,11.0
1388,70.12,16.0,11.2
1388,70.12,17.0,13.0
1388,70.12,18.0,13.5
1388,70.12,19.0,12.833333333333334
1388,70.12,20.0,13.0
1388,70.12,21.0,11.5
1388,70.12,22.0,13.333333333333334
1388,70.12,23.0,12.333333333333334
1389,93.658,0.0,
1389,93.658,1.0,18.0
1389,93.658,2.0,
1389,93.658,3.0,11.0
1389,93.658,4.0,
1389,93.658,5.0,11.0
1389,93.658,6.0,15.666666666666666
1389,93.658,7.0,
1389,93.658,8.0,15.0
1389,93.658,9.0,
1389,93.658,10.0,
1389,93.658,11.0,17.75
1389,93.658,12.0,14.0
1389,93.658,13.0,11.0
1389,93.658,14.0,12.0
1389,93.658,15.0,15.5
1389,93.658,16.0,9.666666666666666
1389,93.658,17.0,11.0
1389,93.658,18.0,13.428571428571429
1389,93.658,19.0,12.0
1389,93.658,20.0,17.375
1389,93.658,21.0,12.0
1389,93.658,22.0,11.25
1389,93.658,23.0,12.666666666666666
1390,20.053,0.0,
1390,20.053,1.0,
1390,20.053,2.0,18.0
1390,20.053,3.0,13.0
1390,20.053,4.0,15.0
1390,20.053,5.0,
1390,20.053,6.0,12.0
1390,20.053,7.0,
1390,20.053,8.0,
1390,20.053,9.0,
1390,20.053,10.0,
1390,20.053,11.0,
1390,20.053,12.0,
1390,20.053,13.0,14.333333333333334
1390,20.053,14.0,
1390,20.053,15.0,
1390,20.053,16.0,
1390,20.053,17.0,11.0
1390,20.053,18.0,
1390,20.053,19.0,
1390,20.053,20.0,18.0
1390,20.053,21.0,12.666666666666666
1390,20.053,22.0,11.0
1390,20.053,23.0,13.0
1391,76.437,0.0,
1391,76.437,1.0,12.0
1391,76.437,2.0,
1391,76.437,3.0,11.5
1391,76.437,4.0,14.0
1391,76.437,5.0,
1391,76.437,6.0,14.0
1391,76.437,7.0,11.666666666666666
1391,76.437,8.0,
1391,76.437,9.0,14.5
1391,76.437,10.0,15.5
1391,76.437,11.0,13.0
1391,76.437,12.0,10.0
1391,76.437,13.0,
1391,76.437,14.0,11.5
1391,76.437,15.0,19.0
1391,76.437,16.0,13.0
1391,76.437,17.0,11.25
1391,76.437,18.0,13.4
