EdgeID,Length(m)(poly),Hour_of_Day,time_poly(s)
135750,36.636,2.0,32.0
135750,36.636,5.0,
135750,36.636,7.0,
135750,36.636,8.0,33.0
135750,36.636,9.0,
135750,36.636,10.0,
135750,36.636,11.0,
135750,36.636,12.0,37.5
135750,36.636,13.0,36.0
135750,36.636,14.0,
135750,36.636,15.0,51.0
135750,36.636,16.0,39.0
135750,36.636,17.0,
135750,36.636,18.0,
135750,36.636,19.0,37.0
135750,36.636,20.0,28.0
135750,36.636,21.0,
135750,36.636,22.0,36.0
135750,36.636,23.0,
135751,9.239,11.0,
135751,9.239,14.0,
135751,9.239,15.0,
135751,9.239,17.0,
135751,9.239,20.0,
135752,54.006,11.0,
135752,54.006,14.0,
135752,54.006,15.0,
135752,54.006,17.0,
135752,54.006,20.0,
135753,12.634,11.0,
135753,12.634,14.0,171.0
135753,12.634,15.0,
135753,12.634,17.0,
135753,12.634,20.0,
135800,26.919,0.0,
135800,26.919,1.0,
135800,26.919,2.0,
135800,26.919,3.0,
135800,26.919,4.0,
135800,26.919,5.0,24.0
135800,26.919,6.0,17.0
135800,26.919,7.0,
135800,26.919,8.0,
135800,26.919,9.0,
135800,26.919,10.0,
135800,26.919,11.0,
135800,26.919,12.0,
135800,26.919,13.0,23.0
135800,26.919,14.0,
135800,26.919,15.0,19.0
135800,26.919,16.0,
135800,26.919,17.0,
135800,26.919,18.0,
135800,26.919,19.0,21.0
135800,26.919,20.0,
135800,26.919,21.0,
135800,26.919,22.0,14.0
135800,26.919,23.0,
135823,16.66,14.0,
135825,105.21,14.0,20.5
135826,235.038,14.0,12.0
135827,19.204,14.0,
135828,193.822,14.0,21.0
135829,82.715,14.0,
135830,63.975,14.0,16.0
135831,97.714,14.0,20.0
135834,606.572,0.0,29.5
135834,606.572,1.0,26.727272727272727
135834,606.572,2.0,27.333333333333332
135834,606.572,3.0,26.142857142857142
135834,606.572,4.0,23.571428571428573
135834,606.572,5.0,24.4
135834,606.572,6.0,25.5
135834,606.572,7.0,22.333333333333332
135834,606.572,8.0,36.0
135834,606.572,9.0,34.857142857142854
135834,606.572,10.0,33.666666666666664
135834,606.572,11.0,29.0
135834,606.572,12.0,29.714285714285715
135834,606.572,13.0,37.75
135834,606.572,14.0,30.75
135834,606.572,15.0,28.0
135834,606.572,16.0,29.2
135834,606.572,17.0,30.444444444444443
135834,606.572,18.0,25.11111111111111
135834,606.572,19.0,29.25
135834,606.572,20.0,30.0
135834,606.572,21.0,23.928571428571427
135834,606.572,22.0,26.7
135834,606.572,23.0,24.333333333333332
135835,691.443,14.0,41.5
135836,36.919,14.0,
135837,127.698,14.0,20.5
135838,125.144,14.0,13.0
135839,16.02,14.0,
135840,124.331,14.0,
135841,344.081,14.0,44.0
135869,87.138,21.0,
136176,27.907,0.0,
136176,27.907,1.0,
136176,27.907,4.0,
136176,27.907,5.0,
136176,27.907,8.0,
136176,27.907,9.0,
136176,27.907,13.0,
136176,27.907,14.0,
136176,27.907,16.0,
136176,27.907,21.0,
136176,27.907,22.0,
136177,25.457,0.0,
136177,25.457,1.0,
136177,25.457,4.0,
136177,25.457,5.0,
136177,25.457,8.0,
136177,25.457,13.0,
136177,25.457,14.0,
136177,25.457,21.0,
136177,25.457,22.0,7.0
136178,63.338,8.0,7.0
136178,63.338,14.0,
136178,63.338,21.0,6.0
136180,78.008,9.0,
136180,78.008,16.0,
136180,78.008,21.0,
136198,24.686,13.0,66.0
136632,26.751,21.0,
136633,62.813,21.0,
136642,38.348,21.0,28.0
137125,111.849,0.0,13.538461538461538
137125,111.849,1.0,13.666666666666666
137125,111.849,2.0,13.666666666666666
137125,111.849,3.0,16.5
137125,111.849,4.0,14.0
137125,111.849,5.0,12.666666666666666
137125,111.849,6.0,13.75
137125,111.849,7.0,13.333333333333334
137125,111.849,8.0,15.0
137125,111.849,9.0,11.666666666666666
137125,111.849,10.0,12.0
137125,111.849,11.0,13.0
137125,111.849,12.0,11.8
137125,111.849,13.0,14.333333333333334
137125,111.849,14.0,16.2
137125,111.849,15.0,16.25
137125,111.849,16.0,11.5
137125,111.849,17.0,14.0
137125,111.849,18.0,14.6
137125,111.849,19.0,14.75
137125,111.849,20.0,13.2
137125,111.849,21.0,15.11111111111111
137125,111.849,22.0,12.857142857142858
137125,111.849,23.0,15.727272727272727
137601,117.409,1.0,
137602,59.315,1.0,
137603,12.026,1.0,
137604,17.86,1.0,
137646,38.852,0.0,
137646,38.852,1.0,
137646,38.852,2.0,
137646,38.852,3.0,
137646,38.852,4.0,
137646,38.852,5.0,
137646,38.852,6.0,
137646,38.852,7.0,
137646,38.852,8.0,
137646,38.852,9.0,
137646,38.852,10.0,
137646,38.852,11.0,
137646,38.852,12.0,
137646,38.852,13.0,
137646,38.852,14.0,
137646,38.852,15.0,
137646,38.852,16.0,
137646,38.852,17.0,
137646,38.852,18.0,
137646,38.852,19.0,
137646,38.852,20.0,
137646,38.852,21.0,
137646,38.852,22.0,
137647,14.906,0.0,
138754,145.599,0.0,13.723684210526315
138754,145.599,1.0,13.289156626506024
138754,145.599,2.0,13.419753086419753
138754,145.599,3.0,12.924528301886792
138754,145.599,4.0,13.552631578947368
138754,145.599,5.0,15.0
138754,145.599,6.0,14.522727272727273
138754,145.599,7.0,15.666666666666666
138754,145.599,8.0,15.301075268817204
138754,145.599,9.0,15.415841584158416
138754,145.599,10.0,15.314814814814815
138754,145.599,11.0,16.350515463917525
138754,145.599,12.0,16.677966101694917
138754,145.599,13.0,15.944444444444445
138754,145.599,14.0,22.046296296296298
138754,145.599,15.0,28.990291262135923
138754,145.599,16.0,20.49411764705882
138754,145.599,17.0,15.734513274336283
138754,145.599,18.0,15.365079365079366
138754,145.599,19.0,14.521739130434783
138754,145.599,20.0,14.338235294117647
138754,145.599,21.0,14.580357142857142
138754,145.599,22.0,14.645454545454545
138754,145.599,23.0,13.79646017699115
138755,278.659,3.0,
138755,278.659,9.0,44.0
138755,278.659,16.0,
138755,278.659,19.0,34.0
138755,278.659,23.0,25.0
138790,62.625,0.0,15.0
138790,62.625,9.0,
138790,62.625,10.0,
138790,62.625,11.0,
138790,62.625,12.0,
138790,62.625,13.0,16.0
138790,62.625,14.0,
138790,62.625,15.0,
138790,62.625,16.0,
138790,62.625,17.0,
138790,62.625,18.0,
138790,62.625,19.0,
138790,62.625,20.0,
138791,540.514,0.0,15.0
138791,540.514,9.0,19.0
138791,540.514,10.0,16.5
138791,540.514,11.0,23.5
138791,540.514,12.0,15.0
138791,540.514,13.0,15.75
138791,540.514,14.0,14.5
138791,540.514,15.0,12.0
138791,540.514,16.0,14.0
138791,540.514,17.0,13.0
138791,540.514,18.0,14.0
138791,540.514,19.0,14.0
138791,540.514,20.0,19.0
138793,849.255,23.0,46.0
138906,331.531,10.0,201.0
138906,331.531,19.0,16.0
138907,21.873,10.0,
138907,21.873,19.0,
138950,45.605,18.0,22.0
138950,45.605,21.0,19.0
139106,10.452,1.0,
139106,10.452,9.0,
139106,10.452,12.0,
139106,10.452,15.0,
139106,10.452,18.0,
139143,70.389,0.0,
139143,70.389,1.0,17.0
139143,70.389,2.0,18.0
139143,70.389,3.0,18.333333333333332
139143,70.389,4.0,19.0
139143,70.389,5.0,17.0
139143,70.389,6.0,15.25
139143,70.389,7.0,12.0
139143,70.389,8.0,22.0
139143,70.389,9.0,13.666666666666666
139143,70.389,10.0,18.166666666666668
139143,70.389,11.0,17.666666666666668
139143,70.389,12.0,16.666666666666668
139143,70.389,13.0,14.625
139143,70.389,14.0,17.0
139143,70.389,15.0,16.666666666666668
139143,70.389,16.0,17.0
139143,70.389,17.0,17.0
139143,70.389,18.0,18.0
139143,70.389,19.0,16.25
139143,70.389,20.0,18.75
139143,70.389,21.0,19.25
139143,70.389,22.0,17.0
139143,70.389,23.0,17.3
139154,16.878,0.0,19.5
139154,16.878,1.0,16.5
139154,16.878,2.0,17.0
139154,16.878,3.0,15.0
139154,16.878,4.0,
139154,16.878,5.0,18.25
139154,16.878,6.0,22.0
139154,16.878,7.0,
139154,16.878,8.0,
139154,16.878,9.0,19.0
139154,16.878,10.0,
139154,16.878,11.0,24.0
139154,16.878,12.0,
139154,16.878,13.0,
139154,16.878,14.0,21.0
139154,16.878,15.0,23.0
139154,16.878,16.0,25.666666666666668
139154,16.878,17.0,26.0
139154,16.878,18.0,19.0
139154,16.878,19.0,26.0
139154,16.878,20.0,20.0
139154,16.878,21.0,20.0
139154,16.878,22.0,18.0
139154,16.878,23.0,19.25
139155,272.103,0.0,20.5
139155,272.103,1.0,18.2
139155,272.103,2.0,17.9
139155,272.103,3.0,23.666666666666668
139155,272.103,4.0,19.0
139155,272.103,5.0,22.636363636363637
139155,272.103,6.0,24.75
139155,272.103,7.0,21.625
139155,272.103,8.0,19.09090909090909
139155,272.103,9.0,21.5
139155,272.103,10.0,28.294117647058822
139155,272.103,11.0,24.666666666666668
139155,272.103,12.0,23.789473684210527
139155,272.103,13.0,30.384615384615383
139155,272.103,14.0,22.09090909090909
139155,272.103,15.0,33.15
139155,272.103,16.0,21.25
139155,272.103,17.0,21.15
139155,272.103,18.0,22.14814814814815
139155,272.103,19.0,20.25
139155,272.103,20.0,22.11764705882353
139155,272.103,21.0,17.925925925925927
139155,272.103,22.0,18.46153846153846
139155,272.103,23.0,19.875
139156,54.489,0.0,30.0
139156,54.489,1.0,22.5
139156,54.489,2.0,18.0
139156,54.489,3.0,24.0
139156,54.489,4.0,19.0
139156,54.489,5.0,22.0
139156,54.489,6.0,21.666666666666668
139156,54.489,7.0,20.75
139156,54.489,8.0,20.5
139156,54.489,9.0,21.0
139156,54.489,10.0,17.0
139156,54.489,11.0,23.6
139156,54.489,12.0,26.0
139156,54.489,13.0,24.5
139156,54.489,14.0,42.25
139156,54.489,15.0,24.5
139156,54.489,16.0,25.0
139156,54.489,17.0,21.0
139156,54.489,18.0,22.307692307692307
139156,54.489,19.0,21.625
139156,54.489,20.0,22.25
139156,54.489,21.0,18.5
139156,54.489,22.0,22.25
139156,54.489,23.0,
139171,567.988,19.0,23.0
139172,8.386,19.0,
139173,2.913,19.0,
139178,326.464,19.0,
139179,4.295,19.0,
139180,263.141,19.0,50.0
139181,0.788,19.0,
139182,14.356,19.0,
139572,458.132,13.0,45.0
139572,458.132,16.0,40.0
139572,458.132,17.0,54.0
139573,168.724,13.0,
139573,168.724,16.0,
139573,168.724,17.0,
139579,24.991,12.0,17.0
139617,486.478,12.0,51.0
139617,486.478,17.0,26.0
139618,8.399,12.0,
139618,8.399,17.0,
139619,74.072,12.0,18.0
139619,74.072,17.0,12.5
139620,33.854,12.0,
139620,33.854,17.0,
139621,55.611,12.0,
139621,55.611,17.0,
139622,105.933,12.0,30.0
139622,105.933,17.0,41.0
139623,47.572,12.0,
139623,47.572,17.0,
139624,56.367,12.0,
139624,56.367,17.0,
139625,49.616,12.0,
139625,49.616,17.0,
139626,49.158,12.0,
139626,49.158,17.0,
139773,164.082,21.0,12.0
139776,52.595,18.0,21.0
139796,111.679,9.0,
140100,17.931,0.0,
140100,17.931,1.0,
140100,17.931,2.0,
140100,17.931,4.0,
140100,17.931,6.0,
140100,17.931,8.0,
140100,17.931,9.0,
140100,17.931,10.0,66.0
140100,17.931,11.0,
140100,17.931,12.0,
140100,17.931,13.0,
140100,17.931,14.0,
140100,17.931,15.0,
140100,17.931,16.0,
140100,17.931,17.0,
140100,17.931,19.0,27.0
140100,17.931,20.0,27.0
140100,17.931,21.0,
140100,17.931,22.0,
140100,17.931,23.0,
140101,8.885,0.0,
140101,8.885,2.0,
140101,8.885,4.0,
140101,8.885,8.0,
140101,8.885,9.0,
140101,8.885,11.0,
140101,8.885,12.0,
140101,8.885,13.0,
140101,8.885,14.0,
140101,8.885,15.0,
140101,8.885,16.0,
140101,8.885,17.0,
140101,8.885,19.0,
140101,8.885,20.0,
140101,8.885,21.0,
140101,8.885,22.0,
140101,8.885,23.0,
140102,9.726,0.0,
140102,9.726,2.0,
140102,9.726,4.0,
140102,9.726,8.0,
140102,9.726,9.0,
140102,9.726,10.0,
140102,9.726,11.0,
140102,9.726,12.0,55.0
140102,9.726,13.0,
140102,9.726,14.0,
140102,9.726,15.0,35.0
140102,9.726,16.0,
140102,9.726,17.0,
140102,9.726,19.0,204.0
140102,9.726,20.0,
140102,9.726,21.0,240.0
140102,9.726,22.0,
140102,9.726,23.0,
140103,16.329,0.0,
140103,16.329,2.0,175.0
140103,16.329,4.0,
140103,16.329,8.0,144.0
140103,16.329,9.0,
140103,16.329,10.0,
140103,16.329,11.0,
140103,16.329,12.0,
140103,16.329,13.0,
140103,16.329,14.0,
140103,16.329,16.0,
140103,16.329,17.0,
140103,16.329,19.0,
140103,16.329,20.0,144.5
140103,16.329,21.0,
140103,16.329,22.0,
140103,16.329,23.0,
140104,9.639,0.0,
140104,9.639,2.0,
140104,9.639,4.0,
140104,9.639,8.0,
140104,9.639,9.0,
140104,9.639,10.0,
140104,9.639,11.0,
140104,9.639,12.0,
140104,9.639,13.0,90.0
140104,9.639,14.0,
140104,9.639,16.0,
140104,9.639,17.0,
140104,9.639,18.0,
140104,9.639,19.0,
140104,9.639,20.0,
140104,9.639,21.0,186.0
140104,9.639,22.0,
140104,9.639,23.0,
140105,13.159,4.0,
140105,13.159,12.0,
140105,13.159,19.0,
140106,11.279,0.0,
140106,11.279,1.0,
140106,11.279,2.0,
140106,11.279,4.0,68.0
140106,11.279,6.0,
140106,11.279,8.0,
140106,11.279,9.0,
140106,11.279,10.0,
140106,11.279,11.0,
140106,11.279,12.0,
140106,11.279,13.0,
140106,11.279,14.0,
140106,11.279,15.0,
140106,11.279,16.0,
140106,11.279,17.0,
140106,11.279,19.0,
140106,11.279,20.0,
140106,11.279,21.0,
140106,11.279,22.0,
140106,11.279,23.0,
140107,9.979,0.0,22.0
140107,9.979,1.0,87.0
140107,9.979,2.0,
140107,9.979,4.0,
140107,9.979,6.0,
140107,9.979,8.0,31.0
140107,9.979,10.0,
140107,9.979,11.0,
140107,9.979,12.0,
140107,9.979,13.0,
140107,9.979,14.0,
140107,9.979,15.0,133.0
140107,9.979,16.0,
140107,9.979,17.0,37.0
140107,9.979,19.0,
140107,9.979,20.0,23.0
140107,9.979,21.0,
140107,9.979,22.0,24.5
140107,9.979,23.0,
140108,75.79,0.0,
140108,75.79,2.0,26.0
140108,75.79,3.0,
140108,75.79,4.0,
140108,75.79,5.0,
140108,75.79,6.0,
140108,75.79,7.0,24.0
140108,75.79,8.0,53.0
140108,75.79,9.0,50.0
140108,75.79,10.0,186.33333333333334
140108,75.79,11.0,28.0
140108,75.79,12.0,44.5
140108,75.79,13.0,49.0
140108,75.79,14.0,26.666666666666668
140108,75.79,15.0,89.5
140108,75.79,16.0,
140108,75.79,17.0,20.0
140108,75.79,18.0,35.333333333333336
140108,75.79,19.0,27.0
140108,75.79,20.0,23.0
140108,75.79,21.0,26.0
140108,75.79,22.0,35.0
140108,75.79,23.0,28.0
140109,90.037,0.0,
140109,90.037,2.0,
140109,90.037,3.0,
140109,90.037,4.0,
140109,90.037,5.0,
140109,90.037,6.0,15.0
140109,90.037,7.0,56.0
140109,90.037,8.0,98.0
140109,90.037,9.0,23.0
140109,90.037,10.0,
140109,90.037,11.0,40.0
140109,90.037,12.0,32.0
140109,90.037,13.0,
140109,90.037,14.0,21.0
140109,90.037,15.0,
140109,90.037,16.0,51.0
140109,90.037,17.0,26.0
140109,90.037,18.0,
140109,90.037,19.0,33.0
140109,90.037,20.0,
140109,90.037,21.0,
140109,90.037,22.0,
140109,90.037,23.0,
140110,42.881,0.0,
140110,42.881,2.0,
140110,42.881,3.0,
140110,42.881,4.0,38.0
140110,42.881,5.0,
140110,42.881,6.0,
140110,42.881,7.0,31.0
140110,42.881,8.0,
140110,42.881,9.0,
140110,42.881,10.0,
140110,42.881,11.0,30.0
140110,42.881,12.0,20.0
140110,42.881,13.0,
140110,42.881,14.0,
140110,42.881,15.0,
140110,42.881,16.0,
140110,42.881,17.0,
140110,42.881,18.0,
140110,42.881,19.0,20.0
140110,42.881,20.0,
140110,42.881,21.0,20.0
140110,42.881,22.0,
140110,42.881,23.0,
140111,50.746,0.0,
140111,50.746,1.0,
140111,50.746,2.0,25.0
140111,50.746,3.0,15.0
140111,50.746,4.0,21.0
140111,50.746,5.0,
140111,50.746,6.0,17.333333333333332
140111,50.746,7.0,102.33333333333333
140111,50.746,8.0,161.75
140111,50.746,9.0,79.2
140111,50.746,10.0,27.25
140111,50.746,11.0,23.5
140111,50.746,12.0,122.6
140111,50.746,13.0,97.66666666666667
140111,50.746,14.0,124.25
140111,50.746,15.0,35.0
140111,50.746,16.0,90.5
140111,50.746,17.0,44.0
140111,50.746,18.0,18.6
140111,50.746,19.0,19.0
140111,50.746,20.0,47.42857142857143
140111,50.746,21.0,25.0
140111,50.746,22.0,20.0
140111,50.746,23.0,21.0
140112,57.119,9.0,
140112,57.119,21.0,
140112,57.119,22.0,
140113,25.84,1.0,
140113,25.84,9.0,
140113,25.84,11.0,
140113,25.84,13.0,
140113,25.84,14.0,
140113,25.84,15.0,
140113,25.84,17.0,
140113,25.84,19.0,
140124,196.109,19.0,20.0
140124,196.109,21.0,20.0
140125,39.196,19.0,
140125,39.196,21.0,
140126,136.755,19.0,
140126,136.755,21.0,28.0
140127,94.323,19.0,
140127,94.323,21.0,
140128,40.79,19.0,
140128,40.79,21.0,
140129,189.593,19.0,12.0
140129,189.593,21.0,22.0
140130,58.025,19.0,13.0
140130,58.025,21.0,
140131,20.457,19.0,
140131,20.457,21.0,
140132,27.545,19.0,
140132,27.545,21.0,
140133,82.265,19.0,
140133,82.265,21.0,
140134,52.635,19.0,
140134,52.635,21.0,16.0
140135,30.917,19.0,11.0
140135,30.917,21.0,
140136,238.846,13.0,
140136,238.846,16.0,
140136,238.846,17.0,
140136,238.846,18.0,
140138,29.592,7.0,
140139,23.151,0.0,15.2
140139,23.151,1.0,14.25
140139,23.151,2.0,16.333333333333332
140139,23.151,3.0,17.0
140139,23.151,4.0,
140139,23.151,5.0,12.0
140139,23.151,6.0,10.0
140139,23.151,7.0,11.0
140139,23.151,8.0,15.0
140139,23.151,9.0,19.666666666666668
140139,23.151,10.0,14.0
140139,23.151,11.0,13.333333333333334
140139,23.151,12.0,10.0
140139,23.151,13.0,15.0
140139,23.151,14.0,11.333333333333334
140139,23.151,15.0,17.25
140139,23.151,16.0,24.166666666666668
140139,23.151,17.0,17.77777777777778
140139,23.151,18.0,20.2
140139,23.151,19.0,14.625
140139,23.151,20.0,13.8
140139,23.151,21.0,12.555555555555555
140139,23.151,22.0,11.25
140139,23.151,23.0,17.0
140140,38.818,0.0,17.0
140140,38.818,1.0,19.0
140140,38.818,2.0,15.5
140140,38.818,3.0,
140140,38.818,4.0,15.0
140140,38.818,5.0,21.0
140140,38.818,6.0,14.166666666666666
140140,38.818,7.0,22.0
140140,38.818,8.0,
140140,38.818,9.0,17.0
140140,38.818,10.0,10.333333333333334
140140,38.818,11.0,12.25
140140,38.818,12.0,12.0
140140,38.818,13.0,10.25
140140,38.818,14.0,14.0
140140,38.818,15.0,14.714285714285714
140140,38.818,16.0,20.0
140140,38.818,17.0,22.09090909090909
140140,38.818,18.0,11.733333333333333
140140,38.818,19.0,15.11111111111111
140140,38.818,20.0,16.0
140140,38.818,21.0,16.928571428571427
140140,38.818,22.0,22.666666666666668
140140,38.818,23.0,16.5
140150,75.343,7.0,
140151,47.416,7.0,35.0
141910,25.707,11.0,
142193,134.117,13.0,455.0
142200,8.837,0.0,15.5
142200,8.837,1.0,
142200,8.837,2.0,
142200,8.837,3.0,13.666666666666666
142200,8.837,4.0,11.0
142200,8.837,5.0,
142200,8.837,6.0,30.0
142200,8.837,7.0,42.0
142200,8.837,8.0,16.0
142200,8.837,9.0,16.0
142200,8.837,10.0,
142200,8.837,11.0,
142200,8.837,12.0,15.5
142200,8.837,13.0,12.0
142200,8.837,14.0,
142200,8.837,15.0,16.0
142200,8.837,16.0,
142200,8.837,17.0,17.666666666666668
142200,8.837,18.0,15.0
142200,8.837,19.0,13.5
142200,8.837,20.0,14.5
142200,8.837,21.0,18.0
142200,8.837,22.0,
142200,8.837,23.0,11.333333333333334
142201,206.839,0.0,13.333333333333334
142201,206.839,1.0,13.8
142201,206.839,2.0,15.078947368421053
142201,206.839,3.0,12.486486486486486
142201,206.839,4.0,13.25925925925926
142201,206.839,5.0,17.79310344827586
142201,206.839,6.0,19.428571428571427
142201,206.839,7.0,16.416666666666668
142201,206.839,8.0,16.185185185185187
142201,206.839,9.0,17.677419354838708
142201,206.839,10.0,16.444444444444443
142201,206.839,11.0,16.962962962962962
142201,206.839,12.0,14.756756756756756
142201,206.839,13.0,18.022222222222222
142201,206.839,14.0,16.761904761904763
142201,206.839,15.0,15.833333333333334
142201,206.839,16.0,15.777777777777779
142201,206.839,17.0,16.28813559322034
142201,206.839,18.0,15.546875
142201,206.839,19.0,16.10909090909091
142201,206.839,20.0,14.865384615384615
142201,206.839,21.0,14.543859649122806
142201,206.839,22.0,14.380952380952381
142201,206.839,23.0,13.466666666666667
142211,15.359,0.0,11.666666666666666
142211,15.359,1.0,13.5
142211,15.359,2.0,14.666666666666666
142211,15.359,3.0,14.6
142211,15.359,4.0,
142211,15.359,5.0,13.0
142211,15.359,6.0,13.25
142211,15.359,7.0,
142211,15.359,8.0,10.5
142211,15.359,9.0,
142211,15.359,10.0,15.0
142211,15.359,11.0,19.0
142211,15.359,12.0,15.0
142211,15.359,13.0,14.0
142211,15.359,14.0,15.5
142211,15.359,15.0,12.333333333333334
142211,15.359,16.0,18.0
142211,15.359,17.0,18.5
142211,15.359,18.0,18.0
142211,15.359,19.0,11.0
142211,15.359,20.0,15.5
142211,15.359,21.0,15.6
142211,15.359,22.0,10.0
142211,15.359,23.0,11.0
142285,213.966,18.0,16.5
142285,213.966,19.0,11.0
142286,407.018,18.0,22.0
142286,407.018,19.0,29.0
142296,16.443,16.0,
142296,16.443,18.0,
142296,16.443,19.0,
142301,55.465,16.0,
142301,55.465,18.0,17.0
142301,55.465,19.0,
142302,84.873,16.0,
142302,84.873,18.0,
142302,84.873,19.0,18.0
142303,352.054,16.0,337.0
142303,352.054,18.0,30.5
142303,352.054,19.0,23.0
142304,123.361,16.0,600.0
142304,123.361,18.0,18.5
142304,123.361,19.0,23.0
142305,315.042,18.0,14.0
142305,315.042,19.0,21.0
142309,12.201,7.0,
142309,12.201,11.0,10.0
142309,12.201,12.0,78.0
142309,12.201,14.0,
142309,12.201,15.0,
142309,12.201,16.0,
142309,12.201,17.0,
142309,12.201,18.0,
142309,12.201,19.0,
142316,6.286,7.0,
142316,6.286,11.0,
142316,6.286,12.0,
142316,6.286,14.0,
142316,6.286,15.0,
142316,6.286,16.0,
142316,6.286,17.0,
142316,6.286,18.0,
142316,6.286,19.0,
142317,35.577,7.0,
142317,35.577,11.0,
142317,35.577,12.0,
142317,35.577,14.0,
142317,35.577,15.0,
142317,35.577,16.0,
142317,35.577,17.0,
142317,35.577,18.0,
142317,35.577,19.0,
142318,17.917,7.0,
142318,17.917,11.0,
142318,17.917,12.0,
142318,17.917,14.0,91.0
142318,17.917,15.0,
142318,17.917,16.0,
142318,17.917,17.0,
142318,17.917,18.0,
142318,17.917,19.0,
142319,24.515,7.0,
142319,24.515,11.0,
142319,24.515,12.0,
142319,24.515,14.0,
142319,24.515,15.0,
142319,24.515,16.0,
142319,24.515,17.0,
142319,24.515,18.0,
142319,24.515,19.0,
142320,51.007,7.0,
142320,51.007,11.0,
142320,51.007,12.0,
142320,51.007,14.0,
142320,51.007,15.0,33.0
142320,51.007,16.0,
142320,51.007,17.0,58.0
142320,51.007,18.0,
142320,51.007,19.0,
142321,230.242,7.0,37.5
142321,230.242,11.0,8.0
142321,230.242,12.0,18.5
142321,230.242,14.0,34.0
142321,230.242,15.0,34.333333333333336
142321,230.242,16.0,32.5
142321,230.242,17.0,30.0
142321,230.242,18.0,37.0
142321,230.242,19.0,29.5
142336,9.604,16.0,
142336,9.604,18.0,
142336,9.604,19.0,
142339,4.151,19.0,
142340,127.785,19.0,42.0
142345,18.733,19.0,
142349,69.295,16.0,
142349,69.295,18.0,17.0
142349,69.295,19.0,
142350,4.411,16.0,
142350,4.411,18.0,
142350,4.411,19.0,
142372,275.81,7.0,177.0
142372,275.81,12.0,116.0
142372,275.81,16.0,28.0
142372,275.81,18.0,34.0
142372,275.81,19.0,23.0
142373,90.434,16.0,
142373,90.434,18.0,
142373,90.434,19.0,
142381,22.245,18.0,
142381,22.245,19.0,
142389,13.836,16.0,14.0
142389,13.836,18.0,
142389,13.836,19.0,
142395,13.161,16.0,
142395,13.161,18.0,
142395,13.161,19.0,
142396,171.657,16.0,11.0
142396,171.657,18.0,13.0
142396,171.657,19.0,25.0
142397,191.131,16.0,17.0
142397,191.131,18.0,20.0
142397,191.131,19.0,35.0
142398,28.368,16.0,
142398,28.368,18.0,
142398,28.368,19.0,
142399,93.233,16.0,
142399,93.233,18.0,23.0
142399,93.233,19.0,
142400,297.519,16.0,15.0
142400,297.519,18.0,21.0
142400,297.519,19.0,23.0
142914,86.568,0.0,
142914,86.568,4.0,
142914,86.568,6.0,26.0
142914,86.568,18.0,
142914,86.568,19.0,
145535,226.671,0.0,16.375
145535,226.671,1.0,17.0
145535,226.671,2.0,20.5
145535,226.671,3.0,18.4
145535,226.671,4.0,19.4
145535,226.671,5.0,18.5
145535,226.671,6.0,16.75
145535,226.671,7.0,22.666666666666668
145535,226.671,8.0,23.75
145535,226.671,9.0,21.3
145535,226.671,10.0,27.5
145535,226.671,11.0,18.5
145535,226.671,12.0,14.0
145535,226.671,13.0,21.166666666666668
145535,226.671,14.0,19.636363636363637
145535,226.671,15.0,23.857142857142858
145535,226.671,16.0,21.666666666666668
145535,226.671,17.0,19.5
145535,226.671,18.0,17.22222222222222
145535,226.671,19.0,21.88888888888889
145535,226.671,20.0,16.857142857142858
145535,226.671,21.0,18.75
145535,226.671,22.0,18.555555555555557
145535,226.671,23.0,19.666666666666668
145536,354.544,0.0,18.714285714285715
145536,354.544,1.0,21.285714285714285
145536,354.544,2.0,23.25
145536,354.544,3.0,19.6
145536,354.544,4.0,21.6
145536,354.544,5.0,22.1
145536,354.544,6.0,20.75
145536,354.544,7.0,20.0
145536,354.544,8.0,26.4
145536,354.544,9.0,22.3
145536,354.544,10.0,28.0
145536,354.544,11.0,25.5
145536,354.544,12.0,31.0
145536,354.544,13.0,25.0
145536,354.544,14.0,21.727272727272727
145536,354.544,15.0,18.285714285714285
145536,354.544,16.0,25.5
145536,354.544,17.0,27.857142857142858
145536,354.544,18.0,24.272727272727273
145536,354.544,19.0,25.625
145536,354.544,20.0,27.0
145536,354.544,21.0,22.5
145536,354.544,22.0,21.5
145536,354.544,23.0,18.666666666666668
145575,99.425,0.0,23.0
145575,99.425,1.0,
145575,99.425,2.0,
145575,99.425,3.0,
145575,99.425,4.0,
145575,99.425,5.0,24.0
145575,99.425,6.0,20.0
145575,99.425,7.0,25.0
145575,99.425,8.0,18.0
145575,99.425,9.0,43.0
145575,99.425,10.0,
145575,99.425,11.0,
145575,99.425,12.0,34.0
145575,99.425,13.0,25.0
145575,99.425,14.0,18.666666666666668
145575,99.425,15.0,
145575,99.425,16.0,
145575,99.425,17.0,30.0
145575,99.425,18.0,15.0
145575,99.425,19.0,
145575,99.425,20.0,41.0
145575,99.425,21.0,24.0
145575,99.425,22.0,26.0
145575,99.425,23.0,16.0
145694,63.392,13.0,16.0
145694,63.392,15.0,
145694,63.392,16.0,19.0
145694,63.392,23.0,
145695,89.5,13.0,
145695,89.5,15.0,11.0
145695,89.5,16.0,
145695,89.5,23.0,
145705,673.046,12.0,28.0
145705,673.046,15.0,27.0
145705,673.046,16.0,33.0
