,EdgeID,Length(m)(poly),from_node,to_node,weight
4997,244957,55.004,172891,346987,"[12.800925925000001, 12.800925925000001, 12.800925925000001, 12.800925925000001, 12.800925925000001, 12.800925925000001, 12.800925925000001, 12.800925925000001, 12.800925925000001, 12.800925925000001, 12.800925925000001, 17.08333333, 17.08333333, 17.08333333, 17.08333333, 17.08333333, 17.08333333, 17.08333333, 19.58333333, 19.58333333, 19.58333333, 19.58333333, 19.58333333, 19.58333333]"
4998,245551,18.386,2900,276309,"[12.73148148, 12.73148148, 12.73148148, 12.73148148, 12.73148148, 15.97222222, 15.97222222, 15.97222222, 15.97222222, 11.93055556, 14.51388889, 14.51388889, 10.61728395, 14.90740741, 12.96296296, 10.21604938, 13.24074074, 13.24074074, 11.893518519999999, 11.893518519999999, 14.37037037, 10.13888889, 10.13888889, 10.13888889]"
4999,245560,15.132,2909,141187,"[10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 10.25925926, 14.01909722, 14.49379085, 5.099537037000001, 11.811342590999999, 11.38167099, 11.38167099, 11.38167099, 1.226851852]"
5000,245561,87.821,2899,141187,"[16.595679013333335, 14.324845680000001, 11.109953704199999, 15.555555555000002, 9.588707012, 11.54339604151111, 10.727615418812501, 10.654291979348928, 9.233357775523348, 8.863280639336311, 11.677575013999999, 10.58441358022562, 9.545331789766976, 10.508506025922399, 11.7399236655625, 10.384399551272725, 12.159679632943323, 12.912389770375661, 10.144538139222218, 10.378141533857145, 11.251763860636364, 12.103519068928572, 11.870659721312501, 9.286616161636363]"
5001,245563,18.003,105165,175825,"[10.18518519, 10.18518519, 10.18518519, 10.18518519, 10.18518519, 10.18518519, 10.18518519, 10.18518519, 6.712301587, 6.712301587, 6.712301587, 4.4, 4.4, 4.4, 5.557291667, 8.73015873, 8.73015873, 10.0, 10.0, 10.0, 10.0, 6.1616161620000005, 7.222222222, 7.222222222]"
5002,245564,48.347,46724,46740,"[0.833333333, 0.833333333, 0.833333333, 9.228395062, 15.38888889, 15.38888889, 5.396825397000001, 1.595441595, 1.595441595, 2.222222222, 17.11805556, 17.11805556, 17.40740741, 4.305555556, 17.679012343333333, 17.679012343333333, 16.59876543, 7.674864968750001, 10.6450456535, 10.6450456535, 12.075892855500003, 12.075892855500003, 16.75925926, 13.72685185]"
5003,245571,57.86,276926,347209,"[8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 9.074074074, 9.074074074, 9.074074074, 9.074074074, 9.074074074, 9.074074074, 9.074074074, 9.074074074, 9.074074074, 9.074074074, 9.074074074]"
5004,245573,545.868,141198,175189,"[10.91269841, 10.91269841, 10.91269841, 10.91269841, 10.91269841, 10.91269841, 10.91269841, 10.91269841, 10.91269841, 10.91269841, 12.84722222, 10.92592593, 10.92592593, 4.015151515, 4.015151515, 8.240740741, 8.240740741, 13.101851855, 13.101851855, 12.12962963, 12.12962963, 12.12962963, 12.12962963, 12.12962963]"
5005,245574,12.01,175189,175193,"[10.05952381, 10.05952381, 10.05952381, 10.05952381, 10.05952381, 10.05952381, 10.05952381, 10.05952381, 10.05952381, 10.05952381, 13.21180556, 11.13425926, 11.13425926, 11.13425926, 11.13425926, 8.233024691, 8.233024691, 12.191358025, 12.191358025, 12.06790123, 12.06790123, 12.06790123, 12.06790123, 12.06790123]"
5006,245642,36.357,173325,173326,"[5.876289145, 5.876289145, 3.7720882515, 3.7720882515, 7.169312169, 6.597222222, 5.249669312, 5.249669312, 5.249669312, 5.249669312, 5.249669312, 5.249669312, 8.224537037000001, 5.03909465, 5.03909465, 4.751984127, 4.751984127, 6.359891179, 4.1532501889999995, 4.1532501889999995, 3.999807098666666, 3.999807098666666, 8.240740741, 8.13681028]"
5007,245715,38.247,46841,48847,"[10.376157408500001, 10.376157408500001, 10.376157408500001, 10.376157408500001, 1.759259259, 13.62962963, 14.53703704, 14.44444444, 13.95023148, 13.22172619, 13.22172619, 9.5136483875, 11.623456793333332, 11.623456793333332, 14.12037037, 18.91666667, 12.63888889, 11.28472222, 10.370370370666667, 14.288194445, 13.72299383, 9.842592590999999, 7.8240740739999985, 7.8240740739999985]"
5008,245716,58.282,46841,123841,"[9.950810185, 9.950810185, 9.950810185, 9.950810185, 9.950810185, 12.90740741, 14.49074074, 14.72222222, 13.108796295000001, 12.94735863, 12.94735863, 12.635288070000001, 8.762345678, 8.762345678, 13.05555556, 19.66666667, 13.05555556, 10.90277778, 10.766460906333334, 13.321759259999999, 13.02469136, 10.558641977999999, 2.9629629630000003, 2.9629629630000003]"
5009,245717,92.06299999999999,46363,123841,"[9.52546296275, 9.52546296275, 9.52546296275, 9.52546296275, 9.52546296275, 12.18518519, 14.44444444, 14.203703699999998, 12.26736111, 12.67299107, 12.67299107, 12.253380365, 12.046296295, 12.046296295, 9.987654321, 20.41666667, 13.47222222, 10.52083333, 11.162551441666666, 12.3553240745, 12.326388885, 11.27469136, 7.87037037, 7.87037037]"
5010,245718,89.677,46363,157182,"[8.72930695725, 8.72930695725, 8.72930695725, 8.72930695725, 8.72930695725, 11.46296296, 13.703703699999998, 13.68518519, 11.151041667000001, 12.39862351, 12.39862351, 11.871472664999999, 11.921296295000001, 11.921296295000001, 9.518518519, 17.33333333, 12.32638889, 10.13888889, 11.267361110666668, 9.5754629645, 12.23765432, 11.99074074, 12.19907407, 12.19907407]"
5011,245719,7.192,157182,173718,"[10.734060178, 10.734060178, 10.734060178, 10.734060178, 10.734060178, 10.74074074, 12.96296296, 13.16666667, 10.034722222, 11.746169535, 11.746169535, 11.48956496, 10.92857143, 10.92857143, 9.049382716, 14.25, 11.18055556, 9.146825397, 10.002314813, 9.2144675925, 11.674382715, 11.763000376666666, 11.62037037, 11.62037037]"
5012,245720,85.556,45200,173718,"[10.292007374666666, 10.292007374666666, 10.292007374666666, 10.292007374666666, 10.292007374666666, 10.66666667, 12.22222222, 12.64814815, 8.918402777, 11.093715555, 11.093715555, 11.1076572605, 9.9358465615, 9.9358465615, 8.580246914, 11.16666667, 10.03472222, 8.154761905, 9.412628601399998, 8.85347222075, 11.11111111, 11.261340256666665, 11.04166667, 11.04166667]"
5013,245721,7.858,123786,157128,"[5.2314814815, 5.2314814815, 5.2314814815, 5.2314814815, 0.787037037, 0.787037037, 0.787037037, 0.787037037, 0.787037037, 0.787037037, 0.787037037, 0.787037037, 0.787037037, 0.787037037, 0.787037037, 0.787037037, 0.787037037, 2.5, 2.5, 4.583333333, 4.583333333, 5.640432099, 5.640432099, 5.640432099]"
5014,245722,8.425,123758,157127,"[5.457135457, 5.457135457, 5.457135457, 5.457135457, 5.457135457, 5.457135457, 5.457135457, 5.457135457, 5.457135457, 4.944058642, 4.944058642, 4.944058642, 4.944058642, 4.944058642, 4.944058642, 4.944058642, 4.944058642, 4.944058642, 4.944058642, 4.944058642, 4.944058642, 4.944058642, 4.944058642, 4.944058642]"
5015,245725,142.418,46832,173377,"[2.083333333, 2.083333333, 2.083333333, 2.083333333, 2.083333333, 2.083333333, 2.083333333, 2.083333333, 2.083333333, 2.083333333, 1.111111111, 1.111111111, 1.111111111, 1.111111111, 1.111111111, 1.111111111, 1.111111111, 1.111111111, 1.111111111, 1.111111111, 1.111111111, 1.111111111, 1.111111111, 8.472222222000001]"
5016,245726,125.604,173378,173380,"[11.57407407, 11.57407407, 11.57407407, 11.57407407, 11.57407407, 11.57407407, 11.57407407, 11.57407407, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926, 8.425925926]"
5017,245727,3.4589999999999996,173378,173379,"[12.01388889, 12.01388889, 12.01388889, 12.01388889, 12.01388889, 12.01388889, 12.01388889, 6.666666667, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 4.166666667, 16.52777778, 16.52777778, 16.52777778, 16.52777778, 16.52777778, 16.52777778, 10.55555556, 10.55555556, 10.55555556, 10.55555556, 10.55555556]"
5018,245765,32.634,173448,173726,"[3.234953704, 3.234953704, 3.234953704, 3.234953704, 2.866941015, 2.866941015, 2.866941015, 2.866941015, 2.866941015, 2.866941015, 2.866941015, 2.866941015, 2.866941015, 2.866941015, 3.990740741, 3.990740741, 3.990740741, 3.990740741, 3.990740741, 3.990740741, 3.990740741, 3.990740741, 3.990740741, 4.066666667]"
5019,245766,36.196,173726,175841,"[3.553240741, 3.553240741, 3.553240741, 3.553240741, 2.808641975, 2.808641975, 2.808641975, 2.808641975, 2.808641975, 2.808641975, 2.808641975, 2.808641975, 2.808641975, 2.808641975, 3.537037037, 3.537037037, 3.537037037, 3.537037037, 3.537037037, 3.537037037, 3.537037037, 3.537037037, 3.537037037, 4.175]"
5020,245768,24.814,123780,173247,"[14.01234568, 9.3287037035, 7.193287037, 7.193287037, 7.193287037, 7.193287037, 7.193287037, 7.193287037, 7.193287037, 10.000000001333333, 10.000000001333333, 4.212962963, 4.212962963, 4.725694444, 10.347222223500001, 5.067116346500001, 12.5, 9.33085317275, 11.048611111, 7.2432098768, 6.076984127, 10.361937829, 5.979208752, 9.783950617]"
5021,245769,28.785999999999998,173438,173439,"[7.5636574075, 7.5636574075, 9.185185185, 9.185185185, 9.185185185, 9.185185185, 9.185185185, 9.185185185, 9.185185185, 9.185185185, 9.185185185, 9.185185185, 9.185185185, 5.943228582333333, 5.943228582333333, 5.5787037035, 5.5787037035, 5.5787037035, 5.580632716, 5.811965812, 6.9009462775, 6.956018519, 6.956018519, 6.956018519]"
5022,245770,42.068999999999996,173437,173438,"[7.944444444, 7.944444444, 7.944444444, 7.944444444, 7.944444444, 7.944444444, 7.944444444, 7.944444444, 7.944444444, 7.944444444, 7.944444444, 7.944444444, 7.944444444, 1.944444444, 1.944444444, 1.944444444, 1.944444444, 1.944444444, 1.944444444, 5.908119658, 6.79245523, 6.479552469, 6.479552469, 6.479552469]"
5023,245771,35.521,173436,173437,"[6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.703703704, 6.004273504, 6.683964184, 6.00308642, 6.00308642, 6.00308642]"
5024,245784,11.952,173425,347252,"[2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778, 2.777777778]"
5025,245788,15.049000000000001,173438,347255,"[6.3425925925, 6.3425925925, 6.3425925925, 6.3425925925, 6.3425925925, 6.3425925925, 6.3425925925, 6.3425925925, 6.3425925925, 6.3425925925, 6.3425925925, 6.3425925925, 6.3425925925, 3.796296296, 3.796296296, 4.722222222, 4.722222222, 4.722222222, 5.4861111110000005, 5.4861111110000005, 5.4861111110000005, 5.4861111110000005, 5.4861111110000005, 5.4861111110000005]"
5026,245798,73.715,173432,173434,"[6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.282051282, 6.358491045999999, 4.573688272, 4.573688272, 4.573688272]"
5027,245804,30.485,173432,347268,"[6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.388888889, 6.25, 4.097222222, 4.097222222, 4.097222222]"
5028,245810,31.384,173412,173413,"[2.7211934155, 4.98111598425, 10.41087963, 10.41087963, 10.41087963, 10.41087963, 10.41087963, 15.51851852, 15.51851852, 15.51851852, 15.51851852, 8.055555556, 8.055555556, 1.228956229, 1.228956229, 7.495884775333334, 6.197026353, 6.197026353, 1.8958333330000001, 5.320216049333333, 5.320216049333333, 5.320216049333333, 5.320216049333333, 5.320216049333333]"
5029,245814,97.944,123775,347271,"[3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968, 3.968253968]"
5030,245815,39.946999999999996,173435,173436,"[5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 5.462962963, 6.068376068000001, 6.5754731379999996, 5.52662037, 5.52662037, 5.52662037]"
5031,245816,3.1069999999999998,173434,173435,"[6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.1752136755, 6.466982092, 5.050154321, 5.050154321, 5.050154321]"
5032,245818,19.86,173423,173424,"[5.9104938275, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 4.212962963, 4.212962963, 4.212962963, 4.212962963, 4.2561431625, 4.2561431625, 4.2561431625, 4.2561431625, 4.2561431625]"
5033,245819,31.123,173422,173423,"[6.193415638, 2.268518519, 2.268518519, 2.268518519, 2.268518519, 2.268518519, 2.268518519, 2.268518519, 2.268518519, 2.268518519, 2.268518519, 2.268518519, 2.268518519, 2.268518519, 2.268518519, 4.3827160495, 4.3827160495, 4.3827160495, 4.3827160495, 4.457799145, 4.457799145, 4.457799145, 4.457799145, 4.457799145]"
5034,245820,37.601,173421,173422,"[6.476337448500001, 2.037037037, 2.037037037, 2.037037037, 2.037037037, 2.037037037, 2.037037037, 2.037037037, 2.037037037, 2.037037037, 2.037037037, 2.037037037, 2.037037037, 2.037037037, 2.037037037, 4.5524691355, 4.5524691355, 4.5524691355, 4.5524691355, 4.659455128499999, 4.659455128499999, 4.659455128499999, 4.659455128499999, 4.659455128499999]"
5035,245821,66.589,173421,347273,"[6.7592592589999985, 1.805555556, 1.805555556, 1.805555556, 1.805555556, 1.805555556, 1.805555556, 1.805555556, 1.805555556, 1.805555556, 1.805555556, 1.805555556, 1.805555556, 1.805555556, 1.805555556, 4.722222222, 4.722222222, 4.722222222, 4.722222222, 4.8611111110000005, 4.8611111110000005, 4.8611111110000005, 4.8611111110000005, 4.8611111110000005]"
5036,246076,36.196999999999996,52213,141105,"[5.8950617285, 5.8950617285, 5.8950617285, 5.8950617285, 5.8950617285, 5.8950617285, 5.8950617285, 5.8950617285, 5.8950617285, 5.8950617285, 5.8950617285, 5.8950617285, 5.8950617285, 5.8950617285, 2.97979798, 5.405349794, 5.405349794, 5.405349794, 5.405349794, 5.405349794, 5.405349794, 5.405349794, 2.708333333, 2.708333333]"
5037,246092,41.401,173592,347352,"[10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074, 10.74074074]"
5038,246095,44.16,173586,347355,"[15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778]"
5039,246104,154.985,2525,173593,"[8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889, 8.888888889]"
5040,246126,46.437,52221,173609,"[14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 14.44444444, 8.908730159, 8.908730159, 16.94444444, 16.94444444]"
5041,246139,109.55799999999999,173616,347366,"[3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75, 3.75]"
5042,246140,11.485,173615,173616,"[5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778, 5.434027778]"
5043,246141,35.637,173613,347367,"[9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001, 9.722222222000001]"
5044,246142,50.065,173610,173612,"[6.518518519, 6.518518519, 8.474426808333334, 8.474426808333334, 8.474426808333334, 9.804526748999999, 12.22222222, 7.03645833175, 3.277777778, 3.277777778, 4.953703704, 4.953703704, 1.986111111, 9.010679992843915, 9.010679992843915, 7.096707819, 9.9722222212, 6.076388889, 5.9837962972500005, 9.629629632666665, 12.22222222, 12.22222222, 10.596296296100002, 10.596296296100002]"
5045,246150,353.72900000000004,190851,197860,"[16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515, 16.782806515]"
5046,246194,20.590999999999998,141174,173615,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5047,246194,20.590999999999998,141174,173615,"[7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555, 7.1180555555]"
5048,246329,22.891,123824,175804,"[3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889, 3.888888889]"
5049,246333,19.008,123840,173704,"[7.951146076000001, 7.951146076000001, 7.951146076000001, 7.951146076000001, 7.951146076000001, 7.951146076000001, 7.951146076000001, 7.951146076000001, 7.951146076000001, 16.201469969999998, 16.201469969999998, 15.75908473, 15.75908473, 15.75908473, 15.75908473, 15.75908473, 15.75908473, 15.75908473, 15.75908473, 15.75908473, 15.75908473, 15.75908473, 15.75908473, 11.11111111]"
5050,246355,43.703,173691,347426,"[3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111, 3.611111111]"
5051,246359,54.418,173715,347429,"[18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 18.05555556, 0.694444444, 0.694444444, 0.694444444, 0.694444444, 0.694444444, 0.694444444, 0.694444444]"
5052,246362,102.588,173718,347431,"[11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25]"
5053,246424,28.783,173751,173753,"[4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985, 4.0740740739999985]"
5054,246432,18.346,173752,216560,"[12.8279321, 12.8279321, 12.8279321, 12.8279321, 12.8279321, 12.8279321, 12.8279321, 12.8279321, 12.8279321, 12.8279321, 12.8279321, 12.8279321, 0.7465277779999999, 0.7465277779999999, 0.7465277779999999, 0.7465277779999999, 0.7465277779999999, 0.7465277779999999, 0.7465277779999999, 3.8780864200000003, 12.0530303, 12.0530303, 12.0530303, 12.0530303]"
5055,246434,56.926,141098,173754,"[2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 2.239583333, 3.7762345680000005, 3.7762345680000005, 3.7762345680000005, 3.7762345680000005, 3.7762345680000005]"
5056,246435,36.833,173754,216560,"[1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 1.4930555559999998, 3.827160494, 3.827160494, 3.827160494, 3.827160494, 3.827160494]"
5057,246436,15.993,52276,276310,"[10.59027778, 10.59027778, 10.59027778, 10.59027778, 10.59027778, 10.59027778, 10.59027778, 10.59027778, 8.777777777999999, 14.33333333, 8.2777777785, 13.33333333, 14.64285714, 10.625, 4.837962963, 12.80864198, 10.252057614666667, 10.458847736, 11.2962963, 7.2270833334999995, 11.795138887, 11.261574076666667, 11.261574076666667, 13.22420635]"
5058,246437,45.608000000000004,52276,173749,"[12.05555556, 12.05555556, 12.05555556, 12.05555556, 12.05555556, 12.05555556, 12.05555556, 12.79166667, 12.79166667, 12.79166667, 12.79166667, 12.79166667, 12.79166667, 12.79166667, 14.19753086, 8.8380138365, 9.814814815, 13.3977014275, 11.027777776499999, 9.013888889, 9.013888889, 9.013888889, 11.01851852, 10.10582011]"
5059,246438,23.156999999999996,173749,216561,"[13.15972222, 13.15972222, 13.15972222, 13.15972222, 13.15972222, 13.15972222, 11.33333333, 11.5, 11.5, 11.5, 11.5, 11.5, 13.49206349, 8.611111111, 8.611111111, 8.907712659000001, 11.203703704999999, 12.745492203000001, 13.756172843333331, 7.895138889, 16.21527778, 16.07638889, 11.66666667, 13.247354500000002]"
5060,246439,16.014,216561,276310,"[11.875, 11.875, 11.875, 11.875, 11.875, 11.875, 11.875, 11.875, 9.666666667000001, 14.52777778, 9.218750002, 13.19444444, 14.06746032, 11.7708333345, 4.616402116000001, 13.20987654, 11.561213993333334, 11.013888887333332, 14.25925926, 7.298958333, 13.493055555, 12.569444443666667, 12.569444443666667, 14.875992065000002]"
5061,246564,97.34200000000001,173849,347464,"[5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556, 5.555555556]"
5062,246566,69.676,173851,173852,"[4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259, 4.509259259]"
5063,246567,25.153000000000002,52210,173851,"[4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005, 4.7997685185000005]"
5064,246568,37.594,173750,173751,"[7.5, 7.5, 7.5, 7.5, 7.5, 7.5, 7.5, 7.5, 7.5, 7.5, 5.185185185, 5.185185185, 5.185185185, 5.185185185, 6.9470899479999995, 11.62037037, 11.62037037, 10.024366475, 10.024366475, 9.779513886499998, 9.779513886499998, 9.779513886499998, 5.333333333, 11.648148151000001]"
5065,246569,37.451,52225,173750,"[6.666666667, 6.666666667, 6.666666667, 6.666666667, 6.666666667, 6.666666667, 6.666666667, 6.666666667, 6.666666667, 6.666666667, 6.296296296, 6.296296296, 6.296296296, 6.296296296, 6.945767196000001, 10.86419753, 10.86419753, 10.03187947, 10.03187947, 9.989583334999999, 9.989583334999999, 9.989583334999999, 6.277777778, 10.296296296333333]"
5066,246570,123.904,52225,173853,"[5.044444444, 5.044444444, 5.044444444, 5.044444444, 5.044444444, 5.044444444, 5.044444444, 5.044444444, 5.044444444, 5.044444444, 7.407407407000001, 7.407407407000001, 7.407407407000001, 7.407407407000001, 6.944444444000001, 10.10802469, 10.10802469, 10.039392465, 10.039392465, 10.1996527785, 10.1996527785, 10.1996527785, 7.222222222, 8.944444444]"
5067,246571,82.57700000000001,52258,173853,"[4.255555556, 4.255555556, 4.255555556, 4.255555556, 4.255555556, 4.255555556, 4.255555556, 4.255555556, 4.255555556, 4.255555556, 8.518518519, 8.518518519, 8.518518519, 8.518518519, 6.076388889, 9.351851852000001, 9.351851852000001, 10.04690546, 10.04690546, 10.409722219999999, 10.409722219999999, 10.409722219999999, 4.664351852, 7.342592592999999]"
