,Time Error [s],Whole trip time
0,-1135.1451018408409,1809.1451018408409
1,-321.2907544321497,2546.2907544321497
2,-204.0107123943335,1266.0107123943335
3,-873.8059336372337,1511.8059336372337
4,-1123.7221222482804,2537.7221222482804
5,-908.4441705992967,1611.4441705992967
6,95.81688079907963,1490.1831192009204
7,-758.6351567466945,2605.6351567466945
8,-267.9460325425316,2129.9460325425316
9,-680.173890511461,1358.173890511461
10,-809.4332258639229,2157.433225863923
11,-896.6058534889974,2043.6058534889974
12,-528.6743816769501,1342.6743816769501
13,-1061.3047161035108,1925.3047161035108
14,-1671.777709449928,2414.777709449928
15,-481.29912293764596,1491.299122937646
16,-1362.0923202631334,2555.0923202631334
17,-900.9337103080431,1611.9337103080431
18,-711.5561052700266,2026.5561052700266
19,-594.1830637330465,1523.1830637330465
20,-1541.3405614638614,3632.3405614638614
21,-887.2697058887102,2058.26970588871
22,-357.3331031265511,2312.333103126551
23,-823.2644633055361,2409.264463305536
24,-1141.3334682643106,1839.3334682643106
25,-394.32835274133186,1348.3283527413319
26,-1222.3894522112705,2268.3894522112705
27,-449.7096801034479,1241.709680103448
28,-1294.5657793158775,1977.5657793158775
29,-1041.6282499310587,2321.6282499310587
30,-574.5190017834138,1335.5190017834138
31,-803.8399415988356,2026.8399415988356
32,-986.0003599906922,1804.0003599906922
33,-966.3649540203269,2311.364954020327
34,-981.192703897987,2170.192703897987
35,-1161.3777067863841,1932.3777067863841
36,-989.2606512152543,1722.2606512152543
37,-1410.0790472119438,2413.079047211944
38,-678.3016242368055,1546.3016242368055
39,-726.6400031369062,1423.6400031369062
40,-1584.4368713681515,2350.4368713681515
41,-913.4007483462842,2135.400748346284
42,-807.0114537299416,1720.0114537299416
43,-1092.373574809175,1870.373574809175
44,-613.4628905444033,2300.4628905444033
45,-587.8072301669783,1394.8072301669783
46,-1013.718018386724,2063.718018386724
47,-850.9463470482851,2249.946347048285
48,-870.2045223383386,1573.2045223383386
49,-243.91828016882505,1905.918280168825
50,-1436.7378451606191,2181.737845160619
51,-635.9618533600167,1524.9618533600167
52,-791.548947018201,2354.548947018201
53,-108.16623461106815,1046.1662346110681
54,-1117.1787755675828,2062.1787755675828
55,394.3006195630828,1703.6993804369172
56,-375.5561052700266,2026.5561052700266
57,-705.6783177591715,1386.6783177591715
58,-172.27967740021268,1656.2796774002127
59,-630.4577362094717,1601.4577362094717
60,-665.5896608880298,1419.5896608880298
61,-947.886788893914,2462.886788893914
62,-643.4154677325978,1407.4154677325978
63,-327.8416415204106,1940.8416415204106
64,-704.059998831267,1688.059998831267
65,-1764.59605269216,3855.59605269216
66,-1117.2208666061651,2537.220866606165
67,-431.5247259871344,1321.5247259871344
68,-516.849145436561,1542.849145436561
69,-842.832357948032,2090.832357948032
70,-886.213086427824,1718.213086427824
71,-915.6863881423126,1769.6863881423126
72,-923.6372122248408,1564.6372122248408
73,-858.7829312383033,2163.7829312383033
74,-615.8784201625376,1465.8784201625376
75,-647.2252839895009,1273.225283989501
76,-538.6736151395744,1229.6736151395744
77,-884.5636117103754,2398.5636117103754
78,-223.07153327139918,1224.0715332713992
79,-841.5779847418548,2404.577984741855
80,-594.6913136742251,1582.691313674225
81,-486.6572520055854,1928.6572520055854
82,-873.0223389998023,2160.0223389998023
83,-529.960683346924,1120.960683346924
84,-685.32870854365,1984.32870854365
85,-452.6072724564781,1462.607272456478
86,-863.0569582914595,2245.0569582914595
87,-1211.698090744753,1974.698090744753
88,-637.381350463771,1289.381350463771
89,-1088.5754675294284,2281.5754675294284
90,-768.8727685593894,1620.8727685593894
91,-876.8689038738135,1535.8689038738135
92,-352.01319492068797,2230.013194920688
93,-634.103379013113,1810.103379013113
94,-908.0483011525048,2549.048301152505
95,-861.9643113403113,2249.9643113403113
96,-369.14704956423,1113.14704956423
97,-609.0539145637135,1228.0539145637135
98,-541.2192038833527,1359.2192038833527
99,-859.8617939389114,2281.8617939389114
100,-628.0326813918298,1376.0326813918298
101,-784.2290881138963,1797.2290881138963
102,-1109.7774016086619,2193.777401608662
103,-57.76799974710457,1773.7679997471046
104,-294.0615057696284,1472.0615057696284
105,-425.0181353577598,1806.0181353577598
106,-1002.4320669211736,1903.4320669211736
107,-1025.8220733140336,1814.8220733140336
108,-831.0957058952531,2200.095705895253
109,-1072.3102224228596,2065.3102224228596
110,-889.1714962256003,1559.1714962256003
111,-317.61797935286813,1057.6179793528681
112,-264.9755215154248,1910.9755215154248
113,-881.8469680418746,1705.8469680418746
114,-1035.093377206238,2278.093377206238
115,-901.9850074089652,1644.9850074089652
116,-496.50376280084015,1889.5037628008401
117,-771.6597473161501,1934.65974731615
118,-690.8920939640504,1319.8920939640504
119,-1268.0048339800892,1841.0048339800892
120,-824.9491322887957,2598.9491322887957
121,-387.6677941391217,1239.6677941391217
122,-551.192175698573,1287.192175698573
123,-500.43567273800113,1314.4356727380011
124,-1079.3777067863841,1932.3777067863841
125,-378.3458808842893,1814.3458808842893
126,-769.9489917193982,1493.9489917193982
127,-611.8754714069928,2096.875471406993
128,-1025.477266534071,2233.477266534071
129,-850.6165110786719,1444.616511078672
130,-540.330949959394,1292.330949959394
131,-914.5713681166471,2354.571368116647
132,-660.425042076622,1335.425042076622
133,-594.7018433562098,1674.7018433562098
134,-1241.2000536278906,2362.2000536278906
135,-848.9757871796126,1514.9757871796126
136,-957.1365632301279,1848.1365632301279
137,-918.9911904053079,2164.991190405308
138,-1060.3384504912706,2292.3384504912706
139,-815.8892626276624,2295.8892626276624
140,-633.9679042158159,1401.967904215816
141,-324.62804072887957,768.6280407288796
142,-739.9439022858173,1557.9439022858173
143,-921.9133188178207,2166.9133188178207
144,-88.49208108463563,2087.4920810846356
145,-1286.935492019491,2155.935492019491
146,-727.1642468871353,1493.1642468871353
147,-826.6107749012556,1665.6107749012556
148,-438.4511465802125,2437.4511465802125
149,-509.9743833147784,1214.9743833147784
150,-386.6105245037452,1212.6105245037452
151,-821.5993485678355,1554.5993485678355
152,-246.12507877260714,1217.1250787726071
153,-506.6907691649517,1946.6907691649517
154,-421.6313498680129,1219.6313498680129
155,-779.7224758312079,1657.722475831208
156,-574.1205973012561,2007.120597301256
157,-695.7018446213024,2144.7018446213024
158,-229.28941213740882,1806.2894121374088
159,-609.5334620871845,1447.5334620871845
160,429.89351996853907,1317.106480031461
161,-633.1916578504784,1326.1916578504784
162,-804.9821183719214,2244.9821183719214
163,-680.0983915874783,1479.0983915874783
164,-992.6215003703524,1837.6215003703524
165,-604.0034152151561,1936.003415215156
166,-903.9211249869604,2402.9211249869604
167,-861.5832514822755,2147.5832514822755
168,260.9027007929408,1901.0972992070592
169,-718.1945881294259,2049.194588129426
170,-511.7667457406769,2289.766745740677
171,-614.7349804731818,1731.7349804731818
172,-1216.1944115712029,1957.1944115712029
173,-481.83053293118473,1226.8305329311847
174,-606.3468150058297,1268.3468150058297
175,-865.9516392712333,1782.9516392712333
176,74.43951779984059,1338.5604822001594
177,-662.6250500475664,2004.6250500475664
178,-1007.9921089928903,1835.9921089928903
179,-237.86573418414628,2204.8657341841463
180,-1054.3484894824687,2077.3484894824687
181,-548.459125150476,1193.459125150476
182,-838.7534965268005,2418.7534965268005
183,-795.2211589681426,1611.2211589681426
184,-661.2068034821925,1386.2068034821925
185,-1070.3649540203269,2311.364954020327
186,-675.8885205310771,1348.8885205310771
187,-891.5174155647892,2669.517415564789
188,-966.908950485893,1772.908950485893
189,-781.472651229313,1526.472651229313
190,-184.68639970111485,1602.6863997011149
191,-790.6801198183898,1508.6801198183898
192,-742.6400031369062,1423.6400031369062
193,-627.197916710573,1827.197916710573
194,-1001.4568670316185,2330.4568670316185
195,-1420.7160206039857,2482.7160206039857
196,-1186.273639681744,1795.273639681744
197,-699.7064152026255,1443.7064152026255
198,-908.2536056535268,1573.2536056535268
199,-367.33094995939405,1292.330949959394
200,-928.9866316622451,2402.986631662245
201,39.40680510675156,2081.5931948932484
202,-627.9869203372032,1514.9869203372032
203,273.4945886116941,1851.505411388306
204,1011.5552831297227,1200.4447168702773
205,-897.6372122248408,1564.6372122248408
206,-579.8063840328459,1250.806384032846
207,-2130.248539928547,4450.248539928547
208,-736.2616579154806,2424.2616579154806
209,-762.74240355868,2037.74240355868
210,415.34823311052537,1238.6517668894746
211,-859.048430613265,1641.048430613265
212,-894.3526518308686,2154.3526518308686
213,-849.0508386336751,2050.050838633675
214,-845.8994761591343,1493.8994761591343
215,-863.7199940732644,2183.7199940732644
216,-287.10286237230775,2130.1028623723078
217,-912.7602513553702,1897.7602513553702
218,-1337.8312029885321,1960.8312029885321
219,-379.6450308225317,2150.6450308225317
220,-768.4676453477887,2351.4676453477887
221,-817.0961745188622,1643.0961745188622
222,-702.1529111624236,1304.1529111624236
223,-584.4311496805212,2223.4311496805212
224,-787.74240355868,2037.74240355868
225,-778.8433042904953,2710.8433042904953
226,-1008.5713681166471,2354.571368116647
227,-944.3573123610331,1750.357312361033
228,-1095.4202785661118,2191.420278566112
229,-921.3264089786751,1672.326408978675
230,-662.6046092025995,1245.6046092025995
231,-545.3810800013246,1493.3810800013246
232,-810.7558388985767,1532.7558388985767
233,-527.3007360733061,1938.300736073306
234,-1033.7923583684856,2194.7923583684856
235,48.69900312330874,107.30099687669126
236,-553.8416337378253,1335.8416337378253
237,-999.2669249710668,1606.2669249710668
238,-1088.692944904858,2695.692944904858
239,-1339.7449617743805,3700.7449617743805
240,-132.1238181498111,1934.123818149811
241,-1412.2526858780907,2379.2526858780907
242,-863.6272790799189,1966.627279079919
243,-1130.8243946646758,2587.8243946646758
244,-960.307271173258,2152.307271173258
245,-793.4093925337538,1389.4093925337538
246,-1244.8473247468019,2546.847324746802
247,-712.969202693348,1338.969202693348
248,-1285.3608875574992,2358.360887557499
249,-1132.934527871146,1808.934527871146
250,-1086.864457714245,1858.864457714245
251,-661.5628437898688,1402.5628437898688
252,-860.7364023081798,1567.7364023081798
253,-222.763962800233,1260.763962800233
254,-1720.2734125578013,2640.2734125578013
