MAPE original route,RMSE original route,MAPE Dijk route,RMSE Dijk route,Similarity
0.818258656889928,12119.996912835002,0.518366635727457,7305.692576014183,0.8444389915736145
1.0123128736354678,6880.780057269374,0.43889848669660003,2467.2012795886567,0.6925552261710956
1.082747503596098,12514.191618195204,0.7082655317041564,8702.987807080393,0.8673972806320744
1.4092822000218508,9349.065946045454,0.465910592092152,249.91754813018468,0.5555740628109855
0.939755763854254,5713.050604580769,0.45813628288454034,1624.688274648666,0.5236712813803162
0.5846137906349955,12193.293760267554,0.48681924515175756,9893.00926539442,0.9990379164115336
1.3824134289404577,12110.097716665021,0.4489826902938429,1542.4983217827698,0.625779040997932
0.7292901350672969,9047.552460062034,0.6379590787145831,7863.371363873081,0.9472157360567874
0.8112054574381093,6192.621713622437,0.4345222175809216,1005.1463925423207,0.8565393379492272
0.8256140731301106,17393.93105575021,0.5125778756731886,10257.758575958425,0.7762110836346628
0.7306450998688364,5726.093386924237,0.5691248230881047,4362.308716767091,0.8644052709414588
0.7014448155931747,7662.080079559805,0.5126287559451478,5381.4774215558455,0.843211671852617
0.6059447973405983,3382.5222633193434,0.5163340842454306,2693.0347156504918,0.9424475373662399
1.0683114818950084,5101.106380419094,0.5927998023780909,1290.8052757515354,0.7802692447796028
0.6526066529511778,11759.565962927558,0.41286935123789564,6901.287682006384,0.6876440153277923
