MAPE original route,RMSE original route,MAPE Dijk route,RMSE Dijk route,Similarity
1.4430832026470706,11809.01203028033,0.6001505022815151,2321.4153439057295,0.6113765117221859
1.2917222096230465,8529.310225987954,0.5279604556895553,2175.3428864002785,0.5734536000770434
1.286264680977857,14594.311389168646,0.6533385566503849,7615.680655455665,0.6886028427301415
1.256863545008211,13324.607405090903,0.49607630989915363,2064.0704666913475,0.5785620249353869
1.7145234665990543,11446.414268682898,0.5396523845719708,1293.0979390902107,0.5590132090101209
0.5335354183564637,10754.755805374329,0.4418253903611681,7299.2680423839965,0.9400950863048269
1.6417452427242687,19129.660677340104,0.5803460460652888,4002.2637111713157,0.5868620808849802
0.9327721708087726,9361.879451469731,0.5784257499329897,4724.4629248157225,0.8084401190298751
1.223942196328911,14360.730947215074,0.5027692976268348,2355.8289291466235,0.5655682073774625
0.9745725210387479,15266.43533083821,0.5217684022888608,7024.225064217643,0.733246396685598
0.590909336516092,3720.7398100270884,0.3858973991664615,2272.9589551512686,0.8493948560014281
0.6324986851305326,6028.1963301062215,0.38641009308950547,3133.2269198398994,0.8157394378960147
0.6363275154013208,1842.9641870329401,0.2863982265000403,974.6702219438605,0.8556388525978794
1.3375143794986952,9167.369819906493,0.5085423465876261,1925.5230615263974,0.5936712643687091
0.8003926285700552,11987.668717860379,0.4299494929625322,5617.997033900062,0.720033481945896
