MAPE original route,RMSE original route,MAPE Dijk route,RMSE Dijk route,Similarity
0.6494238664588516,6710.050759771625,0.37977765068435476,3397.5892356357117,0.6688145573631845
0.5425941629949441,3366.8998958565817,0.3764392761283506,1659.2339002690337,0.7980922835770505
0.7071224872679656,6775.072327353802,0.4224581833712158,3884.615449823877,0.8077882626547769
1.0782687799933734,6589.063858966777,0.5566016012734917,1853.6619977793755,0.5982670092042875
1.06685963101175,4570.623583736616,0.48940582880958616,1496.352636689073,0.5154084826024656
0.3629233292735189,3150.4732740356385,0.30382877052355567,1463.4443266576714,0.9071692979194504
1.0086188922802608,8251.380118703237,0.48218319339339777,2854.8289046303644,0.6334292632184977
0.5611868841728902,3521.304987148347,0.3593248312872459,2376.795940797852,0.9081977438716786
0.943584066498765,8632.954496767275,0.3855738558697873,1478.7077549045164,0.5647253150654317
0.46338641245380074,3691.6557012666703,0.38718720381481253,2551.988603084816,0.9814275574519986
0.4280030634632861,2491.3466301800104,0.339027666614214,1099.8347519755196,0.8969527061555825
0.42879611869754675,2480.3945635962987,0.29262078800162444,1112.5190478609281,0.8757220812129238
0.42376846462115003,1703.3350713658172,0.3295642648740506,1029.8337245441678,0.7990568733566683
0.8252997365325526,3651.649584396818,0.37809327277421895,134.61869862021513,0.6035042195706699
0.6410249461502883,5886.653463869012,0.3856196281488695,3038.606969304747,0.858495806832757
