"selected_trips"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",9
"7",11
"8",12
"9",13
"10",15
"11",16
"12",17
"13",19
"14",21
"15",22
"16",23
"17",25
"18",30
"19",31
"20",33
"21",34
"22",35
"23",36
"24",37
"25",38
"26",40
"27",41
"28",42
"29",43
"30",44
"31",45
"32",46
"33",47
"34",50
"35",51
"36",53
"37",54
"38",55
"39",56
"40",57
"41",59
"42",60
"43",61
"44",62
"45",63
"46",64
"47",66
"48",67
"49",68
"50",69
"51",70
"52",72
"53",75
"54",76
"55",78
"56",79
"57",80
"58",81
"59",82
"60",83
"61",85
"62",86
"63",87
"64",88
"65",89
"66",91
"67",92
"68",93
"69",96
"70",97
"71",99
"72",100
"73",101
"74",103
"75",104
"76",107
"77",108
"78",109
"79",110
"80",111
"81",112
"82",113
"83",114
"84",115
"85",116
"86",117
"87",118
"88",120
"89",121
"90",122
"91",123
"92",124
"93",125
"94",127
"95",128
"96",129
"97",131
"98",132
"99",134
"100",136
"101",137
"102",138
"103",140
"104",141
"105",144
"106",145
"107",146
"108",147
"109",148
"110",149
"111",152
"112",153
"113",155
"114",158
"115",159
"116",160
"117",161
"118",162
"119",163
"120",164
"121",165
"122",166
"123",167
"124",168
"125",169
"126",170
"127",171
"128",174
"129",175
"130",177
"131",179
"132",180
"133",181
"134",182
"135",183
"136",185
"137",186
"138",187
"139",189
"140",192
"141",193
"142",194
"143",195
"144",197
"145",198
"146",200
"147",201
"148",202
"149",203
"150",205
"151",206
"152",207
"153",208
"154",209
"155",211
"156",212
"157",213
"158",214
"159",215
"160",216
"161",217
"162",220
"163",221
"164",222
"165",223
"166",224
"167",225
"168",226
"169",227
"170",228
"171",229
"172",230
"173",232
"174",233
"175",235
"176",236
"177",237
"178",238
"179",239
"180",240
"181",242
"182",243
"183",244
"184",245
"185",247
"186",249
"187",250
"188",252
"189",253
"190",256
"191",257
"192",258
"193",259
"194",260
"195",262
"196",263
"197",264
"198",265
"199",267
"200",268
"201",269
"202",270
"203",271
"204",272
"205",276
"206",277
"207",278
"208",279
"209",281
"210",283
"211",286
"212",287
"213",288
"214",289
"215",291
"216",292
"217",293
"218",294
"219",295
"220",296
"221",297
"222",298
"223",301
"224",302
"225",303
"226",304
"227",305
"228",308
"229",309
"230",311
"231",312
"232",313
"233",315
"234",316
"235",318
"236",319
"237",320
"238",321
"239",323
"240",324
"241",326
"242",327
"243",328
"244",329
"245",330
"246",332
"247",335
"248",336
"249",337
"250",338
"251",339
"252",340
"253",341
"254",343
"255",344
"256",345
"257",347
"258",348
"259",349
"260",352
"261",353
"262",355
"263",356
"264",358
"265",359
"266",360
"267",365
"268",367
"269",368
"270",369
"271",370
"272",371
"273",372
"274",373
"275",375
"276",376
"277",378
"278",379
"279",380
"280",382
"281",384
"282",385
"283",386
"284",387
"285",389
"286",390
"287",391
"288",392
"289",393
"290",397
"291",398
"292",402
"293",403
"294",404
"295",405
"296",406
"297",407
"298",408
"299",409
"300",410
"301",411
"302",412
"303",413
"304",417
"305",418
"306",419
"307",420
"308",421
"309",422
"310",423
"311",425
"312",426
"313",427
"314",429
"315",431
"316",432
"317",433
"318",435
"319",438
"320",440
"321",441
"322",442
"323",445
"324",446
"325",447
"326",448
"327",449
"328",450
"329",453
"330",454
"331",455
"332",456
"333",457
"334",458
"335",461
"336",462
"337",463
"338",464
"339",465
"340",466
"341",467
"342",468
"343",470
"344",471
"345",472
"346",474
"347",475
"348",476
"349",477
"350",478
"351",481
"352",482
"353",483
"354",484
"355",486
"356",487
"357",488
"358",489
"359",490
"360",491
"361",494
"362",495
"363",496
"364",498
"365",499
"366",500
"367",503
"368",504
"369",505
"370",506
"371",507
"372",508
"373",509
"374",510
"375",511
"376",515
"377",517
"378",520
"379",522
"380",524
"381",528
"382",529
"383",530
"384",532
"385",533
"386",534
"387",535
"388",536
"389",537
"390",538
"391",539
"392",540
"393",541
"394",542
"395",545
"396",547
"397",548
"398",549
"399",550
"400",551
"401",552
"402",553
"403",554
"404",555
"405",556
"406",558
"407",559
"408",561
"409",562
"410",566
"411",567
"412",568
"413",569
"414",570
"415",571
"416",572
"417",578
"418",579
"419",580
"420",581
"421",584
"422",585
"423",586
"424",587
"425",588
"426",589
"427",590
"428",591
"429",592
"430",593
"431",594
"432",596
"433",598
"434",599
"435",600
"436",601
"437",605
"438",606
"439",607
"440",608
"441",609
"442",610
"443",611
"444",612
"445",613
"446",614
"447",615
"448",616
"449",617
"450",618
"451",620
