,Unnamed: 0,EdgeID,Length(m)(poly),weight,data avail,from_node,from_lat,from_lon,to_node,to_lat,to_lon
35,35,897,186.593,"[16.666666666666668, 12.0, 17.0, 11.0, 13.5, 12.0, 13.142857142857142, 12.8, 27.0, 21.0, 13.333333333333334, 17.545454545454547, 12.0, 16.0, 17.666666666666668, 14.428571428571429, 20.5, 17.833333333333332, 13.571428571428571, 13.909090909090908, 11.77777777777778, 14.636363636363637, 14.428571428571429, 16.0]",24,145376,49.39510132,18.61825869,145378,49.39647856,18.61972217
36,36,898,54.694,"[12.0, 11.5, 4.662899033335181, 4.662899033335181, 14.0, 11.0, 12.0, 12.0, 4.662899033335181, 4.662899033335181, 22.0, 15.0, 18.0, 17.666666666666668, 4.662899033335181, 42.25, 4.662899033335181, 14.5, 26.571428571428573, 12.25, 16.0, 16.0, 11.0, 121.0]",24,2487,49.39691665,18.62006583,145378,49.39647856,18.61972217
37,37,899,44.065,"[4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 28.0, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126, 22.0, 4.8003140345070126, 4.8003140345070126, 4.8003140345070126]",16,2500,49.42254423,18.68608822,259494,49.42257105,18.6855542
38,38,900,355.938,"[26.0, 51.0, 21.0, 21.0, 21.0, 21.0, 27.0, 30.0, 30.666666666666668, 30.666666666666668, 30.666666666666668, 30.666666666666668, 30.666666666666668, 20.0, 31.0, 31.0, 98.0, 36.0, 124.0, 19.0, 21.5, 28.0, 32.25, 23.0]",16,2530,49.42171218,18.68091472,259494,49.42257105,18.6855542
39,39,901,60.701,"[6.612591903066157, 17.0, 14.0, 14.0, 14.0, 14.0, 37.0, 6.612591903066157, 15.0, 15.0, 15.0, 15.0, 15.0, 6.612591903066157, 17.0, 17.0, 15.0, 6.612591903066157, 6.612591903066157, 11.0, 6.612591903066157, 11.0, 14.5, 6.612591903066157]",15,2530,49.42171218,18.68091472,87452,49.42201989,18.68022368
40,40,902,18.195,"[16.0, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 101.0, 1.9821108330388089, 1.9821108330388089, 12.0, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 1.9821108330388089, 19.0]",14,87452,49.42201989,18.68022368,144155,49.42212588,18.68003202
41,41,1374,158.704,"[21.25, 17.428571428571427, 20.0, 24.5, 18.666666666666668, 21.428571428571427, 20.77777777777778, 21.5, 22.9, 21.5, 25.0, 18.285714285714285, 21.4, 38.2, 22.2, 23.666666666666668, 33.8, 26.727272727272727, 18.41176470588235, 19.65217391304348, 20.61111111111111, 19.77777777777778, 19.22222222222222, 24.6]",24,2520,49.43702164,18.72469601,142799,49.43826253,18.72532335
42,42,1375,148.101,"[26.0, 34.0, 21.0, 12.626248029691988, 129.0, 12.626248029691988, 12.626248029691988, 18.0, 20.5, 22.5, 20.0, 12.626248029691988, 16.5, 18.33333333333333, 34.5, 45.5, 18.5, 30.5, 16.0, 22.375, 27.0, 24.75, 26.0, 31.0]",24,142799,49.43826253,18.72532335,142801,49.43941197,18.72632862
43,43,1376,89.923,"[18.0, 16.0, 19.2, 23.25, 17.0, 19.0, 18.142857142857142, 16.333333333333332, 21.33333333333333, 24.0, 22.75, 18.142857142857142, 22.33333333333333, 24.0, 22.5, 26.0, 25.0, 21.666666666666668, 18.33333333333333, 17.933333333333334, 20.2, 17.571428571428573, 17.125, 17.0]",24,142801,49.43941197,18.72632862,142802,49.43980927,18.7274097
44,44,1377,76.577,"[6.528519019923723, 6.528519019923723, 14.0, 17.0, 6.528519019923723, 18.0, 19.0, 6.528519019923723, 23.5, 11.0, 6.528519019923723, 6.528519019923723, 16.0, 18.0, 17.0, 18.33333333333333, 19.0, 15.0, 15.0, 17.0, 18.166666666666668, 19.0, 6.528519019923723, 6.528519019923723]",24,142802,49.43980927,18.7274097,142804,49.44009593,18.72837269
45,45,1378,71.495,"[16.0, 18.0, 24.0, 6.095256634883145, 6.095256634883145, 6.095256634883145, 6.095256634883145, 19.0, 25.0, 6.095256634883145, 6.095256634883145, 16.0, 6.095256634883145, 13.5, 6.095256634883145, 16.0, 17.666666666666668, 18.0, 6.095256634883145, 21.5, 14.5, 18.5, 17.0, 13.0]",24,2521,49.4403541,18.72927831,142804,49.44009593,18.72837269
46,46,1379,23.913,"[22.5, 17.2, 2.0386862285469003, 2.0386862285469003, 19.0, 20.0, 19.33333333333333, 20.6, 24.0, 23.0, 19.0, 17.5, 21.0, 20.0, 20.0, 2.0386862285469003, 2.0386862285469003, 21.0, 17.666666666666668, 20.0, 19.666666666666668, 20.5, 20.0, 15.25]",24,2521,49.4403541,18.72927831,142805,49.44047126,18.72955565
47,47,1380,44.63,"[17.0, 3.804899693892367, 18.0, 3.804899693892367, 20.0, 3.804899693892367, 3.804899693892367, 3.804899693892367, 22.0, 3.804899693892367, 19.0, 3.804899693892367, 3.804899693892367, 3.804899693892367, 23.0, 3.804899693892367, 3.804899693892367, 20.0, 23.0, 19.0, 3.804899693892367, 13.0, 22.0, 3.804899693892367]",24,2522,49.44075307,18.72999058,142805,49.44047126,18.72955565
48,48,1381,33.163,"[2.827288562593604, 2.827288562593604, 16.0, 2.827288562593604, 2.827288562593604, 2.827288562593604, 2.827288562593604, 2.827288562593604, 2.827288562593604, 21.0, 2.827288562593604, 2.827288562593604, 2.827288562593604, 2.827288562593604, 2.827288562593604, 20.0, 2.827288562593604, 18.0, 2.827288562593604, 17.0, 2.827288562593604, 2.827288562593604, 2.827288562593604, 2.827288562593604]",24,2522,49.44075307,18.72999058,145919,49.44101794,18.73020143
49,49,1382,45.485,"[20.0, 3.877792125850197, 21.5, 20.6, 21.33333333333333, 21.75, 17.75, 19.5, 20.428571428571427, 22.0, 24.0, 19.25, 22.666666666666668, 23.5, 21.5, 27.5, 24.33333333333333, 21.5, 20.6, 21.5, 20.9, 21.5, 23.0, 20.0]",24,142787,49.44134335,18.73057396,145919,49.44101794,18.73020143
50,50,1383,236.086,"[19.33333333333333, 21.75, 20.75, 20.5, 22.0, 26.666666666666668, 22.5, 22.666666666666668, 20.0, 26.25, 18.33333333333333, 21.2, 21.0, 22.5, 22.0, 17.333333333333332, 21.0, 40.5, 24.11111111111111, 23.4375, 36.91666666666666, 21.6, 19.857142857142858, 17.285714285714285]",24,142787,49.44134335,18.73057396,142788,49.44227784,18.73338656
51,51,1384,51.248,"[22.0, 4.36911269353789, 19.0, 4.36911269353789, 4.36911269353789, 4.36911269353789, 17.0, 4.36911269353789, 21.0, 4.36911269353789, 31.5, 24.0, 15.0, 4.36911269353789, 26.0, 4.36911269353789, 17.0, 21.6, 15.666666666666666, 17.833333333333332, 16.5, 4.36911269353789, 27.5, 80.66666666666667]",24,2489,49.40514284,18.62135944,255522,49.40553735,18.62172563
52,52,1385,375.486,"[26.666666666666668, 43.125, 37.0, 30.0, 35.111111111111114, 32.5, 30.23809523809524, 34.583333333333336, 34.6, 33.57142857142857, 44.285714285714285, 62.85, 70.27272727272727, 38.66666666666666, 34.666666666666664, 38.45454545454545, 50.0, 43.05, 34.4054054054054, 45.10714285714285, 35.47058823529412, 39.25, 43.94736842105263, 29.384615384615383]",24,145145,49.40730779,18.62603877,255522,49.40553735,18.62172563
53,53,1386,321.856,"[16.0, 43.0, 59.0, 66.25, 88.5, 81.0, 19.63636363636364, 159.0, 84.0, 59.66666666666666, 121.0, 44.5, 45.0, 24.571428571428573, 73.75, 36.0, 46.55555555555556, 46.3, 28.6, 53.083333333333336, 27.07692307692308, 15.857142857142858, 22.454545454545453, 21.875]",24,146408,49.37192461,18.48714095,146412,49.37126505,18.48283582
54,54,1387,62.128,"[29.0, 12.0, 10.0, 11.0, 22.0, 5.29667954698958, 9.0, 5.29667954698958, 11.0, 28.0, 18.0, 14.0, 18.0, 16.6, 19.0, 13.0, 13.0, 12.666666666666666, 17.2, 5.29667954698958, 11.0, 12.75, 12.0, 12.0]",24,146408,49.37192461,18.48714095,146409,49.37207008,18.48796387
55,55,1388,70.12,"[13.0, 5.9780319636059325, 18.0, 11.0, 24.0, 5.9780319636059325, 10.5, 9.5, 5.9780319636059325, 26.0, 13.5, 5.9780319636059325, 11.0, 21.0, 14.0, 11.0, 11.2, 13.0, 13.5, 12.833333333333334, 13.0, 11.5, 13.333333333333334, 12.333333333333334]",24,146409,49.37207008,18.48796387,146410,49.37230776,18.48886092
56,56,1389,93.658,"[7.984747827259047, 18.0, 7.984747827259047, 11.0, 7.984747827259047, 11.0, 15.666666666666666, 7.984747827259047, 15.0, 7.984747827259047, 7.984747827259047, 17.75, 14.0, 11.0, 12.0, 15.5, 9.666666666666666, 11.0, 13.428571428571429, 12.0, 17.375, 12.0, 11.25, 12.666666666666666]",24,146410,49.37230776,18.48886092,146411,49.37270003,18.49000328
57,57,1390,20.053,"[1.7096046059068706, 1.7096046059068706, 18.0, 13.0, 15.0, 1.7096046059068706, 12.0, 1.7096046059068706, 1.7096046059068706, 1.7096046059068706, 1.7096046059068706, 1.7096046059068706, 1.7096046059068706, 14.333333333333334, 1.7096046059068706, 1.7096046059068706, 1.7096046059068706, 11.0, 1.7096046059068706, 1.7096046059068706, 18.0, 12.666666666666666, 11.0, 13.0]",24,146404,49.37279223,18.49024132,146411,49.37270003,18.49000328
58,58,1391,76.437,"[6.516583417030043, 12.0, 6.516583417030043, 11.5, 14.0, 6.516583417030043, 14.0, 11.666666666666666, 6.516583417030043, 14.5, 15.5, 13.0, 10.0, 6.516583417030043, 11.5, 19.0, 13.0, 11.25, 13.4, 15.8, 15.0, 12.0, 15.666666666666666, 11.0]",24,146404,49.37279223,18.49024132,146423,49.37314595,18.49114657
59,59,1392,12.946,"[1.1037022504398517, 1.1037022504398517, 1.1037022504398517, 1.1037022504398517, 1.1037022504398517, 1.1037022504398517, 8.5, 1.1037022504398517, 1.1037022504398517, 1.1037022504398517, 13.0, 1.1037022504398517, 1.1037022504398517, 1.1037022504398517, 1.1037022504398517, 1.1037022504398517, 10.0, 24.0, 14.5, 10.0, 1.1037022504398517, 1.1037022504398517, 18.0, 15.0]",24,146423,49.37314595,18.49114657,186928,49.37320425,18.49130135
60,60,1393,603.298,"[34.0, 25.5, 33.5, 46.37079934092864, 11.0, 12.833333333333334, 18.166666666666668, 11.5, 23.0, 12.0, 22.6, 18.75, 15.166666666666666, 23.75, 13.2, 15.333333333333334, 24.0, 14.2, 17.166666666666668, 17.0, 14.6, 25.666666666666668, 20.5, 13.333333333333334]",24,2902,49.43371544,18.8007819,73420,49.43205415,18.80844277
61,61,1394,23.275,"[30.0, 1.788967234534366, 1.788967234534366, 1.788967234534366, 48.0, 41.0, 41.0, 38.0, 19.0, 39.66666666666666, 21.5, 31.5, 37.4, 32.333333333333336, 40.0, 49.0, 33.0, 45.0, 44.0, 30.0, 25.0, 1.788967234534366, 24.0, 1.788967234534366]",24,73420,49.43205415,18.80844277,286390,49.43202863,18.80876222
