,Unnamed: 0,EdgeID,Length(m)(poly),weight,data avail,from_node,from_lat,from_lon,to_node,to_lat,to_lon
2190,2190,116131,38.828,"[10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 10.768874954136283, 15.0, 10.768874954136283, 13.0, 13.0, 10.768874954136283, 10.768874954136283, 10.768874954136283]",8,2518,49.40213243,18.62408803,87461,49.40182174,18.62384309
2191,2191,116132,41.019,"[45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 11.376544806421045, 11.376544806421045, 11.376544806421045, 11.376544806421045, 11.376544806421045, 11.376544806421045, 11.376544806421045, 11.376544806421045, 20.0, 11.376544806421045, 11.376544806421045, 11.376544806421045, 11.376544806421045, 11.376544806421045]",8,87461,49.40182174,18.62384309,87462,49.40149578,18.62357766
2192,2192,116133,113.385,"[31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 36.0, 36.0, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797, 31.447122866867797]",6,87462,49.40149578,18.62357766,87468,49.40064306,18.62271842
2193,2193,116134,222.862,"[61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 61.81036906430207, 21.0, 21.0, 18.0, 16.0, 22.0, 22.0, 22.0, 22.0, 22.0]",5,87468,49.40064306,18.62271842,87474,49.39881338,18.62169583
2194,2194,116135,31.971,"[8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566, 8.867098515470566]",5,87460,49.39856565,18.62147157,87474,49.39881338,18.62169583
2195,2195,116138,75.264,"[8.199043129312058, 8.199043129312058, 8.199043129312058, 8.199043129312058, 20.0, 20.0, 26.0, 26.0, 19.0, 19.0, 19.0, 19.0, 19.0, 8.199043129312058, 8.199043129312058, 8.199043129312058, 8.199043129312058, 8.199043129312058, 8.199043129312058, 23.5, 23.5, 23.5, 8.199043129312058, 8.199043129312058]",9,2487,49.39691665,18.62006583,87477,49.39664824,18.62101298
2196,2196,116139,78.954,"[19.0, 19.0, 19.0, 19.0, 21.0, 21.0, 8.601021088856614, 8.601021088856614, 8.601021088856614, 8.601021088856614, 8.601021088856614, 8.601021088856614, 8.601021088856614, 24.0, 24.0, 18.0, 18.0, 18.0, 18.0, 8.601021088856614, 8.601021088856614, 8.601021088856614, 8.601021088856614, 8.601021088856614]",9,87477,49.39664824,18.62101298,145106,49.39639306,18.62203111
2197,2197,116140,77.806,"[8.47596127922053, 8.47596127922053, 8.47596127922053, 8.47596127922053, 8.47596127922053, 8.47596127922053, 8.47596127922053, 8.47596127922053, 26.0, 26.0, 26.0, 26.0, 26.0, 8.47596127922053, 8.47596127922053, 8.47596127922053, 8.47596127922053, 8.47596127922053, 8.47596127922053, 8.47596127922053, 8.47596127922053, 8.47596127922053, 29.0, 20.0]",9,145104,49.39614142,18.62303433,145106,49.39639306,18.62203111
2198,2198,116141,124.252,"[13.535654587894369, 13.535654587894369, 13.535654587894369, 13.535654587894369, 26.0, 26.0, 18.0, 18.0, 13.535654587894369, 13.535654587894369, 13.535654587894369, 13.535654587894369, 13.535654587894369, 33.0, 33.0, 29.0, 29.0, 29.0, 29.0, 24.0, 24.0, 24.0, 13.535654587894369, 13.535654587894369]",9,87467,49.39572996,18.62463061,145104,49.39614142,18.62303433
2199,2199,116142,145.809,"[33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 50.0, 50.0, 57.0, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233, 33.26065421845233]",6,145118,49.40345342,18.62166789,203430,49.40474256,18.62129909
2200,2200,116148,130.795,"[44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0]",1,87463,49.39951169,18.62423257,87484,49.4006194,18.62475858
2201,2201,116149,155.293,"[35.42406007548312, 35.42406007548312, 35.42406007548312, 35.42406007548312, 35.42406007548312, 35.42406007548312, 35.42406007548312, 35.42406007548312, 35.42406007548312, 35.42406007548312, 35.42406007548312, 35.42406007548312, 35.42406007548312, 35.42406007548312, 996.0, 996.0, 996.0, 996.0, 996.0, 996.0, 996.0, 996.0, 996.0, 996.0]",2,87461,49.40182174,18.62384309,87484,49.4006194,18.62475858
2202,2202,116151,125.451,"[153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0]",1,87489,49.40611775,18.61961824,87490,49.40693712,18.61859769
2203,2203,116207,225.337,"[798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 798.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0]",2,69317,49.10936093,18.93094168,268231,49.10825638,18.9330299
2204,2204,116217,60.614,"[18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",1,87540,49.10962524,18.92883615,87566,49.11009276,18.92926437
2205,2205,116221,286.171,"[52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 119.0, 119.0, 119.0, 32.0, 32.0, 32.0, 32.0, 32.0]",4,44508,49.11339262,18.92288966,87559,49.11270009,18.92662147
2206,2206,116222,153.601,"[153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 153.0, 35.03809606134392, 35.03809606134392, 35.03809606134392, 35.03809606134392, 35.03809606134392, 35.03809606134392, 22.0, 22.0, 22.0, 30.0, 30.0]",4,87519,49.11193939,18.92838297,87559,49.11270009,18.92662147
2207,2207,116223,82.966,"[18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 18.925467137749493, 22.0, 18.0, 18.0, 31.0, 18.925467137749493, 18.925467137749493]",6,87519,49.11193939,18.92838297,87551,49.11154898,18.92935434
2208,2208,116225,88.055,"[20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015, 20.08632462472015]",3,87520,49.11085347,18.93137177,87546,49.11117459,18.93027039
2209,2209,116226,523.682,"[212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 121.0, 121.0, 151.0, 151.0, 151.0]",3,87520,49.11085347,18.93137177,87561,49.10900479,18.93775599
2210,2210,116246,135.082,"[30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302, 30.813706239923302]",1,69315,49.10953788,18.92658421,87518,49.10835305,18.92695283
2211,2211,116247,64.269,"[14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 14.660473537063645, 33.0, 33.0, 14.660473537063645, 14.660473537063645, 14.660473537063645]",4,69315,49.10953788,18.92658421,87554,49.11011586,18.92658924
2212,2212,116248,72.98,"[16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597, 16.64754949874597]",5,87550,49.11077207,18.92656987,87554,49.11011586,18.92658924
2213,2213,116249,214.942,"[58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 58.5, 49.030660240606416, 49.030660240606416, 49.030660240606416, 49.030660240606416, 49.030660240606416]",3,87550,49.11077207,18.92656987,87559,49.11270009,18.92662147
2214,2214,116267,241.653,"[455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 55.12373635270566, 55.12373635270566, 55.12373635270566, 55.12373635270566, 55.12373635270566, 55.12373635270566]",3,87519,49.11193939,18.92838297,87554,49.11011586,18.92658924
2215,2215,116273,38.657,"[8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 8.818091545259287, 44.0, 8.818091545259287, 35.0, 30.0, 8.818091545259287, 8.818091545259287]",11,69320,49.10935087,18.92361162,69321,49.10969509,18.92368612
2216,2216,116274,141.684,"[32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 32.31969585064845, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0]",2,69321,49.10969509,18.92368612,87526,49.11096392,18.92386456
2217,2217,118236,255.773,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 12.0, 12.0, 13.0, 13.0, 13.0, 18.5, 75.0, 75.0, 75.0, 14.0, 12.0, 15.0, 15.0, 14.0, 14.0, 13.0, 13.0]",10,44577,49.20902027,18.85115546,198713,49.20702798,18.85291417
2218,2218,118237,95.307,"[8.12533217848532, 8.12533217848532, 8.12533217848532, 8.12533217848532, 8.12533217848532, 8.12533217848532, 8.12533217848532, 8.12533217848532, 8.12533217848532, 8.12533217848532, 8.12533217848532, 8.12533217848532, 19.0, 8.12533217848532, 8.12533217848532, 8.12533217848532, 22.0, 26.0, 8.12533217848532, 8.12533217848532, 14.0, 14.0, 14.0, 14.0]",10,89093,49.20625592,18.85348396,198713,49.20702798,18.85291417
2219,2219,118238,381.333,"[26.0, 40.0, 32.0, 38.0, 33.0, 33.0, 29.0, 37.333333333333336, 33.5, 23.0, 55.0, 39.4, 25.0, 183.0, 30.33333333333333, 30.33333333333333, 30.25, 43.75, 28.0, 30.4, 41.0, 39.71428571428572, 36.142857142857146, 45.55555555555556]",22,89093,49.20625592,18.85348396,210769,49.20394717,18.85720813
2220,2220,118241,16.752,"[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]",1,89098,49.19838568,18.8711111,89099,49.19830931,18.87091236
2221,2221,118243,171.695,"[39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805, 39.165538656990805]",1,133336,49.19672662,18.86985828,243838,49.19551944,18.86854139
2222,2222,118244,5.319,"[1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024, 1.2133230444482024]",1,89100,49.1955146,18.86846856,243838,49.19551944,18.86854139
2223,2223,118245,40.166,"[9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909, 9.162311224535909]",1,89100,49.1955146,18.86846856,89101,49.19570329,18.86800607
2224,2224,118333,13.437,"[1.1455621148741144, 24.0, 1.1455621148741144, 22.0, 1.1455621148741144, 21.0, 1.1455621148741144, 1.1455621148741144, 1.1455621148741144, 42.0, 20.0, 1.1455621148741144, 1.1455621148741144, 50.0, 27.0, 1.1455621148741144, 1.1455621148741144, 1.1455621148741144, 1.1455621148741144, 1.1455621148741144, 19.0, 1.1455621148741144, 1.1455621148741144, 21.0]",24,89209,49.23991149,18.73346274,213110,49.23996272,18.7332951
2225,2225,118335,68.069,"[5.8031753812135225, 22.0, 41.0, 19.0, 5.8031753812135225, 40.0, 5.8031753812135225, 27.0, 5.8031753812135225, 5.8031753812135225, 25.0, 22.0, 5.8031753812135225, 5.8031753812135225, 86.0, 5.8031753812135225, 5.8031753812135225, 5.8031753812135225, 5.8031753812135225, 5.8031753812135225, 5.8031753812135225, 5.8031753812135225, 5.8031753812135225, 39.5]",24,89208,49.23954344,18.73456635,190567,49.23982376,18.73373282
2226,2226,118337,41.866,"[24.0, 9.55010012763084, 9.55010012763084, 9.55010012763084, 9.55010012763084, 9.55010012763084, 9.55010012763084, 149.0, 9.55010012763084, 9.55010012763084, 9.55010012763084, 25.0, 9.55010012763084, 50.0, 124.0, 49.5, 9.55010012763084, 9.55010012763084, 31.5, 26.0, 9.55010012763084, 21.0, 26.666666666666668, 27.5]",24,89214,49.23140852,18.74063131,157267,49.23106337,18.7404009
2227,2227,118338,62.877,"[14.342942858764737, 14.342942858764737, 14.342942858764737, 30.0, 14.342942858764737, 25.0, 14.342942858764737, 14.342942858764737, 28.0, 14.342942858764737, 24.0, 34.0, 14.342942858764737, 84.0, 14.342942858764737, 26.0, 34.0, 14.342942858764737, 22.0, 31.5, 22.0, 24.0, 25.5, 27.666666666666668]",24,47211,49.23052451,18.74015485,157267,49.23106337,18.7404009
2228,2228,118339,35.919,"[3.522654317507787, 3.522654317507787, 3.522654317507787, 3.522654317507787, 3.522654317507787, 3.522654317507787, 3.522654317507787, 3.522654317507787, 3.522654317507787, 3.522654317507787, 3.522654317507787, 18.0, 3.522654317507787, 3.522654317507787, 14.0, 3.522654317507787, 11.0, 11.0, 22.0, 3.522654317507787, 3.522654317507787, 3.522654317507787, 19.0, 3.522654317507787]",21,89212,49.23168866,18.74089246,89213,49.2317274,18.74137078
2229,2229,118340,37.27,"[3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569, 3.655149820805569]",21,89212,49.23168866,18.74089246,89214,49.23140852,18.74063131
2230,2230,118394,6.954,"[1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774, 1.58628472477774]",1,160719,49.19929316,18.53187796,160720,49.1993524,18.5319087
2231,2231,118402,204.896,"[22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006, 22.32077940348006]",1,248571,49.19021482,18.52185283,248572,49.19071717,18.52266793
2232,2232,118622,204.686,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",1,89451,49.22775028,18.78333786,181747,49.22644531,18.78532586
2233,2233,118623,168.096,"[66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0]",2,44733,49.22534449,18.78688992,181747,49.22644531,18.78532586
2234,2234,118628,310.46,"[70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133, 70.8193781499133]",5,89463,49.22520423,18.80269484,89467,49.22665654,18.79904536
2235,2235,118629,275.968,"[58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 45.0, 45.0, 45.0, 45.0, 22.0, 14.0, 14.0, 14.0, 14.0, 27.0, 27.0, 27.0, 27.0]",5,89467,49.22665654,18.79904536,181770,49.22782516,18.79569856
2236,2236,118630,22.698,"[36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0]",1,181770,49.22782516,18.79569856,317764,49.22790339,18.79540985
2237,2237,118634,22.468,"[5.125200632198197, 5.125200632198197, 93.0, 93.0, 93.0, 93.0, 5.125200632198197, 5.125200632198197, 5.125200632198197, 5.125200632198197, 5.125200632198197, 5.125200632198197, 5.125200632198197, 5.125200632198197, 5.125200632198197, 5.125200632198197, 5.125200632198197, 5.125200632198197, 62.0, 117.0, 5.125200632198197, 5.125200632198197, 5.125200632198197, 5.125200632198197]",10,43088,49.22364818,18.80143643,181697,49.2238391,18.80153776
2238,2238,118635,85.384,"[19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167, 19.477039824622167]",8,181697,49.2238391,18.80153776,181703,49.22450649,18.80211928
2239,2239,118636,88.153,"[719.0, 719.0, 719.0, 719.0, 719.0, 719.0, 20.108679514427973, 20.108679514427973, 20.108679514427973, 20.108679514427973, 20.108679514427973, 20.108679514427973, 20.108679514427973, 20.108679514427973, 20.108679514427973, 32.0, 20.108679514427973, 20.108679514427973, 20.108679514427973, 20.108679514427973, 20.108679514427973, 20.108679514427973, 20.108679514427973, 20.108679514427973]",8,89463,49.22520423,18.80269484,181703,49.22450649,18.80211928
2240,2240,118637,274.872,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 62.70135963030011, 62.70135963030011, 62.70135963030011, 62.70135963030011, 62.70135963030011, 62.70135963030011, 62.70135963030011, 62.70135963030011, 830.0, 62.70135963030011, 62.70135963030011, 75.0, 78.0, 78.0, 62.70135963030011, 62.70135963030011, 62.70135963030011, 62.70135963030011]",9,89458,49.2273677,18.804526,89463,49.22520423,18.80269484
2241,2241,118638,182.501,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 26.0, 26.0, 26.0, 26.0, 41.63050741395777, 41.63050741395777, 41.63050741395777, 41.63050741395777, 41.63050741395777, 39.0, 39.0, 39.0, 39.0]",5,30254,49.22837334,18.79256354,30255,49.22739005,18.79452267
2242,2242,118639,80.532,"[18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335, 18.370244672965335]",5,30255,49.22739005,18.79452267,30256,49.22683535,18.79517776
2243,2243,118641,8.375,"[1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096, 1.9104306255412096]",1,181749,49.22661668,18.79532323,181751,49.22668392,18.79527127
2244,2244,118642,9.666,"[2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905, 2.2049220807738905]",1,30257,49.22653919,18.79538358,181749,49.22661668,18.79532323
2245,2245,118643,19.366,"[4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968, 4.41759993960968]",1,30257,49.22653919,18.79538358,30258,49.22639949,18.79554284
2246,2246,118644,12.309,"[2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776, 2.807819769526776]",1,30258,49.22639949,18.79554284,30259,49.22631102,18.79564473
2247,2247,118645,101.775,"[23.21600918381572, 23.21600918381572, 23.21600918381572, 23.21600918381572, 23.21600918381572, 23.21600918381572, 23.21600918381572, 23.21600918381572, 139.0, 139.0, 139.0, 139.0, 139.0, 139.0, 139.0, 139.0, 139.0, 139.0, 139.0, 139.0, 139.0, 139.0, 139.0, 139.0]",2,30259,49.22631102,18.79564473,181742,49.22576079,18.79676324
2248,2248,118646,15.762,"[3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424, 3.595487465048424]",1,181740,49.22569448,18.7969551,181742,49.22576079,18.79676324
2249,2249,118647,60.756,"[13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 13.85911917437394, 108.0, 108.0]",2,30260,49.22537746,18.79763049,181740,49.22569448,18.7969551
2250,2250,118648,23.613,"[5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607, 5.386387863988607]",2,30260,49.22537746,18.79763049,181721,49.2252793,18.79791883
