,Unnamed: 0,EdgeID,Length(m)(poly),weight,data avail,from_node,from_lat,from_lon,to_node,to_lat,to_lon
1286,1286,95434,64.002,"[14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156, 14.131122619667156]",1,56093,49.20377133,18.72140025,72849,49.20369795,18.72052648
1287,1287,102856,23.358,"[5.157256994315576, 26.0, 5.157256994315576, 5.157256994315576, 5.157256994315576, 5.157256994315576, 5.157256994315576, 5.157256994315576, 5.157256994315576, 5.157256994315576, 5.157256994315576, 5.157256994315576, 27.0, 5.157256994315576, 5.157256994315576, 5.157256994315576, 25.0, 5.157256994315576, 5.157256994315576, 5.157256994315576, 15.0, 5.157256994315576, 5.157256994315576, 5.157256994315576]",22,46325,49.20197034,18.74449295,49152,49.20176992,18.74458925
1288,1288,102861,346.261,"[76.4516210338516, 76.4516210338516, 76.4516210338516, 76.4516210338516, 76.4516210338516, 76.4516210338516, 76.4516210338516, 76.4516210338516, 76.4516210338516, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 76.4516210338516, 76.4516210338516, 76.4516210338516, 76.4516210338516, 76.4516210338516]",4,51731,49.2227936,18.72176179,254319,49.22000094,18.72387105
1289,1289,102862,86.903,"[19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087, 19.18747771971087]",4,254317,49.21930039,18.72440153,254319,49.22000094,18.72387105
1290,1290,102863,55.318,"[12.21376583661054, 12.21376583661054, 12.21376583661054, 12.21376583661054, 12.21376583661054, 12.21376583661054, 12.21376583661054, 12.21376583661054, 12.21376583661054, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.21376583661054, 12.21376583661054, 12.21376583661054, 12.21376583661054, 12.21376583661054]",6,254316,49.21885448,18.72473923,254317,49.21930039,18.72440153
1291,1291,102864,21.783,"[4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098, 4.809509765698098]",6,254314,49.21867883,18.72487203,254316,49.21885448,18.72473923
1292,1292,102865,118.785,"[26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335, 26.22676479449335]",19,254313,49.21770765,18.72554948,254314,49.21867883,18.72487203
1293,1293,102866,9.608,"[2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204, 2.121368490512204]",19,254311,49.21762699,18.72559697,254313,49.21770765,18.72554948
1294,1294,102867,10.198,"[2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662, 2.2516357063117662]",23,254309,49.21753721,18.72562566,254311,49.21762699,18.72559697
1295,1295,102868,149.669,"[33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 12.0, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505, 33.045701561872505]",24,254309,49.21753721,18.72562566,287634,49.21620039,18.72583595
1296,1296,102869,44.113,"[11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 11.365983232943687, 34.0, 11.365983232943687, 24.0, 11.365983232943687, 11.365983232943687, 34.0, 11.365983232943687, 11.365983232943687, 11.365983232943687]",21,46380,49.21827259,18.73045922,46395,49.21864009,18.73025768
1297,1297,102870,13.739,"[3.539937062485284, 42.0, 3.539937062485284, 20.0, 3.539937062485284, 20.0, 3.539937062485284, 3.539937062485284, 3.539937062485284, 74.5, 49.0, 46.66666666666666, 36.0, 3.539937062485284, 46.0, 44.0, 3.539937062485284, 3.539937062485284, 36.0, 39.66666666666666, 43.0, 32.5, 23.0, 3.539937062485284]",24,31567,49.21818579,18.73059352,46380,49.21827259,18.73045922
1298,1298,102872,15.309,"[9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087, 9.67949080858087]",13,49961,49.21206644,18.75123088,157150,49.21194164,18.75114185
1299,1299,102873,14.683,"[9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 48.0, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766, 9.283686951622766]",13,157148,49.21182187,18.75105673,157150,49.21194164,18.75114185
1300,1300,102874,15.119,"[9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 9.5593586475233, 200.0, 200.0, 200.0]",13,157146,49.21169857,18.75096899,157148,49.21182187,18.75105673
1301,1301,102875,14.756,"[9.329842992450148, 9.329842992450148, 156.0, 156.0, 156.0, 156.0, 156.0, 156.0, 156.0, 190.0, 9.329842992450148, 9.329842992450148, 9.329842992450148, 9.329842992450148, 9.329842992450148, 9.329842992450148, 9.329842992450148, 9.329842992450148, 9.329842992450148, 367.0, 9.329842992450148, 9.329842992450148, 9.329842992450148, 9.329842992450148]",12,157144,49.21157824,18.75088331,157146,49.21169857,18.75096899
1302,1302,102876,15.236,"[9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489, 9.633334767753489]",12,151464,49.211454,18.75079484,157144,49.21157824,18.75088331
1303,1303,102877,14.853,"[9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 57.0, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698, 9.391173622042698]",13,151464,49.211454,18.75079484,157140,49.21133125,18.75071418
1304,1304,102878,14.95,"[9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249, 9.452504251635249]",13,157138,49.21120776,18.75063279,157140,49.21133125,18.75071418
1305,1305,102879,14.069,"[8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246, 8.895470389047246]",13,155092,49.21109358,18.75054934,157138,49.21120776,18.75063279
1306,1306,102880,15.666,"[9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727, 9.905212816462727]",13,77797,49.2109645,18.75046291,155092,49.21109358,18.75054934
1307,1307,102882,15.999,"[10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942, 118.0, 118.0, 10.11576023557942, 10.11576023557942, 192.0, 113.0, 10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942, 10.11576023557942]",13,46872,49.21083486,18.75036736,77797,49.2109645,18.75046291
1308,1308,102883,32.52,"[20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223, 20.561567776801223]",3,48713,49.21065474,18.75148886,48946,49.21077842,18.75108317
1309,1309,102888,16.737,"[4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 117.0, 52.5, 52.5, 4.3123900294647495, 77.5, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495, 4.3123900294647495]",21,123862,49.21590516,18.74490255,199260,49.21604263,18.74481668
1310,1310,102889,48.597,"[12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 12.521313154203169, 105.0, 12.521313154203169]",21,123862,49.21590516,18.74490255,123870,49.21552872,18.74524248
1311,1311,102890,43.157,"[11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 41.0, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925, 11.119664007982925]",21,45172,49.21519438,18.74554423,123870,49.21552872,18.74524248
1312,1312,102891,5.148,"[1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287, 1.3264135670481287]",20,45177,49.21347683,18.74962156,49284,49.21351688,18.74958598
1313,1313,102892,9.215,"[2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 160.0, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 2.374300897503595, 35.0, 2.374300897503595, 2.374300897503595]",20,45178,49.21355208,18.74947366,49284,49.21351688,18.74958598
1314,1314,102893,8.599,"[2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 259.0, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597, 2.215584744181597]",20,45175,49.21353011,18.74936209,45178,49.21355208,18.74947366
1315,1315,102894,13.651,"[3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427, 3.517263326296427]",3,45174,49.21342077,18.74929932,45175,49.21353011,18.74936209
1316,1316,102895,23.111,"[5.954689966598544, 5.954689966598544, 50.0, 50.0, 5.954689966598544, 5.954689966598544, 5.954689966598544, 5.954689966598544, 5.954689966598544, 5.954689966598544, 154.0, 5.954689966598544, 117.0, 67.0, 78.0, 104.0, 5.954689966598544, 168.66666666666666, 168.66666666666666, 44.0, 147.33333333333334, 5.954689966598544, 60.0, 52.0]",21,45174,49.21342077,18.74929932,45179,49.21335017,18.74955003
1317,1317,102896,12.577,"[3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 71.0, 71.0, 71.0, 71.0, 71.0, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504, 3.2405406823551504]",10,45176,49.21344554,18.74962975,45179,49.21335017,18.74955003
1318,1318,102897,3.53,"[0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 0.909526008484828, 31.0, 23.0, 0.909526008484828, 0.909526008484828]",20,45176,49.21344554,18.74962975,45177,49.21347683,18.74962156
1319,1319,102898,60.524,"[23.0, 23.0, 15.594377376072444, 15.594377376072444, 15.594377376072444, 15.594377376072444, 15.594377376072444, 15.594377376072444, 15.594377376072444, 15.594377376072444, 15.594377376072444, 15.594377376072444, 15.594377376072444, 15.594377376072444, 15.594377376072444, 45.0, 103.0, 15.594377376072444, 41.0, 92.0, 15.594377376072444, 15.594377376072444, 31.0, 15.594377376072444]",19,46855,49.21948126,18.7428894,191703,49.21944475,18.74205866
1320,1320,102899,17.262,"[4.447659478318726, 4.447659478318726, 4.447659478318726, 53.0, 4.447659478318726, 4.447659478318726, 4.447659478318726, 42.333333333333336, 29.0, 46.0, 37.0, 60.0, 37.0, 39.0, 47.0, 33.75, 30.33333333333333, 36.75, 33.25, 4.447659478318726, 4.447659478318726, 4.447659478318726, 4.447659478318726, 4.447659478318726]",24,31571,49.2190711,18.732,31572,49.21917243,18.73182137
1321,1321,102900,48.986,"[41.13793103448276, 42.47058823529412, 44.86666666666667, 36.47619047619048, 45.0, 39.5, 41.2, 35.75, 44.583333333333336, 47.8, 43.66666666666666, 44.34285714285714, 37.78947368421053, 41.76470588235294, 45.625, 47.851851851851855, 39.9, 44.38461538461539, 41.03448275862069, 41.34883720930232, 41.0, 39.206896551724135, 41.26315789473684, 33.0]",24,31570,49.21865089,18.73209518,31571,49.2190711,18.732
1322,1322,102901,50.37,"[11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695, 11.121287559023695]",4,45184,49.21284596,18.75185245,45198,49.21324326,18.75218512
1323,1323,102902,86.889,"[19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427, 19.18438663323427]",3,46342,49.21134262,18.75958242,46364,49.21200199,18.75894056
1324,1324,102903,57.17,"[12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456, 12.622672419086456]",3,46340,49.21250193,18.75990187,46341,49.2120914,18.7594472
1325,1325,102904,40.948,"[9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036, 9.040986360272036]",3,46340,49.21250193,18.75990187,46352,49.21270384,18.7603733
1326,1326,102905,81.677,"[18.0336192963744, 18.0336192963744, 51.0, 18.0336192963744, 18.0336192963744, 18.0336192963744, 25.0, 17.5, 37.5, 32.0, 33.0, 32.0, 27.0, 35.5, 25.0, 67.0, 28.0, 18.0336192963744, 18.0336192963744, 44.0, 31.0, 14.0, 21.0, 18.0336192963744]",22,46392,49.21927488,18.73834957,52538,49.21854435,18.73823409
1327,1327,102906,50.426,"[11.133651904930096, 11.133651904930096, 11.133651904930096, 11.133651904930096, 26.0, 19.0, 11.133651904930096, 11.133651904930096, 22.0, 11.133651904930096, 15.0, 19.33333333333333, 11.133651904930096, 11.133651904930096, 11.133651904930096, 89.0, 45.66666666666666, 32.0, 16.0, 11.133651904930096, 11.133651904930096, 11.133651904930096, 27.0, 11.133651904930096]",23,52538,49.21854435,18.73823409,260959,49.21809396,18.73815288
1328,1328,102907,47.102,"[10.39973965862883, 10.39973965862883, 10.39973965862883, 10.39973965862883, 18.0, 10.39973965862883, 10.39973965862883, 10.39973965862883, 10.39973965862883, 19.0, 10.39973965862883, 29.0, 46.0, 10.39973965862883, 38.0, 22.0, 10.39973965862883, 10.39973965862883, 10.39973965862883, 10.39973965862883, 15.0, 10.39973965862883, 10.39973965862883, 10.39973965862883]",23,52540,49.21767319,18.738078,260959,49.21809396,18.73815288
1329,1329,102908,7.835,"[1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575, 1.7299044674399575]",23,52540,49.21767319,18.738078,260963,49.21760315,18.73806608
1330,1330,102909,78.979,"[17.437922773955382, 17.437922773955382, 17.437922773955382, 17.437922773955382, 17.437922773955382, 48.5, 17.437922773955382, 34.0, 19.0, 66.0, 47.6, 102.0, 17.437922773955382, 32.666666666666664, 27.0, 143.5, 48.5, 28.0, 17.437922773955382, 17.437922773955382, 127.66666666666669, 17.437922773955382, 28.0, 29.0]",22,46393,49.2168974,18.73794352,260963,49.21760315,18.73806608
1331,1331,102910,131.512,"[33.88486810987442, 33.88486810987442, 33.88486810987442, 38.0, 33.88486810987442, 40.333333333333336, 33.88486810987442, 84.0, 33.88486810987442, 33.88486810987442, 76.66666666666667, 106.0, 54.0, 73.5, 65.0, 49.5, 38.0, 33.88486810987442, 33.88486810987442, 33.88486810987442, 29.0, 25.0, 33.88486810987442, 27.0]",24,46391,49.2198631,18.73679166,46392,49.21927488,18.73834957
1332,1332,102911,113.146,"[20.0, 26.0, 26.33333333333333, 26.33333333333333, 30.0, 24.981719320097188, 11.0, 11.0, 37.0, 17.0, 24.981719320097188, 20.0, 21.33333333333333, 37.5, 34.0, 24.0, 44.0, 57.0, 36.66666666666666, 28.75, 26.90909090909091, 23.0, 28.0, 24.981719320097188]",22,59298,49.19912869,18.74580518,175361,49.20010323,18.74535722
1333,1333,102912,35.815,"[36.0, 32.0, 7.907661582815837, 7.907661582815837, 34.0, 22.0, 29.0, 29.0, 7.907661582815837, 36.0, 41.66666666666666, 7.907661582815837, 7.907661582815837, 34.6, 34.0, 33.0, 19.5, 44.0, 36.66666666666666, 31.0, 32.333333333333336, 31.0, 30.75, 31.5]",22,96879,49.20041168,18.74521528,175361,49.20010323,18.74535722
1334,1334,102913,43.15,"[9.527170104662943, 9.527170104662943, 9.527170104662943, 9.527170104662943, 9.527170104662943, 9.527170104662943, 9.527170104662943, 9.527170104662943, 9.527170104662943, 24.0, 47.0, 66.0, 9.527170104662943, 9.527170104662943, 17.0, 30.0, 26.25, 9.527170104662943, 9.527170104662943, 9.527170104662943, 27.0, 9.527170104662943, 27.5, 9.527170104662943]",22,96879,49.20041168,18.74521528,175363,49.20078328,18.74504411
1335,1335,102914,114.579,"[25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 25.29811410016629, 24.0, 25.29811410016629, 30.0, 25.29811410016629]",22,49152,49.20176992,18.74458925,175363,49.20078328,18.74504411
1336,1336,102915,54.433,"[31.0, 12.018365012911197, 12.018365012911197, 12.018365012911197, 12.018365012911197, 12.018365012911197, 13.0, 13.0, 12.018365012911197, 12.018365012911197, 13.0, 16.0, 26.0, 12.018365012911197, 19.5, 12.018365012911197, 13.0, 12.018365012911197, 20.0, 12.018365012911197, 14.0, 13.0, 12.018365012911197, 12.018365012911197]",23,44714,49.20197817,18.73351377,103481,49.20148959,18.73356034
1337,1337,102916,24.973,"[5.5138358985804805, 5.5138358985804805, 5.5138358985804805, 5.5138358985804805, 5.5138358985804805, 5.5138358985804805, 5.5138358985804805, 5.5138358985804805, 13.0, 5.5138358985804805, 5.5138358985804805, 5.5138358985804805, 5.5138358985804805, 5.5138358985804805, 15.0, 17.0, 5.5138358985804805, 11.0, 17.0, 135.0, 5.5138358985804805, 5.5138358985804805, 12.0, 20.0]",23,46293,49.2012685,18.73361957,103481,49.20148959,18.73356034
1338,1338,102917,154.814,"[11.8, 18.0, 10.0, 9.0, 16.0, 14.333333333333334, 19.0, 19.0, 71.4, 18.0, 20.0, 16.0, 17.0, 19.5, 16.0, 39.81818181818182, 19.0, 21.0, 19.142857142857142, 34.181675842022926, 14.666666666666666, 36.285714285714285, 16.666666666666668, 12.5]",23,46293,49.2012685,18.73361957,96886,49.199911,18.7340925
1339,1339,102918,35.74,"[7.891102190976911, 7.891102190976911, 7.891102190976911, 7.891102190976911, 7.891102190976911, 7.891102190976911, 28.0, 28.0, 158.0, 121.0, 87.5, 79.5, 7.891102190976911, 7.891102190976911, 120.0, 47.0, 87.5, 7.891102190976911, 15.0, 7.891102190976911, 7.891102190976911, 131.0, 139.0, 7.891102190976911]",23,44721,49.19960423,18.73423927,96886,49.199911,18.7340925
1340,1340,102919,202.005,"[13.2, 13.0, 16.5, 15.0, 16.0, 13.666666666666666, 17.333333333333332, 17.333333333333332, 40.5, 15.5, 17.875, 43.833333333333336, 15.0, 29.7, 28.571428571428573, 27.33333333333333, 42.625, 21.11111111111111, 19.625, 19.0, 46.42857142857143, 42.5, 60.23076923076923, 20.857142857142858]",23,44721,49.19960423,18.73423927,44722,49.19794517,18.73526224
1341,1341,102920,373.264,"[82.41366447153905, 82.41366447153905, 82.41366447153905, 82.41366447153905, 82.41366447153905, 82.41366447153905, 82.41366447153905, 82.41366447153905, 202.0, 202.0, 202.0, 202.0, 46.0, 46.0, 24.0, 22.0, 22.0, 25.5, 25.5, 25.5, 25.5, 25.5, 31.5, 29.0]",8,44712,49.20197947,18.73984677,44713,49.20198469,18.73470922
1342,1342,102921,61.568,"[92.0, 59.0, 30.0, 30.0, 30.0, 150.0, 38.0, 13.593715156521164, 13.593715156521164, 166.5, 32.0, 37.0, 98.5, 70.0, 52.0, 85.0, 51.333333333333336, 57.0, 803.0, 51.66666666666666, 63.0, 55.5, 59.25, 68.0]",22,46301,49.21654387,18.74446073,199260,49.21604263,18.74481668
