,Unnamed: 0,EdgeID,Length(m)(poly),weight,data avail,from_node,from_lat,from_lon,to_node,to_lat,to_lon
2443,2443,195184,65.66,"[14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048, 14.497195575253048]",1,142728,49.3637245,18.83745589,297769,49.36315174,18.83767643
2444,2444,195185,76.896,"[16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557, 16.97801326461557]",1,142727,49.362481,18.83793497,297769,49.36315174,18.83767643
2445,2445,195193,44.134,"[4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676, 4.767583379771676]",1,124552,49.4136542,18.71894938,124554,49.41405019,18.71890803
2446,2446,195194,202.296,"[21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613, 21.853062205879613]",1,124554,49.41405019,18.71890803,268564,49.41529686,18.72078949
2447,2447,195195,308.908,"[46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0]",1,142737,49.41754228,18.72318578,268564,49.41529686,18.72078949
2448,2448,195196,54.038,"[23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0]",1,142737,49.41754228,18.72318578,146027,49.41799416,18.72344338
2449,2449,195197,692.637,"[33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0]",1,142738,49.42370875,18.72674902,146027,49.41799416,18.72344338
2450,2450,195218,110.269,"[11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102, 11.911828787421102]",1,142738,49.42370875,18.72674902,142742,49.42455067,18.72755461
2451,2451,195219,387.763,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",1,142742,49.42455067,18.72755461,142743,49.42773672,18.72963649
2452,2452,195220,604.504,"[49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0]",1,142743,49.42773672,18.72963649,142745,49.43236204,18.73388407
2453,2453,195221,153.216,"[16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146, 16.551186276229146]",1,142745,49.43236204,18.73388407,142746,49.43350608,18.73506498
2454,2454,195222,12.282,"[1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906, 1.326765284595906]",1,142746,49.43350608,18.73506498,145910,49.43360368,18.73514452
2455,2455,195223,249.966,"[29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0]",1,142747,49.43565911,18.73634425,145910,49.43360368,18.73514452
2456,2456,195224,481.825,"[24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0]",1,142747,49.43565911,18.73634425,142748,49.43994208,18.73632823
2457,2457,195225,149.391,"[16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894, 16.137989955305894]",1,142748,49.43994208,18.73632823,142749,49.44124891,18.73586276
2458,2458,195226,111.643,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",1,142749,49.44124891,18.73586276,142750,49.44221413,18.73545465
2459,2459,195227,116.248,"[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]",1,142750,49.44221413,18.73545465,142751,49.44320655,18.73497874
2460,2460,195229,2090.717,"[209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0]",1,142752,49.36076308,18.84216392,142753,49.36414415,18.8586772
2461,2461,195231,6.926,"[1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567, 1.5292046383521567]",1,130102,49.20144638,18.86969977,130105,49.20141416,18.86978136
2462,2462,195232,31.538,"[6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146, 6.9633346642146]",4,142759,49.20609517,18.87314716,197141,49.20624884,18.87278226
2463,2463,195233,127.011,"[142.0, 142.0, 142.0, 142.0, 142.0, 142.0, 142.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 75.5, 85.0, 85.0, 85.0, 85.0, 85.0]",4,142761,49.20688624,18.87133145,197141,49.20624884,18.87278226
2464,2464,195242,19.994,"[242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 179.0, 179.0, 4.414513072366881, 4.414513072366881, 4.414513072366881]",3,133341,49.20625592,18.87642429,197142,49.20634048,18.87618141
2465,2465,195244,78.171,"[41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0]",1,133339,49.2054263,18.87834189,133343,49.20481348,18.87781457
2466,2466,195293,125.196,"[24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 17.0, 17.0, 17.0, 17.0, 17.0]",2,142787,49.44134335,18.73057396,142789,49.44245367,18.73028674
2467,2467,195294,71.625,"[15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 15.814219206175746, 19.0, 19.0, 19.0, 19.0, 23.0, 23.0]",3,142787,49.44134335,18.73057396,145918,49.44071042,18.73038993
2468,2468,195310,128.486,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]",1,142799,49.43826253,18.72532335,334723,49.43734425,18.72640015
2469,2469,195314,108.086,"[23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0]",1,142800,49.43887814,18.72779229,142802,49.43980927,18.7274097
2470,2470,195318,162.68,"[50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5, 50.5]",1,142801,49.43941197,18.72632862,334729,49.4381342,18.72742441
2471,2471,195356,153.694,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",1,142832,49.44531153,18.74012765,145914,49.44393168,18.74010717
2472,2472,195375,104.055,"[28.0, 28.0, 28.0, 28.0, 30.0, 30.0, 30.0, 30.0, 30.0, 28.0, 28.0, 28.0, 30.0, 26.0, 30.0, 30.0, 30.0, 32.0, 24.25, 24.25, 30.0, 30.0, 30.0, 30.0]",10,142839,49.4445715,18.74243137,142843,49.44550506,18.74253084
2473,2473,195376,157.769,"[27.0, 27.0, 27.0, 27.0, 12.0, 12.0, 14.0, 14.0, 29.0, 29.0, 29.0, 29.0, 29.0, 15.0, 15.0, 16.0, 16.0, 16.0, 27.0, 27.0, 27.0, 27.0, 27.0, 14.0]",10,142843,49.44550506,18.74253084,145928,49.44689235,18.74295142
2474,2474,196493,125.881,"[214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0, 214.0]",1,26697,49.34787358,18.78984836,143665,49.34685303,18.78915993
2475,2475,196570,271.253,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",1,143632,49.34709872,18.79959093,143719,49.34749714,18.79628063
2476,2476,196753,29.866,"[6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095, 6.5941706221521095]",2,87430,49.42374806,18.69489965,87442,49.42384882,18.69528242
2477,2477,196765,109.59,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 18.0, 18.0, 36.0, 36.0, 36.0]",3,143853,49.42026677,18.68343879,335137,49.41931682,18.68376718
2478,2478,196797,38.231,"[8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488, 8.441094791920488]",3,143873,49.33785385,18.81186073,143874,49.33811555,18.81220048
2479,2479,196798,178.301,"[24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 39.367414990301455, 39.367414990301455, 39.367414990301455, 39.367414990301455, 39.367414990301455, 39.367414990301455, 39.367414990301455]",3,143873,49.33785385,18.81186073,143878,49.33641682,18.81080982
2480,2480,196799,46.247,"[10.210962591665057, 10.210962591665057, 10.210962591665057, 10.210962591665057, 10.210962591665057, 10.210962591665057, 10.210962591665057, 10.210962591665057, 10.210962591665057, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0]",3,143877,49.33604839,18.81051366,143878,49.33641682,18.81080982
2481,2481,196800,145.845,"[32.20139336997838, 32.20139336997838, 32.20139336997838, 32.20139336997838, 32.20139336997838, 32.20139336997838, 32.20139336997838, 32.20139336997838, 32.20139336997838, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 32.20139336997838, 32.20139336997838, 32.20139336997838, 32.20139336997838, 32.20139336997838, 32.20139336997838, 32.20139336997838]",3,143877,49.33604839,18.81051366,143881,49.33476242,18.81079157
2482,2482,196801,97.02,"[23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 167.0, 167.0, 167.0, 167.0, 167.0, 167.0, 167.0, 167.0, 21.421229282836592, 21.421229282836592, 21.421229282836592, 21.421229282836592, 21.421229282836592, 21.421229282836592, 21.421229282836592]",3,143881,49.33476242,18.81079157,143883,49.33390113,18.81082882
2483,2483,196802,96.183,"[21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 21.236426469914164, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",3,143882,49.3330581,18.81053751,143883,49.33390113,18.81082882
2484,2484,196803,330.603,"[33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 132.5, 132.5, 70.0, 70.0, 65.0, 65.0, 65.0, 65.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0]",5,4366,49.3304612,18.80851076,143882,49.3330581,18.81053751
2485,2485,196860,8.934,"[0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838, 0.96509697545838]",3,143913,49.34061429,18.81026463,143915,49.34067278,18.81018006
2486,2486,196861,54.626,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696, 5.900983588693696]",3,143911,49.34031552,18.81086142,143913,49.34061429,18.81026463
2487,2487,196862,37.137,"[4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468, 4.011731181732468]",3,143911,49.34031552,18.81086142,143912,49.34012814,18.81128573
2488,2488,196863,243.856,"[22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 20.5, 20.5, 20.5, 20.5, 20.5, 20.5, 20.5, 20.5, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",3,143874,49.33811555,18.81220048,143912,49.34012814,18.81128573
2489,2489,196864,48.011,"[5.186397010155843, 5.186397010155843, 5.186397010155843, 5.186397010155843, 5.186397010155843, 5.186397010155843, 5.186397010155843, 5.186397010155843, 5.186397010155843, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",3,52667,49.34133402,18.80977363,143914,49.34092032,18.80996344
2490,2490,196865,31.685,"[3.4227778897916696, 3.4227778897916696, 3.4227778897916696, 3.4227778897916696, 3.4227778897916696, 3.4227778897916696, 3.4227778897916696, 3.4227778897916696, 3.4227778897916696, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 3.4227778897916696, 3.4227778897916696, 3.4227778897916696, 3.4227778897916696, 3.4227778897916696, 3.4227778897916696, 3.4227778897916696]",3,143914,49.34092032,18.80996344,143915,49.34067278,18.81018006
2491,2491,197253,102.657,"[11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353, 11.089541102488353]",1,126009,49.44043251,18.66664239,144146,49.44125729,18.66600443
2492,2492,197254,206.952,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",1,144146,49.44125729,18.66600443,144148,49.44306629,18.66625477
2493,2493,197255,178.417,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]",1,126006,49.44463874,18.66579135,144148,49.44306629,18.66625477
2494,2494,197256,322.995,"[45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0]",1,2531,49.44747313,18.66490696,126006,49.44463874,18.66579135
2495,2495,197257,106.446,"[11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734, 11.498848516861734]",1,2531,49.44747313,18.66490696,144150,49.44812244,18.66383129
2496,2496,197258,135.105,"[14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079, 14.59474220610079]",1,126001,49.44925549,18.66335575,144150,49.44812244,18.66383129
2497,2497,197259,381.443,"[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]",1,126001,49.44925549,18.66335575,126007,49.45254977,18.66254383
2498,2498,197260,1366.618,"[109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0]",1,2532,49.46267604,18.65333882,126007,49.45254977,18.66254383
2499,2499,197275,367.631,"[62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0]",1,144170,49.42695479,18.67241193,145729,49.42407998,18.67480916
2500,2500,197281,120.743,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",1,144163,49.42437949,18.66798238,144165,49.42543692,18.66766647
2501,2501,197282,227.003,"[29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0]",1,144160,49.42322558,18.66575037,144163,49.42437949,18.66798238
2502,2502,197283,393.656,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",1,144154,49.41982607,18.66726805,144160,49.42322558,18.66575037
2503,2503,197284,136.102,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]",1,144153,49.41874797,18.66653324,144154,49.41982607,18.66726805
2504,2504,197285,137.968,"[30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625, 30.462215643108625]",1,144152,49.41774512,18.66542068,144153,49.41874797,18.66653324
2505,2505,197286,79.628,"[22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0]",1,144151,49.41722321,18.66472703,144152,49.41774512,18.66542068
2506,2506,197310,135.85,"[29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312, 29.994578417577312]",1,144151,49.41722321,18.66472703,144183,49.41610544,18.66410491
2507,2507,197311,107.696,"[23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512, 23.77840351313512]",1,144183,49.41610544,18.66410491,145736,49.41543526,18.66303761
2508,2508,197312,292.678,"[35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0]",1,144182,49.41350127,18.66029748,145736,49.41543526,18.66303761
2509,2509,197313,221.001,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]",1,144181,49.41338597,18.65776465,144182,49.41350127,18.66029748
2510,2510,197314,124.122,"[27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427, 27.405131117751427]",1,144180,49.41238033,18.65819865,144181,49.41338597,18.65776465
